ufn,ufn.no.u,date.site,search.id,date.processed,date.caught,site,species,number,semsp.id,cwt,adipose,weight,standard.length,fork.length,number.of.lice,cm,cpaf,caf,gc,gl,laf,palf,palm,lam,ucal,ulep,rna.tray.id,rna.tray.row,rna.tray.column,rna.location,fa.sample.id,fa.box,fa.well,isotope.sample.id,isotope.box,isotope.well,dna.sample.id,dna.box,dna.well,stomach.sample.id,stomach.tray,otolith.sample.id,otolith.box,otolith.well,sea.lice.sample.id,sea.lice.box,sea.lice.well,sl.cal.sample.id,sl.cal.box,sl.cal.well,sl.lep.sample.id,sl.lep.box,sl.lep.well,scale.book,scale.cell,carcass.bag,whatman.genetic.stock.id,whatman.genetic.stock.id.code,whatman.genetic.stock.id.range,whatman.sheet,initials.of.dissector,mins.to.process,photo.number,comments.processing,comments.sample,qc.data,qc.lice,dissection.state,ufn.no.u.copy,ufn.all.u,ufn.copy,wet weight,sea.lice.processed.state
U480,480,2015-05-26-J09,JE118,2016-02-12,2015-05-26,J09,SO,22,2015-05-26-J09-SO-22,none,none,10.4,NA,105,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,H,9,12-H9,SFA1310,SO22,100,SIS1310,SO26,38,SDN1310,SO13,74,SST1310,55,SOT1310,SO14,B16,SSL1310,SO28-32,NA,NA,NA,NA,NA,NA,NA,27,28,24,NA,NA,NA,NA,CK,NA,NA,NA,lots of unknown oval plankton-like organisms in bag and on fish,LP,DS,full work-up 1,480,U480,U480,NA,not
U1349,1349,2015-05-26-J09,JE118,2016-02-12,2015-05-26,J09,SO,30,2015-05-26-J09-SO-30,none,none,7.6,NA,94,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,H,10,12-H10,SFA1303,SO22,94,SIS1303,SO26,32,SDN1303,SO13,61,SST1303,51,SOT1303,SO15,A19,SSL1303,SO28-32,NA,NA,NA,NA,NA,NA,NA,24,49,24,NA,NA,NA,NA,LP,NA,NA,NA,NA,CK,DS,full work-up 1,1349,U1349,U1349,NA,not
U1350,1350,2015-05-26-J09,JE118,2016-02-12,2015-05-26,J09,SO,17,2015-05-26-J09-SO-17,none,none,9.5,NA,101,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,G,10,12-G10,SFA1304,SO22,98,SIS1304,SO26,36,SDN1304,SO13,62,SST1304,51,SOT1304,SO15,A20,SSL1304,SO28-32,NA,NA,NA,NA,NA,NA,NA,24,50,24,NA,NA,NA,NA,LP,NA,NA,NA,NA,CK,DS,full work-up 1,1350,U1350,U1350,NA,not
U693,693,2015-05-26-J09,JE118,2016-02-12,2015-05-26,J09,SO,28,2015-05-26-J09-SO-28,none,none,9.2,NA,92,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,H,11,12-H11,SFA1316,SO23,5,SIS1316,SO26,43,SDN1316,SO13,65,SST1316,56,SOT1316,SO16,A20,SSL1316,SO28-32,NA,NA,NA,NA,NA,NA,NA,26,26,24,NA,NA,NA,NA,KI,NA,NA,NA,NA,CK,DS,full work-up 1,693,U693,U693,NA,not
U694,694,2015-05-26-J09,JE118,2016-02-12,2015-05-26,J09,SO,20,2015-05-26-J09-SO-20,none,none,9.5,NA,104,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,G,11,12-G11,SFA1317,SO23,7,SIS1317,SO26,45,SDN1317,SO13,66,SST1317,56,SOT1317,SO16,B1,SSL1317,SO28-32,NA,NA,NA,NA,NA,NA,NA,26,27,24,NA,NA,NA,NA,KI,NA,NA,NA,NA,CK,DS,full work-up 1,694,U694,U694,NA,not
U695,695,2015-05-26-J09,JE118,2016-02-12,2015-05-26,J09,SO,16,2015-05-26-J09-SO-16,none,none,8.8,NA,99,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,F,11,12-F11,SFA1318,SO23,9,SIS1318,SO26,47,SDN1318,SO13,67,SST1318,56,SOT1318,SO16,B2,SSL1318,SO28-32,NA,NA,NA,NA,NA,NA,NA,26,28,24,NA,NA,NA,NA,KI,NA,NA,NA,NA,CK,DS,full work-up 1,695,U695,U695,NA,not
U696,696,2015-05-26-J09,JE118,2016-02-12,2015-05-26,J09,SO,25,2015-05-26-J09-SO-25,none,none,7.5,NA,98,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,E,11,12-E11,SFA1319,SO23,12,SIS1319,SO26,49,SDN1319,SO13,68,SST1319,56,SOT1319,SO16,B3,SSL1319,SO28-32,NA,NA,NA,NA,NA,NA,NA,26,29,24,NA,NA,NA,NA,KI,NA,NA,NA,NA,CK,DS,full work-up 1,696,U696,U696,NA,not
U604,604,2015-06-20-J08,JE193,2016-02-15,2015-06-20,J08,SO,05,2015-06-20-J08-SO-05,none,none,14.2,NA,106,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,H,12,12-H12,SFA1320,SO23,6,SIS1320,SO26,54,SDN1320,SO13,75,SST1320,57,SOT1320,SO13,E14,SSL1320,SO26,54,NA,NA,NA,NA,NA,NA,28,15,24,NA,NA,NA,NA,DS,NA,NA,NA,NA,NA,KI,full work-up 1,604,U604,U604,NA,not
U741,741,2015-06-20-J08,JE193,2016-02-15,2015-06-20,J08,SO,04,2015-06-20-J08-SO-04,none,none,16.2,NA,115,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,F,10,12-F10,SFA1322,SO23,14,SIS1322,SO26,52,SDN1322,SO13,76,SST1322,58,SOT1322,SO15,B1,SSL1322,SO26,60,NA,NA,NA,NA,NA,NA,29,1,24,NA,NA,NA,NA,LP,NA,NA,NA,NA,CK,KI,full work-up 1,741,U741,U741,NA,not
U742,742,2015-06-20-J08,JE193,2016-02-15,2015-06-20,J08,SO,02,2015-06-20-J08-SO-02,none,none,18.7,NA,118,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,E,10,12-E10,SFA1323,SO23,21,SIS1323,SO26,60,SDN1323,SO13,77,SST1323,58,SOT1323,SO15,B2,SSL1323,SO26,63,NA,NA,NA,NA,NA,NA,29,2,24,NA,NA,NA,NA,LP,NA,NA,NA,NA,CK,KI,full work-up 1,742,U742,U742,NA,not
U697,697,2015-05-26-J09,JE118,2016-02-15,2015-05-26,J09,SO,24,2015-05-26-J09-SO-24,none,none,10.8,NA,104,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,D,11,12-D11,SFA1321,SO23,23,SIS1321,SO26,61,SDN1321,SO13,80,SST1321,56,SOT1321,SO16,B4,SSL1321,SO28-32,NA,NA,NA,NA,NA,NA,NA,26,30,24,NA,NA,NA,NA,KI,NA,NA,NA,NA,DS,DS,full work-up 1,697,U697,U697,NA,not
U971,971,2015-06-20-J08,JE193,2016-02-15,2015-06-20,J08,SO,03,2015-06-20-J08-SO-03,none,none,14.0,NA,105,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,A,1,13-A1,SFA1324,SO23,18,SIS1324,SO26,56,SDN1324,SO13,78,SST1324,55,SOT1324,SO14,B17,SSL1324,SO26,58,NA,NA,NA,NA,NA,NA,27,29,24,NA,NA,NA,NA,CK,NA,NA,NA,NA,KI,KI,full work-up 1,971,U971,U971,NA,not
U972,972,2015-06-20-J08,JE193,2016-02-15,2015-06-20,J08,SO,01,2015-06-20-J08-SO-01,none,none,15.0,NA,112,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,B,1,13-B1,SFA1325,SO23,20,SIS1325,SO26,58,SDN1325,SO13,79,SST1325,59,SOT1325,SO14,B18,SSL1325,SO26,61,NA,NA,NA,NA,NA,NA,27,30,24,NA,NA,NA,NA,CK,NA,NA,NA,NA,KI,KI,full work-up 1,972,U972,U972,NA,not
U606,606,2015-05-25-J04,JE114,2016-02-16,2015-05-25,J04,SO,08,2015-05-25-J04-SO-08,none,none,9.2,NA,92,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,E,12,12-E12,SFA1330,SO23,49,SIS1330,SO26,87,SDN1330,SO13,90,SST1330,57,SOT1330,SO13,E16,SSL1330,SO26,94,NA,NA,NA,NA,NA,NA,28,17,24,NA,NA,NA,NA,DS,NA,NA,NA,NA,LP,CK,full work-up 1,606,U606,U606,NA,not
U607,607,2015-05-25-J04,JE114,2016-02-16,2015-05-25,J04,SO,13,2015-05-25-J04-SO-13,none,none,9.8,NA,98,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,D,12,12-D12,SFA1331,SO23,52,SIS1331,SO26,89,SDN1331,SO13,91,SST1331,57,SOT1331,SO13,E17,SSL1331,SO26,96,NA,NA,NA,NA,NA,NA,28,18,24,NA,NA,NA,NA,DS,NA,NA,NA,1 CAL CHAL A NOT RETAINED,LP,CK,full work-up 1,607,U607,U607,NA,not
U605,605,2015-05-25-J08,JE115,2016-02-16,2015-05-25,J08,SO,30,2015-05-25-J08-SO-30,none,none,9.4,NA,93,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,G,12,12-G12,SFA1329,SO23,29,SIS1329,SO26,67,SDN1329,SO13,81,SST1329,57,SOT1329,SO13,E15,SSL1329,SO26,69,NA,NA,NA,NA,NA,NA,28,16,24,NA,NA,NA,NA,DS,NA,NA,NA,NA,LP,LP,full work-up 1,605,U605,U605,NA,not
U976,976,2015-05-25-J04,JE114,2016-02-16,2015-05-25,J04,SO,02,2015-05-25-J04-SO-02,none,none,14.7,NA,113,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,C,12,12-C12,SFA1343,SO23,40,SIS1343,SO26,78,SDN1343,SO13,88,SST1343,59,SOT1343,SO14,C2,SSL1343,SO26,85,NA,NA,NA,NA,NA,NA,27,34,24,NA,NA,NA,NA,CK,NA,NA,NA,NA,LP,DS,full work-up 1,976,U976,U976,NA,not
U743,743,2015-05-25-J08,JE115,2016-02-16,2015-05-25,J08,SO,27,2015-05-25-J08-SO-27,none,none,13.2,NA,115,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,D,10,12-D10,SFA1335,SO23,27,SIS1335,SO26,65,SDN1335,SO13,82,SST1335,58,SOT1335,SO15,B3,SSL1335,SO26,72,NA,NA,NA,NA,NA,NA,29,3,24,NA,NA,NA,NA,DS,NA,NA,NA,NA,DS,DS,full work-up 1,743,U743,U743,NA,not
U744,744,2015-05-25-J08,JE115,2016-02-16,2015-05-25,J08,SO,16,2015-05-25-J08-SO-16,none,none,12.5,NA,113,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,C,10,12-C10,SFA1336,SO23,34,SIS1336,SO26,72,SDN1336,SO13,83,SST1336,58,SOT1336,SO15,B4,SSL1336,SO26,80,NA,NA,NA,NA,NA,NA,29,4,24,NA,NA,NA,NA,DS,NA,NA,NA,NA,DS,DS,full work-up 1,744,U744,U744,NA,not
U745,745,2015-05-25-J08,JE115,2016-02-16,2015-05-25,J08,SO,22,2015-05-25-J08-SO-22,none,none,8.7,NA,92,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,B,10,12-B10,SFA1337,SO23,38,SIS1337,SO26,76,SDN1337,SO13,84,SST1337,58,SOT1337,SO15,B5,SSL1337,SO26,83,NA,NA,NA,NA,NA,NA,29,5,24,NA,NA,NA,NA,CK,NA,NA,NA,NA,DS,CK,full work-up 1,745,U745,U745,NA,not
U746,746,2015-05-25-J08,JE115,2016-02-16,2015-05-25,J08,SO,21,2015-05-25-J08-SO-21,none,none,7.9,NA,95,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,A,10,12-A10,SFA1338,SO23,47,SIS1338,SO26,85,SDN1338,SO13,89,SST1338,58,SOT1338,SO15,B6,SSL1338,SO26,89,NA,NA,NA,NA,NA,NA,29,6,24,NA,NA,NA,NA,CK,NA,NA,NA,NA,DS,CK,full work-up 1,746,U746,U746,NA,not
U699,699,2015-05-25-J04,JE114,2016-02-16,2015-05-25,J04,SO,03,2015-05-25-J04-SO-03,none,none,8.8,NA,99,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,B,11,12-B11,SFA1333,SO23,43,SIS1333,SO26,81,SDN1333,SO13,94,SST1333,56,SOT1333,SO16,B6,SSL1333,SO26,76,NA,NA,NA,NA,NA,NA,26,32,24,NA,NA,NA,NA,KI,NA,NA,NA,NA,CK,DS,full work-up 1,699,U699,U699,NA,not
U700,700,2015-05-25-J04,JE114,2016-02-16,2015-05-25,J04,SO,05,2015-05-25-J04-SO-05,none,none,7.7,NA,95,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,A,11,12-A11,SFA1334,SO23,45,SIS1334,SO26,83,SDN1334,SO13,95,SST1334,56,SOT1334,SO16,B7,SSL1334,SO26,81,NA,NA,NA,NA,NA,NA,26,33,24,NA,NA,NA,NA,KI,NA,NA,NA,HEMHORHAGGED MOUTH,CK,DS,full work-up 1,700,U700,U700,NA,not
U698,698,2015-05-25-J08,JE115,2016-02-16,2015-05-25,J08,SO,28,2015-05-25-J08-SO-28,none,none,12.9,NA,112,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,C,11,12-C11,SFA1332,SO23,41,SIS1332,SO26,80,SDN1332,SO13,93,SST1332,56,SOT1332,SO16,B5,SSL1332,SO26,67,NA,NA,NA,NA,NA,NA,26,31,24,NA,NA,NA,NA,KI,NA,NA,NA,1 COPE NOT RETAINED 2 NEMATODES IN GUT CAVITY,CK,DS,full work-up 1,698,U698,U698,NA,not
U973,973,2015-05-25-J04,JE114,2016-02-16,2015-05-25,J04,SO,07,2015-05-25-J04-SO-07,none,none,10.1,NA,105,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,C,1,13-C1,SFA1340,SO23,25,SIS1340,SO26,63,SDN1340,SO13,85,SST1340,59,SOT1340,SO14,B19,SSL1340,SO26,65,NA,NA,NA,NA,NA,NA,27,31,24,NA,NA,NA,NA,CK,NA,NA,NA,NA,LP,DS,full work-up 1,973,U973,U973,NA,not
U975,975,2015-05-25-J04,JE114,2016-02-16,2015-05-25,J04,SO,06,2015-05-25-J04-SO-06,none,none,12.9,NA,114,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,E,1,13-E1,SFA1342,SO23,36,SIS1342,SO26,74,SDN1342,SO13,87,SST1342,59,SOT1342,SO14,C1,SSL1342,SO26,78,NA,NA,NA,NA,NA,NA,27,33,24,NA,NA,NA,NA,CK,NA,NA,NA,NA,LP,DS,full work-up 1,975,U975,U975,NA,not
U974,974,2015-05-25-J08,JE115,2016-02-16,2015-05-25,J08,SO,18,2015-05-25-J08-SO-18,none,none,9.7,NA,105,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,D,1,13-D1,SFA1341,SO23,32,SIS1341,SO26,69,SDN1341,SO13,86,SST1341,59,SOT1341,SO14,B20,SSL1341,SO26,74,NA,NA,NA,NA,NA,NA,27,32,24,NA,NA,NA,NA,CK,NA,NA,NA,NA,LP,DS,full work-up 1,974,U974,U974,NA,not
U747,747,2015-05-25-J04,JE114,2016-02-16,2015-05-25,J04,SO,10,2015-05-25-J04-SO-10,none,none,10.1,NA,95,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,H,3,13-H3,SFA1339,SO23,54,SIS1339,SO26,92,SDN1339,SO13,92,SST1339,58,SOT1339,SO15,B7,SSL1339,SO26,98,NA,NA,NA,NA,NA,NA,29,7,24,NA,NA,NA,NA,CK,NA,NA,NA,NA,DS,CK,full work-up 1,747,U747,U747,NA,not
U1112,1112,2015-05-25-J04,JE114,2016-02-16,2015-05-25,J04,SO,01,2015-05-25-J04-SO-01,none,none,9.5,NA,92,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,G,2,13-G2,SFA1327,SO23,58,SIS1327,SO26,96,SDN1327,SO13,97,SST1327,56,SOT1327,SO16,B9,SSL1327,SO26,92,NA,NA,NA,NA,NA,NA,26,35,24,NA,NA,NA,NA,KI,NA,NA,NA,NA,CK,CK,full work-up 1,1112,U1112,U1112,NA,not
U1111,1111,2015-05-25-J08,JE115,2016-02-16,2015-05-25,J08,SO,24,2015-05-25-J08-SO-24,none,none,15.9,NA,113,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,H,2,13-H2,SFA1326,SO23,56,SIS1326,SO26,94,SDN1326,SO13,96,SST1326,56,SOT1326,SO16,B8,SSL1326,SO26,87,NA,NA,NA,NA,NA,NA,26,34,24,NA,NA,NA,NA,KI,NA,NA,NA,NA,CK,CK,full work-up 1,1111,U1111,U1111,NA,not
U1113,1113,2015-05-25-J08,JE115,2016-02-16,2015-05-25,J08,SO,20,2015-05-25-J08-SO-20,none,none,12.9,NA,104,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,F,2,13-F2,SFA1328,SO23,60,SIS1328,SO26,98,SDN1328,SO13,98,SST1328,56,SOT1328,SO16,B10,SSL1328,SO26,100,NA,NA,NA,NA,NA,NA,26,36,24,NA,NA,NA,NA,KI,NA,NA,NA,NA,CK,CK,full work-up 1,1113,U1113,U1113,NA,not
U608,608,2015-05-25-J08,JE115,2016-02-17,2015-05-25,J08,SO,13,2015-05-25-J08-SO-13,none,none,10.4,NA,97,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,C,12,12-C12,SFA1353,SO23,61,SIS1353,SO26,100,SDN1353,SO13,99,SST1353,57,SOT1353,SO13,E18,SSL1353,SO27,5,NA,NA,NA,NA,NA,NA,28,19,24,NA,NA,NA,NA,DS,NA,NA,NA,NA,CK,LP,full work-up 1,608,U608,U608,NA,not
U609,609,2015-05-25-J08,JE115,2016-02-17,2015-05-25,J08,SO,14,2015-05-25-J08-SO-14,none,none,12.4,NA,105,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,B,12,12-B12,SFA1354,SO23,65,SIS1354,SO27,3,SDN1354,SO13,100,SST1354,57,SOT1354,SO13,E19,SSL1354,SO27,7,NA,NA,NA,NA,NA,NA,28,20,24,NA,NA,NA,NA,DS,NA,NA,NA,PRED SCARS/SCALES MISSING IN VERTICAL STRIPES,CK,LP,full work-up 1,609,U609,U609,NA,not
U610,610,2015-05-25-J05,JE113,2016-02-17,2015-05-25,J05,SO,15,2015-05-25-J05-SO-15,none,none,9.3,NA,95,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,A,12,12-A12,SFA1355,SO23,69,SIS1355,SO27,7,SDN1355,SO14,1,SST1355,57,SOT1355,SO13,E20,SSL1355,SO27,14,NA,NA,NA,NA,NA,NA,28,21,24,NA,NA,NA,NA,DS,NA,NA,NA,NA,CK,LP,full work-up 1,610,U610,U610,NA,not
U977,977,2015-05-25-J05,JE113,2016-02-17,2015-05-25,J05,SO,11,2015-05-25-J05-SO-11,none,none,8.1,NA,93,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,F,1,13-F1,SFA1359,SO23,63,SIS1359,SO27,1,SDN1359,SO14,12,SST1359,59,SOT1359,SO14,C3,SSL1359,SO27,3,NA,NA,NA,NA,NA,NA,27,35,24,NA,NA,NA,NA,CK,NA,NA,NA,NA,DS,LP,full work-up 1,977,U977,U977,NA,not
U978,978,2015-05-25-J05,JE113,2016-02-17,2015-05-25,J05,SO,07,2015-05-25-J05-SO-07,none,none,8.7,NA,95,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,G,1,13-G1,SFA1360,SO23,67,SIS1360,SO27,5,SDN1360,SO14,13,SST1360,59,SOT1360,SO14,C4,SSL1360,SO27,9,NA,NA,NA,NA,NA,NA,27,36,24,NA,NA,NA,NA,CK,NA,NA,NA,NA,DS,LP,full work-up 1,978,U978,U978,NA,not
U979,979,2015-05-25-J05,JE113,2016-02-17,2015-05-25,J05,SO,12,2015-05-25-J05-SO-12,none,none,12.5,NA,109,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,H,1,13-H1,SFA1361,SO23,76,SIS1361,SO27,14,SDN1361,SO14,14,SST1361,59,SOT1361,SO14,C5,SSL1361,SO27,16,NA,NA,NA,NA,NA,NA,27,37,24,NA,NA,NA,NA,CK,NA,NA,NA,NA,DS,KI,full work-up 1,979,U979,U979,NA,not
U980,980,2015-05-25-J05,JE113,2016-02-17,2015-05-25,J05,SO,09,2015-05-25-J05-SO-09,none,none,10.7,NA,98,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,A,5,13-A5,SFA1362,SO23,78,SIS1362,SO27,16,SDN1362,SO14,15,SST1362,59,SOT1362,SO14,C6,SSL1362,SO27,21,NA,NA,NA,NA,NA,NA,27,38,24,NA,NA,NA,NA,CK,NA,NA,NA,NA,DS,KI,full work-up 1,980,U980,U980,NA,not
U1381,1381,2015-05-26-J07,JE116,2016-02-17,2015-05-26,J07,SO,20,2015-05-26-J07-SO-20,none,none,19.7,NA,124,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,B,5,13-B5,SFA1351,SO23,87,SIS1351,SO27,27,SDN1351,SO14,16,SST1351,59,SOT1351,SO14,B7,SSL1351,SO27,27,NA,NA,NA,NA,NA,NA,27,39,24,NA,NA,NA,NA,CK,NA,NA,NA,NA,DS,KI,full work-up 1,1381,U1381,U1381,NA,not
U1382,1382,2015-05-26-J07,JE116,2016-02-17,2015-05-26,J07,SO,23,2015-05-26-J07-SO-23,none,none,12.7,NA,108,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,C,5,13-C5,SFA1352,SO23,98,SIS1352,SO27,36,SDN1352,SO14,17,SST1352,59,SOT1352,SO14,B8,SSL1352,SO27,34,NA,NA,NA,NA,NA,NA,27,40,24,NA,NA,NA,NA,CK,NA,NA,NA,NA,DS,KI,full work-up 1,1382,U1382,U1382,NA,not
U748,748,2015-05-25-J05,JE113,2016-02-17,2015-05-25,J05,SO,04,2015-05-25-J05-SO-04,none,none,10.9,NA,99,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,G,3,13-G3,SFA1356,SO23,74,SIS1356,SO27,12,SDN1356,SO14,3,SST1356,58,SOT1356,SO15,B8,SSL1356,SO27,23,NA,NA,NA,NA,NA,NA,29,8,24,NA,NA,NA,NA,LP,NA,NA,NA,NA,CK,KI,full work-up 1,748,U748,U748,NA,not
U749,749,2015-05-26-J07,JE116,2016-02-17,2015-05-26,J07,SO,16,2015-05-26-J07-SO-16,none,none,16.8,NA,109,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,F,3,13-F3,SFA1357,SO23,92,SIS1357,SO27,20,SDN1357,SO14,9,SST1357,58,SOT1357,SO15,B9,SSL1357,SO27,NA,NA,NA,NA,NA,NA,NA,29,9,24,NA,NA,NA,NA,LP,NA,NA,NA,NA,CK,KI,full work-up 1,749,U749,U749,NA,not
U750,750,2015-05-26-J07,JE116,2016-02-17,2015-05-26,J07,SO,18,2015-05-26-J07-SO-18,none,none,22.9,NA,128,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,E,3,13-E3,SFA1358,SO23,96,SIS1358,SO27,34,SDN1358,SO14,11,SST1358,58,SOT1358,SO15,B10,SSL1358,SO27,36,NA,NA,NA,NA,NA,NA,29,10,24,NA,NA,NA,NA,LP,NA,NA,NA,NA,CK,KI,full work-up 1,750,U750,U750,NA,not
U1115,1115,2015-05-25-J05,JE113,2016-02-17,2015-05-25,J05,SO,13,2015-05-25-J05-SO-13,none,none,11.3,NA,103,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,D,2,13-D2,SFA1345,SO23,83,SIS1345,SO27,23,SDN1345,SO14,6,SST1345,56,SOT1345,SO16,B12,SSL1345,SO27,12,NA,NA,NA,NA,NA,NA,26,38,24,NA,NA,NA,NA,KI,NA,NA,NA,NA,DS,LP,full work-up 1,1115,U1115,U1115,NA,not
U1116,1116,2015-05-25-J05,JE113,2016-02-17,2015-05-25,J05,SO,02,2015-05-25-J05-SO-02,none,none,14.9,NA,110,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,C,2,13-C2,SFA1346,SO23,85,SIS1346,SO27,25,SDN1346,SO14,7,SST1346,56,SOT1346,SO16,B13,SSL1346,SO27,18,NA,NA,NA,NA,NA,NA,26,39,24,NA,NA,NA,NA,KI,NA,NA,NA,NA,DS,LP,full work-up 1,1116,U1116,U1116,NA,not
U1114,1114,2015-05-25-J04,JE114,2016-02-17,2015-05-25,J04,SO,15,2015-05-25-J04-SO-15,none,none,9.7,NA,113,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,E,2,13-E2,SFA1344,SO23,81,SIS1344,SO27,21,SDN1344,SO14,5,SST1344,56,SOT1344,SO16,B11,SSL1344,SO27,1,NA,NA,NA,NA,NA,NA,26,37,24,NA,NA,NA,NA,KI,NA,NA,NA,DORSAL SURFACE HAS FORMATION OF LESION,DS,LP,full work-up 1,1114,U1114,U1114,NA,not
U1181,1181,2015-05-25-J05,JE113,2016-02-17,2015-05-25,J05,SO,10,2015-05-25-J05-SO-10,none,none,12.4,NA,105,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,H,4,13-H4,SFA1347,SO23,72,SIS1347,SO27,9,SDN1347,SO14,3,SST1347,57,SOT1347,SO18,A1,SSL1347,SO27,20,NA,NA,NA,NA,NA,NA,28,22,24,NA,NA,NA,NA,DS,NA,NA,NA,1 CAL COPE NOT RETAINED,CK,KI,full work-up 1,1181,U1181,U1181,NA,not
U1182,1182,2015-05-25-J05,JE113,2016-02-17,2015-05-25,J05,SO,01,2015-05-25-J05-SO-01,none,none,11.5,NA,99,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,G,4,13-G4,SFA1348,SO23,80,SIS1348,SO27,18,SDN1348,SO14,4,SST1348,57,SOT1348,SO18,A2,SSL1348,SO27,25,NA,NA,NA,NA,NA,NA,28,23,24,NA,NA,NA,NA,DS,NA,NA,NA,NA,CK,KI,full work-up 1,1182,U1182,U1182,NA,not
U1183,1183,2015-05-26-J07,JE116,2016-02-17,2015-05-26,J07,SO,24,2015-05-26-J07-SO-24,none,none,13.0,NA,100,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,F,4,13-F4,SFA1349,SO23,89,SIS1349,SO27,29,SDN1349,SO14,8,SST1349,57,SOT1349,SO18,A3,SSL1349,SO27,29,NA,NA,NA,NA,NA,NA,28,24,24,NA,NA,NA,NA,DS,NA,NA,NA,NA,CK,KI,full work-up 1,1183,U1183,U1183,NA,not
U1184,1184,2015-05-26-J07,JE116,2016-02-17,2015-05-26,J07,SO,17,2015-05-26-J07-SO-17,none,none,10.5,NA,99,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,E,4,13-E4,SFA1350,SO23,94,SIS1350,SO27,32,SDN1350,SO14,10,SST1350,57,SOT1350,SO18,A4,SSL1350,SO27,32,NA,NA,NA,NA,NA,NA,28,25,24,NA,NA,NA,NA,DS,NA,NA,NA,CRACKED OTO,CK,KI,full work-up 1,1184,U1184,U1184,NA,not
U1383,1383,2015-05-24-J06,JE112,2016-02-18,2015-05-24,J06,SO,26,2015-05-24-J06-SO-26,none,none,10.9,NA,106,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,F,5,13-F5,SFA1374,SO24,18,SIS1374,SO27,56,SDN1374,SO14,25,SST1374,59,SOT1374,SO14,B9,SSL1374,SO27,60,NA,NA,NA,NA,NA,NA,27,41,25,NA,NA,NA,NA,CK,NA,NA,NA,NA,LP,DS,full work-up 1,1383,U1383,U1383,NA,not
