"","ufn","sample_type","storage_medium","sample_id","container_id","container_cell","sample_location","comments_sample","sample_status","sample_qc_flag","sample_flag_reason","sample_qc_log","current_location","storage_unit","date_processed","species","weight","standard_length","fork_length","survey_id","survey_date","site_id","region","zone","site_name","seine_id","set_time","lat","lon","lab_count_motiles","cm_lab","cpaf_lab","caf_lab","cgf_lab","lgf_lab","laf_lab","lpaf_lab","lpam_lab","lam_lab","ucal_lab","ulep_lab"
"251","U4315","sealice_lep","frozen -80","SLL4715","BLL1",2,"BLL1-2",NA,"collected","N",NA,NA,"UBC EOAS",NA,2017-09-19,"SO",11.1,"100",104,"DE320",2016-06-14,"D22","DI","E","McMullen Point","DN420",08:47:00,50.235322,-125.39888,1,0,0,0,0,0,0,0,1,0,0,0
"252","U4448","sealice_lep","frozen -80","SLL4848","BLL1",3,"BLL1-3",NA,"collected","N",NA,NA,"UBC EOAS",NA,2017-09-27,"SO",8,"91",96,"JE262",2016-06-09,"J09","JS","S","Blinkhorn Peninsula","JN362",07:22:00,50.544941,-126.816489,2,0,0,0,0,0,0,0,2,0,0,0
"253","U4439","sealice_lep","frozen -80","SLL4839","BLL1",4,"BLL1-4",NA,"collected","N",NA,NA,"UBC EOAS",NA,2017-09-29,"SO",6.9,"83",NA,"DE294",2016-06-01,"D22","DI","E","McMullen Point","DN394",14:35:00,50.24565,-125.396035,4,0,3,0,0,0,0,0,0,1,0,0
"254","U4464","sealice_lep","frozen -80","SLL4864","BLL1",5,"BLL1-5",NA,"collected","N",NA,NA,"UBC EOAS",NA,2017-09-29,"SO",7.1,"90",95,"DE294",2016-06-01,"D22","DI","E","McMullen Point","DN394",14:35:00,50.24565,-125.396035,1,0,0,0,0,0,0,0,0,1,0,0
"255","U4590","sealice_lep","frozen -80","SLL4990","BLL1",6,"BLL1-6",NA,"collected","N",NA,NA,"UBC EOAS",NA,2017-10-06,"SO",6.8,"85",NA,"DE308",2016-06-09,"D07","DI","C","Hoskyn Channel","DN408",10:30:00,50.190683,-125.143138,1,0,0,0,0,0,0,0,1,0,0,0
"256","U4525","sealice_lep","frozen -80","SLL4925","BLL1",7,"BLL1-7",NA,"collected","N",NA,NA,"UBC EOAS",NA,2017-10-10,"SO",7.3,"88",NA,"DE308",2016-06-09,"D07","DI","C","Hoskyn Channel","DN408",10:30:00,50.190683,-125.143138,2,1,0,0,0,0,0,1,0,0,0,0
"257","U4660","sealice_lep","frozen -80","SLL5060","BLL1",8,"BLL1-8",NA,"collected","N",NA,NA,"UBC EOAS",NA,2017-10-11,"SO",5.9,"84",NA,"DE294",2016-06-01,"D22","DI","E","McMullen Point","DN394",14:35:00,50.24565,-125.396035,1,0,0,0,0,0,0,0,1,0,0,0
"258","U4901","sealice_lep","frozen -80","SLL5401","BLL1",9,"BLL1-9",NA,"collected","N",NA,NA,"UBC EOAS",NA,2017-11-02,"PI",14.8,"109",113,"JE286",2016-06-23,"J03","JS","N","Cracroft Point","JN386",16:17:00,50.55803,-126.73463,2,0,0,0,1,1,0,0,0,0,0,0
"259","U4902","sealice_lep","frozen -80","SLL5402","BLL1",11,"BLL1-11",NA,"collected","N",NA,NA,"UBC EOAS",NA,2017-11-02,"PI",17.2,"114",120,"JE286",2016-06-23,"J03","JS","N","Cracroft Point","JN386",16:17:00,50.55803,-126.73463,4,0,0,0,2,2,0,0,0,0,0,0
"260","U3896","sealice_lep","frozen -80","SLL4296","BLL1",12,"BLL1-12",NA,"collected","N",NA,NA,"UBC EOAS",NA,2017-11-02,"PI",NA,"107",NA,"JE261",2016-06-04,"J03","JS","N","Cracroft Point","JN361",13:44:00,50.543029,-126.632233,1,0,0,0,0,1,0,0,0,0,0,0
"261","U4026","sealice_lep","frozen -80","SLL4426","BLL1",14,"BLL1-14",NA,"collected","N",NA,NA,"UBC EOAS",NA,2017-06-29,"CU",NA,"116",121,"DE194",2015-06-17,"D08","DI","W","Calm Channel","DN294",11:02:00,50.32119,-125.03856,2,0,0,0,1,0,0,0,0,1,0,0
"262","U3900","sealice_lep","frozen -80","SLL4300","BLL1",15,"BLL1-15",NA,"collected","N",NA,NA,"UBC EOAS",NA,2017-11-03,"PI",8.8,"100",104,"JE261",2016-06-04,"J03","JS","N","Cracroft Point","JN361",13:44:00,50.543029,-126.632233,3,0,0,0,2,1,0,0,0,0,0,0
"263","U4033","sealice_lep","frozen -80","SLL4433","BLL1",16,"BLL1-16",NA,"collected","N",NA,NA,"UBC EOAS",NA,2017-11-07,"CU",14.4,"105",111,"JE276",2016-06-18,"J03","JS","N","Cracroft Point","JN376",13:42:00,50.546326,-126.669166,1,0,0,0,0,0,0,0,1,0,0,0
"264","U3740","sealice_lep","frozen -80","SLL4140","BLL1",17,"BLL1-17",NA,"collected","N",NA,NA,"UBC EOAS",NA,2017-11-07,"CU",9.2,"92",97,"JE261",2016-06-04,"J03","JS","N","Cracroft Point","JN361",13:44:00,50.543029,-126.632233,7,0,0,1,0,0,1,1,1,2,0,1
"265","U3742","sealice_lep","frozen -80","SLL4142","BLL1",18,"BLL1-18",NA,"collected","N",NA,NA,"UBC EOAS",NA,2017-11-08,"CU",11.9,"102",108,"JE261",2016-06-04,"J03","JS","N","Cracroft Point","JN361",13:44:00,50.543029,-126.632233,2,0,0,0,0,0,0,0,0,1,1,0
"266","U4938","sealice_lep","frozen -80","SLL5438","BLL1",19,"BLL1-19",NA,"collected","N",NA,NA,"UBC EOAS",NA,2017-11-09,"CO",15.3,"103",110,"JE261",2016-06-04,"J03","JS","N","Cracroft Point","JN361",13:44:00,50.543029,-126.632233,2,0,0,0,0,0,0,0,1,1,0,0
"267","U4939","sealice_lep","frozen -80","SLL5439","BLL1",21,"BLL1-21",NA,"collected","N",NA,NA,"UBC EOAS",NA,2017-11-09,"CO",13.9,"105",112,"JE261",2016-06-04,"J03","JS","N","Cracroft Point","JN361",13:44:00,50.543029,-126.632233,3,1,0,0,0,0,0,1,0,1,0,0
"268","U4906","sealice_lep","frozen -80","SLL5406","BLL1",23,"BLL1-23",NA,"collected","Y","duplicate sample vial location",NA,"UBC EOAS",NA,2017-11-02,"PI",5.2,"76",NA,"JE261",2016-06-04,"J03","JS","N","Cracroft Point","JN361",13:44:00,50.543029,-126.632233,1,0,0,0,0,1,0,0,0,0,0,0
"269","U3749","sealice_lep","frozen -80","SLL4149","BLL1",23,"BLL1-23",NA,"collected","Y","duplicate sample vial location",NA,"UBC EOAS",NA,2017-11-10,"CU",18.9,"122",128,"JE117",2015-05-26,"J03","JS","N","Cracroft Point","JN217",09:35:00,50.54672,-126.67256,2,1,0,0,0,0,0,1,0,0,0,0
"270","U4074","sealice_lep","frozen -80","SLL4474","BLL1",23,"BLL1-23",NA,"collected","Y","duplicate sample vial location",NA,"UBC EOAS",NA,2017-11-10,"CU",15.8,"113",117,"JE117",2015-05-26,"J03","JS","N","Cracroft Point","JN217",09:35:00,50.54672,-126.67256,1,0,0,0,0,0,1,0,0,0,0,0
"271","U4043","sealice_lep","frozen -80","SLL4443","BLL1",24,"BLL1-24",NA,"collected","N",NA,NA,"UBC EOAS",NA,2017-11-10,"CO",17.7,"115",121,"JE117",2015-05-26,"J03","JS","N","Cracroft Point","JN217",09:35:00,50.54672,-126.67256,1,0,0,0,0,0,0,0,0,1,0,0
"272","U4078","sealice_lep","frozen -80","SLL4478","BLL1",25,"BLL1-25",NA,"collected","N",NA,NA,"UBC EOAS",NA,2017-11-10,"CU",16.9,"114",NA,"JE117",2015-05-26,"J03","JS","N","Cracroft Point","JN217",09:35:00,50.54672,-126.67256,1,0,0,0,0,0,0,1,0,0,0,0
"273","U4166","sealice_lep","frozen -80","SLL4566","BLL1",27,"BLL1-27",NA,"collected","N",NA,NA,"UBC EOAS",NA,2017-11-17,"CU",12.4,"99",106,"DE143",2015-05-31,"D08","DI","W","Calm Channel","DN243",06:25:00,50.31763,-125.04942,7,0,0,2,2,1,0,1,0,0,1,0
"274","U4970","sealice_lep","frozen -80","SLL5509","BLL1",28,"BLL1-28",NA,"collected","N",NA,NA,"UBC EOAS",NA,2017-11-20,"CU",9.6,"90",NA,"DE169",2015-06-07,"D07","DI","C","Hoskyn Channel","DN269",14:13:00,50.1915,-125.14292,4,1,0,0,0,2,0,1,0,0,0,0
"275","U4978","sealice_lep","frozen -80","SLL5517","BLL1",29,"BLL1-29",NA,"collected","N",NA,NA,"UBC EOAS",NA,2017-11-21,"CU",7.2,"86",89,"DE111",2015-05-19,"D08","DI","W","Calm Channel","DN211",10:30:00,50.34273,-125.0841,1,0,0,0,0,0,0,1,0,0,0,0
"276","U4979","sealice_lep","frozen -80","SLL5518","BLL1",30,"BLL1-30",NA,"collected","N",NA,NA,"UBC EOAS",NA,2017-11-21,"CU",13.6,"101",111,"DE115",2015-05-21,"D07","DI","C","Hoskyn Channel","DN215",13:00:00,50.18217,-125.1493,1,0,0,0,0,0,0,0,1,0,0,0
"277","U4980","sealice_lep","frozen -80","SLL5519","BLL1",31,"BLL1-31",NA,"collected","N",NA,NA,"UBC EOAS",NA,2017-11-21,"CU",7.9,"85",NA,"DE115",2015-05-21,"D07","DI","C","Hoskyn Channel","DN215",13:00:00,50.18217,-125.1493,1,0,0,0,0,0,0,0,1,0,0,0
"278","U4918","sealice_lep","frozen -80","SLL5418","BLL1",32,"BLL1-32",NA,"collected","N",NA,NA,"UBC EOAS",NA,2017-12-04,"PI",22.4,"129",NA,"JE147",2015-06-04,"J03","JS","N","Cracroft Point","JN247",10:00:00,50.54216,-126.63511,2,0,0,0,1,0,0,1,0,0,0,0
"279","U4919","sealice_lep","frozen -80","SLL5419","BLL1",33,"BLL1-33",NA,"collected","N",NA,NA,"UBC EOAS",NA,2017-12-04,"PI",12.7,"107",112,"JE147",2015-06-04,"J03","JS","N","Cracroft Point","JN247",10:00:00,50.54216,-126.63511,3,0,0,0,0,1,0,1,1,0,0,0
"280","U4167","sealice_lep","frozen -80","SLL4567","BLL1",71,"BLL1-71",NA,"collected","N",NA,NA,"UBC EOAS",NA,2017-11-20,"CU",6.3,"82",87,"DE143",2015-05-31,"D08","DI","W","Calm Channel","DN243",06:25:00,50.31763,-125.04942,1,0,0,0,0,0,0,0,1,0,0,0
"281","U5043","sealice_lep","frozen -80","SLL5582","BLL1",92,"BLL1-92",NA,"collected","N",NA,NA,"UBC EOAS",NA,2017-11-28,"CO",48.6,"149",158,"DE116",2015-05-23,"D08","DI","W","Calm Channel","DN216",07:00:00,50.31962,-125.0395,3,0,0,0,0,0,0,1,1,1,0,0
"282","U12987","sealice_cal","frozen -80","S12987LC1","BSL1",1,"BSL1-1",NA,"collected","N",NA,NA,"Quadra Prep Lab","-80 Freezer 3",2018-01-05,"SO",13.6,"107",113,"JE311",2017-06-28,"J02","JS","N","Swanson Island","JN15",10:27:00,50.60278,-126.70284,1,1,0,0,0,0,0,0,0,0,0,0
"283","U12813","sealice_cal","frozen -80","S12813LC1","BSL1",2,"BSL1-2",NA,"collected","N",NA,NA,"Quadra Prep Lab","-80 Freezer 3",2018-01-10,"SO",21.7,"122",128,"JE309",2017-06-21,"J09","JS","S","Blinkhorn Peninsula","JN11",06:37:00,50.54487,-126.81252,1,1,0,0,0,0,0,0,0,0,0,0
"284","U12820","sealice_cal","frozen -80","S12820LC1","BSL1",3,"BSL1-3",NA,"collected","N",NA,NA,"Quadra Prep Lab","-80 Freezer 3",2018-01-15,"SO",18.7,"120",125,"JE309",2017-06-21,"J09","JS","S","Blinkhorn Peninsula","JN11",06:37:00,50.54487,-126.81252,1,0,0,0,1,0,0,0,0,0,0,0
"285","U12974","sealice_cal","frozen -80","S12974LC1","BSL1",4,"BSL1-4",NA,"collected","N",NA,NA,"Quadra Prep Lab","-80 Freezer 3",2018-01-16,"SO",23.3,"125",129,"JE311",2017-06-28,"J02","JS","N","Swanson Island","JN15",10:27:00,50.60278,-126.70284,2,2,0,0,0,0,0,0,0,0,0,0
"286","U12973","sealice_cal","frozen -80","S12973LC1","BSL1",5,"BSL1-5",NA,"collected","N",NA,NA,"Quadra Prep Lab","-80 Freezer 3",2018-01-16,"SO",17.9,"116",122,"JE311",2017-06-28,"J02","JS","N","Swanson Island","JN15",10:27:00,50.60278,-126.70284,2,1,0,0,1,0,0,0,0,0,0,0
"287","U12975","sealice_cal","frozen -80","S12975LC1","BSL1",7,"BSL1-7",NA,"collected","N",NA,NA,"Quadra Prep Lab","-80 Freezer 3",2018-01-16,"SO",16.7,"113",119,"JE311",2017-06-28,"J02","JS","N","Swanson Island","JN15",10:27:00,50.60278,-126.70284,1,1,0,0,0,0,0,0,0,0,0,0
"288","U12977","sealice_cal","frozen -80","S12977LC1","BSL1",8,"BSL1-8",NA,"collected","N",NA,NA,"Quadra Prep Lab","-80 Freezer 3",2018-01-16,"SO",18.6,"116",122,"JE311",2017-06-28,"J02","JS","N","Swanson Island","JN15",10:27:00,50.60278,-126.70284,2,0,1,0,1,0,0,0,0,0,0,0
"289","U10972","sealice_cal","frozen -80","S10972LC1","BSL1",9,"BSL1-9",NA,"collected","N",NA,NA,"Quadra Prep Lab","-80 Freezer 3",2018-01-17,"SO",11,"96",101,"DE376",2017-06-13,"D27","DI","W","Granite Point","DN25",09:10:00,50.274596,-125.377527,1,0,1,0,0,0,0,0,0,0,0,0
"290","U10971","sealice_cal","frozen -80","S10971LC1","BSL1",10,"BSL1-10",NA,"collected","N",NA,NA,"Quadra Prep Lab","-80 Freezer 3",2018-01-17,"SO",14,"104",109,"DE376",2017-06-13,"D27","DI","W","Granite Point","DN25",09:10:00,50.274596,-125.377527,2,1,1,0,0,0,0,0,0,0,0,0
"291","U10973","sealice_cal","frozen -80","S10973LC1","BSL1",11,"BSL1-11",NA,"collected","N",NA,NA,"Quadra Prep Lab","-80 Freezer 3",2018-01-17,"SO",11.6,"98",102,"DE376",2017-06-13,"D27","DI","W","Granite Point","DN25",09:10:00,50.274596,-125.377527,2,0,1,0,0,0,0,0,0,0,1,0
"292","U10980","sealice_cal","frozen -80","S10980LC1","BSL1",12,"BSL1-12",NA,"collected","N",NA,NA,"Quadra Prep Lab","-80 Freezer 3",2018-01-17,"SO",13.2,"103",109,"DE376",2017-06-13,"D27","DI","W","Granite Point","DN25",09:10:00,50.274596,-125.377527,1,1,0,0,0,0,0,0,0,0,0,0
"293","U10978","sealice_cal","frozen -80","S10978LC1","BSL1",13,"BSL1-13",NA,"collected","N",NA,NA,"Quadra Prep Lab","-80 Freezer 3",2018-01-17,"SO",8.4,"87",95,"DE376",2017-06-13,"D27","DI","W","Granite Point","DN25",09:10:00,50.274596,-125.377527,3,1,2,0,0,0,0,0,0,0,0,0
"294","U12554","sealice_cal","frozen -80","S12554LC1","BSL1",14,"BSL1-14",NA,"collected","N",NA,NA,"Quadra Prep Lab","-80 Freezer 3",2018-01-18,"SO",15.3,"108",113,"JE305",2017-06-06,"J02","JS","N","Swanson Island","JN4",15:27:00,50.6022,-126.70567,1,1,0,0,0,0,0,0,0,0,0,0
"295","U12904","sealice_cal","frozen -80","S12904LC1","BSL1",15,"BSL1-15",NA,"collected","N",NA,NA,"Quadra Prep Lab","-80 Freezer 3",2018-01-19,"SO",6.4,"79",NA,"JE310",2017-06-27,"J09","JS","S","Blinkhorn Peninsula","JN13",07:10:00,50.54574,-126.81679,1,1,0,0,0,0,0,0,0,0,0,0
"296","U10736","sealice_cal","frozen -80","S10736LC1","BSL1",17,"BSL1-17",NA,"collected","N",NA,NA,"Quadra Prep Lab","-80 Freezer 3",2018-01-19,"SO",NA,"111",NA,"DE373",2017-06-26,"D09","DI","C","Okisollo Channel","DN19",09:15:00,50.29725,-125.338485,2,1,1,0,0,0,0,0,0,0,0,0
"297","U10734","sealice_cal","frozen -80","S10734LC1","BSL1",18,"BSL1-18",NA,"collected","N",NA,NA,"Quadra Prep Lab","-80 Freezer 3",2018-01-19,"SO",15.1,"107",112,"DE373",2017-06-26,"D09","DI","C","Okisollo Channel","DN19",09:15:00,50.29725,-125.338485,1,0,1,0,0,0,0,0,0,0,0,0
"298","U10740","sealice_cal","frozen -80","S10740LC1","BSL1",19,"BSL1-19",NA,"collected","N",NA,NA,"Quadra Prep Lab","-80 Freezer 3",2018-01-19,"SO",17.3,"108",114,"DE373",2017-06-26,"D09","DI","C","Okisollo Channel","DN19",09:15:00,50.29725,-125.338485,1,0,0,0,1,0,0,0,0,0,0,0
"299","U10732","sealice_cal","frozen -80","S10732LC1","BSL1",20,"BSL1-20",NA,"collected","N",NA,NA,"Quadra Prep Lab","-80 Freezer 3",2018-01-20,"SO",18.4,"114",120,"DE373",2017-06-26,"D09","DI","C","Okisollo Channel","DN19",09:15:00,50.29725,-125.338485,1,1,0,0,0,0,0,0,0,0,0,0
"300","U10738","sealice_cal","frozen -80","S10738LC1","BSL1",21,"BSL1-21",NA,"collected","N",NA,NA,"Quadra Prep Lab","-80 Freezer 3",2018-01-20,"SO",18,"118",125,"DE373",2017-06-26,"D09","DI","C","Okisollo Channel","DN19",09:15:00,50.29725,-125.338485,1,0,0,0,0,0,0,0,0,0,1,0
"301","U12572","sealice_cal","frozen -80","S12572LC1","BSL1",22,"BSL1-22",NA,"collected","N",NA,NA,"Quadra Prep Lab","-80 Freezer 3",2018-01-20,"SO",22.9,"124",130,"JE306",2017-06-13,"J09","JS","S","Blinkhorn Peninsula","JN5",07:10:00,50.5438,-126.80927,1,1,0,0,0,0,0,0,0,0,0,0
"302","U12665","sealice_cal","frozen -80","S12665LC1","BSL1",23,"BSL1-23",NA,"collected","N",NA,NA,"Quadra Prep Lab","-80 Freezer 3",2018-01-23,"SO",16.6,"117",123,"JE307",2017-06-14,"J03","JS","N","Cracroft Point","JN7",06:23:00,50.54411,-126.65398,1,0,1,0,0,0,0,0,0,0,0,0
"303","U12668","sealice_cal","frozen -80","S12668LC1","BSL1",24,"BSL1-24",NA,"collected","N",NA,NA,"Quadra Prep Lab","-80 Freezer 3",2018-01-23,"SO",15.3,"113",NA,"JE307",2017-06-14,"J03","JS","N","Cracroft Point","JN7",06:23:00,50.54411,-126.65398,1,1,0,0,0,0,0,0,0,0,0,0
"304","U12670","sealice_lep","frozen -80","S12670LL1","BSL1",25,"BSL1-25",NA,"collected","N",NA,NA,"Quadra Prep Lab","-80 Freezer 3",2018-01-23,"SO",18.5,"120",126,"JE307",2017-06-14,"J03","JS","N","Cracroft Point","JN7",06:23:00,50.54411,-126.65398,1,0,0,0,0,0,0,1,0,0,0,0
"305","U12666","sealice_cal","frozen -80","S12666LC1","BSL1",27,"BSL1-27",NA,"collected","N",NA,NA,"Quadra Prep Lab","-80 Freezer 3",2018-01-24,"SO",19.6,"114",122,"JE307",2017-06-14,"J03","JS","N","Cracroft Point","JN7",06:23:00,50.54411,-126.65398,1,1,0,0,0,0,0,0,0,0,0,0
"306","U12413","sealice_cal","frozen -80","S12413LC1","BSL1",28,"BSL1-28",NA,"collected","N",NA,NA,"Quadra Prep Lab","-80 Freezer 3",2018-01-24,"SO",28.6,"133",140,"JE304",2017-06-06,"J03","JS","N","Cracroft Point","JN1",08:20:00,50.54522,-126.65949,1,0,1,0,0,0,0,0,0,0,0,0
"307","U12420","sealice_cal","frozen -80","S12420LC1","BSL1",29,"BSL1-29",NA,"collected","N",NA,NA,"Quadra Prep Lab","-80 Freezer 3",2018-01-24,"SO",4,"108",NA,"JE304",2017-06-06,"J03","JS","N","Cracroft Point","JN1",08:20:00,50.54522,-126.65949,1,1,0,0,0,0,0,0,0,0,0,0
"308","U10741","sealice_cal","frozen -80","S10741LC1","BSL1",30,"BSL1-30",NA,"collected","N",NA,NA,"Quadra Prep Lab","-80 Freezer 3",2018-01-29,"SO",19.9,"113",118,"DE373",2017-06-26,"D09","DI","C","Okisollo Channel","DN19",09:15:00,50.29725,-125.338485,1,1,0,0,0,0,0,0,0,0,0,0
"309","U12422","sealice_cal","frozen -80","S12422LC1","BSL1",31,"BSL1-31",NA,"collected","N",NA,NA,"Quadra Prep Lab","-80 Freezer 3",2018-01-29,"SO",12.4,"103",109,"JE304",2017-06-06,"J03","JS","N","Cracroft Point","JN1",08:20:00,50.54522,-126.65949,1,1,0,0,0,0,0,0,0,0,0,0
"310","U12951","sealice_cal","frozen -80","S12951LC1","BSL1",32,"BSL1-32",NA,"collected","N",NA,NA,"Quadra Prep Lab","-80 Freezer 3",2018-01-29,"SO",20,"122",128,"JE310",2017-06-27,"J09","JS","S","Blinkhorn Peninsula","JN14",11:17:00,50.54582,-126.81618,1,0,1,0,0,0,0,0,0,0,0,0
"311","U11070","sealice_cal","frozen -80","S11070LC1","BSL1",33,"BSL1-33",NA,"collected","N",NA,NA,"Quadra Prep Lab","-80 Freezer 3",2018-01-30,"SO",18.8,"114",NA,"DE377",2017-06-19,"D22","DI","W","McMullen Point","DN27",08:20:00,50.236254,-125.398402,1,0,0,0,1,0,0,0,0,0,0,0
"312","U11054","sealice_cal","frozen -80","S11054LC1","BSL1",34,"BSL1-34",NA,"collected","N",NA,NA,"Quadra Prep Lab","-80 Freezer 3",2018-02-02,"SO",14,"102",108,"DE377",2017-06-19,"D22","DI","W","McMullen Point","DN27",08:20:00,50.236254,-125.398402,2,0,2,0,0,0,0,0,0,0,0,0
"313","U12612","sealice_cal","frozen -80","S12612LC1","BSL1",35,"BSL1-35",NA,"collected","N",NA,NA,"Quadra Prep Lab","-80 Freezer 3",2018-02-03,"CO",24.1,"123",128,"JE306",2017-06-13,"J09","JS","S","Blinkhorn Peninsula","JN5",07:10:00,50.5438,-126.80927,1,1,0,0,0,0,0,0,0,0,0,0
"314","U12613","sealice_cal","frozen -80","S12613LC1","BSL1",37,"BSL1-37",NA,"collected","N",NA,NA,"Quadra Prep Lab","-80 Freezer 3",2018-02-03,"CO",23.6,"122",130,"JE306",2017-06-13,"J09","JS","S","Blinkhorn Peninsula","JN5",07:10:00,50.5438,-126.80927,1,0,0,0,1,0,0,0,0,0,0,0
"315","U12618","sealice_cal","frozen -80","S12618LC1","BSL1",38,"BSL1-38",NA,"collected","N",NA,NA,"Quadra Prep Lab","-80 Freezer 3",2018-02-03,"CO",27.9,"130",137,"JE306",2017-06-13,"J09","JS","S","Blinkhorn Peninsula","JN5",07:10:00,50.5438,-126.80927,1,1,0,0,0,0,0,0,0,0,0,0
"316","U12617","sealice_cal","frozen -80","S12617LC1","BSL1",39,"BSL1-39",NA,"collected","N",NA,NA,"Quadra Prep Lab","-80 Freezer 3",2018-02-03,"CO",21.5,"115",122,"JE306",2017-06-13,"J09","JS","S","Blinkhorn Peninsula","JN5",07:10:00,50.5438,-126.80927,1,1,0,0,0,0,0,0,0,0,0,0
"317","U12700","sealice_cal","frozen -80","S12700LC1","BSL1",40,"BSL1-40",NA,"collected","N",NA,NA,"Quadra Prep Lab","-80 Freezer 3",2018-02-06,"CO",23.6,"123",130,"JE307",2017-06-14,"J03","JS","N","Cracroft Point","JN7",06:23:00,50.54411,-126.65398,4,2,0,0,1,0,0,0,1,0,0,0
"318","U12700","sealice_lep","frozen -80","S12700LL1","BSL1",41,"BSL1-41",NA,"collected","N",NA,NA,"Quadra Prep Lab","-80 Freezer 3",2018-02-06,"CO",23.6,"123",130,"JE307",2017-06-14,"J03","JS","N","Cracroft Point","JN7",06:23:00,50.54411,-126.65398,4,2,0,0,1,0,0,0,1,0,0,0
"319","U12694","sealice_cal","frozen -80","S12694LC1","BSL1",42,"BSL1-42",NA,"collected","N",NA,NA,"Quadra Prep Lab","-80 Freezer 3",2018-02-06,"CO",38.4,"141",NA,"JE307",2017-06-14,"J03","JS","N","Cracroft Point","JN7",06:23:00,50.54411,-126.65398,1,1,0,0,0,0,0,0,0,0,0,0
"320","U12697","sealice_cal","frozen -80","S12697LC1","BSL1",43,"BSL1-43",NA,"collected","N",NA,NA,"Quadra Prep Lab","-80 Freezer 3",2018-02-06,"CO",40.1,"145",NA,"JE307",2017-06-14,"J03","JS","N","Cracroft Point","JN7",06:23:00,50.54411,-126.65398,2,0,2,0,0,0,0,0,0,0,0,0
"321","U12691","sealice_cal","frozen -80","S12691LC1","BSL1",44,"BSL1-44",NA,"collected","N",NA,NA,"Quadra Prep Lab","-80 Freezer 3",2018-02-06,"CO",23.3,"127",135,"JE307",2017-06-14,"J03","JS","N","Cracroft Point","JN7",06:23:00,50.54411,-126.65398,1,0,0,0,1,0,0,0,0,0,0,0
"322","U10725","sealice_cal","frozen -80","S10725LC1","BSL1",45,"BSL1-45",NA,"collected","N",NA,NA,"Quadra Prep Lab","-80 Freezer 3",2018-02-13,"SO",16.2,"107",114,"DE373",2017-06-26,"D09","DI","C","Okisollo Channel","DN19",09:15:00,50.29725,-125.338485,1,0,0,0,0,0,0,0,0,0,1,0
"323","U10729","sealice_cal","frozen -80","S10729LC1","BSL1",47,"BSL1-47",NA,"collected","N",NA,NA,"Quadra Prep Lab","-80 Freezer 3",2018-02-13,"SO",19.9,"115",120,"DE373",2017-06-26,"D09","DI","C","Okisollo Channel","DN19",09:15:00,50.29725,-125.338485,1,0,0,0,1,0,0,0,0,0,0,0
"324","U12965","sealice_cal","frozen -80","S12965LC1","BSL1",48,"BSL1-48",NA,"collected","N",NA,NA,"Quadra Prep Lab","-80 Freezer 3",2018-02-14,"SO",19.8,"111",NA,"JE311",2017-06-28,"J02","JS","N","Swanson Island","JN15",10:27:00,50.60278,-126.70284,1,0,0,0,0,0,0,0,0,0,1,0
"325","U12566","sealice_cal","frozen -80","S12566LC1","BSL1",49,"BSL1-49",NA,"collected","N",NA,NA,"Quadra Prep Lab","-80 Freezer 3",2018-02-15,"SO",11.5,"98",104,"JE306",2017-06-13,"J09","JS","S","Blinkhorn Peninsula","JN5",07:10:00,50.5438,-126.80927,1,0,1,0,0,0,0,0,0,0,0,0
"326","U10088","sealice_cal","frozen -80","S10088LC1","BSL1",50,"BSL1-50",NA,"collected","N",NA,NA,"Quadra Prep Lab","-80 Freezer 3",2018-02-15,"SO",22.9,"121",127,"DE365",2017-05-25,"D09","DI","C","Okisollo Channel","DN3",08:50:00,50.309067,-125.3257,3,2,0,0,0,0,0,0,0,0,1,0
"327","U10561","sealice_cal","frozen -80","S10561LC1","BSL1",51,"BSL1-51",NA,"collected","N",NA,NA,"Quadra Prep Lab","-80 Freezer 3",2018-02-16,"SO",12.9,"96",NA,"DE371",2017-06-07,"D09","DI","C","Okisollo Channel","DN15",08:00:00,50.307761,-125.325384,1,0,0,0,0,0,0,0,0,0,1,0
"328","U12693","sealice_cal","frozen -80","S12693LC1","BSL1",52,"BSL1-52",NA,"collected","N",NA,NA,"Quadra Prep Lab","-80 Freezer 3",2018-02-17,"CO",40.1,"145",NA,"JE307",2017-06-14,"J03","JS","N","Cracroft Point","JN7",06:23:00,50.54411,-126.65398,1,1,0,0,0,0,0,0,0,0,0,0
"329","U11169","sealice_cal","frozen -80","S11169LC1","BSL1",53,"BSL1-53",NA,"collected","N",NA,NA,"Quadra Prep Lab","-80 Freezer 3",2018-02-20,"CU",10.9,"100",105,"DE378",2017-06-20,"D09","DI","C","Okisollo Channel","DN29",07:20:00,50.304561,-125.337253,2,1,0,0,0,0,0,0,0,0,1,0
"330","U11163","sealice_cal","frozen -80","S11163LC1","BSL1",54,"BSL1-54",NA,"collected","N",NA,NA,"Quadra Prep Lab","-80 Freezer 3",2018-02-20,"CU",14.3,"108",112,"DE378",2017-06-20,"D09","DI","C","Okisollo Channel","DN29",07:20:00,50.304561,-125.337253,1,1,0,0,0,0,0,0,0,0,0,0
"331","U11161","sealice_cal","frozen -80","S11161LC1","BSL1",55,"BSL1-55",NA,"collected","N",NA,NA,"Quadra Prep Lab","-80 Freezer 3",2018-02-20,"CU",5.6,"79",83,"DE378",2017-06-20,"D09","DI","C","Okisollo Channel","DN29",07:20:00,50.304561,-125.337253,1,1,0,0,0,0,0,0,0,0,0,0
