seine_id,survey_date,site_id,so_taken,cu_taken,pi_taken,SO_retained,SO_dissected,PI_retained,PI_dissected,CU_retained,CU_dissected,ufn,sample_id,n_lice_in_sample,SO_sealice_collected,SO_sealice_results,PI_sealice_collected,PI_sealice_results,CU_sealice_collected,CU_sealice_results,n_sockeye_stock_id,stock_1,probability_stock_1
DN207,15-05-16,D07,30,10,1,30,10,1,1,10,5,U312,SSL305,11,10,0,1,0,0,0,10,Weaver,1
DN207,15-05-16,D07,30,10,1,30,10,1,1,10,5,U313,SSL306,5,10,0,1,0,0,0,10,Pinchi_Cr,0.54
DN207,15-05-16,D07,30,10,1,30,10,1,1,10,5,U1396,SSL1393,7,10,0,1,0,0,0,10,NA,NA
DN208,15-05-17,D02,8,10,0,8,8,0,0,10,0,U460,SSL500,2,8,0,0,0,0,0,8,Gates_Cr,1
DN208,15-05-17,D02,8,10,0,8,8,0,0,10,0,U510,SSL504,12,8,0,0,0,0,0,8,Middle,0.65
DN208,15-05-17,D02,8,10,0,8,8,0,0,10,0,U520,SSL508,3,8,0,0,0,0,0,8,Middle,0.65
DN208,15-05-17,D02,8,10,0,8,8,0,0,10,0,U521,SSL509,3,8,0,0,0,0,0,8,Chilko,0.42
DN208,15-05-17,D02,8,10,0,8,8,0,0,10,0,U522,SSL510,3,8,0,0,0,0,0,8,Quesnel_Horsef,0.67
DN208,15-05-17,D02,8,10,0,8,8,0,0,10,0,U531,SSL513,2,8,0,0,0,0,0,8,Pitt,1
DN208,15-05-17,D02,8,10,0,8,8,0,0,10,0,U541,SSL517,10,8,0,0,0,0,0,8,Middle,0.62
DN208,15-05-17,D02,8,10,0,8,8,0,0,10,0,U542,SSL518,9,8,0,0,0,0,0,8,Chilko,1
DN209,15-05-18,D03,30,1,0,30,10,0,0,1,0,U457,SSL483,10,10,0,0,0,0,0,10,Chilko,1
DN209,15-05-18,D03,30,1,0,30,10,0,0,1,0,U458,SSL484,17,10,0,0,0,0,0,10,Birkenhead,1
DN209,15-05-18,D03,30,1,0,30,10,0,0,1,0,U516,SSL498,8,10,0,0,0,0,0,10,Chilko,1
DN209,15-05-18,D03,30,1,0,30,10,0,0,1,0,U459,SSL499,4,10,0,0,0,0,0,10,Chilko,0.9
DN209,15-05-18,D03,30,1,0,30,10,0,0,1,0,U507,SSL501,11,10,0,0,0,0,0,10,Chilko,1
DN209,15-05-18,D03,30,1,0,30,10,0,0,1,0,U508,SSL502,10,10,0,0,0,0,0,10,Chilko,1
DN209,15-05-18,D03,30,1,0,30,10,0,0,1,0,U509,SSL503,12,10,0,0,0,0,0,10,Chilko,1
DN209,15-05-18,D03,30,1,0,30,10,0,0,1,0,U517,SSL505,4,10,0,0,0,0,0,10,Chilko,1
DN209,15-05-18,D03,30,1,0,30,10,0,0,1,0,U518,SSL506,2,10,0,0,0,0,0,10,Birkenhead,1
DN209,15-05-18,D03,30,1,0,30,10,0,0,1,0,U519,SSL507,7,10,0,0,0,0,0,10,Chilko,0.97
DN210,15-05-18,D05,6,10,1,6,6,1,0,10,0,U381,SSL363,6,6,0,0,0,0,0,6,Chilko,0.75
DN210,15-05-18,D05,6,10,1,6,6,1,0,10,0,U368,SSL364,13,6,0,0,0,0,0,6,Thompson_N,0.71
DN210,15-05-18,D05,6,10,1,6,6,1,0,10,0,U369,SSL365,4,6,0,0,0,0,0,6,Forfar,0.24
DN210,15-05-18,D05,6,10,1,6,6,1,0,10,0,U370,SSL366,6,6,0,0,0,0,0,6,Chilko,0.21
DN210,15-05-18,D05,6,10,1,6,6,1,0,10,0,U382,SSL367,6,6,0,0,0,0,0,6,Birkenhead,1
DN210,15-05-18,D05,6,10,1,6,6,1,0,10,0,U383,SSL368,2,6,0,0,0,0,0,6,Chilko,0.3
DN211,15-05-19,D08,30,10,2,30,8,2,2,10,10,U230,SSL264,5,8,8,0,0,0,0,8,Stellako,1
DN211,15-05-19,D08,30,10,2,30,8,2,2,10,10,U272,SSL266,4,8,8,0,0,0,0,8,Stellako,1
DN211,15-05-19,D08,30,10,2,30,8,2,2,10,10,U273,SSL267,4,8,8,0,0,0,0,8,Chilko,0.85
DN211,15-05-19,D08,30,10,2,30,8,2,2,10,10,U274,SSL268,6,8,8,0,0,0,0,8,Chilko,0.99
DN211,15-05-19,D08,30,10,2,30,8,2,2,10,10,U281,SSL269,4,8,8,0,0,0,0,8,Quesnel_Horsef,0.41
DN211,15-05-19,D08,30,10,2,30,8,2,2,10,10,U284,SSL272,3,8,8,0,0,0,0,8,Chilko,1
DN211,15-05-19,D08,30,10,2,30,8,2,2,10,10,U285,SSL273,6,8,8,0,0,0,0,8,Chilko,1
DN211,15-05-19,D08,30,10,2,30,8,2,2,10,10,U286,SSL274,3,8,8,0,0,0,0,8,Chilko,0.88
DN212,15-05-20,D09,30,10,0,30,10,0,0,10,5,U347,SSL338,9,10,9,0,0,0,0,9,Birkenhead,1
DN212,15-05-20,D09,30,10,0,30,10,0,0,10,5,U348,SSL339,12,10,9,0,0,0,0,9,NA,NA
DN212,15-05-20,D09,30,10,0,30,10,0,0,10,5,U355,SSL344,8,10,9,0,0,0,0,9,Quesnel_Horsef,0.78
DN212,15-05-20,D09,30,10,0,30,10,0,0,10,5,U356,SSL345,11,10,9,0,0,0,0,9,Stellako,0.82
DN212,15-05-20,D09,30,10,0,30,10,0,0,10,5,U361,SSL346,9,10,9,0,0,0,0,9,Pitt,1
DN212,15-05-20,D09,30,10,0,30,10,0,0,10,5,U349,SSL347,17,10,9,0,0,0,0,9,Chilko,0.46
DN212,15-05-20,D09,30,10,0,30,10,0,0,10,5,U350,SSL348,12,10,9,0,0,0,0,9,Chilko,0.6
DN212,15-05-20,D09,30,10,0,30,10,0,0,10,5,U357,SSL349,16,10,9,0,0,0,0,9,Chilko,0.99
DN212,15-05-20,D09,30,10,0,30,10,0,0,10,5,U362,SSL353,7,10,9,0,0,0,0,9,Chilko,1
DN212,15-05-20,D09,30,10,0,30,10,0,0,10,5,U363,SSL354,11,10,9,0,0,0,0,9,Stellako,0.65
DN214,15-05-21,D03,3,10,5,3,3,5,0,10,0,U399,SSL390,6,3,0,0,0,0,0,3,Chilko,0.99
DN214,15-05-21,D03,3,10,5,3,3,5,0,10,0,U401,SSL392,9,3,0,0,0,0,0,3,Mitchell,0.92
DN214,15-05-21,D03,3,10,5,3,3,5,0,10,0,U411,SSL393,10,3,0,0,0,0,0,3,Chilko,0.89
DN215,15-05-21,D07,30,10,8,30,10,8,8,10,10,U210,SSL209,12,10,0,4,0,0,0,10,Chilko,0.99
DN215,15-05-21,D07,30,10,8,30,10,8,8,10,10,U216,SSL213,4,10,0,4,0,0,0,10,Chilko,1
DN215,15-05-21,D07,30,10,8,30,10,8,8,10,10,U217,SSL214,7,10,0,4,0,0,0,10,Thompson_N,0.69
DN215,15-05-21,D07,30,10,8,30,10,8,8,10,10,U233,SSL217,10,10,0,4,0,0,0,10,Chilko,0.99
DN215,15-05-21,D07,30,10,8,30,10,8,8,10,10,U234,SSL218,2,10,0,4,0,0,0,10,Quesnel_Horsef,0.97
DN215,15-05-21,D07,30,10,8,30,10,8,8,10,10,U235,SSL219,5,10,0,4,0,0,0,10,Chilko,0.36
DN215,15-05-21,D07,30,10,8,30,10,8,8,10,10,U241,SSL220,9,10,0,4,0,0,0,10,Birkenhead,1
DN215,15-05-21,D07,30,10,8,30,10,8,8,10,10,U128,SSL221,1,10,0,4,0,0,0,10,Weaver,0.7
DN215,15-05-21,D07,30,10,8,30,10,8,8,10,10,U218,SSL222,13,10,0,4,0,0,0,10,Stellako,0.9
DN215,15-05-21,D07,30,10,8,30,10,8,8,10,10,U236,SSL228,15,10,0,4,0,0,0,10,Chilko,0.97
DN215,15-05-21,D07,30,10,8,30,10,8,8,10,10,U1190,SSL1379,1,10,0,4,0,0,0,10,NA,NA
DN215,15-05-21,D07,30,10,8,30,10,8,8,10,10,U1386,SSL1381,3,10,0,4,0,0,0,10,NA,NA
DN215,15-05-21,D07,30,10,8,30,10,8,8,10,10,U1392,SSL1382,2,10,0,4,0,0,0,10,NA,NA
DN215,15-05-21,D07,30,10,8,30,10,8,8,10,10,U1394,SSL1384,6,10,0,4,0,0,0,10,NA,NA
DN216,15-05-23,D08,29,10,0,29,11,0,0,10,10,U375,SSL375,7,11,11,0,0,0,0,11,Mitchell,0.85
DN216,15-05-23,D08,29,10,0,29,11,0,0,10,10,U376,SSL376,5,11,11,0,0,0,0,11,Chilko,0.91
DN216,15-05-23,D08,29,10,0,29,11,0,0,10,10,U377,SSL377,4,11,11,0,0,0,0,11,Mitchell,0.93
DN216,15-05-23,D08,29,10,0,29,11,0,0,10,10,U378,SSL378,6,11,11,0,0,0,0,11,Chilko,1
DN216,15-05-23,D08,29,10,0,29,11,0,0,10,10,U379,SSL379,5,11,11,0,0,0,0,11,Thompson_N,0.66
DN216,15-05-23,D08,29,10,0,29,11,0,0,10,10,U380,SSL380,4,11,11,0,0,0,0,11,Chilko,0.96
DN216,15-05-23,D08,29,10,0,29,11,0,0,10,10,U390,SSL384,8,11,11,0,0,0,0,11,Chilko,0.97
DN216,15-05-23,D08,29,10,0,29,11,0,0,10,10,U394,SSL385,5,11,11,0,0,0,0,11,Chilko,0.85
DN216,15-05-23,D08,29,10,0,29,11,0,0,10,10,U396,SSL387,6,11,11,0,0,0,0,11,Chilko,0.86
DN216,15-05-23,D08,29,10,0,29,11,0,0,10,10,U397,SSL388,11,11,11,0,0,0,0,11,Chilko,0.97
DN216,15-05-23,D08,29,10,0,29,11,0,0,10,10,U398,SSL389,12,11,11,0,0,0,0,11,Chilko,0.98
DN217,15-05-23,D10,30,2,2,30,10,2,2,2,0,U454,SSL480,8,10,0,0,0,0,0,9,Chilko,1
DN217,15-05-23,D10,30,2,2,30,10,2,2,2,0,U455,SSL481,9,10,0,0,0,0,0,9,Chilko,0.87
DN217,15-05-23,D10,30,2,2,30,10,2,2,2,0,U456,SSL482,10,10,0,0,0,0,0,9,Chilko,0.94
DN217,15-05-23,D10,30,2,2,30,10,2,2,2,0,U503,SSL489,8,10,0,0,0,0,0,9,Chilko,0.98
DN217,15-05-23,D10,30,2,2,30,10,2,2,2,0,U504,SSL490,17,10,0,0,0,0,0,9,Quesnel_Horsef,0.97
DN217,15-05-23,D10,30,2,2,30,10,2,2,2,0,U505,SSL491,9,10,0,0,0,0,0,9,Chilko,1
DN217,15-05-23,D10,30,2,2,30,10,2,2,2,0,U506,SSL492,9,10,0,0,0,0,0,9,Chilko,0.97
DN217,15-05-23,D10,30,2,2,30,10,2,2,2,0,U513,SSL495,5,10,0,0,0,0,0,9,Chilko,1
DN217,15-05-23,D10,30,2,2,30,10,2,2,2,0,U514,SSL496,3,10,0,0,0,0,0,9,NA,NA
DN217,15-05-23,D10,30,2,2,30,10,2,2,2,0,U515,SSL497,8,10,0,0,0,0,0,9,Chilko,0.79
DN220,15-05-24,D11,30,10,0,30,11,0,0,10,0,U328,SSL453,10,11,0,0,0,0,0,11,Chilko,0.88
DN220,15-05-24,D11,30,10,0,30,11,0,0,10,0,U408,SSL454,5,11,0,0,0,0,0,11,Birkenhead,0.79
DN220,15-05-24,D11,30,10,0,30,11,0,0,10,0,U409,SSL455,12,11,0,0,0,0,0,11,Stellako,0.32
DN220,15-05-24,D11,30,10,0,30,11,0,0,10,0,U410,SSL456,6,11,0,0,0,0,0,11,Chilko,1
DN220,15-05-24,D11,30,10,0,30,11,0,0,10,0,U466,SSL457,1,11,0,0,0,0,0,11,Quesnel_Horsef,0.4
DN220,15-05-24,D11,30,10,0,30,11,0,0,10,0,U467,SSL458,4,11,0,0,0,0,0,11,Gates_Cr,1
DN220,15-05-24,D11,30,10,0,30,11,0,0,10,0,U468,SSL459,17,11,0,0,0,0,0,11,Blackwater,0.39
DN220,15-05-24,D11,30,10,0,30,11,0,0,10,0,U469,SSL460,13,11,0,0,0,0,0,11,NA,NA
DN220,15-05-24,D11,30,10,0,30,11,0,0,10,0,U470,SSL461,6,11,0,0,0,0,0,11,Stellako,0.99
DN220,15-05-24,D11,30,10,0,30,11,0,0,10,0,U491,SSL463,8,11,0,0,0,0,0,11,Chilko,0.9
DN220,15-05-24,D11,30,10,0,30,11,0,0,10,0,U492,SSL464,2,11,0,0,0,0,0,11,Thompson_N,0.94
DN220,15-05-24,D11,30,10,0,30,11,0,0,10,0,U492,SSL464,2,11,0,0,0,0,0,11,Chilko,0.61
DN221,15-05-24,D09,30,4,2,30,10,2,0,4,0,U299,SSL309,7,10,9,0,0,0,0,10,Chilko,0.98
DN221,15-05-24,D09,30,4,2,30,10,2,0,4,0,U300,SSL310,5,10,9,0,0,0,0,10,Weaver,0.89
DN221,15-05-24,D09,30,4,2,30,10,2,0,4,0,U307,SSL312,3,10,9,0,0,0,0,10,Chilko,1
DN221,15-05-24,D09,30,4,2,30,10,2,0,4,0,U308,SSL313,8,10,9,0,0,0,0,10,Quesnel_Horsef,0.98
DN221,15-05-24,D09,30,4,2,30,10,2,0,4,0,U317,SSL317,12,10,9,0,0,0,0,10,Thompson_N,0.9
DN221,15-05-24,D09,30,4,2,30,10,2,0,4,0,U318,SSL318,8,10,9,0,0,0,0,10,Mitchell,0.93
DN221,15-05-24,D09,30,4,2,30,10,2,0,4,0,U319,SSL319,9,10,9,0,0,0,0,10,Chilko,1
DN221,15-05-24,D09,30,4,2,30,10,2,0,4,0,U331,SSL322,12,10,9,0,0,0,0,10,Quesnel_Horsef,0.95
DN221,15-05-24,D09,30,4,2,30,10,2,0,4,0,U332,SSL323,5,10,9,0,0,0,0,10,Blackwater,0.36
DN221,15-05-24,D09,30,4,2,30,10,2,0,4,0,U333,SSL324,7,10,9,0,0,0,0,10,Chilko,0.29
DN224,15-05-25,D08,30,10,0,30,11,0,0,10,0,U482,SSL465,4,11,8,0,0,0,0,11,Horsefly,1
DN224,15-05-25,D08,30,10,0,30,11,0,0,10,0,U483,SSL466,16,11,8,0,0,0,0,11,Middle,0.49
DN224,15-05-25,D08,30,10,0,30,11,0,0,10,0,U484,SSL467,1,11,8,0,0,0,0,11,Chilko,0.97
DN224,15-05-25,D08,30,10,0,30,11,0,0,10,0,U485,SSL468,0,11,8,0,0,0,0,11,Chilko,0.96
DN224,15-05-25,D08,30,10,0,30,11,0,0,10,0,U486,SSL469,3,11,8,0,0,0,0,11,Middle,0.43
DN224,15-05-25,D08,30,10,0,30,11,0,0,10,0,U493,SSL473,0,11,8,0,0,0,0,11,Middle,0.65
DN224,15-05-25,D08,30,10,0,30,11,0,0,10,0,U494,SSL474,11,11,8,0,0,0,0,11,Gluskie,0.99
DN224,15-05-25,D08,30,10,0,30,11,0,0,10,0,U495,SSL475,11,11,8,0,0,0,0,11,Chilko,0.95
DN224,15-05-25,D08,30,10,0,30,11,0,0,10,0,U496,SSL476,1,11,8,0,0,0,0,11,Chilko,1
DN224,15-05-25,D08,30,10,0,30,11,0,0,10,0,U497,SSL477,1,11,8,0,0,0,0,11,Gluskie,0.52
DN224,15-05-25,D08,30,10,0,30,11,0,0,10,0,U1296,SSL1232,9,11,8,0,0,0,0,11,Chilko,0.97
DN228,15-05-26,D10,30,5,0,30,10,0,0,5,0,U400,SSL391,12,10,0,0,0,0,0,10,Chilko,1
DN228,15-05-26,D10,30,5,0,30,10,0,0,5,0,U412,SSL394,13,10,0,0,0,0,0,10,Chilko,0.96
DN228,15-05-26,D10,30,5,0,30,10,0,0,5,0,U413,SSL395,11,10,0,0,0,0,0,10,Gluskie,0.56
DN228,15-05-26,D10,30,5,0,30,10,0,0,5,0,U414,SSL396,8,10,0,0,0,0,0,10,Chilko,0.93
DN228,15-05-26,D10,30,5,0,30,10,0,0,5,0,U415,SSL397,3,10,0,0,0,0,0,10,Porter_Cr,0.3
DN228,15-05-26,D10,30,5,0,30,10,0,0,5,0,U416,SSL398,5,10,0,0,0,0,0,10,Gluskie,0.44
DN228,15-05-26,D10,30,5,0,30,10,0,0,5,0,U421,SSL401,9,10,0,0,0,0,0,10,Stellako,0.63
DN228,15-05-26,D10,30,5,0,30,10,0,0,5,0,U422,SSL402,17,10,0,0,0,0,0,10,Stellako,0.81
DN228,15-05-26,D10,30,5,0,30,10,0,0,5,0,U423,SSL403,4,10,0,0,0,0,0,10,Chilko,1
DN228,15-05-26,D10,30,5,0,30,10,0,0,5,0,U424,SSL404,5,10,0,0,0,0,0,10,Chilko,1
DN230,15-05-26,D09,30,10,0,30,10,0,0,10,5,U309,SSL314,8,10,9,0,0,0,0,10,Gluskie,0.97
DN230,15-05-26,D09,30,10,0,30,10,0,0,10,5,U310,SSL315,7,10,9,0,0,0,0,10,Chilko,1
DN230,15-05-26,D09,30,10,0,30,10,0,0,10,5,U320,SSL320,12,10,9,0,0,0,0,10,Stellako,0.43
DN230,15-05-26,D09,30,10,0,30,10,0,0,10,5,U334,SSL325,11,10,9,0,0,0,0,10,Chilko,1
DN230,15-05-26,D09,30,10,0,30,10,0,0,10,5,U341,SSL326,15,10,9,0,0,0,0,10,Gates_Cr,1
DN230,15-05-26,D09,30,10,0,30,10,0,0,10,5,U335,SSL327,8,10,9,0,0,0,0,10,L_Adams,0.37
DN230,15-05-26,D09,30,10,0,30,10,0,0,10,5,U336,SSL328,14,10,9,0,0,0,0,10,Stellako,0.99
