ufn,Comment,Stock 1,Region 1,Prob 1,Stock 2,Region 2,Prob 2,Stock 3,Region 3,Prob 3,Stock 4,Region 4,Prob 4,Stock 5,Region 5,Prob 5
947,,Chilko,3,0.88,L_Adams,4,0.11,Chilko-North,3,0.01,Chilko_south,2,0,Portage_Cr,4,0
948,,Scotch,2,0.63,L_Adams,4,0.3,Thompson_N,2,0.05,Little,4,0.01,Tachie,3,0.01
949,,Fennell,2,0.46,Raft,2,0.3,L_Adams,4,0.11,Chilko,3,0.06,Thompson_N,2,0.05
950,,L_Adams,4,0.34,Thompson_N,2,0.28,Chilko,3,0.16,U_Horsefly,3,0.12,Middle,3,0.04
951,,L_Adams,4,0.58,Chilko,3,0.1,Chilko_south,2,0.1,Middle,3,0.07,Quesnel_Horsef,3,0.05
952,,L_Adams,4,0.78,Quesnel_Horsef,3,0.08,Horsefly,3,0.07,Little,4,0.04,M_Horsefly,3,0.03
953,,Chilko,3,0.99,Weaver,4,0.01,Chilko_south,2,0,,,,,,
954,,U_Horsefly,3,0.92,L_Horsefly,3,0.03,Horsefly,3,0.02,L_Adams,4,0.01,Chilko,3,0.01
955,,Mitchell,3,1,,,,,,,,,,,,
956,,Quesnel_Mitche,3,0.99,Mitchell,3,0.01,Blue_Lead_Ck,3,0,,,,,,
957,,Quesnel_Horsef,3,0.46,L_Adams,4,0.33,Horsefly,3,0.1,M_Horsefly,3,0.02,Chilko,3,0.02
958,,Paula,1,0.89,Gluskie,1,0.04,Sandpoint,1,0.04,Rossette,1,0.01,Forfar,1,0.01
959,,L_Adams,4,0.83,Portage_Cr,4,0.06,Paula,1,0.05,Little,4,0.03,Thompson_N,2,0.01
960,,Paula,1,0.87,Sandpoint,1,0.06,Tachie,3,0.05,Rossette,1,0.01,Gluskie,1,0
961,,Pitt,2,0.99,L_Adams,4,0.01,Thompson_N,2,0,Tachie,3,0,Birkenhead,3,0
962,,Nimpkish,7,0.95,Vernon,7,0.05,Woss_Lake,7,0,,,,,,
963,,Sandpoint,1,0.45,Sinta,1,0.28,Blackwater,1,0.09,Narrows,1,0.07,Hudson_Bay,1,0.05
964,,Quesnel_Mitche,3,0.99,Quesnel_Horsef,3,0.01,Blue_Lead_Ck,3,0,Quesnel_Decept,3,0,,,
965,,Nimpkish,7,0.95,Vernon,7,0.05,Woss_Lake,7,0,,,,,,
966,,L_Adams,4,0.89,Chilko,3,0.07,Scotch,2,0.02,Sandpoint,1,0.01,Seymour,2,0.01
967,,Chilko,3,1,Chilko_south,2,0,,,,,,,,,
968,,U_Horsefly,3,0.94,L_Adams,4,0.04,L_Horsefly,3,0.02,Chilko,3,0,Thompson_N,2,0
969,,Chilko,3,0.98,Chilko_south,2,0.01,Chilko-North,3,0.01,Pitt,2,0,Thompson_N,2,0
970,,Gates_Cr,2,1,,,,,,,,,,,,
971,,Quesnel_Horsef,3,0.5,L_Horsefly,3,0.29,L_Adams,4,0.17,Chilko,3,0.01,Wasko_Cr,3,0.01
972,,Pitt,2,1,,,,,,,,,,,,
973,,Chilko,3,0.98,Birkenhead,3,0.01,Weaver,4,0,,,,,,
974,,Mitchell,3,1,Quesnel_Mitche,3,0,,,,,,,,,
975,,Middle,3,0.6,Stellako,3,0.16,Chilko,3,0.09,Kuzkwa_Cr,3,0.07,Porter_Cr,1,0.02
976,,Chilko,3,1,Chilko_south,2,0,,,,,,,,,
977,,Mitchell,3,1,Chilko,3,0,,,,,,,,,
978,,Chilko,3,0.97,Chilko_south,2,0.02,L_Adams,4,0.01,U_Horsefly,3,0,Chilko-North,3,0
979,,Middle,3,0.59,Chilko,3,0.22,Stellako,3,0.18,Kuzkwa_Cr,3,0.01,Nadina,2,0.01
980,,Mitchell,3,1,Wasko_Cr,3,0,,,,,,,,,
981,,Chilko,3,0.7,Chilko_south,2,0.18,Pitt,2,0.11,Chilko-North,3,0.01,L_Adams,4,0.01
982,,L_Adams,4,0.51,Chilko,3,0.4,Little,4,0.05,Chilko-North,3,0.03,Thompson_N,2,0
983,,Quesnel_Horsef,3,0.6,Thompson_N,2,0.1,L_Adams,4,0.09,Horsefly,3,0.07,Chilko,3,0.06
984,,Chilko,3,0.51,Quesnel_Horsef,3,0.27,L_Adams,4,0.12,Horsefly,3,0.07,Middle,3,0.02
985,,L_Adams,4,0.66,Scotch,2,0.29,Little,4,0.03,Portage_Cr,4,0.02,Eagle_L,4,0
986,,Chilko,3,0.99,Chilko-North,3,0.01,,,,,,,,,
987,,Tachie,3,0.96,Paula,1,0.03,Stellako,3,0.01,Chilko,3,0,Middle,3,0
988,,Mitchell,3,0.88,Quesnel_Mitche,3,0.12,Blue_Lead_Ck,3,0.01,,,,,,
989,,Pitt,2,0.85,Birkenhead,3,0.15,Weaver,4,0,,,,,,
990,,Quesnel_Mitche,3,0.72,Mitchell,3,0.27,Quesnel_Decept,3,0.01,Roaring,3,0.01,,,
991,,Middle,3,0.31,Sandpoint,1,0.25,Chilko,3,0.17,Sinta,1,0.1,Blackwater,1,0.06
992,,Tachie,3,0.99,Middle,3,0,Pinchi_Cr,3,0,Paula,1,0,L_Adams,4,0
993,,Paula,1,0.92,Sandpoint,1,0.04,Rossette,1,0.02,Blackwater,1,0.01,Forfar,1,0
994,,Tachie,3,0.88,Chilko,3,0.1,Middle,3,0.01,Paula,1,0,Chilko-North,3,0
995,,L_Adams,4,0.7,Chilko,3,0.14,Tachie,3,0.13,Little,4,0.01,Bowron,2,0.01
996,,L_Adams,4,0.62,Portage_Cr,4,0.22,Scotch,2,0.12,Eagle_L,4,0.02,Quesnel_Horsef,3,0.01
997,,Quesnel_Horsef,3,0.37,U_Horsefly,3,0.29,Quesnel_Decept,3,0.17,L_Horsefly,3,0.06,McKinley,3,0.06
998,,Chilko,3,0.22,Scotch,2,0.19,Portage_Cr,4,0.08,L_Adams,4,0.07,Paula,1,0.06
999,,Mitchell,3,0.74,Quesnel_Mitche,3,0.09,Quesnel_Decept,3,0.08,Roaring,3,0.05,Blue_Lead_Ck,3,0.04
1000,,L_Adams,4,0.69,Paula,1,0.08,Pitt,2,0.06,Tachie,3,0.03,Rossette,1,0.03
1001,,Quesnel_Mitche,3,0.68,Quesnel_Decept,3,0.21,Roaring,3,0.06,Mitchell,3,0.05,,,
1002,,Scotch,2,0.74,Seymour,2,0.26,L_Adams,4,0,Eagle,2,0,,,
1003,,Portage_Cr,4,0.43,L_Adams,4,0.42,U_Horsefly,3,0.08,Quesnel_Horsef,3,0.03,McKinley,3,0.01
1004,,Chilko,3,0.47,Roaring,3,0.3,Quesnel_Decept,3,0.18,Quesnel_Horsef,3,0.04,Mitchell,3,0.01
1005,,L_Adams,4,0.88,Chilko,3,0.08,Scotch,2,0.02,Portage_Cr,4,0.01,Tachie,3,0.01
1006,,Mitchell,3,0.96,Quesnel_Mitche,3,0.04,Blue_Lead_Ck,3,0.01,Quesnel_Decept,3,0,Roaring,3,0
1007,,L_Adams,4,0.98,Chilko,3,0.01,Little,4,0.01,Chilko-North,3,0,,,
1008,,Chilko,3,0.96,Middle,3,0.02,Kuzkwa_Cr,3,0.01,L_Adams,4,0.01,Chilko_south,2,0.01
1009,,Mitchell,3,1,,,,,,,,,,,,
1010,,Middle,3,0.37,Birkenhead,3,0.3,L_Adams,4,0.15,Scotch,2,0.07,Chilko,3,0.04
1011,,L_Adams,4,0.49,Chilko,3,0.21,Portage_Cr,4,0.18,Raft,2,0.03,Pinchi_Cr,3,0.02
1012,,Quesnel_Decept,3,0.4,Quesnel_Horsef,3,0.25,Roaring,3,0.15,U_Horsefly,3,0.1,Wasko_Cr,3,0.03
1013,,Mitchell,3,0.76,Chilko,3,0.16,L_Adams,4,0.03,Quesnel_Mitche,3,0.02,Blue_Lead_Ck,3,0.01
1014,,Chilko,3,0.9,Paula,1,0.04,Tachie,3,0.02,Chilko-North,3,0.02,Chilko_south,2,0.01
1015,,Chilko,3,0.96,Pitt,2,0.02,Chilko_south,2,0.01,Middle,3,0.01,Weaver,4,0
1016,,Mitchell,3,1,,,,,,,,,,,,
1017,,Pitt,2,1,,,,,,,,,,,,
1018,,Gates_Cr,2,1,,,,,,,,,,,,
1019,,Pitt,2,1,,,,,,,,,,,,
1020,,Middle,3,0.99,Hudson_Bay,1,0,Sandpoint,1,0,Sinta,1,0,Narrows,1,0
1021,,Scotch,2,1,L_Adams,4,0,Seymour,2,0,,,,,,
1022,,Chilko,3,1,Chilko_south,2,0,McKinley,3,0,,,,,,
1023,,L_Adams,4,0.74,Little,4,0.17,Quesnel_Horsef,3,0.08,Horsefly,3,0.01,Seymour,2,0
1024,,Chilko,3,0.78,L_Adams,4,0.11,Chilko-North,3,0.04,Sandpoint,1,0.01,Horsefly,3,0.01
1025,,L_Adams,4,0.89,Little,4,0.08,Thompson_N,2,0.02,Chilko_south,2,0,Chilko,3,0
1026,,Chilko,3,0.81,Chilko-North,3,0.12,L_Adams,4,0.02,Chilko_south,2,0.02,Little,4,0.01
1027,,Sandpoint,1,0.45,Sinta,1,0.27,Blackwater,1,0.09,Narrows,1,0.07,Hudson_Bay,1,0.04
1028,,L_Adams,4,0.47,Chilko,3,0.41,Quesnel_Decept,3,0.04,Portage_Cr,4,0.02,McKinley,3,0.01
1029,,Mitchell,3,0.82,Quesnel_Mitche,3,0.13,Quesnel_Decept,3,0.04,Wasko_Cr,3,0,Blue_Lead_Ck,3,0
1030,,Seymour,2,0.56,Little,4,0.19,L_Adams,4,0.15,Scotch,2,0.06,MiddleShuswap,4,0.03
1031,,Chilko,3,0.53,U_Horsefly,3,0.17,Middle,3,0.12,Chilko_south,2,0.05,L_Adams,4,0.05
1032,,Chilko,3,0.8,L_Adams,4,0.14,Middle,3,0.02,Thoms_Lake,20,0.01,Scotch,2,0.01
1033,,Kuzkwa_Cr,3,0.46,Tachie,3,0.27,Pinchi_Cr,3,0.14,Chilko,3,0.03,Quesnel_Decept,3,0.02
1034,,Pitt,2,1,Birkenhead,3,0,,,,,,,,,
1035,,Kuzkwa_Cr,3,0.48,Tachie,3,0.32,Pinchi_Cr,3,0.2,Stellako,3,0,Chilko,3,0
1036,,L_Adams,4,0.59,Portage_Cr,4,0.4,Eagle_L,4,0,Seymour,2,0,L_Shuswap,4,0
1037,,Chilko,3,0.89,Tachie,3,0.05,Chilko-North,3,0.03,Pinchi_Cr,3,0.02,Chilko_south,2,0
1038,,Pitt,2,1,,,,,,,,,,,,
1039,,Chilko,3,0.99,Chilko-North,3,0.01,L_Adams,4,0,,,,,,
1040,,Gates_Cr,2,0.66,Quesnel_Decept,3,0.24,Seymour,2,0.09,Chilko,3,0.01,L_Adams,4,0
1041,,Gates_Cr,2,1,,,,,,,,,,,,
1042,,Seymour,2,0.95,Scotch,2,0.05,L_Adams,4,0,Eagle,2,0,,,
1043,,Pitt,2,1,,,,,,,,,,,,
1044,,Chilko,3,0.97,Chilko-North,3,0.01,Chilko_south,2,0.01,Middle,3,0.01,L_Adams,4,0
1045,,Seymour,2,0.62,L_Adams,4,0.34,Scotch,2,0.02,Portage_Cr,4,0.01,Kuzkwa_Cr,3,0.01
1046,,Birkenhead,3,0.91,Pitt,2,0.06,Chilko,3,0.02,Weaver,4,0.01,Kuzkwa_Cr,3,0
1047,,Scotch,2,0.66,Seymour,2,0.33,L_Adams,4,0,Eagle,2,0,MiddleShuswap,4,0
1048,,Tachie,3,0.73,Pinchi_Cr,3,0.13,Forfar,1,0.13,Hudson_Bay,1,0,Chilko,3,0
1049,,L_Adams,4,0.5,Little,4,0.49,Birkenhead,3,0,Chilko,3,0,L_Shuswap,4,0
1050,,Pitt,2,1,Birkenhead,3,0,,,,,,,,,
1052,,L_Adams,4,0.87,Portage_Cr,4,0.08,Little,4,0.04,MiddleShuswap,4,0,Quesnel_Decept,3,0
1053,,L_Adams,4,0.61,Seymour,2,0.36,Chilko,3,0.02,Portage_Cr,4,0,MiddleShuswap,4,0
1054,,Chilko,3,0.99,L_Horsefly,3,0,Quesnel_Horsef,3,0,Chilko_south,2,0,M_Horsefly,3,0
1055,,Chilko,3,0.7,L_Adams,4,0.1,Portage_Cr,4,0.09,Nadina,2,0.08,Chilko_south,2,0.02
1056,,Chilko,3,0.74,Tachie,3,0.09,L_Adams,4,0.07,Stellako,3,0.04,Quesnel_Decept,3,0.03
1057,,Seymour,2,0.96,Scotch,2,0.04,Eagle,2,0,L_Adams,4,0,,,
1058,,Chilko,3,0.98,Chilko-North,3,0.02,Chilko_south,2,0,L_Adams,4,0,Birkenhead,3,0
1059,,Birkenhead,3,1,,,,,,,,,,,,
1060,,Pinchi_Cr,3,0.94,Tachie,3,0.06,Stellako,3,0,,,,,,
1061,,Quesnel_Decept,3,0.26,Quesnel_Horsef,3,0.2,Roaring,3,0.13,M_Horsefly,3,0.12,McKinley,3,0.09
1062,,L_Adams,4,0.98,Little,4,0.01,Portage_Cr,4,0.01,MiddleShuswap,4,0,L_Shuswap,4,0
1063,,L_Adams,4,0.78,Portage_Cr,4,0.14,Little,4,0.03,Pitt,2,0.02,Chilko,3,0.01
1064,,Gates_Cr,2,1,,,,,,,,,,,,
1065,,Chilko,3,0.95,Chilko_south,2,0.05,Chilko-North,3,0,,,,,,
1066,,Sandpoint,1,0.45,Sinta,1,0.27,Blackwater,1,0.09,Narrows,1,0.07,Hudson_Bay,1,0.04
1067,,Chilko,3,0.81,L_Adams,4,0.04,Sandpoint,1,0.03,Quesnel_Horsef,3,0.02,Little,4,0.02
1068,,Middle,3,0.95,Sandpoint,1,0.02,Little,4,0.01,L_Adams,4,0,Narrows,1,0
1069,,Quesnel_Horsef,3,0.39,L_Adams,4,0.33,Chilko,3,0.19,Bowron,2,0.05,Horsefly,3,0.03
1070,,Weaver,4,0.54,Pitt,2,0.1,Middle,3,0.07,Chilko,3,0.07,Sandpoint,1,0.05
1071,,Quesnel_Decept,3,0.98,M_Horsefly,3,0.01,U_Horsefly,3,0.01,Chilko,3,0,,,
1072,,Pitt,2,1,,,,,,,,,,,,
1073,,Chilko,3,0.86,Quesnel_Decept,3,0.09,Little,4,0.02,L_Adams,4,0.01,Chilko-North,3,0
1074,,Birkenhead,3,1,Weaver,4,0,Amback,18,0,Washwash,18,0,Iskut,14,0
1075,,Chilko,3,0.63,L_Adams,4,0.32,Kuzkwa_Cr,3,0.01,Chilko_south,2,0.01,Narrows,1,0
1076,,Chilko,3,1,L_Adams,4,0,Chilko_south,2,0,,,,,,
1077,,L_Adams,4,0.79,Thompson_N,2,0.08,Chilko,3,0.08,U_Horsefly,3,0.02,L_Horsefly,3,0.01
1078,,Chilko,3,0.98,Chilko_south,2,0.02,L_Adams,4,0,Kynock,1,0,,,
1079,,Chilko,3,1,,,,,,,,,,,,
1080,,L_Adams,4,0.94,Scotch,2,0.03,Chilko,3,0.02,Middle,3,0,Seymour,2,0
1081,,Seymour,2,0.94,Scotch,2,0.03,L_Adams,4,0.02,Little,4,0,Birkenhead,3,0
1082,,Chilko,3,0.85,Pinchi_Cr,3,0.09,Weaver,4,0.05,Hudson_Bay,1,0,Tachie,3,0
1083,,Pitt,2,1,,,,,,,,,,,,
1084,,Chilko,3,0.93,Kuzkwa_Cr,3,0.02,Middle,3,0.02,Stellako,3,0,Chilko_south,2,0
1085,,Chilko,3,0.59,U_Horsefly,3,0.19,Chilko_south,2,0.18,L_Adams,4,0.03,Chilko-North,3,0.01
1086,,Chilko,3,0.99,Chilko-North,3,0.01,Mitchell,3,0,Middle,3,0,Chilko_south,2,0
1087,,Chilko,3,0.98,U_Horsefly,3,0.01,Chilko_south,2,0.01,Horsefly,3,0,Middle,3,0
1088,,L_Adams,4,0.7,Thompson_N,2,0.22,Seymour,2,0.05,Scotch,2,0.02,Little,4,0.01
1089,,Chilko,3,1,Chilko_south,2,0,,,,,,,,,
1090,,L_Adams,4,0.8,Chilko,3,0.15,U_Horsefly,3,0.02,Thompson_N,2,0.01,Little,4,0.01
1091,,Weaver,4,0.85,L_Adams,4,0.09,Scotch,2,0.03,Thompson_N,2,0.01,Seymour,2,0.01
1092,,Chilko,3,0.99,L_Adams,4,0.01,Seymour,2,0,Chilko_south,2,0,Chilko-North,3,0
1093,,L_Adams,4,0.87,Portage_Cr,4,0.08,Little,4,0.04,Seymour,2,0.01,Scotch,2,0
1094,,Birkenhead,3,0.86,Big_Silver,4,0.07,Weaver,4,0.03,Pitt,2,0.01,Portage_Cr,4,0.01
1096,,Mitchell,3,1,,,,,,,,,,,,
1097,,Mitchell,3,1,,,,,,,,,,,,
1098,,L_Adams,4,0.95,Scotch,2,0.03,Little,4,0.01,Weaver,4,0.01,MiddleShuswap,4,0
1099,,Chilko,3,1,Mitchell,3,0,,,,,,,,,
1100,,Chilko,3,1,,,,,,,,,,,,
1101,,Chilko,3,0.99,Chilko_south,2,0.01,Chilko-North,3,0,Middle,3,0,Stellako,3,0
1102,,Quesnel_Horsef,3,0.53,Chilko,3,0.28,Horsefly,3,0.06,Chilko_south,2,0.05,Sandpoint,1,0.03
1103,,Seymour,2,0.95,L_Adams,4,0.04,Scotch,2,0.01,,,,,,
1104,,Chilko,3,0.94,L_Adams,4,0.03,Chilko_south,2,0.01,Chilko-North,3,0,Little,4,0
1105,,Chilko,3,1,Chilko_south,2,0,,,,,,,,,
1106,,Pitt,2,0.73,Weaver,4,0.27,,,,,,,,,
1107,,Middle,3,0.92,Sandpoint,1,0.02,Porter_Cr,1,0.02,Gluskie,1,0.01,Hudson_Bay,1,0.01
1108,,Gates_Cr,2,1,,,,,,,,,,,,
1109,,Chilko,3,0.41,Quesnel_Horsef,3,0.27,Wasko_Cr,3,0.19,L_Adams,4,0.05,Little,4,0.05
1110,,Pitt,2,1,Birkenhead,3,0,Wasko_Cr,3,0,Blackwater,1,0,,,
1111,,Middle,3,0.64,Kuzkwa_Cr,3,0.16,Sandpoint,1,0.06,Porter_Cr,1,0.03,Stellako,3,0.02
1112,,U_Horsefly,3,0.91,Thompson_N,2,0.07,L_Horsefly,3,0.01,L_Adams,4,0,Horsefly,3,0
1113,,Gates_Cr,2,1,,,,,,,,,,,,
1114,,U_Horsefly,3,0.97,Chilko,3,0.01,Horsefly,3,0.01,L_Adams,4,0.01,L_Horsefly,3,0
1115,,Chilko,3,1,L_Adams,4,0,,,,,,,,,
1116,,Chilko,3,0.62,Stellako,3,0.19,Kuzkwa_Cr,3,0.09,Middle,3,0.08,U_Horsefly,3,0.02
1117,,Middle,3,0.46,Porter_Cr,1,0.12,Gluskie,1,0.07,Chilko,3,0.07,Sandpoint,1,0.07
1118,,Mitchell,3,0.99,Chilko,3,0.01,,,,,,,,,
1120,,Chilko,3,0.78,Thompson_N,2,0.2,Chilko_south,2,0.01,Kuzkwa_Cr,3,0.01,Stellako,3,0.01
1121,,Chilko,3,1,Chilko_south,2,0,,,,,,,,,
1122,,Thompson_N,2,0.58,Raft,2,0.37,Chilko,3,0.02,Quesnel_Horsef,3,0.01,Fennell,2,0.01
1123,,Chilko,3,0.88,Chilko_south,2,0.08,Chilko-North,3,0.03,L_Adams,4,0,Middle,3,0
1124,,L_Adams,4,0.4,Chilko,3,0.28,Little,4,0.15,Scotch,2,0.07,Seymour,2,0.05
1125,,Quesnel_Mitche,3,1,Mitchell,3,0,,,,,,,,,
1126,,L_Adams,4,0.9,Little,4,0.08,Raft,2,0,Sinta,1,0,Banks,15,0
1127,,Quesnel_Mitche,3,0.99,Mitchell,3,0,Blue_Lead_Ck,3,0,,,,,,
1128,,Pitt,2,1,,,,,,,,,,,,
1129,,Quesnel_Horsef,3,0.62,L_Horsefly,3,0.37,M_Horsefly,3,0,Little,4,0,U_Horsefly,3,0
1130,,L_Adams,4,0.7,Little,4,0.18,Seymour,2,0.05,Scotch,2,0.05,MiddleShuswap,4,0.01
1131,,Quesnel_Mitche,3,0.99,Mitchell,3,0.01,Blue_Lead_Ck,3,0,,,,,,
1132,,L_Adams,4,0.8,Seymour,2,0.08,Horsefly,3,0.07,Little,4,0.03,Eagle_L,4,0
1133,,Chilko,3,0.98,Chilko_south,2,0.01,L_Adams,4,0.01,Quesnel_Horsef,3,0,Little,4,0
1134,,L_Adams,4,0.74,Little,4,0.2,Seymour,2,0.04,Scotch,2,0.02,Thompson_N,2,0
1135,,Quesnel_Mitche,3,0.99,Mitchell,3,0.01,Blue_Lead_Ck,3,0,,,,,,
1136,,Weaver,4,1,,,,,,,,,,,,
1137,,U_Horsefly,3,0.99,Horsefly,3,0.01,L_Horsefly,3,0,,,,,,
1138,,Chilko,3,0.99,L_Adams,4,0,Thompson_N,2,0,Raft,2,0,,,
1139,,Chilko,3,0.96,U_Horsefly,3,0.02,L_Adams,4,0.01,Horsefly,3,0.01,Middle,3,0
1140,,Chilko_south,2,0.82,L_Adams,4,0.12,Chilko,3,0.03,Little,4,0.02,Quesnel_Horsef,3,0
1141,,Gates_Cr,2,1,,,,,,,,,,,,
1142,,Middle,3,0.87,Chilko,3,0.05,Weaver,4,0.03,Kuzkwa_Cr,3,0.02,Stellako,3,0.01
1143,,Scotch,2,1,L_Adams,4,0,Chilko,3,0,,,,,,
1144,,Wasko_Cr,3,0.67,Chilko_south,2,0.19,Quesnel_Mitche,3,0.09,Thompson_N,2,0.02,Quesnel_Horsef,3,0.01
1145,,L_Adams,4,0.7,Little,4,0.24,MiddleShuswap,4,0.02,Eagle_L,4,0.01,Portage_Cr,4,0.01
1146,,Chilko,3,0.53,L_Adams,4,0.45,Wasko_Cr,3,0.01,L_Shuswap,4,0,Roaring,3,0
1147,,Scotch,2,0.5,L_Adams,4,0.28,Little,4,0.09,Seymour,2,0.08,Blackwater,1,0.03
1148,,Chilko,3,0.93,Chilko_south,2,0.05,Chilko-North,3,0.02,L_Adams,4,0,Quesnel_Horsef,3,0
1149,,Quesnel_Horsef,3,0.96,Chilko,3,0.02,Chilko_south,2,0.02,Horsefly,3,0,L_Adams,4,0
1151,,Quesnel_Horsef,3,0.94,Seymour,2,0.05,Chilko,3,0.01,L_Adams,4,0,L_Horsefly,3,0
1152,,Blackwater,1,1,Sinta,1,0,Kynock,1,0,Paula,1,0,FiveMile,1,0
1153,,L_Adams,4,0.84,Little,4,0.09,Scotch,2,0.03,Portage_Cr,4,0.02,Pitt,2,0
1154,,L_Adams,4,0.28,Thompson_N,2,0.25,Raft,2,0.24,Chilko_south,2,0.23,Birkenhead,3,0
1155,,Birkenhead,3,0.91,Thompson_N,2,0.08,L_Adams,4,0.01,Portage_Cr,4,0,Dust,1,0
1156,,Phillips,6,1,PorcupineSloug,14,0,Wannock,18,0,ChilkootLkBeach,20,0,BearSlough,16,0
1157,,Chilko_south,2,0.75,Chilko,3,0.24,L_Adams,4,0.01,Chilko-North,3,0,Raft,2,0
1158,,Chilko,3,0.94,Chilko_south,2,0.04,Quesnel_Horsef,3,0.01,Pinchi_Cr,3,0.01,,,
1159,,Pitt,2,1,Scud,14,0,,,,,,,,,
1160,,Quesnel_Mitche,3,0.93,Wasko_Cr,3,0.06,Roaring,3,0.01,Mitchell,3,0.01,Blue_Lead_Ck,3,0
1161,,Quesnel_Horsef,3,0.6,L_Horsefly,3,0.39,Raft,2,0.01,M_Horsefly,3,0,U_Horsefly,3,0
1162,,Scotch,2,0.88,L_Adams,4,0.07,Seymour,2,0.04,Little,4,0.01,Chilko_south,2,0
1163,,Blackwater,1,0.72,Chilko_south,2,0.14,Sinta,1,0.05,Chilko,3,0.05,Dust,1,0.01
1164,,Wasko_Cr,3,0.73,Quesnel_Horsef,3,0.1,Quesnel_Mitche,3,0.07,L_Horsefly,3,0.05,Chilko,3,0.03
1165,,Chilko_south,2,0.81,Chilko,3,0.19,Portage_Cr,4,0,Chilko-North,3,0,L_Adams,4,0
1166,,Chilko,3,0.9,Chilko_south,2,0.1,,,,,,,,,
1167,,Chilko_south,2,0.61,Pinchi_Cr,3,0.21,Chilko,3,0.17,Middle,3,0.01,Quesnel_Horsef,3,0
1168,,Quesnel_Mitche,3,0.99,Mitchell,3,0.01,Wasko_Cr,3,0,Blue_Lead_Ck,3,0,,,
1169,,Chilko_south,2,0.53,Chilko,3,0.46,Chilko-North,3,0,L_Adams,4,0,Little,4,0
1170,,U_Horsefly,3,0.99,L_Horsefly,3,0.01,Chilko,3,0,,,,,,
1171,,Chilko,3,0.96,L_Adams,4,0.01,Chilko-North,3,0.01,Quesnel_Horsef,3,0.01,Chilko_south,2,0.01
1172,,Birkenhead,3,0.63,Chilko_south,2,0.32,LakeWashington,5,0.02,L_Adams,4,0.02,Chilko,3,0.01
1173,,Scotch,2,0.99,Seymour,2,0.01,L_Adams,4,0,,,,,,
1174,,Chilko,3,1,U_Horsefly,3,0,,,,,,,,,
1175,,Chilko,3,0.97,Chilko_south,2,0.03,L_Adams,4,0,,,,,,
1176,,Scotch,2,0.97,Seymour,2,0.02,L_Shuswap,4,0,Birkenhead,3,0,,,
1177,,Blackwater,1,0.98,Nadina,2,0.01,Sandpoint,1,0,Dust,1,0,Rossette,1,0
1178,,Quesnel_Horsef,3,0.6,L_Horsefly,3,0.33,Chilko,3,0.04,L_Adams,4,0.01,Little,4,0.01
1179,,Quesnel_Horsef,3,0.51,L_Horsefly,3,0.36,Wasko_Cr,3,0.05,L_Adams,4,0.02,Little,4,0.01
1180,,Chilko,3,0.8,Chilko_south,2,0.16,Porter_Cr,1,0.02,Kuzkwa_Cr,3,0.01,Narrows,1,0
1181,,Chilko,3,0.96,U_Horsefly,3,0.03,Chilko_south,2,0.01,,,,,,
1182,,Chilko,3,0.97,Chilko_south,2,0.01,Birkenhead,3,0.01,Pitt,2,0,L_Adams,4,0
1183,,Mitchell,3,1,Quesnel_Mitche,3,0,,,,,,,,,
1184,,Mitchell,3,0.99,Roaring,3,0,L_Adams,4,0,Blue_Lead_Ck,3,0,Thompson_N,2,0
1185,,Chilko,3,1,Middle,3,0,,,,,,,,,
1186,,Kuzkwa_Cr,3,0.39,Chilko,3,0.33,Pinchi_Cr,3,0.16,Chilko_south,2,0.06,Tachie,3,0.04
1187,,Porter_Cr,1,0.59,Kuzkwa_Cr,3,0.2,Pinchi_Cr,3,0.05,Stellako,3,0.04,Narrows,1,0.03
1191,,Chilko_south,2,0.68,Chilko,3,0.31,Wasko_Cr,3,0,Blackwater,1,0,Thompson_N,2,0
1192,,Pinchi_Cr,3,0.9,Middle,3,0.06,Baker_Lake,5,0.03,Quesnel_Horsef,3,0.01,Pitt,2,0
1193,,Blackwater,1,0.64,Sinta,1,0.24,Sandpoint,1,0.07,Kynock,1,0.03,FiveMile,1,0.01
1194,,U_Horsefly,3,0.99,L_Horsefly,3,0,Thompson_N,2,0,Horsefly,3,0,McKinley,3,0
1195,,U_Horsefly,3,0.97,L_Adams,4,0.02,L_Horsefly,3,0.01,Horsefly,3,0,,,
1196,,Chilko,3,0.93,Mitchell,3,0.03,L_Adams,4,0.02,Middle,3,0.02,Chilko_south,2,0.01
1197,,Quesnel_Horsef,3,0.57,L_Horsefly,3,0.2,Wasko_Cr,3,0.11,L_Adams,4,0.06,Little,4,0.03
1198,,Quesnel_Horsef,3,0.61,L_Horsefly,3,0.38,M_Horsefly,3,0,U_Horsefly,3,0,Horsefly,3,0
1199,,L_Adams,4,0.86,Chilko_south,2,0.11,Chilko,3,0.01,Eagle_L,4,0,Little,4,0
1200,,Thompson_N,2,0.26,Raft,2,0.21,Chilko_south,2,0.11,Chilko,3,0.11,L_Adams,4,0.11
1201,,Chilko,3,0.66,U_Horsefly,3,0.17,Middle,3,0.11,Stellako,3,0.05,Horsefly,3,0
1202,,L_Adams,4,1,Chilko,3,0,Little,4,0,,,,,,
1203,,L_Adams,4,0.94,U_Horsefly,3,0.05,Little,4,0,L_Horsefly,3,0,Pitt,2,0
1204,,Chilko,3,1,,,,,,,,,,,,
