date,ufn,site.id,species,weight,nu.lice,fork.length
2015-05-27,1106,J10,SO,9.6,9,101.0
2015-05-27,1107,J10,SO,8.6,16,100.0
2015-06-01,1126,J10,SO,NA,14,101.0
2015-06-01,1127,J10,SO,9.8,23,97.0
2015-06-01,1128,J10,SO,11.3,18,100.0
2015-06-01,1135,J10,SO,10.5,10,115.0
2015-05-27,1136,J10,SO,12.4,8,107.0
2015-05-27,1137,J10,SO,9.5,15,107.0
2015-05-27,1138,J10,SO,6.7,10,95.0
2015-05-27,1139,J10,SO,9.5,8,107.0
2015-05-27,1141,J10,SO,10.9,17,108.0
2015-05-27,1142,J10,SO,11.6,11,110.0
2015-05-27,1143,J10,SO,8.6,12,102.0
2015-06-15,1177,J10,SO,21.1,6,129.0
2015-06-15,1178,J10,SO,19.6,6,125.0
2015-06-15,1179,J10,SO,17.3,11,113.0
2015-06-15,1197,J10,SO,13.2,13,117.0
2015-06-15,1198,J10,SO,14.1,11,108.0
2015-06-15,1199,J10,SO,15.4,4,109.0
2015-06-15,1200,J10,SO,13.7,8,108.0
2015-06-15,1205,J10,SO,15.3,12,112.0
2015-06-15,1211,J10,SO,16.1,8,113.0
2015-06-15,1212,J10,SO,17.2,10,122.0
2015-06-15,1315,J10,CU,22.3,4,127.0
2015-07-01,1400,J10,PI,22.7,2,131.0
2015-07-01,1421,J10,PI,21.6,UNKNOWN,UNKNOWN
2015-05-23,49,J09,SO,13.5,9,109.0
2015-05-23,50,J09,SO,13.9,19,114.0
2015-05-23,52,J09,SO,18.1,7,121.0
2015-05-23,53,J09,SO,20.7,8,125.0
2015-05-23,54,J09,SO,15,12,110.0
2015-05-23,61,J09,SO,12.8,23,108.0
2015-05-23,62,J09,SO,20.2,16,123.0
2015-05-23,63,J09,SO,15.6,9,110.0
2015-05-23,71,J09,SO,13.6,13,110.0
2015-05-23,72,J09,SO,12,7,103.0
2015-05-23,73,J09,SO,12.3,19,113.0
2015-05-23,119,J09,SO,15,11,113.0
2015-05-23,120,J09,SO,16.9,5,122.0
2015-05-23,125,J09,SO,12,11,104.0
2015-05-23,140,J09,SO,13.9,7,110.0
2015-05-23,141,J09,SO,13.7,16,114.0
2015-05-23,142,J09,SO,14.6,7,116.0
2015-05-23,143,J09,SO,15.1,10,113.0
2015-05-23,144,J09,SO,14.8,14,115.0
2015-05-23,145,J09,SO,14.5,9,109.0
2015-05-23,146,J09,SO,13.2,11,105.0
2015-05-23,151,J09,SO,14.8,11,116.0
2015-05-23,152,J09,SO,21,9,127.0
2015-05-23,153,J09,SO,14.9,2,115.0
2015-05-23,154,J09,SO,12.8,10,105.0
2015-05-23,155,J09,SO,14.4,11,110.0
2015-05-23,163,J09,SO,15.6,3,110.0
2015-05-23,164,J09,SO,18.6,15,130.0
2015-05-23,181,J09,SO,13.1,14,109.0
2015-05-26,478,J09,SO,10,13,106.0
2015-05-26,479,J09,SO,10.7,13,105.0
2015-05-26,480,J09,SO,10.4,19,105.0
2015-07-07,527,J09,SO,9.7,8,92.0
2015-07-07,528,J09,SO,9.6,2,95.0
2015-07-07,529,J09,SO,10.6,10,95.0
2015-07-07,530,J09,SO,7.4,5,86.0
2015-07-07,536,J09,SO,11.3,8,100.0
2015-07-07,537,J09,SO,15.2,3,110.0
2015-07-07,538,J09,SO,11.1,6,95.0
2015-07-07,547,J09,SO,20,10,120.0
2015-07-07,548,J09,SO,11.8,9,101.0
2015-07-07,549,J09,SO,13.4,14,105.0
2015-06-23,557,J09,SO,32.8,1,145.0
2015-06-23,558,J09,SO,18.3,6,124.0
2015-06-23,559,J09,SO,19.5,19,120.0
2015-06-23,565,J09,SO,20.9,15,125.0
2015-06-23,566,J09,SO,20,9,125.0
2015-06-23,567,J09,SO,NA,2,115.0
2015-06-23,568,J09,SO,22.9,11,133.0
2015-06-23,569,J09,SO,23.5,16,120.0
2015-06-23,584,J09,SO,20.9,6,123.0
2015-06-23,585,J09,SO,20.4,6,131.0
2015-06-23,586,J09,SO,17.4,12,116.0
2015-07-01,599,J09,SO,12.1,2,100.0
2015-07-01,614,J09,SO,10.2,4,95.0
2015-07-01,615,J09,SO,10.5,2,85.0
2015-07-01,616,J09,SO,11.2,10,106.0
2015-07-01,617,J09,SO,11.5,11,100.0
2015-07-01,618,J09,SO,18.7,17,119.0
2015-07-01,622,J09,SO,7.8,2,92.0
2015-07-01,640,J09,SO,7.5,2,86.0
2015-07-01,641,J09,SO,9.1,2,100.0
2015-07-01,642,J09,SO,12.3,5,108.0
2015-07-01,651,J09,SO,18.2,14,114.0
2015-05-26,693,J09,SO,9.2,16,92.0
2015-05-26,694,J09,SO,9.5,15,104.0
2015-05-26,695,J09,SO,8.8,23,99.0
2015-05-26,696,J09,SO,7.5,7,98.0
2015-05-26,697,J09,SO,10.8,9,104.0
2015-06-07,1018,J09,SO,10,11,102.0
2015-06-07,1019,J09,SO,9.1,5,96.0
2015-06-07,1020,J09,SO,16.8,12,121.0
2015-06-07,1023,J09,SO,11.8,11,106.0
2015-06-07,1024,J09,SO,14.8,7,110.0
2015-06-07,1025,J09,SO,13.2,11,110.0
2015-06-07,1026,J09,SO,11,8,102.0
2015-06-07,1027,J09,SO,14.3,19,116.0
2015-06-07,1042,J09,SO,12.1,8,106.0
2015-06-07,1043,J09,SO,11.8,13,100.0
2015-06-07,1044,J09,SO,15.1,14,111.0
2015-05-31,1064,J09,SO,9,10,98.0
2015-05-31,1076,J09,SO,11.6,4,100.0
2015-05-31,1077,J09,SO,10.2,10,100.0
2015-05-31,1078,J09,SO,14.3,14,119.0
2015-05-31,1079,J09,SO,NA,18,104.0
2015-05-31,1084,J09,SO,8.7,14,94.0
2015-05-31,1085,J09,SO,11.4,10,96.0
2015-05-31,1086,J09,SO,9.7,10,99.0
2015-05-31,1087,J09,SO,13.2,7,85.0
2015-05-31,1088,J09,SO,9.5,24,108.0
2015-06-16,1237,J09,SO,11.7,3,107.0
2015-06-16,1238,J09,SO,18.8,3,117.0
2015-06-16,1273,J09,SO,NA,5,108.0
2015-06-16,1274,J09,SO,16.5,4,115.0
2015-06-16,1275,J09,SO,20.3,4,122.0
2015-06-16,1276,J09,SO,12.7,8,106.0
2015-06-16,1283,J09,SO,16.2,4,107.0
2015-06-16,1284,J09,SO,17.7,6,127.0
2015-06-16,1285,J09,SO,15.6,6,105.0
2015-06-16,1286,J09,SO,13.5,6,107.0
2015-06-19,1335,J09,SO,15,7,118.0
2015-06-19,1336,J09,SO,16,6,115.0
2015-06-19,1337,J09,SO,15.6,5,114.0
2015-06-19,1338,J09,SO,15.6,15,116.0
2015-06-19,1341,J09,SO,13.8,8,115.0
2015-06-19,1342,J09,SO,13.5,4,120.0
2015-05-26,1349,J09,SO,7.6,22,94.0
2015-05-26,1350,J09,SO,9.5,17,101.0
2015-06-19,1353,J09,SO,22,11,133.0
2015-06-19,1354,J09,SO,14.9,18,117.0
2015-06-19,1355,J09,SO,13.8,9,111.0
2015-06-19,1356,J09,SO,18.2,8,120.0
2015-06-19,1362,J09,SO,13.8,12,106.0
2015-06-19,1363,J09,SO,12.4,8,105.0
2015-06-23,1376,J09,PI,23.2,2,125.0
2015-06-23,1399,J09,PI,20.9,5,118.0
2015-06-23,1407,J09,PI,23.4,3,122.0
2015-06-23,1408,J09,PI,21.9,1,125.0
2015-06-23,1412,J09,PI,22.2,2,125.0
2015-05-22,55,J08,SO,7.5,12,89.0
2015-05-22,56,J08,SO,9.3,5,93.0
2015-05-22,58,J08,SO,10.4,9,96.0
2015-05-22,59,J08,SO,7.1,12,88.0
2015-05-22,64,J08,SO,23.4,20,140.0
2015-05-22,65,J08,SO,15.4,5,112.0
2015-05-22,66,J08,SO,8.1,8,107.0
2015-05-23,68,J08,SO,7.2,8,93.0
2015-05-22,70,J08,SO,13.9,3,108.0
2015-05-23,74,J08,SO,8.3,4,96.0
2015-05-22,75,J08,SO,10,6,96.0
2015-05-22,77,J08,SO,7,2,86.0
2015-05-22,79,J08,SO,14.9,17,110.0
2015-05-22,80,J08,SO,15.1,7,110.0
2015-05-22,83,J08,SO,12.7,6,106.0
2015-05-22,87,J08,SO,15.1,8,115.0
2015-05-22,89,J08,SO,14.1,7,109.0
2015-05-22,91,J08,SO,13.4,8,110.0
2015-05-22,92,J08,SO,11.5,8,102.0
2015-05-22,93,J08,SO,11.6,8,100.0
2015-05-22,94,J08,SO,10.6,5,100.0
2015-05-22,95,J08,SO,11.6,14,100.0
2015-05-22,96,J08,SO,12.5,12,99.0
2015-05-22,103,J08,SO,15.4,2,112.0
2015-05-22,106,J08,SO,11.2,14,103.0
2015-05-23,108,J08,SO,12.9,8,106.0
2015-05-22,110,J08,CU,10.8,4,103.0
2015-05-22,111,J08,SO,10.9,10,106.0
2015-05-22,115,J08,SO,12.3,6,107.0
2015-05-22,121,J08,SO,11.1,12,109.0
2015-05-22,122,J08,SO,9.1,9,97.0
2015-05-22,131,J08,CU,20.3,2,115.0
2015-05-22,132,J08,CO,12.3,2,97.0
2015-05-22,147,J08,CO,18.7,3,123.0
2015-05-22,148,J08,CO,16.9,0,110.0
2015-05-22,149,J08,CO,13.2,1,110.0
2015-05-22,150,J08,CO,12.2,0,99.0
2015-05-22,157,J08,CO,17.9,1,115.0
2015-06-20,604,J08,SO,14.2,12,106.0
2015-05-25,605,J08,SO,9.4,3,93.0
2015-05-25,608,J08,SO,10.4,12,97.0
2015-05-25,609,J08,SO,12.4,3,105.0
2015-05-25,698,J08,SO,12.9,7,112.0
2015-06-24,704,J08,SO,15.2,8,107.0
2015-06-24,705,J08,SO,13.4,10,108.0
2015-06-24,711,J08,SO,17.3,3,114.0
2015-06-24,721,J08,SO,23.2,16,123.0
2015-06-24,739,J08,SO,15.8,8,114.0
2015-06-24,740,J08,SO,15.1,21,110.0
2015-06-20,741,J08,SO,16.2,12,115.0
2015-06-20,742,J08,SO,18.7,13,118.0
2015-05-25,743,J08,SO,13.2,5,115.0
2015-05-25,744,J08,SO,12.5,16,113.0
2015-05-25,745,J08,SO,8.7,8,92.0
2015-05-25,746,J08,SO,7.9,20,95.0
2015-06-15,758,J08,SO,13.2,1,109.0
2015-06-24,766,J08,SO,16.8,8,107.0
2015-06-24,788,J08,SO,20.6,3,126.0
2015-06-24,789,J08,SO,13.9,7,106.0
2015-06-24,790,J08,SO,16.1,17,112.0
2015-06-15,800,J08,SO,13.4,4,109.0
2015-06-15,810,J08,SO,16.9,3,116.0
2015-06-15,814,J08,SO,17.5,18,116.0
2015-06-15,815,J08,SO,15.6,5,113.0
2015-06-15,816,J08,SO,18.2,3,119.0
2015-06-15,821,J08,SO,14.8,5,110.0
2015-06-15,822,J08,SO,11.6,5,104.0
2015-06-15,823,J08,SO,NA,0,112.0
2015-06-15,831,J08,SO,13.5,5,112.0
2015-06-20,971,J08,SO,14,9,105.0
2015-06-20,972,J08,SO,15,5,112.0
2015-05-25,974,J08,SO,9.7,6,105.0
2015-05-30,1065,J08,SO,12.3,12,100.0
2015-05-30,1080,J08,SO,9.3,9,107.0
2015-05-30,1089,J08,SO,12.1,9,110.0
2015-05-30,1090,J08,SO,10.7,7,110.0
2015-05-30,1096,J08,SO,12.4,11,115.0
2015-05-30,1097,J08,SO,8.1,9,109.0
2015-05-30,1098,J08,SO,9.3,15,97.0
2015-05-30,1099,J08,SO,9.5,16,107.0
2015-05-30,1100,J08,SO,11.4,2,112.0
2015-05-30,1101,J08,SO,10.4,8,105.0
2015-05-25,1111,J08,SO,15.9,11,113.0
2015-05-25,1113,J08,SO,12.9,20,104.0
2015-05-30,1121,J08,SO,11,17,114.0
2015-06-07,1289,J08,SO,11.2,5,101.0
2015-06-07,1290,J08,SO,10.9,15,95.0
2015-06-07,1293,J08,SO,15.5,13,119.0
2015-06-07,1304,J08,SO,16.6,12,116.0
2015-06-07,1305,J08,SO,10.7,2,109.0
2015-06-07,1306,J08,SO,12.2,13,110.0
2015-06-07,1314,J08,SO,8.8,8,94.0
2015-06-07,1321,J08,SO,15.7,5,118.0
2015-06-07,1322,J08,SO,8.2,8,98.0
2015-06-07,1323,J08,SO,13,4,113.0
2015-05-30,1385,J08,PI,22.7,1,133.0
2015-05-22,133,J07,SO,11.5,5,105.0
2015-05-22,134,J07,SO,12.2,13,104.0
2015-05-22,135,J07,SO,11.3,5,115.0
2015-05-22,136,J07,SO,9.8,8,98.0
2015-05-22,137,J07,SO,9.3,4,93.0
2015-05-22,138,J07,SO,11.2,7,100.0
2015-05-22,139,J07,SO,13.2,5,117.0
2015-05-22,156,J07,SO,11.2,7,110.0
2015-05-22,158,J07,SO,12.2,8,116.0
2015-05-22,159,J07,SO,11.2,8,104.0
2015-05-22,160,J07,SO,12.8,5,107.0
2015-05-22,161,J07,SO,12.6,6,105.0
2015-05-22,162,J07,SO,13.5,9,111.0
2015-05-22,169,J07,SO,11.9,7,104.0
2015-05-22,170,J07,SO,10.6,5,103.0
2015-05-22,171,J07,SO,11.4,4,102.0
2015-05-22,172,J07,SO,12.3,6,110.0
2015-05-22,178,J07,SO,12.8,8,106.0
2015-05-22,179,J07,SO,11.2,14,102.0
2015-05-22,180,J07,SO,11.8,11,108.0
2015-05-22,187,J07,SO,12.6,8,108.0
2015-05-22,188,J07,SO,10.6,12,102.0
2015-05-22,189,J07,SO,13.4,14,108.0
2015-05-22,191,J07,SO,17.7,1,120.0
2015-05-22,192,J07,SO,13.8,10,112.0
2015-05-22,193,J07,SO,12.8,3,108.0
2015-05-22,194,J07,SO,15,2,128.0
2015-05-22,201,J07,SO,13.4,9,105.0
2015-05-22,202,J07,SO,14.9,11,113.0
2015-05-22,203,J07,SO,11.7,9,103.0
2015-05-30,474,J07,SO,15.4,18,120.0
2015-06-29,579,J07,SO,15.1,24,108.0
2015-06-29,580,J07,SO,19.8,6,119.0
2015-06-29,594,J07,SO,24.1,8,128.0
2015-06-29,595,J07,SO,21.3,15,124.0
2015-06-29,596,J07,SO,18.9,16,125.0
2015-06-29,611,J07,SO,21,4,123.0
2015-06-29,612,J07,SO,21.6,13,126.0
2015-06-29,631,J07,SO,NA,29,128.0
2015-06-29,632,J07,SO,18.1,2,116.0
2015-06-29,633,J07,SO,16.3,5,114.0
2015-06-29,634,J07,SO,22.4,8,133.0
2015-06-24,659,J07,SO,19.5,10,114.0
2015-06-24,660,J07,SO,24.6,14,133.0
2015-06-24,664,J07,SO,20.3,10,124.0
2015-06-24,665,J07,SO,20.1,6,121.0
2015-06-24,666,J07,SO,19.4,11,120.0
2015-06-24,672,J07,SO,15.5,21,108.0
2015-06-24,673,J07,SO,14.8,21,110.0
2015-06-24,674,J07,SO,18.7,24,116.0
2015-06-24,681,J07,SO,28.1,27,130.0
2015-06-24,682,J07,SO,25.6,3,131.0
2015-06-14,735,J07,SO,20.3,4,124.0
2015-06-14,736,J07,SO,22.5,1,109.0
2015-06-14,737,J07,SO,18.5,3,114.0
2015-06-14,738,J07,SO,18.3,8,116.0
2015-05-26,749,J07,SO,16.8,3,109.0
2015-05-26,750,J07,SO,22.9,10,128.0
2015-06-14,762,J07,SO,11.6,9,103.0
2015-06-14,763,J07,SO,16.5,16,117.0
2015-06-14,764,J07,SO,15.9,11,112.0
2015-06-14,765,J07,SO,21.7,1,123.0
2015-06-14,785,J07,SO,18.3,1,113.0
2015-06-14,786,J07,SO,12.7,3,113.0
2015-06-14,787,J07,SO,19.1,2,117.0
2015-06-06,854,J07,SO,13.3,5,113.0
2015-06-06,855,J07,SO,13.1,13,115.0
2015-06-06,878,J07,SO,11.4,5,103.0
2015-06-06,879,J07,SO,12,5,101.0
2015-06-06,916,J07,SO,12.1,9,108.0
2015-06-06,917,J07,SO,14.9,8,113.0
2015-06-06,931,J07,SO,14.6,9,121.0
2015-06-06,932,J07,SO,19.2,4,132.0
2015-06-06,933,J07,SO,17,2,118.0
2015-06-06,934,J07,SO,19.8,2,117.0
2015-06-06,935,J07,SO,17.9,12,119.0
2015-05-30,937,J07,SO,10.6,4,101.0
2015-05-30,938,J07,SO,10.4,7,93.0
2015-05-26,1117,J07,SO,12.8,7,109.0
2015-05-26,1118,J07,SO,13.3,12,103.0
2015-06-20,1155,J07,SO,17.2,0,115.0
2015-06-20,1156,J07,SO,13.3,6,106.0
2015-06-20,1157,J07,SO,15.1,2,106.0
2015-06-20,1160,J07,SO,20.4,3,121.0
2015-06-20,1164,J07,SO,19,13,115.0
2015-06-20,1168,J07,SO,13.8,5,115.0
2015-06-20,1169,J07,SO,20.2,9,126.0
2015-06-20,1173,J07,SO,18.6,8,120.0
2015-05-26,1183,J07,SO,13,12,100.0
2015-05-26,1184,J07,SO,10.5,8,99.0
2015-05-26,1185,J07,SO,23.7,11,123.0
2015-06-20,1191,J07,SO,23,1,128.0
2015-06-20,1193,J07,SO,14.5,6,110.0
2015-05-30,1344,J07,SO,18.4,10,119.0
2015-05-30,1345,J07,SO,18.2,8,112.0
2015-05-30,1346,J07,SO,16.4,7,114.0
2015-05-30,1358,J07,SO,15,10,113.0
2015-05-30,1359,J07,SO,15.3,16,115.0
2015-05-30,1360,J07,SO,11.2,4,104.0
2015-05-30,1368,J07,SO,13.9,7,119.0
2015-05-30,1369,J07,SO,20.8,24,124.0
2015-05-30,1370,J07,SO,15.6,6,113.0
2015-05-26,1371,J07,SO,25.2,21,130.0
2015-05-26,1381,J07,SO,19.7,10,124.0
2015-05-26,1382,J07,SO,12.7,11,108.0
2015-06-24,1397,J07,PI,20.4,0,116.0
2015-06-24,1398,J07,PI,21.5,1,122.0
2015-06-24,1404,J07,PI,17.7,4,111.0
2015-06-24,1406,J07,PI,21.1,1,122.0
2015-05-21,6,J06,CU,16.3,1,122.0
2015-05-21,7,J06,SO,12.3,5,113.0
2015-05-21,8,J06,CU,13.5,2,111.0
2015-05-21,9,J06,CU,13,2,115.0
2015-05-21,10,J06,SO,11.2,7,104.0
2015-05-21,16,J06,SO,12.4,6,110.0
2015-05-21,17,J06,SO,9.9,9,109.0
2015-05-21,18,J06,CU,9.9,1,96.0
2015-05-21,21,J06,SO,20.6,10,96.0
2015-05-21,22,J06,CU,20.6,5,127.0
2015-05-21,23,J06,CU,16.4,2,118.0
2015-05-21,24,J06,CU,11.8,1,105.0
2015-05-21,25,J06,SO,8.6,3,95.0
2015-05-21,31,J06,SO,10.9,0,96.0
2015-05-21,32,J06,CO,NA,3,138.0
2015-05-21,33,J06,CO,20.9,1,131.0
2015-05-21,34,J06,CO,36.4,5,140.0
2015-05-21,35,J06,SO,12.2,5,108.0
2015-05-21,36,J06,CU,14.9,1,101.0
2015-05-21,41,J06,CU,16.3,0,110.0
2015-05-21,42,J06,SO,7.6,4,95.0
2015-05-21,43,J06,SO,10.5,1,95.0
2015-05-21,44,J06,CU,12.7,0,100.0
2015-05-24,119,J06,SO,12,4,98.0
2015-06-24,630,J06,SO,17.9,12,124.0
2015-06-24,706,J06,SO,21.7,18,133.0
2015-06-24,707,J06,SO,19.3,4,128.0
2015-06-24,708,J06,SO,16,23,114.0
2015-06-24,712,J06,SO,18.9,15,123.0
2015-06-14,719,J06,SO,15.1,4,100.0
2015-06-14,720,J06,SO,12.7,3,105.0
2015-06-24,722,J06,SO,21,5,132.0
2015-06-24,723,J06,SO,18.1,5,125.0
2015-06-24,724,J06,SO,12.3,7,109.0
2015-06-14,734,J06,SO,14.9,7,107.0
2015-06-14,754,J06,SO,16.6,10,128.0
2015-06-14,761,J06,SO,NA,3,95.0
2015-06-14,781,J06,SO,14.2,8,115.0
2015-06-14,782,J06,SO,14,4,111.0
2015-06-14,783,J06,SO,10.8,2,98.0
2015-06-14,784,J06,SO,14,1,99.0
2015-06-14,809,J06,SO,11.6,11,116.0
2015-06-14,813,J06,SO,18,0,120.0
2015-05-29,930,J06,SO,11.2,8,110.0
2015-05-29,943,J06,SO,9.2,4,107.0
2015-06-07,944,J06,SO,11.6,8,111.0
2015-06-07,945,J06,SO,15.8,13,123.0
2015-05-29,953,J06,SO,18.2,4,118.0
2015-05-29,954,J06,SO,18.2,7,115.0
2015-05-29,955,J06,SO,NA,2,98.0
2015-06-07,956,J06,SO,13,13,98.0
2015-06-07,957,J06,SO,15.8,7,123.0
2015-05-29,966,J06,SO,9.6,5,107.0
2015-05-29,967,J06,SO,10.5,3,100.0
2015-05-29,968,J06,SO,22,6,125.0
2015-06-07,969,J06,SO,13,8,105.0
2015-06-07,970,J06,SO,10.2,12,107.0
2015-05-29,981,J06,SO,21.2,7,120.0
2015-06-07,982,J06,SO,15.6,4,115.0
2015-06-07,983,J06,SO,10.6,6,105.0
2015-06-07,984,J06,SO,12,13,111.0
2015-06-07,991,J06,SO,12.3,40,113.0
2015-05-24,1120,J06,SO,11,8,106.0
2015-05-24,1186,J06,SO,12.2,5,105.0
2015-05-24,1187,J06,SO,10.2,5,101.0
2015-06-21,1299,J06,SO,19.6,7,120.0
2015-06-21,1300,J06,SO,21.2,3,123.0
2015-05-29,1317,J06,SO,13.8,8,108.0
2015-06-21,1319,J06,SO,18.1,7,116.0
2015-06-21,1320,J06,SO,20,16,124.0
2015-06-21,1332,J06,SO,15.8,5,112.0
2015-06-21,1333,J06,SO,13.6,16,105.0
2015-06-21,1334,J06,SO,13.1,3,113.0
2015-06-21,1351,J06,SO,18.7,14,117.0
2015-06-21,1352,J06,SO,NA,5,115.0
2015-06-21,1361,J06,SO,16,5,114.0
2015-05-24,1372,J06,SO,10.7,9,110.0
2015-05-24,1373,J06,SO,8.8,3,97.0
2015-05-24,1374,J06,SO,12.3,7,109.0
2015-05-24,1383,J06,SO,10.9,9,106.0
2015-05-24,1384,J06,SO,8.5,3,98.0
2015-05-24,1391,J06,SO,10.9,11,106.0
2015-05-20,1,J05,CU,NA,4,118.0
2015-05-20,2,J05,CU,22.2,1,128.0
2015-05-20,3,J05,CU,24,4,134.0
2015-05-20,4,J05,CU,22.5,4,132.0
2015-05-20,5,J05,CU,13.4,3,114.0
2015-05-20,11,J05,CU,NA,3,132.0
2015-05-20,12,J05,CU,NA,1,143.0
2015-05-20,13,J05,CU,19.5,2,122.0
2015-05-20,14,J05,CU,26.3,8,139.0
2015-05-20,15,J05,CU,29.7,1,147.0
2015-07-01,600,J05,SO,10.2,2,95.0
2015-05-25,610,J05,SO,9.3,7,95.0
2015-06-24,619,J05,SO,25.4,4,136.0
2015-06-24,620,J05,SO,17.6,4,119.0
2015-06-24,623,J05,SO,17.6,10,126.0
2015-06-21,627,J05,SO,19.2,7,117.0
2015-06-24,643,J05,SO,19,2,119.0
2015-06-24,644,J05,SO,20.2,1,126.0
2015-06-24,645,J05,SO,17.8,7,108.0
2015-06-24,646,J05,SO,18.8,17,135.0
2015-06-24,652,J05,SO,NA,14,134.0
2015-06-24,653,J05,SO,18.6,10,125.0
2015-06-24,661,J05,SO,16,7,114.0
2015-06-21,668,J05,SO,22,1,125.0
2015-06-21,669,J05,SO,16,7,113.0
2015-06-21,670,J05,SO,15.9,11,118.0
2015-06-21,676,J05,SO,19.8,3,118.0
2015-06-21,677,J05,SO,22.5,11,135.0
2015-06-21,678,J05,SO,24.5,15,128.0
2015-06-21,685,J05,SO,24,7,133.0
2015-06-21,686,J05,SO,22.8,2,125.0
2015-06-21,687,J05,SO,20.9,5,125.0
2015-05-25,748,J05,SO,10.9,6,99.0
2015-05-30,856,J05,SO,9.1,15,92.0
2015-06-07,857,J05,SO,15.1,3,111.0
2015-06-07,858,J05,SO,17.8,3,120.0
2015-06-07,859,J05,SO,12.5,6,103.0
2015-06-07,860,J05,SO,16.7,10,119.0
2015-05-30,880,J05,SO,9.4,5,95.0
2015-05-30,918,J05,SO,10.5,6,98.0
2015-05-30,919,J05,SO,12.4,9,105.0
2015-05-30,920,J05,SO,11.4,7,110.0
2015-05-30,921,J05,SO,10.5,14,100.0
2015-05-30,922,J05,SO,11.5,5,108.0
2015-05-30,923,J05,SO,8.3,3,90.0
2015-06-07,924,J05,SO,15.1,4,111.0
2015-06-07,925,J05,SO,14.9,10,106.0
2015-06-07,926,J05,SO,13.5,5,111.0
2015-06-07,927,J05,SO,9.6,10,104.0
2015-06-07,928,J05,SO,12.1,5,109.0
2015-05-30,936,J05,SO,12.3,10,106.0
2015-06-07,939,J05,SO,12.2,8,116.0
2015-06-07,961,J05,SO,12.3,12,113.0
2015-05-25,977,J05,SO,8.1,8,93.0
2015-05-25,978,J05,SO,8.7,12,95.0
2015-05-25,979,J05,SO,12.5,8,109.0
2015-05-25,980,J05,SO,10.7,7,98.0
2015-05-30,1091,J05,SO,11.1,10,107.0
2015-05-25,1115,J05,SO,11.3,10,103.0
2015-05-25,1116,J05,SO,14.9,10,110.0
2015-06-14,1176,J05,SO,16.9,6,115.0
2015-05-25,1181,J05,SO,12.4,21,105.0
2015-05-25,1182,J05,SO,11.5,3,99.0
