date,ufn,site.id,species,weight,nu.lice,fork.length
2015-06-18,899,D09,SO,14.5,1,111.0
2015-06-18,900,D09,SO,19.5,7,126.0
2015-06-18,901,D09,SO,12.6,5,105.0
2015-06-18,902,D09,SO,17.3,5,121.0
2015-06-18,903,D09,SO,13.7,3,107.0
2015-06-22,904,D09,SO,19.1,11,124.0
2015-06-22,905,D09,SO,13.3,7,110.0
2015-06-22,906,D09,SO,20.4,1,125.0
2015-06-18,911,D09,SO,17.6,14,119.0
2015-06-22,912,D09,SO,15.3,9,115.0
2015-06-22,913,D09,SO,16.7,19,113.0
2015-06-07,946,D09,SO,14.9,10,122.0
2015-06-07,958,D09,SO,15.9,8,114.0
2015-06-07,959,D09,SO,15.7,6,114.0
2015-06-07,960,D09,SO,18.4,13,117.0
2015-06-07,985,D09,SO,15.9,5,116.0
2015-06-07,986,D09,SO,18.5,5,116.0
2015-06-07,987,D09,SO,18.9,12,120.0
2015-06-07,988,D09,SO,16.6,7,114.0
2015-06-20,989,D09,SO,12.3,4,123.0
2015-06-20,990,D09,SO,13,0,106.0
2015-06-07,992,D09,SO,16.9,5,116.0
2015-06-07,993,D09,SO,15.7,11,111.0
2015-06-07,994,D09,SO,15.9,10,117.0
2015-06-07,995,D09,SO,15.5,6,110.0
2015-06-20,996,D09,SO,13.3,17,105.0
2015-06-20,997,D09,SO,16.7,4,114.0
2015-06-20,998,D09,SO,17.9,10,118.0
2015-06-20,1001,D09,SO,20.6,0,123.0
2015-06-20,1002,D09,SO,17.8,0,117.0
2015-06-20,1003,D09,SO,15.1,2,113.0
2015-06-20,1004,D09,SO,18.5,3,115.0
2015-06-20,1011,D09,SO,14.4,17,111.0
2015-06-20,1012,D09,SO,8.9,16,91.0
2015-06-14,1061,D09,SO,16.5,0,115.0
2015-06-14,1062,D09,SO,15.2,8,109.0
2015-06-14,1063,D09,SO,18.3,8,120.0
2015-06-14,1074,D09,SO,14.2,3,108.0
2015-06-14,1075,D09,SO,23,1,124.0
2015-06-14,1083,D09,SO,15,2,114.0
2015-06-14,1092,D09,SO,19.3,7,118.0
2015-06-14,1093,D09,SO,19.1,4,118.0
2015-06-14,1094,D09,SO,16.3,1,115.0
2015-06-14,1095,D09,SO,19.1,1,117.0
2015-06-09,1310,D09,SO,16.9,4,117.0
2015-06-09,1316,D09,SO,16.6,13,118.0
2015-06-09,1328,D09,SO,13.7,8,107.0
2015-07-02,1330,D09,SO,10,14,90.0
2015-06-29,1402,D09,PI,16.1,1,110.0
2015-06-29,1403,D09,PI,15.1,6,111.0
2015-05-19,230,D08,SO,11.5,5,104.0
2015-05-19,272,D08,SO,6.9,4,89.0
2015-05-19,273,D08,SO,9.4,4,96.0
2015-05-19,274,D08,SO,9.6,6,96.0
2015-05-19,281,D08,SO,8.9,4,97.0
2015-05-19,282,D08,SO,8.8,3,99.0
2015-05-19,283,D08,SO,NA,7,96.0
2015-05-19,284,D08,SO,5.2,3,76.0
2015-05-19,285,D08,SO,9.2,6,95.0
2015-05-19,286,D08,SO,9.2,3,94.0
2015-05-23,375,D08,SO,8.2,7,93.0
2015-05-23,376,D08,SO,NA,5,109.0
2015-05-23,377,D08,SO,8.5,4,86.0
2015-05-23,378,D08,SO,12.9,6,101.0
2015-05-23,379,D08,SO,10.3,5,102.0
2015-05-23,380,D08,SO,11.3,4,97.0
2015-05-23,390,D08,SO,8.2,8,91.0
2015-05-23,394,D08,SO,17.4,5,117.0
2015-05-23,396,D08,SO,10.2,6,95.0
2015-05-23,397,D08,SO,8.4,11,97.0
2015-05-23,398,D08,SO,7.6,12,88.0
2015-06-17,471,D08,SO,21.5,3,120.0
2015-06-17,472,D08,SO,18.6,0,129.0
2015-06-17,473,D08,SO,18,3,111.0
2015-06-17,481,D08,SO,15.6,0,115.0
2015-05-25,482,D08,SO,10.3,4,101.0
2015-05-25,483,D08,SO,8.2,16,98.0
2015-05-25,484,D08,SO,15.1,1,111.0
2015-05-25,485,D08,SO,11.6,0,107.0
2015-05-25,486,D08,SO,8.3,3,91.0
2015-05-25,493,D08,SO,8.3,0,98.0
2015-05-25,494,D08,SO,12.3,11,109.0
2015-05-25,495,D08,SO,7.7,11,90.0
2015-05-25,496,D08,SO,11.6,1,100.0
2015-05-25,497,D08,SO,14.2,1,107.0
2015-05-31,526,D08,SO,10,3,86.0
2015-05-31,546,D08,SO,12.1,6,111.0
2015-05-25,1296,D08,SO,13.4,9,110.0
2015-06-17,1339,D08,SO,17.6,0,115.0
2015-06-17,1340,D08,SO,17.9,0,117.0
2015-06-17,1343,D08,SO,18.5,3,118.0
2015-06-17,1357,D08,SO,12.5,1,106.0
2015-06-17,1364,D08,SO,16.4,3,111.0
2015-06-17,1365,D08,SO,NA,1,105.0
2015-06-17,1366,D08,SO,17.2,2,109.0
2015-05-31,1401,D08,PI,3.5,1,62.0
2015-05-21,128,D07,SO,11.2,1,104.0
2015-05-21,210,D07,SO,10,12,98.0
2015-05-21,216,D07,SO,9.6,4,96.0
2015-05-21,217,D07,SO,10.6,7,100.0
2015-05-21,218,D07,SO,10,13,100.0
2015-06-05,219,D07,SO,14.5,0,106.0
2015-06-05,220,D07,SO,11.9,0,104.0
2015-06-05,221,D07,SO,16,6,105.0
2015-06-05,222,D07,SO,14,3,109.0
2015-05-21,233,D07,SO,9,10,100.0
2015-05-21,234,D07,SO,8.6,2,103.0
2015-05-21,235,D07,SO,7.8,5,100.0
2015-05-21,236,D07,SO,11,15,98.0
2015-06-05,237,D07,SO,17.1,5,109.0
2015-06-05,238,D07,SO,NA,5,115.0
2015-06-05,239,D07,SO,15,7,104.0
2015-05-21,241,D07,SO,9.3,9,99.0
2015-06-05,242,D07,SO,19.3,21,119.0
2015-06-05,243,D07,SO,16.2,5,109.0
2015-06-05,244,D07,SO,17.6,10,115.0
2015-05-16,292,D07,SO,22.5,8,128.0
2015-05-16,293,D07,SO,10.8,7,95.0
2015-05-16,294,D07,SO,10.8,4,103.0
2015-05-16,295,D07,SO,11,8,101.0
2015-05-16,301,D07,SO,16,6,116.0
2015-05-16,302,D07,SO,9,3,100.0
2015-05-16,303,D07,SO,9.3,7,94.0
2015-05-16,311,D07,SO,12.7,6,104.0
2015-05-16,312,D07,SO,12.9,11,109.0
2015-05-16,313,D07,SO,10.6,5,99.0
2015-06-07,826,D07,SO,12.8,6,105.0
2015-06-07,840,D07,SO,11.6,6,94.0
2015-06-07,844,D07,SO,6.5,13,84.0
2015-06-07,845,D07,SO,9.7,0,94.0
2015-06-07,846,D07,SO,7.8,5,90.0
2015-06-07,847,D07,SO,10.7,1,99.0
2015-06-07,849,D07,SO,8.7,3,90.0
2015-06-07,850,D07,SO,7.9,7,84.0
2015-06-07,861,D07,SO,11.6,9,100.0
2015-06-07,864,D07,SO,9.9,15,105.0
2015-06-13,866,D07,SO,16.4,4,112.0
2015-06-13,867,D07,SO,11.5,14,101.0
2015-06-13,868,D07,SO,18.3,2,119.0
2015-06-13,869,D07,SO,10.5,35,90.0
2015-06-13,870,D07,SO,12,21,95.0
2015-06-09,876,D07,SO,13.7,2,105.0
2015-06-09,877,D07,SO,13.1,10,104.0
2015-06-13,881,D07,SO,9.1,11,90.0
2015-06-13,882,D07,SO,16.8,11,98.0
2015-06-13,883,D07,SO,16.1,4,110.0
2015-06-13,884,D07,SO,NA,20,110.0
2015-06-13,891,D07,SO,13.5,11,105.0
2015-06-09,907,D07,SO,16.2,7,113.0
2015-06-09,908,D07,SO,14.3,4,107.0
2015-06-09,909,D07,SO,14.2,25,107.0
2015-06-09,910,D07,SO,17.1,7,105.0
2015-06-09,914,D07,SO,13.2,5,114.0
2015-06-09,915,D07,SO,12.2,2,106.0
2015-05-21,1190,D07,PI,5.7,1,83.0
2015-06-09,1298,D07,SO,14.1,4,104.0
2015-06-09,1318,D07,SO,14.6,3,106.0
2015-05-21,1386,D07,PI,7,3,88.0
2015-05-21,1392,D07,PI,6.5,2,90.0
2015-05-21,1394,D07,PI,5.1,6,80.0
2015-05-21,1395,D07,PI,4.7,0,70.0
2015-05-16,1396,D07,PI,7.4,7,86.0
2015-06-04,130,D06,SO,12.7,8,106.0
2015-06-04,266,D06,SO,14.1,2,108.0
2015-06-04,267,D06,SO,13.4,12,105.0
2015-06-04,271,D06,SO,14,9,109.0
2015-06-04,275,D06,SO,17.3,5,119.0
2015-06-04,276,D06,SO,9.3,7,97.0
2015-06-04,277,D06,SO,13.6,28,105.0
2015-06-04,287,D06,SO,14.7,5,105.0
2015-06-04,288,D06,SO,9.8,3,95.0
2015-06-04,289,D06,SO,11.9,4,101.0
2015-05-16,296,D06,SO,10.5,6,99.0
2015-05-16,297,D06,SO,7.5,5,88.0
2015-05-16,298,D06,SO,11.7,2,101.0
2015-05-16,304,D06,SO,7.4,3,89.0
2015-05-16,305,D06,SO,13.2,6,108.0
2015-05-16,306,D06,SO,12.2,5,103.0
2015-05-16,314,D06,SO,6.1,7,83.0
2015-05-16,315,D06,SO,18.4,7,120.0
2015-05-16,316,D06,SO,9.2,7,91.0
2015-05-16,321,D06,SO,11.7,7,104.0
2015-05-30,325,D06,SO,17.9,8,118.0
2015-05-30,326,D06,SO,22.5,4,132.0
2015-05-30,427,D06,SO,25.5,11,129.0
2015-05-30,428,D06,SO,16.8,4,113.0
2015-05-30,429,D06,SO,14.4,4,106.0
2015-05-30,430,D06,SO,16,0,113.0
2015-05-30,432,D06,SO,18,13,120.0
2015-05-30,433,D06,SO,14.4,8,108.0
2015-05-30,434,D06,SO,18.8,0,116.0
2015-05-30,435,D06,SO,14.5,3,106.0
2015-06-19,799,D06,SO,22.5,1,126.0
2015-06-19,807,D06,SO,24.1,3,130.0
2015-06-19,808,D06,SO,25.3,4,128.0
2015-06-19,811,D06,SO,25,21,133.0
2015-06-19,812,D06,SO,26.8,8,138.0
2015-06-23,1037,D06,SO,17.3,2,123.0
2015-06-23,1038,D06,SO,17.4,12,123.0
2015-06-23,1048,D06,SO,20,17,119.0
2015-06-23,1049,D06,SO,29.3,13,143.0
2015-06-23,1056,D06,SO,21,5,121.0
2015-06-23,1057,D06,SO,24.4,15,128.0
2015-05-16,1189,D06,PI,7.4,0,97.0
2015-05-16,1393,D06,PI,8.3,0,85.0
2015-05-15,99,D05,SO,7.3,5,88.0
2015-05-15,127,D05,SO,8.2,5,88.0
2015-05-15,200,D05,SO,8,6,82.0
2015-05-15,207,D05,SO,8.6,7,93.0
2015-05-15,208,D05,SO,8.2,9,92.0
2015-05-15,209,D05,SO,10.2,9,92.0
2015-05-15,213,D05,SO,11.4,3,92.0
2015-05-15,214,D05,SO,7.6,3,87.0
2015-05-15,215,D05,SO,10.7,4,100.0
2015-05-15,231,D05,SO,10.7,4,96.0
2015-05-15,232,D05,SO,8.9,4,92.0
2015-05-18,368,D05,SO,9.1,13,94.0
2015-05-18,369,D05,SO,10.4,4,100.0
2015-05-18,370,D05,SO,12.1,6,97.0
2015-05-18,381,D05,SO,6.7,6,86.0
2015-05-18,382,D05,SO,10.4,6,102.0
2015-05-18,383,D05,SO,NA,2,97.0
2015-05-14,384,D04,SO,14.6,6,103.0
2015-05-14,385,D04,SO,16.2,8,99.0
2015-05-14,386,D04,SO,25.3,10,126.0
2015-05-14,387,D04,SO,14.5,3,107.0
2015-05-14,388,D04,SO,18.7,4,104.0
2015-05-14,389,D04,SO,15.2,7,103.0
2015-05-14,391,D04,SO,21.8,10,123.0
2015-05-14,392,D04,SO,22.8,12,121.0
2015-05-14,393,D04,SO,16.8,3,115.0
2015-05-14,395,D04,SO,16.8,3,115.0
2015-05-15,268,D03,SO,10.8,11,95.0
2015-05-15,269,D03,SO,10.1,7,104.0
2015-05-15,270,D03,SO,9.9,3,96.0
2015-05-15,278,D03,SO,13.3,15,106.0
2015-05-15,279,D03,SO,12,2,97.0
2015-05-15,280,D03,SO,19.5,5,120.0
2015-05-15,290,D03,SO,NA,10,104.0
2015-05-15,291,D03,SO,11.3,8,100.0
2015-05-21,399,D03,SO,10.3,6,96.0
2015-05-21,401,D03,SO,9.3,9,94.0
2015-05-21,411,D03,SO,10.5,10,98.0
2015-05-18,457,D03,SO,12.8,10,106.0
2015-05-18,458,D03,SO,10.8,17,102.0
2015-05-18,459,D03,SO,7.4,4,88.0
2015-05-18,507,D03,SO,9.1,11,96.0
2015-05-18,508,D03,SO,10.3,10,100.0
2015-05-18,509,D03,SO,14.1,12,109.0
2015-05-18,516,D03,SO,10.5,8,96.0
2015-05-18,517,D03,SO,7.3,4,84.0
2015-05-18,518,D03,SO,12,2,107.0
2015-05-18,519,D03,SO,11,7,102.0
2015-05-15,1060,D03,SO,19.9,6,125.0
2015-05-15,1082,D03,SO,13.6,6,110.0
2015-05-13,322,D02,SO,9.8,8,95.0
2015-05-13,323,D02,SO,11.4,9,103.0
2015-05-13,324,D02,SO,12.8,8,105.0
2015-05-15,358,D02,SO,10.2,2,100.0
2015-05-15,359,D02,SO,9.6,4,97.0
2015-05-15,360,D02,SO,6.9,2,88.0
2015-05-15,364,D02,SO,5.9,2,80.0
2015-05-15,365,D02,SO,8.5,4,85.0
2015-05-15,366,D02,SO,8.8,4,91.0
2015-05-15,367,D02,SO,6.8,1,81.0
2015-05-15,371,D02,SO,7.1,1,85.0
2015-05-15,372,D02,SO,7.6,1,91.0
2015-05-15,373,D02,SO,9.8,5,92.0
2015-05-15,374,D02,SO,7.4,7,85.0
2015-05-13,417,D02,SO,13,4,101.0
2015-05-13,418,D02,SO,12.9,2,98.0
2015-05-13,419,D02,SO,12.5,8,97.0
2015-05-13,420,D02,SO,13.2,2,96.0
2015-05-13,425,D02,SO,13.4,3,101.0
2015-05-13,426,D02,SO,11.8,4,93.0
2015-05-13,431,D02,SO,10.9,4,92.0
2015-05-17,460,D02,SO,8.1,2,96.0
2015-05-17,510,D02,SO,11.1,12,95.0
2015-05-17,520,D02,SO,5.9,3,82.0
2015-05-17,521,D02,SO,8.2,3,86.0
2015-05-17,522,D02,SO,7.9,3,88.0
2015-05-17,531,D02,SO,8.7,2,91.0
2015-05-17,541,D02,SO,5.8,10,79.0
2015-05-17,542,D02,SO,9.1,9,93.0
2015-05-12,337,D01,SO,10.6,4,95.0
2015-05-12,338,D01,SO,14.6,6,105.0
2015-05-12,339,D01,SO,7.2,3,85.0
2015-05-12,340,D01,SO,11.7,2,95.0
2015-05-12,344,D01,SO,10.3,0,95.0
2015-05-12,345,D01,SO,11.9,5,92.0
2015-05-12,346,D01,SO,11.4,2,96.0
2015-05-12,352,D01,SO,8.7,4,86.0
2015-05-12,353,D01,SO,11.7,5,92.0
2015-05-12,354,D01,SO,10.9,4,96.0
