ufn,package_id,species,seine_id,survey_id,survey_date,site_id,time_out,weight_field,fork_length_field,height,time_dewar,field_lice_id_protocol,lice_presence,fish_field_comments,analysis_planned,id_flag,eLab?,qc,order
U23368,P1537,CU,DE720N2,DE720,2020-07-03T00:00:00Z,D10,1899-12-30T11:22:00Z,5,94,16,1899-12-30T11:35:00Z,presence/absence,P,NA,SEMSP,N,no,NA,407
U23369,P1537,CU,DE720N2,DE720,2020-07-03T00:00:00Z,D10,1899-12-30T11:25:00Z,13.5,113,20,1899-12-30T11:35:00Z,presence/absence,A,NA,SEMSP,N,no,NA,408
U23201,P1521,CO,DE720N2,DE720,2020-07-03T00:00:00Z,D10,1899-12-30T11:31:00Z,NA,NA,NA,1899-12-30T11:50:00Z,NA,NA,push pins missing - used paperclip to poke holes for draining,SEMSP,N,no,NA,409
U23202,P1521,CO,DE720N2,DE720,2020-07-03T00:00:00Z,D10,1899-12-30T11:39:00Z,NA,NA,NA,1899-12-30T11:50:00Z,NA,NA,push pins missing - used paperclip to poke holes for draining,SEMSP,N,no,NA,410
U23221,P1523,SO,DE721N2,DE721,2020-07-06T00:00:00Z,D09,1899-12-30T08:25:00Z,9.5,96,18,1899-12-30T08:37:00Z,presence/absence,P,push pins missing - used paperclip to poke holes for draining,SEMSP,N,no,NA,411
U23222,P1523,SO,DE721N2,DE721,2020-07-06T00:00:00Z,D09,1899-12-30T08:38:00Z,10.3,103,20,1899-12-30T08:47:00Z,presence/absence,P,push pins missing - used paperclip to poke holes for draining,SEMSP,N,no,NA,412
U23211,P1522,PI,DE721N2,DE721,2020-07-06T00:00:00Z,D09,1899-12-30T08:40:00Z,4.4,88,15,1899-12-30T09:26:00Z,presence/absence,P,push pins missing - used paperclip to poke holes for draining,SEMSP,N,no,NA,413
U23212,P1522,PI,DE721N2,DE721,2020-07-06T00:00:00Z,D09,1899-12-30T08:45:00Z,8.5,101,18,1899-12-30T09:26:00Z,presence/absence,P,push pins missing - used paperclip to poke holes for draining,SEMSP,N,no,NA,414
U23213,P1522,PI,DE721N2,DE721,2020-07-06T00:00:00Z,D09,NA,12.5,112,20,1899-12-30T09:26:00Z,presence/absence,P,push pins missing - used paperclip to poke holes for draining,SEMSP,N,no,NA,415
U23214,P1522,PI,DE721N2,DE721,2020-07-06T00:00:00Z,D09,NA,12.2,108,21,1899-12-30T09:26:00Z,presence/absence,P,push pins missing - used paperclip to poke holes for draining,SEMSP,N,no,NA,416
U23215,P1522,PI,DE721N2,DE721,2020-07-06T00:00:00Z,D09,NA,14.3,119,21,1899-12-30T09:26:00Z,presence/absence,P,push pins missing - used paperclip to poke holes for draining,SEMSP,N,no,NA,417
U23216,P1522,PI,DE721N2,DE721,2020-07-06T00:00:00Z,D09,NA,4.6,82,15,1899-12-30T09:26:00Z,presence/absence,P,push pins missing - used paperclip to poke holes for draining,SEMSP,N,no,NA,418
U23217,P1522,PI,DE721N2,DE721,2020-07-06T00:00:00Z,D09,NA,9,101,18,1899-12-30T09:26:00Z,presence/absence,P,push pins missing - used paperclip to poke holes for draining,SEMSP,N,no,NA,419
U23218,P1522,PI,DE721N2,DE721,2020-07-06T00:00:00Z,D09,NA,6.7,93,15,1899-12-30T09:26:00Z,presence/absence,P,push pins missing - used paperclip to poke holes for draining,SEMSP,N,no,NA,420
U23219,P1522,PI,DE721N2,DE721,2020-07-06T00:00:00Z,D09,NA,6.5,91,15,1899-12-30T09:26:00Z,presence/absence,P,push pins missing - used paperclip to poke holes for draining,SEMSP,N,no,NA,421
U23220,P1522,PI,DE721N2,DE721,2020-07-06T00:00:00Z,D09,1899-12-30T09:00:00Z,5.5,86,15,1899-12-30T09:26:00Z,NA,NA,push pins missing - used paperclip to poke holes for draining,SEMSP,N,no,NA,422
U23241,P1525,CO,DE721N2,DE721,2020-07-06T00:00:00Z,D09,1899-12-30T09:02:00Z,NA,NA,NA,1899-12-30T09:36:00Z,NA,NA,possibly chinook? also extremely lousy,SEMSP,N,no,NA,423
U23242,P1525,CO,DE721N2,DE721,2020-07-06T00:00:00Z,D09,1899-12-30T09:05:00Z,NA,NA,NA,1899-12-30T09:36:00Z,NA,NA,possibly chinook? also extremely lousy,SEMSP,N,no,NA,424
U23031,P1504,SO,DE718N1,DE718,2020-06-29T00:00:00Z,D09,1899-12-30T09:17:00Z,14.5,112,21,1899-12-30T08:27:00Z,presence/absence,P,NA,SEMSP,N,no,NA,425
U23111,P1512,PI,DE718N1,DE718,2020-06-29T00:00:00Z,D09,1899-12-30T08:21:00Z,5,82,13,1899-12-30T08:41:00Z,presence/absence,P,NA,SEMSP,N,no,NA,426
U23112,P1512,PI,DE718N1,DE718,2020-06-29T00:00:00Z,D09,1899-12-30T08:24:00Z,6,87,15,1899-12-30T08:41:00Z,presence/absence,P,NA,SEMSP,N,no,NA,427
U23113,P1512,PI,DE718N1,DE718,2020-06-29T00:00:00Z,D09,1899-12-30T08:30:00Z,18,119,24,1899-12-30T08:41:00Z,presence/absence,P,NA,SEMSP,N,no,NA,428
U23114,P1512,PI,DE718N1,DE718,2020-06-29T00:00:00Z,D09,1899-12-30T08:34:00Z,13.5,111,19,1899-12-30T08:41:00Z,presence/absence,P,NA,SEMSP,N,no,NA,429
U23115,P1512,PI,DE718N1,DE718,2020-06-29T00:00:00Z,D09,1899-12-30T08:40:00Z,6,85,14,1899-12-30T09:00:00Z,presence/absence,P,NA,SEMSP,N,no,NA,430
U23116,P1512,PI,DE718N1,DE718,2020-06-29T00:00:00Z,D09,1899-12-30T08:44:00Z,11.5,106,20,1899-12-30T09:00:00Z,presence/absence,P,NA,SEMSP,N,no,NA,431
U23117,P1512,PI,DE718N1,DE718,2020-06-29T00:00:00Z,D09,1899-12-30T08:47:00Z,5.5,87,16,1899-12-30T09:00:00Z,presence/absence,A,NA,SEMSP,N,no,NA,432
U23118,P1512,PI,DE718N1,DE718,2020-06-29T00:00:00Z,D09,1899-12-30T09:00:00Z,7,91,19,1899-12-30T09:14:00Z,presence/absence,P,NA,SEMSP,N,no,NA,433
U23119,P1512,PI,DE718N1,DE718,2020-06-29T00:00:00Z,D09,1899-12-30T09:02:00Z,8,100,16,1899-12-30T09:14:00Z,presence/absence,P,NA,SEMSP,N,no,NA,434
U23120,P1512,PI,DE718N1,DE718,2020-06-29T00:00:00Z,D09,1899-12-30T09:06:00Z,6,84,15,1899-12-30T09:14:00Z,presence/absence,P,NA,SEMSP,N,no,NA,435
U23041,P1505,CU,DE718N1,DE718,2020-06-29T00:00:00Z,D09,1899-12-30T09:28:00Z,10.5,107,19,1899-12-30T09:45:00Z,presence/absence,P,NA,SEMSP,N,no,NA,436
U23042,P1505,CU,DE718N1,DE718,2020-06-29T00:00:00Z,D09,1899-12-30T09:49:00Z,10,104,17,1899-12-30T10:00:00Z,presence/absence,P,NA,SEMSP,N,no,NA,437
U23043,P1505,CU,DE718N1,DE718,2020-06-29T00:00:00Z,D09,1899-12-30T09:53:00Z,12.5,106,20,1899-12-30T10:00:00Z,presence/absence,P,NA,SEMSP,N,no,NA,438
U23161,P1517,SO,DE722N2,DE722,2020-07-07T00:00:00Z,D27,1899-12-30T08:23:00Z,15.7,120,22,1899-12-30T08:30:00Z,presence/absence,P,NA,SEMSP,N,no,NA,439
U23191,P1520,PI,DE722N2,DE722,2020-07-07T00:00:00Z,D27,1899-12-30T08:13:00Z,8.1,97,18,1899-12-30T08:19:00Z,presence/absence,P,NA,SEMSP,N,no,NA,440
U23192,P1520,PI,DE722N2,DE722,2020-07-07T00:00:00Z,D27,1899-12-30T08:17:00Z,8.8,99,20,1899-12-30T08:22:00Z,presence/absence,A,NA,SEMSP,N,no,NA,441
U23193,P1520,PI,DE722N2,DE722,2020-07-07T00:00:00Z,D27,1899-12-30T08:18:00Z,15,114,22,1899-12-30T08:31:00Z,presence/absence,P,NA,SEMSP,N,no,NA,442
U23194,P1520,PI,DE722N2,DE722,2020-07-07T00:00:00Z,D27,1899-12-30T08:21:00Z,8.3,96,18,1899-12-30T08:31:00Z,presence/absence,P,NA,SEMSP,N,no,NA,443
U23195,P1520,PI,DE722N2,DE722,2020-07-07T00:00:00Z,D27,1899-12-30T08:24:00Z,15.4,119,23,1899-12-30T08:34:00Z,presence/absence,P,NA,SEMSP,N,no,NA,444
U23196,P1520,PI,DE722N2,DE722,2020-07-07T00:00:00Z,D27,1899-12-30T08:25:00Z,9.1,96,20,1899-12-30T08:34:00Z,presence/absence,P,NA,SEMSP,N,no,NA,445
U23197,P1520,PI,DE722N2,DE722,2020-07-07T00:00:00Z,D27,1899-12-30T08:27:00Z,8.8,102,19,1899-12-30T08:37:00Z,presence/absence,P,NA,SEMSP,N,no,NA,446
U23198,P1520,PI,DE722N2,DE722,2020-07-07T00:00:00Z,D27,1899-12-30T08:27:00Z,11,108,19,1899-12-30T08:37:00Z,presence/absence,A,NA,SEMSP,N,no,NA,447
U23199,P1520,PI,DE722N2,DE722,2020-07-07T00:00:00Z,D27,1899-12-30T08:29:00Z,0.8,103,19,1899-12-30T08:40:00Z,presence/absence,P,NA,SEMSP,N,no,NA,448
U23200,P1520,PI,DE722N2,DE722,2020-07-07T00:00:00Z,D27,1899-12-30T08:30:00Z,12.5,110,19,1899-12-30T08:40:00Z,presence/absence,P,NA,SEMSP,N,no,NA,449
U23151,P1516,CU,DE722N2,DE722,2020-07-07T00:00:00Z,D27,1899-12-30T08:12:00Z,9.7,104,18,1899-12-30T08:18:00Z,presence/absence,P,NA,SEMSP,N,no,NA,450
U23152,P1516,CU,DE722N2,DE722,2020-07-07T00:00:00Z,D27,1899-12-30T08:46:00Z,13.2,110,20,1899-12-30T08:51:00Z,presence/absence,P,NA,SEMSP,N,no,NA,451
