"","ufn","survey_date","site_id","region","species","sampling_week","louse_species","n_lice","year"
"31","U4706",2015-05-19,"D08","DI","SO",20,"motile_caligus",0,2015
"32","U4862",2015-05-19,"D08","DI","SO",20,"motile_caligus",0,2015
"33","U4829",2015-05-19,"D08","DI","SO",20,"motile_caligus",0,2015
"34","U4976",2015-05-19,"D08","DI","CU",20,"motile_caligus",0,2015
"35","U4973",2015-05-19,"D08","DI","CU",20,"motile_caligus",0,2015
"36","U4975",2015-05-19,"D08","DI","CU",20,"motile_caligus",1,2015
"37","U4978",2015-05-19,"D08","DI","CU",20,"motile_caligus",0,2015
"38","U4171",2015-05-19,"D08","DI","CU",20,"motile_caligus",0,2015
"39","U4977",2015-05-19,"D08","DI","CU",20,"motile_caligus",0,2015
"40","U4172",2015-05-19,"D08","DI","CU",20,"motile_caligus",0,2015
"41","U4972",2015-05-19,"D08","DI","CU",20,"motile_caligus",0,2015
"42","U4974",2015-05-19,"D08","DI","CU",20,"motile_caligus",0,2015
"43","U4802",2015-05-20,"D09","DI","SO",20,"motile_caligus",0,2015
"44","U4776",2015-05-20,"D09","DI","SO",20,"motile_caligus",0,2015
"45","U4728",2015-05-20,"D09","DI","SO",20,"motile_caligus",0,2015
"46","U4801",2015-05-20,"D09","DI","SO",20,"motile_caligus",0,2015
"47","U4777",2015-05-20,"D09","DI","SO",20,"motile_caligus",1,2015
"48","U4779",2015-05-20,"D09","DI","SO",20,"motile_caligus",0,2015
"49","U4778",2015-05-20,"D09","DI","SO",20,"motile_caligus",0,2015
"50","U4781",2015-05-20,"D09","DI","SO",20,"motile_caligus",2,2015
"51","U4800",2015-05-20,"D09","DI","SO",20,"motile_caligus",0,2015
"52","U4780",2015-05-20,"D09","DI","SO",20,"motile_caligus",0,2015
"53","U350",2015-05-20,"D09","DI","SO",20,"motile_caligus",0,2015
"54","U349",2015-05-20,"D09","DI","SO",20,"motile_caligus",2,2015
"55","U348",2015-05-20,"D09","DI","SO",20,"motile_caligus",1,2015
"56","U357",2015-05-20,"D09","DI","SO",20,"motile_caligus",1,2015
"57","U355",2015-05-20,"D09","DI","SO",20,"motile_caligus",2,2015
"58","U362",2015-05-20,"D09","DI","SO",20,"motile_caligus",0,2015
"59","U356",2015-05-20,"D09","DI","SO",20,"motile_caligus",0,2015
"60","U363",2015-05-20,"D09","DI","SO",20,"motile_caligus",1,2015
"61","U347",2015-05-20,"D09","DI","SO",20,"motile_caligus",1,2015
"62","U361",2015-05-20,"D09","DI","SO",20,"motile_caligus",0,2015
"63","U4820",2015-05-20,"D09","DI","SO",20,"motile_caligus",0,2015
"64","U4848",2015-05-20,"D09","DI","SO",20,"motile_caligus",0,2015
"65","U4849",2015-05-20,"D09","DI","SO",20,"motile_caligus",1,2015
"66","U4745",2015-05-20,"D09","DI","SO",20,"motile_caligus",0,2015
"67","U4823",2015-05-20,"D09","DI","SO",20,"motile_caligus",0,2015
"68","U4821",2015-05-20,"D09","DI","SO",20,"motile_caligus",0,2015
"69","U4743",2015-05-20,"D09","DI","SO",20,"motile_caligus",1,2015
"70","U4744",2015-05-20,"D09","DI","SO",20,"motile_caligus",0,2015
"71","U4822",2015-05-20,"D09","DI","SO",20,"motile_caligus",0,2015
"72","U4742",2015-05-20,"D09","DI","SO",20,"motile_caligus",0,2015
"73","U3122",2015-05-20,"D09","DI","CU",20,"motile_caligus",0,2015
"74","U3121",2015-05-20,"D09","DI","CU",20,"motile_caligus",2,2015
"75","U3126",2015-05-20,"D09","DI","CU",20,"motile_caligus",0,2015
"76","U3111",2015-05-20,"D09","DI","CU",20,"motile_caligus",0,2015
"77","U3108",2015-05-20,"D09","DI","CU",20,"motile_caligus",0,2015
"78","U128",2015-05-21,"D07","DI","SO",20,"motile_caligus",0,2015
"79","U235",2015-05-21,"D07","DI","SO",20,"motile_caligus",0,2015
"80","U233",2015-05-21,"D07","DI","SO",20,"motile_caligus",2,2015
"81","U210",2015-05-21,"D07","DI","SO",20,"motile_caligus",0,2015
"82","U218",2015-05-21,"D07","DI","SO",20,"motile_caligus",2,2015
"83","U217",2015-05-21,"D07","DI","SO",20,"motile_caligus",1,2015
"84","U241",2015-05-21,"D07","DI","SO",20,"motile_caligus",0,2015
"85","U234",2015-05-21,"D07","DI","SO",20,"motile_caligus",0,2015
"86","U216",2015-05-21,"D07","DI","SO",20,"motile_caligus",2,2015
"87","U236",2015-05-21,"D07","DI","SO",20,"motile_caligus",0,2015
"88","U1392",2015-05-21,"D07","DI","PI",20,"motile_caligus",0,2015
"89","U1386",2015-05-21,"D07","DI","PI",20,"motile_caligus",0,2015
"90","U1394",2015-05-21,"D07","DI","PI",20,"motile_caligus",1,2015
"91","U2859",2015-05-21,"D07","DI","PI",20,"motile_caligus",1,2015
"92","U1190",2015-05-21,"D07","DI","PI",20,"motile_caligus",1,2015
"93","U1395",2015-05-21,"D07","DI","PI",20,"motile_caligus",0,2015
"94","U2528",2015-05-21,"D07","DI","PI",20,"motile_caligus",2,2015
"95","U2626",2015-05-21,"D07","DI","CU",20,"motile_caligus",1,2015
"96","U2634",2015-05-21,"D07","DI","CU",20,"motile_caligus",2,2015
"97","U2627",2015-05-21,"D07","DI","CU",20,"motile_caligus",0,2015
"98","U4980",2015-05-21,"D07","DI","CU",20,"motile_caligus",0,2015
"99","U2831",2015-05-21,"D07","DI","CU",20,"motile_caligus",1,2015
"100","U4979",2015-05-21,"D07","DI","CU",20,"motile_caligus",0,2015
"101","U3007",2015-05-21,"D07","DI","CU",20,"motile_caligus",0,2015
"102","U4173",2015-05-21,"D07","DI","CU",20,"motile_caligus",1,2015
"103","U380",2015-05-23,"D08","DI","SO",21,"motile_caligus",0,2015
"104","U397",2015-05-23,"D08","DI","SO",21,"motile_caligus",3,2015
"105","U398",2015-05-23,"D08","DI","SO",21,"motile_caligus",0,2015
"106","U375",2015-05-23,"D08","DI","SO",21,"motile_caligus",1,2015
"107","U379",2015-05-23,"D08","DI","SO",21,"motile_caligus",0,2015
"108","U378",2015-05-23,"D08","DI","SO",21,"motile_caligus",2,2015
"109","U390",2015-05-23,"D08","DI","SO",21,"motile_caligus",0,2015
"110","U394",2015-05-23,"D08","DI","SO",21,"motile_caligus",0,2015
"111","U377",2015-05-23,"D08","DI","SO",21,"motile_caligus",0,2015
"112","U376",2015-05-23,"D08","DI","SO",21,"motile_caligus",0,2015
"113","U396",2015-05-23,"D08","DI","SO",21,"motile_caligus",1,2015
"114","U4091",2015-05-23,"D08","DI","CU",21,"motile_caligus",0,2015
"115","U4088",2015-05-23,"D08","DI","CU",21,"motile_caligus",0,2015
"116","U4090",2015-05-23,"D08","DI","CU",21,"motile_caligus",0,2015
"117","U4044",2015-05-23,"D08","DI","CU",21,"motile_caligus",0,2015
"118","U4089",2015-05-23,"D08","DI","CU",21,"motile_caligus",1,2015
"119","U4079",2015-05-23,"D08","DI","CU",21,"motile_caligus",0,2015
"120","U4085",2015-05-23,"D08","DI","CU",21,"motile_caligus",0,2015
"121","U4086",2015-05-23,"D08","DI","CU",21,"motile_caligus",0,2015
"122","U4092",2015-05-23,"D08","DI","CU",21,"motile_caligus",0,2015
"123","U4087",2015-05-23,"D08","DI","CU",21,"motile_caligus",0,2015
"124","U505",2015-05-23,"D10","DI","SO",21,"motile_caligus",0,2015
"125","U506",2015-05-23,"D10","DI","SO",21,"motile_caligus",1,2015
"126","U456",2015-05-23,"D10","DI","SO",21,"motile_caligus",0,2015
"127","U515",2015-05-23,"D10","DI","SO",21,"motile_caligus",0,2015
"128","U454",2015-05-23,"D10","DI","SO",21,"motile_caligus",1,2015
"129","U514",2015-05-23,"D10","DI","SO",21,"motile_caligus",0,2015
"130","U455",2015-05-23,"D10","DI","SO",21,"motile_caligus",0,2015
"131","U503",2015-05-23,"D10","DI","SO",21,"motile_caligus",0,2015
"132","U513",2015-05-23,"D10","DI","SO",21,"motile_caligus",0,2015
"133","U504",2015-05-23,"D10","DI","SO",21,"motile_caligus",2,2015
"134","U319",2015-05-24,"D09","DI","SO",21,"motile_caligus",1,2015
"135","U331",2015-05-24,"D09","DI","SO",21,"motile_caligus",2,2015
"136","U308",2015-05-24,"D09","DI","SO",21,"motile_caligus",1,2015
"137","U318",2015-05-24,"D09","DI","SO",21,"motile_caligus",1,2015
"138","U332",2015-05-24,"D09","DI","SO",21,"motile_caligus",0,2015
"139","U299",2015-05-24,"D09","DI","SO",21,"motile_caligus",1,2015
"140","U307",2015-05-24,"D09","DI","SO",21,"motile_caligus",3,2015
"141","U317",2015-05-24,"D09","DI","SO",21,"motile_caligus",0,2015
"142","U333",2015-05-24,"D09","DI","SO",21,"motile_caligus",0,2015
"143","U300",2015-05-24,"D09","DI","SO",21,"motile_caligus",1,2015
"144","U1296",2015-05-25,"D08","DI","SO",21,"motile_caligus",0,2015
"145","U483",2015-05-25,"D08","DI","SO",21,"motile_caligus",0,2015
"146","U484",2015-05-25,"D08","DI","SO",21,"motile_caligus",1,2015
"147","U494",2015-05-25,"D08","DI","SO",21,"motile_caligus",1,2015
"148","U496",2015-05-25,"D08","DI","SO",21,"motile_caligus",0,2015
"149","U485",2015-05-25,"D08","DI","SO",21,"motile_caligus",0,2015
"150","U486",2015-05-25,"D08","DI","SO",21,"motile_caligus",2,2015
"151","U495",2015-05-25,"D08","DI","SO",21,"motile_caligus",1,2015
"152","U497",2015-05-25,"D08","DI","SO",21,"motile_caligus",0,2015
"153","U493",2015-05-25,"D08","DI","SO",21,"motile_caligus",0,2015
"154","U482",2015-05-25,"D08","DI","SO",21,"motile_caligus",0,2015
"155","U414",2015-05-26,"D10","DI","SO",21,"motile_caligus",2,2015
"156","U423",2015-05-26,"D10","DI","SO",21,"motile_caligus",0,2015
"157","U415",2015-05-26,"D10","DI","SO",21,"motile_caligus",0,2015
"158","U416",2015-05-26,"D10","DI","SO",21,"motile_caligus",0,2015
"159","U413",2015-05-26,"D10","DI","SO",21,"motile_caligus",1,2015
"160","U422",2015-05-26,"D10","DI","SO",21,"motile_caligus",5,2015
"161","U412",2015-05-26,"D10","DI","SO",21,"motile_caligus",1,2015
"162","U421",2015-05-26,"D10","DI","SO",21,"motile_caligus",0,2015
"163","U400",2015-05-26,"D10","DI","SO",21,"motile_caligus",4,2015
"164","U424",2015-05-26,"D10","DI","SO",21,"motile_caligus",1,2015
"165","U335",2015-05-26,"D09","DI","SO",21,"motile_caligus",0,2015
"166","U342",2015-05-26,"D09","DI","SO",21,"motile_caligus",1,2015
"167","U351",2015-05-26,"D09","DI","SO",21,"motile_caligus",1,2015
"168","U343",2015-05-26,"D09","DI","SO",21,"motile_caligus",0,2015
"169","U336",2015-05-26,"D09","DI","SO",21,"motile_caligus",3,2015
"170","U309",2015-05-26,"D09","DI","SO",21,"motile_caligus",0,2015
"171","U341",2015-05-26,"D09","DI","SO",21,"motile_caligus",1,2015
"172","U320",2015-05-26,"D09","DI","SO",21,"motile_caligus",2,2015
"173","U334",2015-05-26,"D09","DI","SO",21,"motile_caligus",1,2015
"174","U310",2015-05-26,"D09","DI","SO",21,"motile_caligus",1,2015
"175","U3124",2015-05-26,"D09","DI","CU",21,"motile_caligus",0,2015
"176","U3117",2015-05-26,"D09","DI","CU",21,"motile_caligus",0,2015
"177","U3120",2015-05-26,"D09","DI","CU",21,"motile_caligus",0,2015
"178","U3125",2015-05-26,"D09","DI","CU",21,"motile_caligus",0,2015
"179","U3123",2015-05-26,"D09","DI","CU",21,"motile_caligus",0,2015
"180","U406",2015-05-28,"D10","DI","SO",21,"motile_caligus",0,2015
"181","U404",2015-05-28,"D10","DI","SO",21,"motile_caligus",0,2015
"182","U462",2015-05-28,"D10","DI","SO",21,"motile_caligus",1,2015
"183","U463",2015-05-28,"D10","DI","SO",21,"motile_caligus",1,2015
"184","U405",2015-05-28,"D10","DI","SO",21,"motile_caligus",2,2015
"185","U464",2015-05-28,"D10","DI","SO",21,"motile_caligus",0,2015
"186","U407",2015-05-28,"D10","DI","SO",21,"motile_caligus",1,2015
"187","U403",2015-05-28,"D10","DI","SO",21,"motile_caligus",0,2015
"188","U461",2015-05-28,"D10","DI","SO",21,"motile_caligus",2,2015
"189","U465",2015-05-28,"D10","DI","SO",21,"motile_caligus",0,2015
"190","U444",2015-05-28,"D09","DI","SO",21,"motile_caligus",0,2015
"191","U438",2015-05-28,"D09","DI","SO",21,"motile_caligus",1,2015
"192","U439",2015-05-28,"D09","DI","SO",21,"motile_caligus",0,2015
"193","U327",2015-05-28,"D09","DI","SO",21,"motile_caligus",0,2015
"194","U445",2015-05-28,"D09","DI","SO",21,"motile_caligus",0,2015
"195","U436",2015-05-28,"D09","DI","SO",21,"motile_caligus",0,2015
"196","U443",2015-05-28,"D09","DI","SO",21,"motile_caligus",0,2015
"197","U442",2015-05-28,"D09","DI","SO",21,"motile_caligus",0,2015
"198","U437",2015-05-28,"D09","DI","SO",21,"motile_caligus",1,2015
"199","U441",2015-05-28,"D09","DI","SO",21,"motile_caligus",2,2015
"200","U3098",2015-05-28,"D09","DI","CU",21,"motile_caligus",0,2015
"201","U3119",2015-05-28,"D09","DI","CU",21,"motile_caligus",0,2015
"202","U3097",2015-05-28,"D09","DI","CU",21,"motile_caligus",1,2015
"203","U3116",2015-05-28,"D09","DI","CU",21,"motile_caligus",0,2015
"204","U3115",2015-05-28,"D09","DI","CU",21,"motile_caligus",1,2015
"205","U546",2015-05-31,"D08","DI","SO",22,"motile_caligus",2,2015
"206","U526",2015-05-31,"D08","DI","SO",22,"motile_caligus",0,2015
"207","U4152",2015-05-31,"D08","DI","CU",22,"motile_caligus",0,2015
"208","U4150",2015-05-31,"D08","DI","CU",22,"motile_caligus",0,2015
"209","U4151",2015-05-31,"D08","DI","CU",22,"motile_caligus",0,2015
"210","U4166",2015-05-31,"D08","DI","CU",22,"motile_caligus",5,2015
"211","U4169",2015-05-31,"D08","DI","CU",22,"motile_caligus",0,2015
"212","U4153",2015-05-31,"D08","DI","CU",22,"motile_caligus",0,2015
"213","U4165",2015-05-31,"D08","DI","CU",22,"motile_caligus",1,2015
"214","U4167",2015-05-31,"D08","DI","CU",22,"motile_caligus",0,2015
"215","U4168",2015-05-31,"D08","DI","CU",22,"motile_caligus",0,2015
"216","U4154",2015-05-31,"D08","DI","CU",22,"motile_caligus",0,2015
"217","U452",2015-06-01,"D10","DI","SO",22,"motile_caligus",1,2015
"218","U453",2015-06-01,"D10","DI","SO",22,"motile_caligus",0,2015
"219","U450",2015-06-01,"D10","DI","SO",22,"motile_caligus",0,2015
"220","U402",2015-06-01,"D10","DI","SO",22,"motile_caligus",0,2015
"221","U449",2015-06-01,"D10","DI","SO",22,"motile_caligus",0,2015
"222","U448",2015-06-01,"D10","DI","SO",22,"motile_caligus",0,2015
"223","U451",2015-06-01,"D10","DI","SO",22,"motile_caligus",1,2015
"224","U447",2015-06-01,"D10","DI","SO",22,"motile_caligus",0,2015
"225","U446",2015-06-01,"D10","DI","SO",22,"motile_caligus",1,2015
"226","U440",2015-06-01,"D10","DI","SO",22,"motile_caligus",1,2015
"227","U532",2015-06-01,"D09","DI","SO",22,"motile_caligus",0,2015
"228","U523",2015-06-01,"D09","DI","SO",22,"motile_caligus",3,2015
"229","U543",2015-06-01,"D09","DI","SO",22,"motile_caligus",1,2015
"230","U534",2015-06-01,"D09","DI","SO",22,"motile_caligus",0,2015
"231","U545",2015-06-01,"D09","DI","SO",22,"motile_caligus",0,2015
"232","U544",2015-06-01,"D09","DI","SO",22,"motile_caligus",0,2015
"233","U535",2015-06-01,"D09","DI","SO",22,"motile_caligus",2,2015
"234","U524",2015-06-01,"D09","DI","SO",22,"motile_caligus",4,2015
"235","U533",2015-06-01,"D09","DI","SO",22,"motile_caligus",0,2015
"236","U525",2015-06-01,"D09","DI","SO",22,"motile_caligus",0,2015
"237","U2547",2015-06-01,"D09","DI","CU",22,"motile_caligus",1,2015
"238","U2545",2015-06-01,"D09","DI","CU",22,"motile_caligus",0,2015
"239","U2546",2015-06-01,"D09","DI","CU",22,"motile_caligus",1,2015
"240","U2544",2015-06-01,"D09","DI","CU",22,"motile_caligus",0,2015
"241","U2542",2015-06-01,"D09","DI","CU",22,"motile_caligus",1,2015
"242","U229",2015-06-03,"D10","DI","SO",22,"motile_caligus",0,2015
"243","U264",2015-06-03,"D10","DI","SO",22,"motile_caligus",0,2015
"244","U227",2015-06-03,"D10","DI","SO",22,"motile_caligus",2,2015
"245","U263",2015-06-03,"D10","DI","SO",22,"motile_caligus",0,2015
"246","U257",2015-06-03,"D10","DI","SO",22,"motile_caligus",2,2015
"247","U228",2015-06-03,"D10","DI","SO",22,"motile_caligus",2,2015
"248","U265",2015-06-03,"D10","DI","SO",22,"motile_caligus",1,2015
"249","U226",2015-06-03,"D10","DI","SO",22,"motile_caligus",0,2015
"250","U259",2015-06-03,"D10","DI","SO",22,"motile_caligus",1,2015
"251","U258",2015-06-03,"D10","DI","SO",22,"motile_caligus",0,2015
"252","U796",2015-06-03,"D09","DI","SO",22,"motile_caligus",0,2015
"253","U794",2015-06-03,"D09","DI","SO",22,"motile_caligus",0,2015
"254","U801",2015-06-03,"D09","DI","SO",22,"motile_caligus",1,2015
"255","U775",2015-06-03,"D09","DI","SO",22,"motile_caligus",2,2015
"256","U776",2015-06-03,"D09","DI","SO",22,"motile_caligus",0,2015
"257","U770",2015-06-03,"D09","DI","SO",22,"motile_caligus",1,2015
"258","U803",2015-06-03,"D09","DI","SO",22,"motile_caligus",0,2015
"259","U802",2015-06-03,"D09","DI","SO",22,"motile_caligus",0,2015
"260","U793",2015-06-03,"D09","DI","SO",22,"motile_caligus",1,2015
"261","U795",2015-06-03,"D09","DI","SO",22,"motile_caligus",0,2015
"262","U777",2015-06-03,"D09","DI","SO",22,"motile_caligus",0,2015
"263","U3230",2015-06-03,"D09","DI","PI",22,"motile_caligus",3,2015
"264","U4762",2015-06-04,"D08","DI","SO",22,"motile_caligus",0,2015
"265","U4763",2015-06-04,"D08","DI","SO",22,"motile_caligus",0,2015
"266","U4764",2015-06-04,"D08","DI","SO",22,"motile_caligus",0,2015
"267","U4765",2015-06-04,"D08","DI","SO",22,"motile_caligus",0,2015
"268","U4766",2015-06-04,"D08","DI","SO",22,"motile_caligus",0,2015
"269","U4767",2015-06-04,"D08","DI","SO",22,"motile_caligus",0,2015
"270","U4768",2015-06-04,"D08","DI","SO",22,"motile_caligus",0,2015
"271","U4769",2015-06-04,"D08","DI","SO",22,"motile_caligus",0,2015
"272","U4770",2015-06-04,"D08","DI","SO",22,"motile_caligus",0,2015
"273","U4771",2015-06-04,"D08","DI","SO",22,"motile_caligus",0,2015
"274","U1005",2015-06-05,"D10","DI","SO",22,"motile_caligus",1,2015
"275","U1014",2015-06-05,"D10","DI","SO",22,"motile_caligus",0,2015
"276","U1006",2015-06-05,"D10","DI","SO",22,"motile_caligus",0,2015
"277","U1007",2015-06-05,"D10","DI","SO",22,"motile_caligus",0,2015
"278","U1000",2015-06-05,"D10","DI","SO",22,"motile_caligus",0,2015
"279","U1013",2015-06-05,"D10","DI","SO",22,"motile_caligus",1,2015
"280","U947",2015-06-05,"D10","DI","SO",22,"motile_caligus",0,2015
"281","U1021",2015-06-05,"D10","DI","SO",22,"motile_caligus",0,2015
"282","U948",2015-06-05,"D10","DI","SO",22,"motile_caligus",0,2015
"283","U949",2015-06-05,"D10","DI","SO",22,"motile_caligus",0,2015
"284","U999",2015-06-05,"D10","DI","SO",22,"motile_caligus",0,2015
"285","U818",2015-06-05,"D09","DI","SO",22,"motile_caligus",1,2015
"286","U759",2015-06-05,"D09","DI","SO",22,"motile_caligus",0,2015
"287","U824",2015-06-05,"D09","DI","SO",22,"motile_caligus",1,2015
"288","U833",2015-06-05,"D09","DI","SO",22,"motile_caligus",1,2015
"289","U817",2015-06-05,"D09","DI","SO",22,"motile_caligus",1,2015
"290","U834",2015-06-05,"D09","DI","SO",22,"motile_caligus",0,2015
"291","U820",2015-06-05,"D09","DI","SO",22,"motile_caligus",0,2015
"292","U760",2015-06-05,"D09","DI","SO",22,"motile_caligus",0,2015
"293","U819",2015-06-05,"D09","DI","SO",22,"motile_caligus",1,2015
"294","U832",2015-06-05,"D09","DI","SO",22,"motile_caligus",0,2015
"295","U3151",2015-06-05,"D09","DI","CU",22,"motile_caligus",0,2015
"296","U3142",2015-06-05,"D09","DI","CU",22,"motile_caligus",1,2015
"297","U3090",2015-06-05,"D09","DI","CU",22,"motile_caligus",0,2015
"298","U3148",2015-06-05,"D09","DI","CU",22,"motile_caligus",0,2015
"299","U3143",2015-06-05,"D09","DI","CU",22,"motile_caligus",0,2015
"300","U243",2015-06-05,"D07","DI","SO",22,"motile_caligus",1,2015
"301","U237",2015-06-05,"D07","DI","SO",22,"motile_caligus",0,2015
"302","U244",2015-06-05,"D07","DI","SO",22,"motile_caligus",3,2015
"303","U220",2015-06-05,"D07","DI","SO",22,"motile_caligus",0,2015
"304","U239",2015-06-05,"D07","DI","SO",22,"motile_caligus",0,2015
"305","U238",2015-06-05,"D07","DI","SO",22,"motile_caligus",1,2015
"306","U222",2015-06-05,"D07","DI","SO",22,"motile_caligus",1,2015
"307","U219",2015-06-05,"D07","DI","SO",22,"motile_caligus",0,2015
"308","U221",2015-06-05,"D07","DI","SO",22,"motile_caligus",1,2015
"309","U242",2015-06-05,"D07","DI","SO",22,"motile_caligus",3,2015
"310","U4707",2015-06-05,"D07","DI","SO",22,"motile_caligus",1,2015
"311","U4709",2015-06-05,"D07","DI","SO",22,"motile_caligus",1,2015
"312","U4708",2015-06-05,"D07","DI","SO",22,"motile_caligus",1,2015
"313","U2629",2015-06-05,"D07","DI","CU",22,"motile_caligus",0,2015
"314","U4155",2015-06-05,"D07","DI","CU",22,"motile_caligus",0,2015
"315","U4170",2015-06-05,"D07","DI","CU",22,"motile_caligus",0,2015
"316","U4960",2015-06-05,"D07","DI","CU",22,"motile_caligus",1,2015
"317","U2628",2015-06-05,"D07","DI","CU",22,"motile_caligus",1,2015
"318","U2824",2015-06-05,"D07","DI","CU",22,"motile_caligus",1,2015
"319","U4965",2015-06-05,"D07","DI","CU",22,"motile_caligus",1,2015
"320","U2633",2015-06-05,"D07","DI","CU",22,"motile_caligus",0,2015
"321","U2625",2015-06-05,"D07","DI","CU",22,"motile_caligus",0,2015
"322","U995",2015-06-07,"D09","DI","SO",23,"motile_caligus",0,2015
"323","U988",2015-06-07,"D09","DI","SO",23,"motile_caligus",0,2015
"324","U987",2015-06-07,"D09","DI","SO",23,"motile_caligus",1,2015
"325","U959",2015-06-07,"D09","DI","SO",23,"motile_caligus",1,2015
"326","U986",2015-06-07,"D09","DI","SO",23,"motile_caligus",0,2015
"327","U993",2015-06-07,"D09","DI","SO",23,"motile_caligus",1,2015
"328","U994",2015-06-07,"D09","DI","SO",23,"motile_caligus",1,2015
"329","U960",2015-06-07,"D09","DI","SO",23,"motile_caligus",1,2015
"330","U958",2015-06-07,"D09","DI","SO",23,"motile_caligus",0,2015
"331","U985",2015-06-07,"D09","DI","SO",23,"motile_caligus",1,2015
"332","U946",2015-06-07,"D09","DI","SO",23,"motile_caligus",1,2015
"333","U992",2015-06-07,"D09","DI","SO",23,"motile_caligus",0,2015
"334","U3207",2015-06-07,"D09","DI","PI",23,"motile_caligus",0,2015
"335","U2664",2015-06-07,"D09","DI","CU",23,"motile_caligus",0,2015
"336","U2665",2015-06-07,"D09","DI","CU",23,"motile_caligus",0,2015
"337","U2661",2015-06-07,"D09","DI","CU",23,"motile_caligus",0,2015
"338","U2663",2015-06-07,"D09","DI","CU",23,"motile_caligus",0,2015
"339","U3141",2015-06-07,"D09","DI","CU",23,"motile_caligus",0,2015
"340","U826",2015-06-07,"D07","DI","SO",23,"motile_caligus",2,2015
"341","U849",2015-06-07,"D07","DI","SO",23,"motile_caligus",1,2015
"342","U861",2015-06-07,"D07","DI","SO",23,"motile_caligus",0,2015
"343","U840",2015-06-07,"D07","DI","SO",23,"motile_caligus",0,2015
"344","U846",2015-06-07,"D07","DI","SO",23,"motile_caligus",1,2015
"345","U850",2015-06-07,"D07","DI","SO",23,"motile_caligus",0,2015
"346","U847",2015-06-07,"D07","DI","SO",23,"motile_caligus",0,2015
"347","U864",2015-06-07,"D07","DI","SO",23,"motile_caligus",0,2015
"348","U844",2015-06-07,"D07","DI","SO",23,"motile_caligus",0,2015
"349","U845",2015-06-07,"D07","DI","SO",23,"motile_caligus",0,2015
"350","U2861",2015-06-07,"D07","DI","PI",23,"motile_caligus",1,2015
"351","U2863",2015-06-07,"D07","DI","PI",23,"motile_caligus",0,2015
"352","U2525",2015-06-07,"D07","DI","PI",23,"motile_caligus",1,2015
"353","U2530",2015-06-07,"D07","DI","PI",23,"motile_caligus",0,2015
"354","U2862",2015-06-07,"D07","DI","PI",23,"motile_caligus",0,2015
"355","U2513",2015-06-07,"D07","DI","PI",23,"motile_caligus",0,2015
"356","U2032",2015-06-07,"D07","DI","CU",23,"motile_caligus",1,2015
"357","U3026",2015-06-07,"D07","DI","CU",23,"motile_caligus",0,2015
"358","U4156",2015-06-07,"D07","DI","CU",23,"motile_caligus",0,2015
"359","U4157",2015-06-07,"D07","DI","CU",23,"motile_caligus",1,2015
"360","U4970",2015-06-07,"D07","DI","CU",23,"motile_caligus",1,2015
"361","U4971",2015-06-07,"D07","DI","CU",23,"motile_caligus",0,2015
"362","U2919",2015-06-07,"D07","DI","CU",23,"motile_caligus",0,2015
