ufn,species,seine_id,package_id,time_out,time_dewar,fork_length,height,weight,analysis_planned
U16190,SO,DE531N1,P1019,10:04:00,10:12:00,95,19,7.8,SEMSP
U16361,CU,DE531N1,P1037,NA,NA,84,17,5.8,SEMSP
U16362,CU,DE531N1,P1037,NA,NA,97,19,9.4,SEMSP
U16363,CU,DE531N1,P1037,NA,NA,70,14,3.3,SEMSP
U16364,CU,DE531N1,P1037,NA,NA,81,15,4.8,SEMSP
U16201,PI,DE531N1,P1021,NA,NA,89,17,6.2,SEMSP
U16202,PI,DE531N1,P1021,NA,NA,85,16,5.2,SEMSP
U16203,PI,DE531N1,P1021,NA,NA,78,14,3.8,SEMSP
U16204,PI,DE531N1,P1021,NA,NA,75,14,3.2,SEMSP
U16205,PI,DE531N1,P1021,NA,NA,83,14,4.5,SEMSP
U16206,PI,DE531N1,P1021,NA,NA,85,16,5.5,SEMSP
U16207,PI,DE531N1,P1021,NA,NA,78,14,4,SEMSP
U16208,PI,DE531N1,P1021,NA,NA,75,15,3.5,SEMSP
U16209,PI,DE531N1,P1021,NA,NA,85,15,5.3,SEMSP
U16210,PI,DE531N1,P1021,NA,NA,74,13,3.3,SEMSP
U16141,SO,DE531N1,P1015,NA,NA,NA,NA,NA,SEMSP
U16142,SO,DE531N1,P1015,NA,NA,NA,NA,NA,SEMSP
U16143,SO,DE531N1,P1015,NA,NA,NA,NA,NA,SEMSP
U16144,SO,DE531N1,P1015,NA,NA,NA,NA,NA,SEMSP
U16145,SO,DE531N1,P1015,NA,NA,NA,NA,NA,SEMSP
U16146,SO,DE531N1,P1015,NA,NA,NA,NA,NA,SEMSP
U16147,SO,DE531N1,P1015,NA,NA,NA,NA,NA,SEMSP
U16148,SO,DE531N1,P1015,NA,NA,NA,NA,NA,SEMSP
U16149,SO,DE531N1,P1015,NA,NA,NA,NA,NA,SEMSP
U16150,SO,DE531N1,P1015,NA,NA,NA,NA,NA,SEMSP
U16351,SO,DE531N1,P1036,NA,NA,NA,NA,NA,SEMSP
U16352,SO,DE531N1,P1036,NA,NA,NA,NA,NA,SEMSP
U16353,SO,DE531N1,P1036,NA,NA,NA,NA,NA,SEMSP
U16354,SO,DE531N1,P1036,NA,NA,NA,NA,NA,SEMSP
U16355,SO,DE531N1,P1036,NA,NA,NA,NA,NA,SEMSP
U16356,SO,DE531N1,P1036,NA,NA,NA,NA,NA,SEMSP
U16357,SO,DE531N1,P1036,NA,NA,NA,NA,NA,SEMSP
U16358,SO,DE531N1,P1036,NA,NA,NA,NA,NA,SEMSP
U16359,SO,DE531N1,P1036,NA,NA,NA,NA,NA,SEMSP
U16360,SO,DE531N1,P1036,NA,NA,NA,NA,NA,SEMSP
U16471,PI,DE512N1,P1048,NA,NA,78,15,2.9,SEMSP
U16472,PI,DE512N1,P1048,NA,NA,77,14,3.3,SEMSP
U16473,PI,DE512N1,P1048,NA,NA,86,15,6.3,SEMSP
U16474,PI,DE512N1,P1048,NA,NA,69,10,2.7,SEMSP
U16475,PI,DE512N1,P1048,NA,NA,69,12,2.7,SEMSP
U16476,PI,DE512N1,P1048,NA,NA,80,14,4.8,SEMSP
U16477,PI,DE512N1,P1048,NA,NA,61,11,2,SEMSP
U16478,PI,DE512N1,P1048,NA,NA,77,14,3.9,SEMSP
U16241,CU,DE512N1,P1025,NA,NA,94,17,6.2,SEMSP
U16242,CU,DE512N1,P1025,NA,NA,96,18,8.4,SEMSP
U16243,CU,DE512N1,P1025,NA,NA,82,15,5,SEMSP
U16244,CU,DE512N1,P1025,NA,NA,65,11,2,SEMSP
U16245,CU,DE512N1,P1025,NA,NA,82,20,6.3,SEMSP
U16246,CU,DE512N1,P1025,NA,NA,84,11,5.6,SEMSP
U16247,CU,DE512N1,P1025,NA,NA,93,19,7.4,SEMSP
U16248,CU,DE512N1,P1025,NA,NA,85,15,6.2,SEMSP
U16249,CU,DE512N1,P1025,NA,NA,75,19,4.3,SEMSP
U16161,SO,DE513N2,P1017,08:15:00,08:39:00,149,30,32.5,SEMSP
U16162,SO,DE513N2,P1017,08:17:00,08:39:00,153,29,33.5,SEMSP
U16163,SO,DE513N2,P1017,08:38:00,08:55:00,98,18,9.4,SEMSP
U16164,SO,DE513N2,P1017,08:41:00,08:55:00,90,17,7.2,SEMSP
U16165,SO,DE513N2,P1017,08:46:00,09:08:00,141,29,28.5,SEMSP
U16166,SO,DE513N2,P1017,09:00:00,09:08:00,144,30,31.5,SEMSP
U16167,SO,DE513N2,P1017,09:15:00,09:30:00,128,24,21,SEMSP
U16168,SO,DE513N2,P1017,09:18:00,09:30:00,92,17,6.8,SEMSP
U16169,SO,DE513N2,P1017,09:25:00,09:41:00,144,28,26.5,SEMSP
U16170,SO,DE513N2,P1017,09:28:00,09:41:00,168,32,40,SEMSP
U16231,CU,DE513N2,P1024,NA,NA,99,18,9.5,SEMSP
U16232,CU,DE513N2,P1024,NA,NA,84,15,5.1,SEMSP
U16233,CU,DE513N2,P1024,NA,NA,85,17,5.8,SEMSP
U16234,CU,DE513N2,P1024,NA,NA,83,15,4.8,SEMSP
U16235,CU,DE513N2,P1024,NA,NA,79,14,6.1,SEMSP
U16236,CU,DE513N2,P1024,NA,NA,114,22,14.2,SEMSP
U16237,CU,DE513N2,P1024,NA,NA,91,18,7.2,SEMSP
U16238,CU,DE513N2,P1024,NA,NA,108,20,10.4,SEMSP
U16239,CU,DE513N2,P1024,NA,NA,86,14,6,SEMSP
U16240,CU,DE513N2,P1024,NA,NA,107,19,11.5,SEMSP
U16221,PI,DE513N2,P1023,NA,NA,81,16,3.7,SEMSP
U16222,PI,DE513N2,P1023,NA,NA,94,16,7.4,SEMSP
U16223,PI,DE513N2,P1023,NA,NA,81,15,4.8,SEMSP
U16224,PI,DE513N2,P1023,NA,NA,81,15,5,SEMSP
U16225,PI,DE513N2,P1023,NA,NA,84,14,4.1,SEMSP
U16341,SO,DE513N2,P1035,NA,NA,NA,NA,NA,SEMSP
U16342,SO,DE513N2,P1035,NA,NA,NA,NA,NA,SEMSP
U16343,SO,DE513N2,P1035,NA,NA,NA,NA,NA,SEMSP
U16344,SO,DE513N2,P1035,NA,NA,NA,NA,NA,SEMSP
U16345,SO,DE513N2,P1035,NA,NA,NA,NA,NA,SEMSP
U16346,SO,DE513N2,P1035,NA,NA,NA,NA,NA,SEMSP
U16347,SO,DE513N2,P1035,NA,NA,NA,NA,NA,SEMSP
U16348,SO,DE513N2,P1035,NA,NA,NA,NA,NA,SEMSP
U16349,SO,DE513N2,P1035,NA,NA,NA,NA,NA,SEMSP
U16350,SO,DE513N2,P1035,NA,NA,NA,NA,NA,SEMSP
U16151,SO,DE513N2,P1016,NA,NA,NA,NA,NA,SEMSP
U16152,SO,DE513N2,P1016,NA,NA,NA,NA,NA,SEMSP
U16153,SO,DE513N2,P1016,NA,NA,NA,NA,NA,SEMSP
U16154,SO,DE513N2,P1016,NA,NA,NA,NA,NA,SEMSP
U16155,SO,DE513N2,P1016,NA,NA,NA,NA,NA,SEMSP
U16156,SO,DE513N2,P1016,NA,NA,NA,NA,NA,SEMSP
U16157,SO,DE513N2,P1016,NA,NA,NA,NA,NA,SEMSP
U16158,SO,DE513N2,P1016,NA,NA,NA,NA,NA,SEMSP
U16159,SO,DE513N2,P1016,NA,NA,NA,NA,NA,SEMSP
U16160,SO,DE513N2,P1016,NA,NA,NA,NA,NA,SEMSP
U16121,SO,DE519N1,P1013,07:56:00,08:26:00,129,20,21.5,SEMSP
U16122,SO,DE519N1,P1013,07:59:00,08:26:00,109,21,11.9,SEMSP
U16123,SO,DE519N1,P1013,08:03:00,08:26:00,118,22,15,SEMSP
U16281,PI,DE519N1,P1029,NA,NA,96,17,7.1,SEMSP
U16282,PI,DE519N1,P1029,NA,NA,87,14,4.5,SEMSP
U16283,PI,DE519N1,P1029,NA,NA,86,14,5.1,SEMSP
U16284,PI,DE519N1,P1029,NA,NA,81,15,4.3,SEMSP
U16285,PI,DE519N1,P1029,NA,NA,85,15,4.4,SEMSP
U16286,PI,DE519N1,P1029,NA,NA,82,14,4.1,SEMSP
U16287,PI,DE519N1,P1029,NA,NA,103,17,8,SEMSP
U16288,PI,DE519N1,P1029,NA,NA,99,19,7.2,SEMSP
U16289,PI,DE519N1,P1029,NA,NA,94,16,6,SEMSP
U16290,PI,DE519N1,P1029,NA,NA,92,15,5.2,SEMSP
U16461,CU,DE519N1,P1047,NA,NA,99,17,7.1,SEMSP
U16462,CU,DE519N1,P1047,NA,NA,86,11,6.1,SEMSP
U16463,CU,DE519N1,P1047,NA,NA,95,18,7.6,SEMSP
U16464,CU,DE519N1,P1047,NA,NA,101,19,10.2,SEMSP
U16465,CU,DE519N1,P1047,NA,NA,89,12,6.1,SEMSP
U16466,CU,DE519N1,P1047,NA,NA,108,22,11.3,SEMSP
U16467,CU,DE519N1,P1047,NA,NA,94,18,7.3,SEMSP
U16468,CU,DE519N1,P1047,NA,NA,88,16,5.3,SEMSP
U16469,CU,DE519N1,P1047,NA,NA,81,14,5.1,SEMSP
U16470,CU,DE519N1,P1047,NA,NA,88,17,5.9,SEMSP
U16451,SO,DE514N1,P1046,09:25:00,09:38:00,104,22,11.3,SEMSP
U16452,SO,DE514N1,P1046,09:26:00,09:38:00,102,20,9.5,SEMSP
U16453,SO,DE514N1,P1046,09:27:00,09:50:00,99,17,7.2,SEMSP
U16454,SO,DE514N1,P1046,09:41:00,09:50:00,96,18,6.9,SEMSP
U16401,PI,DE514N1,P1041,NA,NA,66,12,2.5,SEMSP
U16402,PI,DE514N1,P1041,NA,NA,87,15,5.4,SEMSP
U16403,PI,DE514N1,P1041,NA,NA,67,13,2.5,SEMSP
U16404,PI,DE514N1,P1041,NA,NA,84,19,4.6,SEMSP
U16405,PI,DE514N1,P1041,NA,NA,81,15,5.1,SEMSP
U16406,PI,DE514N1,P1041,NA,NA,84,15,5.6,SEMSP
U16407,PI,DE514N1,P1041,NA,NA,81,14,3.7,SEMSP
U16408,PI,DE514N1,P1041,NA,NA,98,17,10,SEMSP
U16409,PI,DE514N1,P1041,NA,NA,71,14,3.2,SEMSP
U16410,PI,DE514N1,P1041,NA,NA,86,17,5.8,SEMSP
U16081,CU,DE514N1,P1009,NA,NA,69,15,3.2,SEMSP
U16082,CU,DE514N1,P1009,NA,NA,69,14,3.6,SEMSP
U16083,CU,DE514N1,P1009,NA,NA,87,15,5.8,SEMSP
U16084,CU,DE514N1,P1009,NA,NA,67,14,2.9,SEMSP
U16085,CU,DE514N1,P1009,NA,NA,80,15,4.5,SEMSP
U16086,CU,DE514N1,P1009,NA,NA,98,18,6.9,SEMSP
U16087,CU,DE514N1,P1009,NA,NA,83,16,5.1,SEMSP
U16088,CU,DE514N1,P1009,NA,NA,83,14,5.2,SEMSP
U16089,CU,DE514N1,P1009,NA,NA,83,15,5.3,SEMSP
U16090,CU,DE514N1,P1009,NA,NA,87,15,4.6,SEMSP
U16331,CK,DE514N1,P1034,NA,NA,NA,NA,NA,SEMSP
U16771,CO,JE402N1,P1078,NA,NA,NA,NA,NA,SEMSP
U16772,CO,JE402N1,P1078,NA,NA,NA,NA,NA,SEMSP
U16773,CO,JE402N1,P1078,NA,NA,NA,NA,NA,SEMSP
U16774,CO,JE402N1,P1078,NA,NA,NA,NA,NA,SEMSP
U16775,CO,JE402N1,P1078,NA,NA,NA,NA,NA,SEMSP
U16776,CO,JE402N1,P1078,NA,NA,NA,NA,NA,SEMSP
U16777,CO,JE402N1,P1078,NA,NA,NA,NA,NA,SEMSP
U16778,CO,JE402N1,P1078,NA,NA,NA,NA,NA,SEMSP
U16779,CO,JE402N1,P1078,NA,NA,NA,NA,NA,SEMSP
U16780,CO,JE402N1,P1078,NA,NA,NA,NA,NA,SEMSP
U16851,HE,JE402N1,P1086,NA,NA,NA,NA,NA,SEMSP
U16852,HE,JE402N1,P1086,NA,NA,NA,NA,NA,SEMSP
U16853,HE,JE402N1,P1086,NA,NA,NA,NA,NA,SEMSP
U16854,HE,JE402N1,P1086,NA,NA,NA,NA,NA,SEMSP
U16855,HE,JE402N1,P1086,NA,NA,NA,NA,NA,SEMSP
U16371,HE,DE531N1,P1038,NA,NA,NA,NA,NA,SEMSP
U16372,HE,DE531N1,P1038,NA,NA,NA,NA,NA,SEMSP
U16511,SO,JE417N1,P1052,07:46:00,08:02:00,130,23,25,SEMSP
U16512,SO,JE417N1,P1052,07:51:00,08:02:00,170,19,10.5,SEMSP
U16513,SO,JE417N1,P1052,07:51:00,08:07:00,111,18,8,SEMSP
U16514,SO,JE417N1,P1052,07:56:00,08:07:00,160,19,12,SEMSP
U16515,SO,JE417N1,P1052,07:56:00,08:13:00,103,19,9.5,SEMSP
U16516,SO,JE417N1,P1052,07:59:00,08:13:00,96,18,7,SEMSP
U16517,SO,JE417N1,P1052,08:02:00,08:21:00,129,24,18,SEMSP
U16518,SO,JE417N1,P1052,08:02:00,08:21:00,94,19,9.8,SEMSP
U16519,SO,JE417N1,P1052,08:08:00,08:27:00,102,20,9.2,SEMSP
U16520,SO,JE417N1,P1052,08:09:00,08:27:00,104,21,11.4,SEMSP
U16671,PI,JE417N1,P1068,NA,NA,116,26,16,SEMSP
U16672,PI,JE417N1,P1068,NA,NA,125,24,17,SEMSP
U16673,PI,JE417N1,P1068,NA,NA,120,23,14.2,SEMSP
U16674,PI,JE417N1,P1068,NA,NA,119,23,15,SEMSP
U16675,PI,JE417N1,P1068,NA,NA,116,22,18.8,SEMSP
U16676,PI,JE417N1,P1068,NA,NA,121,24,17.8,SEMSP
U16677,PI,JE417N1,P1068,NA,NA,121,24,18.6,SEMSP
U16678,PI,JE417N1,P1068,NA,NA,106,21,12.8,SEMSP
U16679,PI,JE417N1,P1068,NA,NA,116,22,17.6,SEMSP
U16680,PI,JE417N1,P1068,NA,NA,121,24,16,SEMSP
U16601,CU,JE417N1,P1061,NA,NA,124,24,17.6,SEMSP
U16602,CU,JE417N1,P1061,NA,NA,125,25,18.4,SEMSP
U16603,CU,JE417N1,P1061,NA,NA,103,21,9.8,SEMSP
U16604,CU,JE417N1,P1061,NA,NA,131,26,20.4,SEMSP
U16605,CU,JE417N1,P1061,NA,NA,116,24,15.4,SEMSP
U16606,CU,JE417N1,P1061,NA,NA,129,26,20.2,SEMSP
U16607,CU,JE417N1,P1061,NA,NA,130,27,20.2,SEMSP
U16608,CU,JE417N1,P1061,NA,NA,128,24,18,SEMSP
U16609,CU,JE417N1,P1061,NA,NA,125,26,19.4,SEMSP
U16610,CU,JE417N1,P1061,NA,NA,117,21,15.2,SEMSP
U16971,SO,JE417N1,P1098,NA,NA,NA,NA,NA,SEMSP
U16972,SO,JE417N1,P1098,NA,NA,NA,NA,NA,SEMSP
U16973,SO,JE417N1,P1098,NA,NA,NA,NA,NA,SEMSP
U16974,SO,JE417N1,P1098,NA,NA,NA,NA,NA,SEMSP
U16975,SO,JE417N1,P1098,NA,NA,NA,NA,NA,SEMSP
U16976,SO,JE417N1,P1098,NA,NA,NA,NA,NA,SEMSP
U16977,SO,JE417N1,P1098,NA,NA,NA,NA,NA,SEMSP
U16978,SO,JE417N1,P1098,NA,NA,NA,NA,NA,SEMSP
U16979,SO,JE417N1,P1098,NA,NA,NA,NA,NA,SEMSP
U16980,SO,JE417N1,P1098,NA,NA,NA,NA,NA,SEMSP
U16841,CO,JE417N1,P1085,NA,NA,NA,NA,NA,SEMSP
U16842,CO,JE417N1,P1085,NA,NA,NA,NA,NA,SEMSP
U16843,CO,JE417N1,P1085,NA,NA,NA,NA,NA,SEMSP
U16844,CO,JE417N1,P1085,NA,NA,NA,NA,NA,SEMSP
U16845,CO,JE417N1,P1085,NA,NA,NA,NA,NA,SEMSP
U16846,CO,JE417N1,P1085,NA,NA,NA,NA,NA,SEMSP
U16847,CO,JE417N1,P1085,NA,NA,NA,NA,NA,SEMSP
U16848,CO,JE417N1,P1085,NA,NA,NA,NA,NA,SEMSP
U16849,CO,JE417N1,P1085,NA,NA,NA,NA,NA,SEMSP
U16850,CO,JE417N1,P1085,NA,NA,NA,NA,NA,SEMSP
U16991,SO,JE417N1,P1100,NA,NA,NA,NA,NA,SEMSP
U16992,SO,JE417N1,P1100,NA,NA,NA,NA,NA,SEMSP
U16993,SO,JE417N1,P1100,NA,NA,NA,NA,NA,SEMSP
U16994,SO,JE417N1,P1100,NA,NA,NA,NA,NA,SEMSP
U16995,SO,JE417N1,P1100,NA,NA,NA,NA,NA,SEMSP
U16996,SO,JE417N1,P1100,NA,NA,NA,NA,NA,SEMSP
U16997,SO,JE417N1,P1100,NA,NA,NA,NA,NA,SEMSP
U16998,SO,JE417N1,P1100,NA,NA,NA,NA,NA,SEMSP
U16999,SO,JE417N1,P1100,NA,NA,NA,NA,NA,SEMSP
U17000,SO,JE417N1,P1100,NA,NA,NA,NA,NA,SEMSP
U16881,SO,JE418N1,P1089,07:15:00,07:32:00,137,27,34,SEMSP
U16882,SO,JE418N1,P1089,07:16:00,07:37:00,111,23,14.4,SEMSP
U16883,SO,JE418N1,P1089,07:31:00,07:42:00,101,19,13.2,SEMSP
U16884,SO,JE418N1,P1089,07:35:00,07:49:00,129,25,18.2,SEMSP
U16885,SO,JE418N1,P1089,07:38:00,07:49:00,96,19,9,SEMSP
U16886,SO,JE418N1,P1089,07:42:00,07:52:00,114,21,13.2,SEMSP
U16887,SO,JE418N1,P1089,07:44:00,07:59:00,128,25,22,SEMSP
U16888,SO,JE418N1,P1089,07:47:00,07:59:00,147,28,26,SEMSP
U16889,SO,JE418N1,P1089,07:54:00,08:11:00,138,26,22,SEMSP
U16890,SO,JE418N1,P1089,07:54:00,08:11:00,138,26,19.8,SEMSP
U16731,PI,JE418N1,P1074,NA,NA,111,23,13.5,SEMSP
