"","ufn","semsp_id","sample_type","sample_id","container_id","container_cell","sample_location","comments_sample","sample_status","sample_qc_flag","sample_flag_reason","sample_qc_log","container_type","storage_medium","date_updated","current_location","storage_unit","storage_tier_1","storage_tier_2","shipping_container","date_shipped","shipping_destination","date_received","expecting_return","date_returned","comments"
"272","U1639",NA,"fatty_acid","S1639FA1","BFASO27",56,"BFASO27-56",NA,"collected","N",NA,NA,"fatty_acid","frozen -80",NA,"Hakai Quadra Prep Lab","-80 Freezer 1","Shelf 5","Tray 1",NA,NA,NA,NA,NA,NA,NA
"273","U1647",NA,"fatty_acid","S1647FA1","BFASO27",57,"BFASO27-57",NA,"collected","N",NA,NA,"fatty_acid","frozen -80",NA,"Hakai Quadra Prep Lab","-80 Freezer 1","Shelf 5","Tray 1",NA,NA,NA,NA,NA,NA,NA
"274","U1648",NA,"fatty_acid","S1648FA1","BFASO27",59,"BFASO27-59",NA,"collected","N",NA,NA,"fatty_acid","frozen -80",NA,"Hakai Quadra Prep Lab","-80 Freezer 1","Shelf 5","Tray 1",NA,NA,NA,NA,NA,NA,NA
"275","U1646",NA,"fatty_acid","S1646FA1","BFASO27",54,"BFASO27-54",NA,"collected","N",NA,NA,"fatty_acid","frozen -80",NA,"Hakai Quadra Prep Lab","-80 Freezer 1","Shelf 5","Tray 1",NA,NA,NA,NA,NA,NA,NA
"276","U1649",NA,"fatty_acid","S1649FA1","BFASO27",60,"BFASO27-60",NA,"collected","N",NA,NA,"fatty_acid","frozen -80",NA,"Hakai Quadra Prep Lab","-80 Freezer 1","Shelf 5","Tray 1",NA,NA,NA,NA,NA,NA,NA
"277","U1640",NA,"fatty_acid","S1640FA1","BFASO27",62,"BFASO27-62",NA,"collected","N",NA,NA,"fatty_acid","frozen -80",NA,"Hakai Quadra Prep Lab","-80 Freezer 1","Shelf 5","Tray 1",NA,NA,NA,NA,NA,NA,NA
"278","U2438",NA,"fatty_acid","S2438FA1","BFASO34",98,"BFASO34-98",NA,"collected","N",NA,NA,"fatty_acid","frozen -80",NA,"Hakai Quadra Prep Lab","-80 Freezer 1","Shelf 5","Tray 8",NA,NA,NA,NA,NA,NA,NA
"279","U2437",NA,"fatty_acid","S2437FA1","BFASO34",96,"BFASO34-96",NA,"collected","N",NA,NA,"fatty_acid","frozen -80",NA,"Hakai Quadra Prep Lab","-80 Freezer 1","Shelf 5","Tray 8",NA,NA,NA,NA,NA,NA,NA
"280","U2435",NA,"fatty_acid","S2435FA1","BFASO34",92,"BFASO34-92",NA,"collected","N",NA,NA,"fatty_acid","frozen -80",NA,"Hakai Quadra Prep Lab","-80 Freezer 1","Shelf 5","Tray 8",NA,NA,NA,NA,NA,NA,NA
"281","U2434",NA,"fatty_acid","S2434FA1","BFASO34",90,"BFASO34-90",NA,"collected","N",NA,NA,"fatty_acid","frozen -80",NA,"Hakai Quadra Prep Lab","-80 Freezer 1","Shelf 5","Tray 8",NA,NA,NA,NA,NA,NA,NA
"282","U4390",NA,"fatty_acid","SFA4790","BFASO47",26,"BFASO47-26",NA,"collected","N",NA,NA,"fatty_acid","frozen -80",NA,"Hakai Quadra Prep Lab","-80 Freezer 1","Shelf 5","Tray 15",NA,NA,NA,NA,NA,NA,NA
"283","U4479",NA,"fatty_acid","SFA4879","BFASO47",27,"BFASO47-27",NA,"collected","N",NA,NA,"fatty_acid","frozen -80",NA,"Hakai Quadra Prep Lab","-80 Freezer 1","Shelf 5","Tray 15",NA,NA,NA,NA,NA,NA,NA
"284","U4478",NA,"fatty_acid","SFA4878","BFASO47",25,"BFASO47-25",NA,"collected","N",NA,NA,"fatty_acid","frozen -80",NA,"Hakai Quadra Prep Lab","-80 Freezer 1","Shelf 5","Tray 15",NA,NA,NA,NA,NA,NA,NA
"285","U664",NA,"fatty_acid","S664FA1","BFASO9",56,"BFASO9-56",NA,"collected","N",NA,NA,"fatty_acid","frozen -80",NA,"Hakai Quadra Prep Lab","-80 Freezer 1","Shelf 5","Tray 6",NA,NA,NA,NA,NA,NA,NA
"286","U665",NA,"fatty_acid","S665FA1","BFASO9",58,"BFASO9-58",NA,"collected","N",NA,NA,"fatty_acid","frozen -80",NA,"Hakai Quadra Prep Lab","-80 Freezer 1","Shelf 5","Tray 6",NA,NA,NA,NA,NA,NA,NA
"287","U596",NA,"fatty_acid","S596FA1","BFASO8",56,"BFASO8-56",NA,"collected","N",NA,NA,"fatty_acid","frozen -80",NA,"Hakai Quadra Prep Lab","-80 Freezer 1","Shelf 5","Tray 6",NA,NA,NA,NA,NA,NA,NA
"288","U632",NA,"fatty_acid","S632FA1","BFASO8",47,"BFASO8-47",NA,"collected","N",NA,NA,"fatty_acid","frozen -80",NA,"Hakai Quadra Prep Lab","-80 Freezer 1","Shelf 5","Tray 6",NA,NA,NA,NA,NA,NA,NA
"289","U666",NA,"fatty_acid","S666FA1","BFASO9",60,"BFASO9-60",NA,"collected","N",NA,NA,"fatty_acid","frozen -80",NA,"Hakai Quadra Prep Lab","-80 Freezer 1","Shelf 5","Tray 6",NA,NA,NA,NA,NA,NA,NA
"290","U595",NA,"fatty_acid","S595FA1","BFASO8",41,"BFASO8-41",NA,"collected","N",NA,NA,"fatty_acid","frozen -80",NA,"Hakai Quadra Prep Lab","-80 Freezer 1","Shelf 5","Tray 6",NA,NA,NA,NA,NA,NA,NA
"291","U681",NA,"fatty_acid","S681FA1","BFASO9",54,"BFASO9-54",NA,"collected","N",NA,NA,"fatty_acid","frozen -80",NA,"Hakai Quadra Prep Lab","-80 Freezer 1","Shelf 5","Tray 6",NA,NA,NA,NA,NA,NA,NA
"292","U631",NA,"fatty_acid","S631FA1","BFASO8",45,"BFASO8-45",NA,"collected","N",NA,NA,"fatty_acid","frozen -80",NA,"Hakai Quadra Prep Lab","-80 Freezer 1","Shelf 5","Tray 6",NA,NA,NA,NA,NA,NA,NA
"293","U660",NA,"fatty_acid","S660FA1","BFASO9",52,"BFASO9-52",NA,"collected","N",NA,NA,"fatty_acid","frozen -80",NA,"Hakai Quadra Prep Lab","-80 Freezer 1","Shelf 5","Tray 6",NA,NA,NA,NA,NA,NA,NA
"294","U674",NA,"fatty_acid","S674FA1","BFASO9",78,"BFASO9-78",NA,"collected","N",NA,NA,"fatty_acid","frozen -80",NA,"Hakai Quadra Prep Lab","-80 Freezer 1","Shelf 5","Tray 6",NA,NA,NA,NA,NA,NA,NA
"295","U673",NA,"fatty_acid","S673FA1","BFASO9",76,"BFASO9-76",NA,"collected","N",NA,NA,"fatty_acid","frozen -80",NA,"Hakai Quadra Prep Lab","-80 Freezer 1","Shelf 5","Tray 6",NA,NA,NA,NA,NA,NA,NA
"296","U672",NA,"fatty_acid","S672FA1","BFASO9",74,"BFASO9-74",NA,"collected","N",NA,NA,"fatty_acid","frozen -80",NA,"Hakai Quadra Prep Lab","-80 Freezer 1","Shelf 5","Tray 6",NA,NA,NA,NA,NA,NA,NA
"297","U612",NA,"fatty_acid","S612FA1","BFASO8",54,"BFASO8-54",NA,"collected","N",NA,NA,"fatty_acid","frozen -80",NA,"Hakai Quadra Prep Lab","-80 Freezer 1","Shelf 5","Tray 6",NA,NA,NA,NA,NA,NA,NA
"298","U765",NA,"fatty_acid","S765FA1","BFASO11",16,"BFASO11-16",NA,"collected","N",NA,NA,"fatty_acid","frozen -80",NA,"Hakai Quadra Prep Lab","-80 Freezer 1","Shelf 5","Tray 3",NA,NA,NA,NA,NA,NA,NA
"299","U764",NA,"fatty_acid","S764FA1","BFASO11",12,"BFASO11-12",NA,"collected","N",NA,NA,"fatty_acid","frozen -80",NA,"Hakai Quadra Prep Lab","-80 Freezer 1","Shelf 5","Tray 3",NA,NA,NA,NA,NA,NA,NA
"300","U763",NA,"fatty_acid","S763FA1","BFASO11",7,"BFASO11-7",NA,"collected","N",NA,NA,"fatty_acid","frozen -80",NA,"Hakai Quadra Prep Lab","-80 Freezer 1","Shelf 5","Tray 3",NA,NA,NA,NA,NA,NA,NA
"301","U762",NA,"fatty_acid","S762FA1","BFASO10",87,"BFASO10-87",NA,"collected","N",NA,NA,"fatty_acid","frozen -80",NA,"Hakai Quadra Prep Lab","-80 Freezer 1","Shelf 5","Tray 3",NA,NA,NA,NA,NA,NA,NA
"302","U878",NA,"fatty_acid","S878FA1","BFASO14",3,"BFASO14-3",NA,"collected","N",NA,NA,"fatty_acid","frozen -80",NA,"Hakai Quadra Prep Lab","-80 Freezer 1","Shelf 5","Tray 2",NA,NA,NA,NA,NA,NA,NA
"303","U917",NA,"fatty_acid","S917FA1","BFASO14",29,"BFASO14-29",NA,"collected","N",NA,NA,"fatty_acid","frozen -80",NA,"Hakai Quadra Prep Lab","-80 Freezer 1","Shelf 5","Tray 2",NA,NA,NA,NA,NA,NA,NA
"304","U854",NA,"fatty_acid","S854FA1","BFASO14",5,"BFASO14-5",NA,"collected","N",NA,NA,"fatty_acid","frozen -80",NA,"Hakai Quadra Prep Lab","-80 Freezer 1","Shelf 5","Tray 2",NA,NA,NA,NA,NA,NA,NA
"305","U916",NA,"fatty_acid","S916FA1","BFASO14",27,"BFASO14-27",NA,"collected","N",NA,NA,"fatty_acid","frozen -80",NA,"Hakai Quadra Prep Lab","-80 Freezer 1","Shelf 5","Tray 2",NA,NA,NA,NA,NA,NA,NA
"306","U1351","2015-06-21-J06-SO-1","fatty_acid","S1351FA1","BFASO21",96,"BFASO21-96",NA,"collected","N",NA,NA,"fatty_acid","frozen -80",NA,"Hakai Quadra Prep Lab","-80 Freezer 1","Shelf 5","Tray 3",NA,NA,NA,NA,NA,NA,NA
"307","U1320","2015-06-21-J06-SO-10","fatty_acid","S1320FA1","BFASO21",98,"BFASO21-98",NA,"collected","N",NA,NA,"fatty_acid","frozen -80",NA,"Hakai Quadra Prep Lab","-80 Freezer 1","Shelf 5","Tray 3",NA,NA,NA,NA,NA,NA,NA
"308","U1334","2015-06-21-J06-SO-11","fatty_acid","S1334FA1","BFASO22",1,"BFASO22-1",NA,"collected","N",NA,NA,"fatty_acid","frozen -80",NA,"Hakai Quadra Prep Lab","-80 Freezer 1","Shelf 5","Tray 4",NA,NA,NA,NA,NA,NA,NA
"309","U1361","2015-06-21-J06-SO-16","fatty_acid","S1361FA1","BFASO22",5,"BFASO22-5",NA,"collected","N",NA,NA,"fatty_acid","frozen -80",NA,"Hakai Quadra Prep Lab","-80 Freezer 1","Shelf 5","Tray 4",NA,NA,NA,NA,NA,NA,NA
"310","U1332","2015-06-21-J06-SO-18","fatty_acid","S1332FA1","BFASO21",89,"BFASO21-89",NA,"collected","N",NA,NA,"fatty_acid","frozen -80",NA,"Hakai Quadra Prep Lab","-80 Freezer 1","Shelf 5","Tray 3",NA,NA,NA,NA,NA,NA,NA
"311","U1300","2015-06-21-J06-SO-3","fatty_acid","S1300FA1","BFASO22",3,"BFASO22-3",NA,"collected","N",NA,NA,"fatty_acid","frozen -80",NA,"Hakai Quadra Prep Lab","-80 Freezer 1","Shelf 5","Tray 4",NA,NA,NA,NA,NA,NA,NA
"312","U1333","2015-06-21-J06-SO-4","fatty_acid","S1333FA1","BFASO21",100,"BFASO21-100",NA,"collected","N",NA,NA,"fatty_acid","frozen -80",NA,"Hakai Quadra Prep Lab","-80 Freezer 1","Shelf 5","Tray 3",NA,NA,NA,NA,NA,NA,NA
"313","U1374","2015-05-24-J06-SO-17","fatty_acid","S1374FA1","BFASO24",20,"BFASO24-20",NA,"collected","N",NA,NA,"fatty_acid","frozen -80",NA,"Hakai Quadra Prep Lab","-80 Freezer 1","Shelf 5","Tray 15",NA,NA,NA,NA,NA,NA,"Different location as of 2017-11-27"
"314","U1186","2015-05-24-J06-SO-18","fatty_acid","S1186FA1","BFASO24",3,"BFASO24-3",NA,"collected","N",NA,NA,"fatty_acid","frozen -80",NA,"Hakai Quadra Prep Lab","-80 Freezer 1","Shelf 5","Tray 15",NA,NA,NA,NA,NA,NA,"Different location as of 2017-11-27"
"315","U1187","2015-05-24-J06-SO-19","fatty_acid","S1187FA1","BFASO24",7,"BFASO24-7",NA,"collected","N",NA,NA,"fatty_acid","frozen -80",NA,"Hakai Quadra Prep Lab","-80 Freezer 1","Shelf 5","Tray 15",NA,NA,NA,NA,NA,NA,"Different location as of 2017-11-27"
"316","U1391","2015-05-24-J06-SO-20","fatty_acid","S1391FA1","BFASO24",25,"BFASO24-25",NA,"collected","N",NA,NA,"fatty_acid","frozen -80",NA,"Hakai Quadra Prep Lab","-80 Freezer 1","Shelf 5","Tray 15",NA,NA,NA,NA,NA,NA,"Different location as of 2017-11-27"
"317","U1373","2015-05-24-J06-SO-21","fatty_acid","S1373FA1","BFASO24",9,"BFASO24-9",NA,"collected","N",NA,NA,"fatty_acid","frozen -80",NA,"Hakai Quadra Prep Lab","-80 Freezer 1","Shelf 5","Tray 15",NA,NA,NA,NA,NA,NA,"Different location as of 2017-11-27"
"318","U1120","2015-05-24-J06-SO-22","fatty_acid","S1120FA1","BFASO24",23,"BFASO24-23",NA,"collected","N",NA,NA,"fatty_acid","frozen -80",NA,"Hakai Quadra Prep Lab","-80 Freezer 1","Shelf 5","Tray 15",NA,NA,NA,NA,NA,NA,"Different location as of 2017-11-27"
"319","U1475","2016-06-19-J06-SO-12","fatty_acid","S1475FA1","BFASO25",39,"BFASO25-39",NA,"collected","N",NA,NA,"fatty_acid","frozen -80",NA,"Hakai Quadra Prep Lab","-80 Freezer 1","Shelf 5","Tray 2",NA,NA,NA,NA,NA,NA,NA
"320","U1477","2016-06-19-J06-SO-13","fatty_acid","S1477FA1","BFASO25",43,"BFASO25-43",NA,"collected","N",NA,NA,"fatty_acid","frozen -80",NA,"Hakai Quadra Prep Lab","-80 Freezer 1","Shelf 5","Tray 2",NA,NA,NA,NA,NA,NA,NA
"321","U1472","2016-06-19-J06-SO-14","fatty_acid","S1472FA1","BFASO25",34,"BFASO25-34",NA,"collected","N",NA,NA,"fatty_acid","frozen -80",NA,"Hakai Quadra Prep Lab","-80 Freezer 1","Shelf 5","Tray 2",NA,NA,NA,NA,NA,NA,NA
"322","U1476","2016-06-19-J06-SO-15","fatty_acid","S1476FA1","BFASO25",42,"BFASO25-42",NA,"collected","N",NA,NA,"fatty_acid","frozen -80",NA,"Hakai Quadra Prep Lab","-80 Freezer 1","Shelf 5","Tray 2",NA,NA,NA,NA,NA,NA,NA
"323","U1478","2016-06-19-J06-SO-16","fatty_acid","S1478FA1","BFASO25",44,"BFASO25-44",NA,"collected","N",NA,NA,"fatty_acid","frozen -80",NA,"Hakai Quadra Prep Lab","-80 Freezer 1","Shelf 5","Tray 2",NA,NA,NA,NA,NA,NA,NA
"324","U1464","2016-06-19-J06-SO-17","fatty_acid","S1464FA1","BFASO25",41,"BFASO25-41",NA,"collected","N",NA,NA,"fatty_acid","frozen -80",NA,"Hakai Quadra Prep Lab","-80 Freezer 1","Shelf 5","Tray 2",NA,NA,NA,NA,NA,NA,NA
"325","U1473","2016-06-19-J06-SO-18","fatty_acid","S1473FA1","BFASO25",36,"BFASO25-36",NA,"collected","N",NA,NA,"fatty_acid","frozen -80",NA,"Hakai Quadra Prep Lab","-80 Freezer 1","Shelf 5","Tray 2",NA,NA,NA,NA,NA,NA,NA
"326","U1474","2016-06-19-J06-SO-19","fatty_acid","S1474FA1","BFASO25",37,"BFASO25-37",NA,"collected","N",NA,NA,"fatty_acid","frozen -80",NA,"Hakai Quadra Prep Lab","-80 Freezer 1","Shelf 5","Tray 2",NA,NA,NA,NA,NA,NA,NA
"327","U1532","2016-06-25-J06-SO-13","fatty_acid","S1532FA1","BFASO26",11,"BFASO26-11",NA,"collected","N",NA,NA,"fatty_acid","frozen -80",NA,"Hakai Quadra Prep Lab","-80 Freezer 1","Shelf 5","Tray 1",NA,NA,NA,NA,NA,NA,NA
"328","U1535","2016-06-25-J06-SO-15","fatty_acid","S1535FA1","BFASO26",19,"BFASO26-19",NA,"collected","N",NA,NA,"fatty_acid","frozen -80",NA,"Hakai Quadra Prep Lab","-80 Freezer 1","Shelf 5","Tray 1",NA,NA,NA,NA,NA,NA,NA
"329","U1534","2016-06-25-J06-SO-16","fatty_acid","S1534FA1","BFASO26",16,"BFASO26-16",NA,"collected","N",NA,NA,"fatty_acid","frozen -80",NA,"Hakai Quadra Prep Lab","-80 Freezer 1","Shelf 5","Tray 1",NA,NA,NA,NA,NA,NA,NA
"330","U1533","2016-06-25-J06-SO-18","fatty_acid","S1533FA1","BFASO26",14,"BFASO26-14",NA,"collected","N",NA,NA,"fatty_acid","frozen -80",NA,"Hakai Quadra Prep Lab","-80 Freezer 1","Shelf 5","Tray 1",NA,NA,NA,NA,NA,NA,NA
"331","U1610","2016-06-04-J06-SO-2","fatty_acid","S1610FA1","BFASO27",16,"BFASO27-16",NA,"collected","N",NA,NA,"fatty_acid","frozen -80",NA,"Hakai Quadra Prep Lab","-80 Freezer 1","Shelf 5","Tray 1",NA,NA,NA,NA,NA,NA,NA
"332","U1598","2016-06-04-J06-SO-3","fatty_acid","S1598FA1","BFASO27",17,"BFASO27-17",NA,"collected","N",NA,NA,"fatty_acid","frozen -80",NA,"Hakai Quadra Prep Lab","-80 Freezer 1","Shelf 5","Tray 1",NA,NA,NA,NA,NA,NA,NA
"333","U1560","2016-06-04-J06-SO-4","fatty_acid","S1560FA1","BFASO27",14,"BFASO27-14",NA,"collected","N",NA,NA,"fatty_acid","frozen -80",NA,"Hakai Quadra Prep Lab","-80 Freezer 1","Shelf 5","Tray 1",NA,NA,NA,NA,NA,NA,NA
"334","U1597","2016-06-04-J06-SO-5","fatty_acid","S1597FA1","BFASO27",15,"BFASO27-15",NA,"collected","N",NA,NA,"fatty_acid","frozen -80",NA,"Hakai Quadra Prep Lab","-80 Freezer 1","Shelf 5","Tray 1",NA,NA,NA,NA,NA,NA,NA
"335","U1596","2016-06-04-J06-SO-6","fatty_acid","S1596FA1","BFASO27",13,"BFASO27-13",NA,"collected","N",NA,NA,"fatty_acid","frozen -80",NA,"Hakai Quadra Prep Lab","-80 Freezer 1","Shelf 5","Tray 1",NA,NA,NA,NA,NA,NA,NA
"336","U1609","2016-06-04-J06-SO-7","fatty_acid","S1609FA1","BFASO27",12,"BFASO27-12",NA,"collected","N",NA,NA,"fatty_acid","frozen -80",NA,"Hakai Quadra Prep Lab","-80 Freezer 1","Shelf 5","Tray 1",NA,NA,NA,NA,NA,NA,NA
"337","U1559","2016-06-04-J06-SO-8","fatty_acid","S1559FA1","BFASO27",11,"BFASO27-11",NA,"collected","N",NA,NA,"fatty_acid","frozen -80",NA,"Hakai Quadra Prep Lab","-80 Freezer 1","Shelf 5","Tray 1",NA,NA,NA,NA,NA,NA,NA
"338","U1595","2016-06-04-J06-SO-9","fatty_acid","S1595FA1","BFASO27",9,"BFASO27-9",NA,"collected","N",NA,NA,"fatty_acid","frozen -80",NA,"Hakai Quadra Prep Lab","-80 Freezer 1","Shelf 5","Tray 1",NA,NA,NA,NA,NA,NA,NA
"339","U1286","2015-06-16-J09-SO-10","fatty_acid","S1286FA1","BFASO20",87,"BFASO20-87",NA,"collected","N",NA,NA,"fatty_acid","frozen -80",NA,"Hakai Quadra Prep Lab","-80 Freezer 1","Shelf 5","Tray 5",NA,NA,NA,NA,NA,NA,NA
"340","U1283","2015-06-16-J09-SO-12","fatty_acid","S1283FA1","BFASO20",81,"BFASO20-81",NA,"collected","N",NA,NA,"fatty_acid","frozen -80",NA,"Hakai Quadra Prep Lab","-80 Freezer 1","Shelf 5","Tray 5",NA,NA,NA,NA,NA,NA,NA
"341","U1275","2015-06-16-J09-SO-13","fatty_acid","S1275FA1","BFASO20",74,"BFASO20-74",NA,"collected","N",NA,NA,"fatty_acid","frozen -80",NA,"Hakai Quadra Prep Lab","-80 Freezer 1","Shelf 5","Tray 5",NA,NA,NA,NA,NA,NA,NA
"342","U1284","2015-06-16-J09-SO-14","fatty_acid","S1284FA1","BFASO20",83,"BFASO20-83",NA,"collected","N",NA,NA,"fatty_acid","frozen -80",NA,"Hakai Quadra Prep Lab","-80 Freezer 1","Shelf 5","Tray 5",NA,NA,NA,NA,NA,NA,NA
"343","U1276","2015-06-16-J09-SO-3","fatty_acid","S1276FA1","BFASO20",76,"BFASO20-76",NA,"collected","N",NA,NA,"fatty_acid","frozen -80",NA,"Hakai Quadra Prep Lab","-80 Freezer 1","Shelf 5","Tray 5",NA,NA,NA,NA,NA,NA,NA
"344","U1274","2015-06-16-J09-SO-4","fatty_acid","S1274FA1","BFASO20",72,"BFASO20-72",NA,"collected","N",NA,NA,"fatty_acid","frozen -80",NA,"Hakai Quadra Prep Lab","-80 Freezer 1","Shelf 5","Tray 5",NA,NA,NA,NA,NA,NA,NA
"345","U1273","2015-06-16-J09-SO-6","fatty_acid","S1273FA1","BFASO20",67,"BFASO20-67",NA,"collected","N",NA,NA,"fatty_acid","frozen -80",NA,"Hakai Quadra Prep Lab","-80 Freezer 1","Shelf 5","Tray 5",NA,NA,NA,NA,NA,NA,NA
"346","U1238","2015-06-16-J09-SO-7","fatty_acid","S1238FA1","BFASO20",69,"BFASO20-69",NA,"collected","N",NA,NA,"fatty_acid","frozen -80",NA,"Hakai Quadra Prep Lab","-80 Freezer 1","Shelf 5","Tray 5",NA,NA,NA,NA,NA,NA,NA
"347","U695","2015-05-26-J09-SO-16","fatty_acid","S695FA1","BFASO23",9,"BFASO23-9",NA,"collected","N",NA,NA,"fatty_acid","frozen -80",NA,"Hakai Quadra Prep Lab","-80 Freezer 1","Shelf 5","Tray 3",NA,NA,NA,NA,NA,NA,NA
"348","U1350","2015-05-26-J09-SO-17","fatty_acid","S1350FA1","BFASO22",98,"BFASO22-98",NA,"collected","N",NA,NA,"fatty_acid","frozen -80",NA,"Hakai Quadra Prep Lab","-80 Freezer 1","Shelf 5","Tray 4",NA,NA,NA,NA,NA,NA,NA
"349","U478","2015-05-26-J09-SO-18","fatty_acid","S478FA1","BFASO22",92,"BFASO22-92",NA,"collected","N",NA,NA,"fatty_acid","frozen -80",NA,"Hakai Quadra Prep Lab","-80 Freezer 1","Shelf 5","Tray 4",NA,NA,NA,NA,NA,NA,NA
"350","U694","2015-05-26-J09-SO-20","fatty_acid","S694FA1","BFASO23",7,"BFASO23-7",NA,"collected","N",NA,NA,"fatty_acid","frozen -80",NA,"Hakai Quadra Prep Lab","-80 Freezer 1","Shelf 5","Tray 3",NA,NA,NA,NA,NA,NA,NA
"351","U480","2015-05-26-J09-SO-22","fatty_acid","S480FA1","BFASO22",100,"BFASO22-100",NA,"collected","N",NA,NA,"fatty_acid","frozen -80",NA,"Hakai Quadra Prep Lab","-80 Freezer 1","Shelf 5","Tray 4",NA,NA,NA,NA,NA,NA,NA
"352","U697","2015-05-26-J09-SO-24","fatty_acid","S697FA1","BFASO23",23,"BFASO23-23",NA,"collected","N",NA,NA,"fatty_acid","frozen -80",NA,"Hakai Quadra Prep Lab","-80 Freezer 1","Shelf 5","Tray 3",NA,NA,NA,NA,NA,NA,NA
"353","U696","2015-05-26-J09-SO-25","fatty_acid","S696FA1","BFASO23",12,"BFASO23-12",NA,"collected","N",NA,NA,"fatty_acid","frozen -80",NA,"Hakai Quadra Prep Lab","-80 Freezer 1","Shelf 5","Tray 3",NA,NA,NA,NA,NA,NA,NA
"354","U1355","2015-06-19-J09-SO-11","fatty_acid","S1355FA1","BFASO22",36,"BFASO22-36",NA,"collected","N",NA,NA,"fatty_acid","frozen -80",NA,"Hakai Quadra Prep Lab","-80 Freezer 1","Shelf 5","Tray 4",NA,NA,NA,NA,NA,NA,NA
"355","U1341","2015-06-19-J09-SO-12","fatty_acid","S1341FA1","BFASO22",7,"BFASO22-7",NA,"collected","N",NA,NA,"fatty_acid","frozen -80",NA,"Hakai Quadra Prep Lab","-80 Freezer 1","Shelf 5","Tray 4",NA,NA,NA,NA,NA,NA,NA
"356","U1336","2015-06-19-J09-SO-16","fatty_acid","S1336FA1","BFASO22",12,"BFASO22-12",NA,"collected","N",NA,NA,"fatty_acid","frozen -80",NA,"Hakai Quadra Prep Lab","-80 Freezer 1","Shelf 5","Tray 4",NA,NA,NA,NA,NA,NA,NA
"357","U1354","2015-06-19-J09-SO-17","fatty_acid","S1354FA1","BFASO22",20,"BFASO22-20",NA,"collected","N",NA,NA,"fatty_acid","frozen -80",NA,"Hakai Quadra Prep Lab","-80 Freezer 1","Shelf 5","Tray 4",NA,NA,NA,NA,NA,NA,NA
"358","U1353","2015-06-19-J09-SO-18","fatty_acid","S1353FA1","BFASO22",18,"BFASO22-18",NA,"collected","N",NA,NA,"fatty_acid","frozen -80",NA,"Hakai Quadra Prep Lab","-80 Freezer 1","Shelf 5","Tray 4",NA,NA,NA,NA,NA,NA,NA
"359","U1356","2015-06-19-J09-SO-2","fatty_acid","S1356FA1","BFASO22",38,"BFASO22-38",NA,"collected","N",NA,NA,"fatty_acid","frozen -80",NA,"Hakai Quadra Prep Lab","-80 Freezer 1","Shelf 5","Tray 4",NA,NA,NA,NA,NA,NA,NA
"360","U1362","2015-06-19-J09-SO-4","fatty_acid","S1362FA1","BFASO22",23,"BFASO22-23",NA,"collected","N",NA,NA,"fatty_acid","frozen -80",NA,"Hakai Quadra Prep Lab","-80 Freezer 1","Shelf 5","Tray 4",NA,NA,NA,NA,NA,NA,NA
"361","U1337","2015-06-19-J09-SO-7","fatty_acid","S1337FA1","BFASO22",21,"BFASO22-21",NA,"collected","N",NA,NA,"fatty_acid","frozen -80",NA,"Hakai Quadra Prep Lab","-80 Freezer 1","Shelf 5","Tray 4",NA,NA,NA,NA,NA,NA,NA
"362","U1561","2016-06-02-J09-SO-11","fatty_acid","S1561FA1","BFASO26",36,"BFASO26-36",NA,"collected","N",NA,NA,"fatty_acid","frozen -80",NA,"Hakai Quadra Prep Lab","-80 Freezer 1","Shelf 5","Tray 1",NA,NA,NA,NA,NA,NA,NA
"363","U1540","2016-06-02-J09-SO-12","fatty_acid","S1540FA1","BFASO26",32,"BFASO26-32",NA,"collected","N",NA,NA,"fatty_acid","frozen -80",NA,"Hakai Quadra Prep Lab","-80 Freezer 1","Shelf 5","Tray 1",NA,NA,NA,NA,NA,NA,NA
"364","U1551","2016-06-02-J09-SO-13","fatty_acid","S1551FA1","BFASO26",34,"BFASO26-34",NA,"collected","N",NA,NA,"fatty_acid","frozen -80",NA,"Hakai Quadra Prep Lab","-80 Freezer 1","Shelf 5","Tray 1",NA,NA,NA,NA,NA,NA,NA
"365","U1554","2016-06-02-J09-SO-14","fatty_acid","S1554FA1","BFASO26",41,"BFASO26-41",NA,"collected","N",NA,NA,"fatty_acid","frozen -80",NA,"Hakai Quadra Prep Lab","-80 Freezer 1","Shelf 5","Tray 1",NA,NA,NA,NA,NA,NA,NA
"366","U1562","2016-06-02-J09-SO-15","fatty_acid","S1562FA1","BFASO26",37,"BFASO26-37",NA,"collected","N",NA,NA,"fatty_acid","frozen -80",NA,"Hakai Quadra Prep Lab","-80 Freezer 1","Shelf 5","Tray 1",NA,NA,NA,NA,NA,NA,NA
"367","U1563","2016-06-02-J09-SO-16","fatty_acid","S1563FA1","BFASO26",39,"BFASO26-39",NA,"collected","N",NA,NA,"fatty_acid","frozen -80",NA,"Hakai Quadra Prep Lab","-80 Freezer 1","Shelf 5","Tray 1",NA,NA,NA,NA,NA,NA,NA
"368","U1552","2016-06-02-J09-SO-17","fatty_acid","S1552FA1","BFASO26",35,"BFASO26-35",NA,"collected","N",NA,NA,"fatty_acid","frozen -80",NA,"Hakai Quadra Prep Lab","-80 Freezer 1","Shelf 5","Tray 1",NA,NA,NA,NA,NA,NA,NA
