ufn,seine_id.x,lice_id_protocol,cal_cope,lep_cope,chal_a,chal_b,cgf,cal_mot,cpaf,caf,lpam,lpaf,lam,laf,lgf,unid_cope,unid_chal,chal_scar,mot_scar,pred_scar,hemorrhaging,eroded_gill_plate,grazed_gill_plate,mate_guarding,pinched_belly,sealice_field_comments,licer,qc.x.x,species,package_id,seine_id.y,survey_id,date,site,time_out,weight,fork_length,height,time_dewar,field_lice_id_protocol,fish_field_comments,analysis_planned,id_flag,eLab?,qc.y,order,set_number,set_type,set_time,lat,lon,set_sliders,set_poppers,set_dimpling,fish_retained,so_taken,so_total,pi_taken,pi_total,cu_taken,cu_total,co_taken,co_total,he_taken,he_total,ck_taken,ck_total,total_caught,collection_protocol,seine_comments,qc.x,survey_date,site_id,region,zone,site_name,crew,precip,cloud_cover,sea_state,wind_speed,wind_direction,tide_state,survey_time_start,survey_time_end,net_sets,survey_type,ysi_drop,ctd_drop,zoop_drop,survey_comments,qc.y.y
U20843,DE632N2,salmoncoast_allstages,0,0,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,JG,SF,CU,P1285,DE632N2,DE632,2019-06-17,D09,09:33:00,17,120,23,09:46:00,salmoncoast_allstages,NA,SEMSP,N,yes,SF,1022,2,targeted,07:50:00,50.30785,-125.329683,1,0,10,yes,13,13,12,115,10,78,0,0,3,6,1,1,213,SEMSP,NA,JG,2019-06-17,D09,DI,C,Okisollo Channel,"Julian Gan, Vanessa Fladmark, Emily Haughton, Tyrel Froese",none,25,1,0.1-5,NW,ebb tide,06:42:00,06:56:00,2,standard,12,3,"4,5",Took 2 trainer PI plus 2 extra PI that were thought to be CU (not trainers),JG
U20844,DE632N2,salmoncoast_motiles,NA,NA,NA,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,JG,SF,PI,P1285,DE632N2,DE632,2019-06-17,D09,09:37:00,19,126,29,09:55:00,salmoncoast_motiles,Was misidentified initially as CU. Double check ID,SEMSP,N,yes,SF,1023,2,targeted,07:50:00,50.30785,-125.329683,1,0,10,yes,13,13,12,115,10,78,0,0,3,6,1,1,213,SEMSP,NA,JG,2019-06-17,D09,DI,C,Okisollo Channel,"Julian Gan, Vanessa Fladmark, Emily Haughton, Tyrel Froese",none,25,1,0.1-5,NW,ebb tide,06:42:00,06:56:00,2,standard,12,3,"4,5",Took 2 trainer PI plus 2 extra PI that were thought to be CU (not trainers),JG
U20845,DE632N2,salmoncoast_motiles,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,JG,SF,CU,P1285,DE632N2,DE632,2019-06-17,D09,09:40:00,13,111,21,09:55:00,salmoncoast_motiles,NA,SEMSP,N,yes,SF,1024,2,targeted,07:50:00,50.30785,-125.329683,1,0,10,yes,13,13,12,115,10,78,0,0,3,6,1,1,213,SEMSP,NA,JG,2019-06-17,D09,DI,C,Okisollo Channel,"Julian Gan, Vanessa Fladmark, Emily Haughton, Tyrel Froese",none,25,1,0.1-5,NW,ebb tide,06:42:00,06:56:00,2,standard,12,3,"4,5",Took 2 trainer PI plus 2 extra PI that were thought to be CU (not trainers),JG
U20846,DE632N2,salmoncoast_motiles,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,JG,SF,CU,P1285,DE632N2,DE632,2019-06-17,D09,09:43:00,19,125,20,09:55:00,salmoncoast_motiles,NA,SEMSP,N,yes,SF,1025,2,targeted,07:50:00,50.30785,-125.329683,1,0,10,yes,13,13,12,115,10,78,0,0,3,6,1,1,213,SEMSP,NA,JG,2019-06-17,D09,DI,C,Okisollo Channel,"Julian Gan, Vanessa Fladmark, Emily Haughton, Tyrel Froese",none,25,1,0.1-5,NW,ebb tide,06:42:00,06:56:00,2,standard,12,3,"4,5",Took 2 trainer PI plus 2 extra PI that were thought to be CU (not trainers),JG
U20847,DE632N2,salmoncoast_motiles,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,JG,SF,CU,P1285,DE632N2,DE632,2019-06-17,D09,09:51:00,19,NA,NA,10:07:00,salmoncoast_motiles,NA,SEMSP,N,yes,SF,1026,2,targeted,07:50:00,50.30785,-125.329683,1,0,10,yes,13,13,12,115,10,78,0,0,3,6,1,1,213,SEMSP,NA,JG,2019-06-17,D09,DI,C,Okisollo Channel,"Julian Gan, Vanessa Fladmark, Emily Haughton, Tyrel Froese",none,25,1,0.1-5,NW,ebb tide,06:42:00,06:56:00,2,standard,12,3,"4,5",Took 2 trainer PI plus 2 extra PI that were thought to be CU (not trainers),JG
U20848,DE632N2,salmoncoast_motiles,NA,NA,NA,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,JG,SF,CU,P1285,DE632N2,DE632,2019-06-17,D09,10:05:00,18,125,26,10:24:00,salmoncoast_motiles,NA,SEMSP,N,yes,SF,1027,2,targeted,07:50:00,50.30785,-125.329683,1,0,10,yes,13,13,12,115,10,78,0,0,3,6,1,1,213,SEMSP,NA,JG,2019-06-17,D09,DI,C,Okisollo Channel,"Julian Gan, Vanessa Fladmark, Emily Haughton, Tyrel Froese",none,25,1,0.1-5,NW,ebb tide,06:42:00,06:56:00,2,standard,12,3,"4,5",Took 2 trainer PI plus 2 extra PI that were thought to be CU (not trainers),JG
U20849,DE632N2,salmoncoast_motiles,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,JG,SF,CU,P1285,DE632N2,DE632,2019-06-17,D09,10:22:00,15,115,22,10:47:00,salmoncoast_motiles,NA,SEMSP,N,yes,SF,1028,2,targeted,07:50:00,50.30785,-125.329683,1,0,10,yes,13,13,12,115,10,78,0,0,3,6,1,1,213,SEMSP,NA,JG,2019-06-17,D09,DI,C,Okisollo Channel,"Julian Gan, Vanessa Fladmark, Emily Haughton, Tyrel Froese",none,25,1,0.1-5,NW,ebb tide,06:42:00,06:56:00,2,standard,12,3,"4,5",Took 2 trainer PI plus 2 extra PI that were thought to be CU (not trainers),JG
U20850,DE632N2,salmoncoast_motiles,NA,NA,NA,NA,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,JG,SF,CU,P1285,DE632N2,DE632,2019-06-17,D09,10:24:00,16,120,23,10:47:00,salmoncoast_motiles,NA,SEMSP,N,yes,SF,1029,2,targeted,07:50:00,50.30785,-125.329683,1,0,10,yes,13,13,12,115,10,78,0,0,3,6,1,1,213,SEMSP,NA,JG,2019-06-17,D09,DI,C,Okisollo Channel,"Julian Gan, Vanessa Fladmark, Emily Haughton, Tyrel Froese",none,25,1,0.1-5,NW,ebb tide,06:42:00,06:56:00,2,standard,12,3,"4,5",Took 2 trainer PI plus 2 extra PI that were thought to be CU (not trainers),JG
U20831,DE632N2,salmoncoast_allstages,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,JG,SF,SO,P1284,DE632N2,DE632,2019-06-17,D09,10:02:00,NA,NA,NA,10:20:00,salmoncoast_allstages,NA,SEMSP,N,yes,SF,1030,2,targeted,07:50:00,50.30785,-125.329683,1,0,10,yes,13,13,12,115,10,78,0,0,3,6,1,1,213,SEMSP,NA,JG,2019-06-17,D09,DI,C,Okisollo Channel,"Julian Gan, Vanessa Fladmark, Emily Haughton, Tyrel Froese",none,25,1,0.1-5,NW,ebb tide,06:42:00,06:56:00,2,standard,12,3,"4,5",Took 2 trainer PI plus 2 extra PI that were thought to be CU (not trainers),JG
U20832,DE632N2,salmoncoast_allstages,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,JG,SF,SO,P1284,DE632N2,DE632,2019-06-17,D09,10:19:00,NA,NA,NA,10:35:00,salmoncoast_allstages,Put into dewar sometime between 10:30-10:40,SEMSP,N,yes,SF,1031,2,targeted,07:50:00,50.30785,-125.329683,1,0,10,yes,13,13,12,115,10,78,0,0,3,6,1,1,213,SEMSP,NA,JG,2019-06-17,D09,DI,C,Okisollo Channel,"Julian Gan, Vanessa Fladmark, Emily Haughton, Tyrel Froese",none,25,1,0.1-5,NW,ebb tide,06:42:00,06:56:00,2,standard,12,3,"4,5",Took 2 trainer PI plus 2 extra PI that were thought to be CU (not trainers),JG
U20833,DE632N2,salmoncoast_allstages,1,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,JG,SF,SO,P1284,DE632N2,DE632,2019-06-17,D09,10:26:00,NA,NA,NA,10:42:00,salmoncoast_allstages,NA,SEMSP,N,yes,SF,1032,2,targeted,07:50:00,50.30785,-125.329683,1,0,10,yes,13,13,12,115,10,78,0,0,3,6,1,1,213,SEMSP,NA,JG,2019-06-17,D09,DI,C,Okisollo Channel,"Julian Gan, Vanessa Fladmark, Emily Haughton, Tyrel Froese",none,25,1,0.1-5,NW,ebb tide,06:42:00,06:56:00,2,standard,12,3,"4,5",Took 2 trainer PI plus 2 extra PI that were thought to be CU (not trainers),JG
U20901,DE632N2,salmoncoast_motiles,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,JG,SF,CU,P1291,DE632N2,DE632,2019-06-17,D09,10:30:00,12,115,20,10:45:00,salmoncoast_motiles,NA,SEMSP,N,yes,SF,1037,2,targeted,07:50:00,50.30785,-125.329683,1,0,10,yes,13,13,12,115,10,78,0,0,3,6,1,1,213,SEMSP,NA,JG,2019-06-17,D09,DI,C,Okisollo Channel,"Julian Gan, Vanessa Fladmark, Emily Haughton, Tyrel Froese",none,25,1,0.1-5,NW,ebb tide,06:42:00,06:56:00,2,standard,12,3,"4,5",Took 2 trainer PI plus 2 extra PI that were thought to be CU (not trainers),JG
U20902,DE632N2,salmoncoast_motiles,NA,NA,NA,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,JG,SF,CU,P1291,DE632N2,DE632,2019-06-17,D09,10:33:00,18,125,25,10:45:00,salmoncoast_motiles,NA,SEMSP,N,yes,SF,1038,2,targeted,07:50:00,50.30785,-125.329683,1,0,10,yes,13,13,12,115,10,78,0,0,3,6,1,1,213,SEMSP,NA,JG,2019-06-17,D09,DI,C,Okisollo Channel,"Julian Gan, Vanessa Fladmark, Emily Haughton, Tyrel Froese",none,25,1,0.1-5,NW,ebb tide,06:42:00,06:56:00,2,standard,12,3,"4,5",Took 2 trainer PI plus 2 extra PI that were thought to be CU (not trainers),JG
U21011,DE633N2,salmoncoast_allstages,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,JG,SF,PI,P1302,DE633N2,DE633,2019-06-18,D27,08:43:00,7,98,16,09:01:00,salmoncoast_allstages,NA,SEMSP,N,yes,SF,1101,2,targeted,08:05:00,50.275117,-125.37835,0,0,10,yes,0,0,10,175,10,175,0,0,0,0,0,0,350,SEMSP,3 PI and 3 CU released in poor condition,JG,2019-06-18,D27,DI,W,Granite Point,"Sam James, Isabelle Desmarais, Vanessa Fladmark, Julian Gan",none,0,2,10-15,NW,ebb tide,06:36:00,06:53:00,2,standard,12,3,4,CTD hit bottom,JG
U21012,DE633N2,salmoncoast_allstages,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,JG,SF,PI,P1302,DE633N2,DE633,2019-06-18,D27,08:47:00,9,98,17,09:01:00,salmoncoast_allstages,NA,SEMSP,N,yes,SF,1102,2,targeted,08:05:00,50.275117,-125.37835,0,0,10,yes,0,0,10,175,10,175,0,0,0,0,0,0,350,SEMSP,3 PI and 3 CU released in poor condition,JG,2019-06-18,D27,DI,W,Granite Point,"Sam James, Isabelle Desmarais, Vanessa Fladmark, Julian Gan",none,0,2,10-15,NW,ebb tide,06:36:00,06:53:00,2,standard,12,3,4,CTD hit bottom,JG
U21013,DE633N2,salmoncoast_allstages,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,JG,SF,PI,P1302,DE633N2,DE633,2019-06-18,D27,08:49:00,9.5,100,18,09:01:00,salmoncoast_allstages,NA,SEMSP,N,yes,SF,1103,2,targeted,08:05:00,50.275117,-125.37835,0,0,10,yes,0,0,10,175,10,175,0,0,0,0,0,0,350,SEMSP,3 PI and 3 CU released in poor condition,JG,2019-06-18,D27,DI,W,Granite Point,"Sam James, Isabelle Desmarais, Vanessa Fladmark, Julian Gan",none,0,2,10-15,NW,ebb tide,06:36:00,06:53:00,2,standard,12,3,4,CTD hit bottom,JG
U21014,DE633N2,salmoncoast_motiles,NA,NA,NA,NA,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,PS fish,JG,SF,PI,P1302,DE633N2,DE633,2019-06-18,D27,08:53:00,7.5,93,16,09:01:00,salmoncoast_motiles,NA,SEMSP,N,yes,SF,1104,2,targeted,08:05:00,50.275117,-125.37835,0,0,10,yes,0,0,10,175,10,175,0,0,0,0,0,0,350,SEMSP,3 PI and 3 CU released in poor condition,JG,2019-06-18,D27,DI,W,Granite Point,"Sam James, Isabelle Desmarais, Vanessa Fladmark, Julian Gan",none,0,2,10-15,NW,ebb tide,06:36:00,06:53:00,2,standard,12,3,4,CTD hit bottom,JG
U21015,DE633N2,salmoncoast_motiles,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,JG,SF,PI,P1302,DE633N2,DE633,2019-06-18,D27,08:54:00,8,98,17,09:01:00,salmoncoast_motiles,NA,SEMSP,N,yes,SF,1105,2,targeted,08:05:00,50.275117,-125.37835,0,0,10,yes,0,0,10,175,10,175,0,0,0,0,0,0,350,SEMSP,3 PI and 3 CU released in poor condition,JG,2019-06-18,D27,DI,W,Granite Point,"Sam James, Isabelle Desmarais, Vanessa Fladmark, Julian Gan",none,0,2,10-15,NW,ebb tide,06:36:00,06:53:00,2,standard,12,3,4,CTD hit bottom,JG
U21016,DE633N2,salmoncoast_motiles,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,JG,SF,PI,P1302,DE633N2,DE633,2019-06-18,D27,08:55:00,13.5,114,21,09:10:00,salmoncoast_motiles,NA,SEMSP,N,yes,SF,1106,2,targeted,08:05:00,50.275117,-125.37835,0,0,10,yes,0,0,10,175,10,175,0,0,0,0,0,0,350,SEMSP,3 PI and 3 CU released in poor condition,JG,2019-06-18,D27,DI,W,Granite Point,"Sam James, Isabelle Desmarais, Vanessa Fladmark, Julian Gan",none,0,2,10-15,NW,ebb tide,06:36:00,06:53:00,2,standard,12,3,4,CTD hit bottom,JG
U21017,DE633N2,salmoncoast_motiles,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,JG,SF,PI,P1302,DE633N2,DE633,2019-06-18,D27,08:58:00,8.5,98,17,09:10:00,salmoncoast_motiles,NA,SEMSP,N,yes,SF,1107,2,targeted,08:05:00,50.275117,-125.37835,0,0,10,yes,0,0,10,175,10,175,0,0,0,0,0,0,350,SEMSP,3 PI and 3 CU released in poor condition,JG,2019-06-18,D27,DI,W,Granite Point,"Sam James, Isabelle Desmarais, Vanessa Fladmark, Julian Gan",none,0,2,10-15,NW,ebb tide,06:36:00,06:53:00,2,standard,12,3,4,CTD hit bottom,JG
U21018,DE633N2,salmoncoast_motiles,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,JG,SF,PI,P1302,DE633N2,DE633,2019-06-18,D27,09:00:00,9.5,103,18,09:10:00,salmoncoast_motiles,NA,SEMSP,N,yes,SF,1108,2,targeted,08:05:00,50.275117,-125.37835,0,0,10,yes,0,0,10,175,10,175,0,0,0,0,0,0,350,SEMSP,3 PI and 3 CU released in poor condition,JG,2019-06-18,D27,DI,W,Granite Point,"Sam James, Isabelle Desmarais, Vanessa Fladmark, Julian Gan",none,0,2,10-15,NW,ebb tide,06:36:00,06:53:00,2,standard,12,3,4,CTD hit bottom,JG
U21019,DE633N2,salmoncoast_motiles,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,split anal fin,JG,SF,PI,P1302,DE633N2,DE633,2019-06-18,D27,09:00:00,8,93,16,09:10:00,salmoncoast_motiles,split anal fin,SEMSP,N,yes,SF,1109,2,targeted,08:05:00,50.275117,-125.37835,0,0,10,yes,0,0,10,175,10,175,0,0,0,0,0,0,350,SEMSP,3 PI and 3 CU released in poor condition,JG,2019-06-18,D27,DI,W,Granite Point,"Sam James, Isabelle Desmarais, Vanessa Fladmark, Julian Gan",none,0,2,10-15,NW,ebb tide,06:36:00,06:53:00,2,standard,12,3,4,CTD hit bottom,JG
U21020,DE633N2,salmoncoast_motiles,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,JG,SF,PI,P1302,DE633N2,DE633,2019-06-18,D27,09:02:00,9.5,98,18,09:10:00,salmoncoast_motiles,NA,SEMSP,N,yes,SF,1110,2,targeted,08:05:00,50.275117,-125.37835,0,0,10,yes,0,0,10,175,10,175,0,0,0,0,0,0,350,SEMSP,3 PI and 3 CU released in poor condition,JG,2019-06-18,D27,DI,W,Granite Point,"Sam James, Isabelle Desmarais, Vanessa Fladmark, Julian Gan",none,0,2,10-15,NW,ebb tide,06:36:00,06:53:00,2,standard,12,3,4,CTD hit bottom,JG
U21021,DE633N2,salmoncoast_allstages,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,JG,SF,CU,P1303,DE633N2,DE633,2019-06-18,D27,08:24:00,8,98,19,08:41:00,salmoncoast_allstages,NA,SEMSP,N,yes,SF,1111,2,targeted,08:05:00,50.275117,-125.37835,0,0,10,yes,0,0,10,175,10,175,0,0,0,0,0,0,350,SEMSP,3 PI and 3 CU released in poor condition,JG,2019-06-18,D27,DI,W,Granite Point,"Sam James, Isabelle Desmarais, Vanessa Fladmark, Julian Gan",none,0,2,10-15,NW,ebb tide,06:36:00,06:53:00,2,standard,12,3,4,CTD hit bottom,JG
U21022,DE633N2,salmoncoast_allstages,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,JG,SF,CU,P1303,DE633N2,DE633,2019-06-18,D27,08:26:00,8.5,97,19,08:41:00,salmoncoast_allstages,NA,SEMSP,N,yes,SF,1112,2,targeted,08:05:00,50.275117,-125.37835,0,0,10,yes,0,0,10,175,10,175,0,0,0,0,0,0,350,SEMSP,3 PI and 3 CU released in poor condition,JG,2019-06-18,D27,DI,W,Granite Point,"Sam James, Isabelle Desmarais, Vanessa Fladmark, Julian Gan",none,0,2,10-15,NW,ebb tide,06:36:00,06:53:00,2,standard,12,3,4,CTD hit bottom,JG
U21023,DE633N2,salmoncoast_allstages,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,JG,SF,CU,P1303,DE633N2,DE633,2019-06-18,D27,08:27:00,15,111,22,08:41:00,salmoncoast_allstages,NA,SEMSP,N,yes,SF,1113,2,targeted,08:05:00,50.275117,-125.37835,0,0,10,yes,0,0,10,175,10,175,0,0,0,0,0,0,350,SEMSP,3 PI and 3 CU released in poor condition,JG,2019-06-18,D27,DI,W,Granite Point,"Sam James, Isabelle Desmarais, Vanessa Fladmark, Julian Gan",none,0,2,10-15,NW,ebb tide,06:36:00,06:53:00,2,standard,12,3,4,CTD hit bottom,JG
U21024,DE633N2,salmoncoast_motiles,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,"PS, HANF",JG,SF,CU,P1303,DE633N2,DE633,2019-06-18,D27,08:29:00,15,114,22,08:41:00,salmoncoast_allstages,NA,SEMSP,N,yes,SF,1114,2,targeted,08:05:00,50.275117,-125.37835,0,0,10,yes,0,0,10,175,10,175,0,0,0,0,0,0,350,SEMSP,3 PI and 3 CU released in poor condition,JG,2019-06-18,D27,DI,W,Granite Point,"Sam James, Isabelle Desmarais, Vanessa Fladmark, Julian Gan",none,0,2,10-15,NW,ebb tide,06:36:00,06:53:00,2,standard,12,3,4,CTD hit bottom,JG
U21025,DE633N2,salmoncoast_motiles,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,JG,SF,CU,P1303,DE633N2,DE633,2019-06-18,D27,08:32:00,10.5,104,19,08:41:00,salmoncoast_motiles,NA,SEMSP,N,yes,SF,1115,2,targeted,08:05:00,50.275117,-125.37835,0,0,10,yes,0,0,10,175,10,175,0,0,0,0,0,0,350,SEMSP,3 PI and 3 CU released in poor condition,JG,2019-06-18,D27,DI,W,Granite Point,"Sam James, Isabelle Desmarais, Vanessa Fladmark, Julian Gan",none,0,2,10-15,NW,ebb tide,06:36:00,06:53:00,2,standard,12,3,4,CTD hit bottom,JG
U21026,DE633N2,salmoncoast_motiles,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,JG,SF,CU,P1303,DE633N2,DE633,2019-06-18,D27,08:33:00,15,115,23,08:49:00,salmoncoast_motiles,NA,SEMSP,N,yes,SF,1116,2,targeted,08:05:00,50.275117,-125.37835,0,0,10,yes,0,0,10,175,10,175,0,0,0,0,0,0,350,SEMSP,3 PI and 3 CU released in poor condition,JG,2019-06-18,D27,DI,W,Granite Point,"Sam James, Isabelle Desmarais, Vanessa Fladmark, Julian Gan",none,0,2,10-15,NW,ebb tide,06:36:00,06:53:00,2,standard,12,3,4,CTD hit bottom,JG
U21027,DE633N2,salmoncoast_motiles,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,JG,SF,CU,P1303,DE633N2,DE633,2019-06-18,D27,08:34:00,7.5,94,18,08:49:00,salmoncoast_motiles,NA,SEMSP,N,yes,SF,1117,2,targeted,08:05:00,50.275117,-125.37835,0,0,10,yes,0,0,10,175,10,175,0,0,0,0,0,0,350,SEMSP,3 PI and 3 CU released in poor condition,JG,2019-06-18,D27,DI,W,Granite Point,"Sam James, Isabelle Desmarais, Vanessa Fladmark, Julian Gan",none,0,2,10-15,NW,ebb tide,06:36:00,06:53:00,2,standard,12,3,4,CTD hit bottom,JG
U21028,DE633N2,salmoncoast_motiles,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,JG,SF,CU,P1303,DE633N2,DE633,2019-06-18,D27,08:35:00,11.5,103,20,08:49:00,salmoncoast_motiles,NA,SEMSP,N,yes,SF,1118,2,targeted,08:05:00,50.275117,-125.37835,0,0,10,yes,0,0,10,175,10,175,0,0,0,0,0,0,350,SEMSP,3 PI and 3 CU released in poor condition,JG,2019-06-18,D27,DI,W,Granite Point,"Sam James, Isabelle Desmarais, Vanessa Fladmark, Julian Gan",none,0,2,10-15,NW,ebb tide,06:36:00,06:53:00,2,standard,12,3,4,CTD hit bottom,JG
U21029,DE633N2,salmoncoast_motiles,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,JG,SF,CU,P1303,DE633N2,DE633,2019-06-18,D27,08:37:00,16,120,22,08:49:00,salmoncoast_motiles,NA,SEMSP,N,yes,SF,1119,2,targeted,08:05:00,50.275117,-125.37835,0,0,10,yes,0,0,10,175,10,175,0,0,0,0,0,0,350,SEMSP,3 PI and 3 CU released in poor condition,JG,2019-06-18,D27,DI,W,Granite Point,"Sam James, Isabelle Desmarais, Vanessa Fladmark, Julian Gan",none,0,2,10-15,NW,ebb tide,06:36:00,06:53:00,2,standard,12,3,4,CTD hit bottom,JG
U21030,DE633N2,salmoncoast_motiles,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,JG,SF,CU,P1303,DE633N2,DE633,2019-06-18,D27,08:39:00,15.5,115,22,08:49:00,salmoncoast_motiles,NA,SEMSP,N,yes,SF,1120,2,targeted,08:05:00,50.275117,-125.37835,0,0,10,yes,0,0,10,175,10,175,0,0,0,0,0,0,350,SEMSP,3 PI and 3 CU released in poor condition,JG,2019-06-18,D27,DI,W,Granite Point,"Sam James, Isabelle Desmarais, Vanessa Fladmark, Julian Gan",none,0,2,10-15,NW,ebb tide,06:36:00,06:53:00,2,standard,12,3,4,CTD hit bottom,JG
U21031,DE634N1,salmoncoast_allstages,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,BJ,SF,SO,P1304,DE634N1,DE634,2019-06-20,D35,09:05:00,22.5,132,27,09:24:00,salmoncoast_allstages,NA,SEMSP,N,yes,SF,1121,1,targeted,08:28:00,50.456533,-125.268783,1,1,0,yes,12,12,10,116,10,256,0,1,1,1,1,1,387,SEMSP,NA,JG,2019-06-20,D35,DI,E,Denham Bay,"Sam James, Vanessa Fladmark, Tyrel Froese, Brett Johnson",none,25,0,10-15,NW,ebb tide,NA,NA,1,standard,12,3,4,No visual survey conducted; set immediately upon fish sighting,JG
U21032,DE634N1,salmoncoast_allstages,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BJ,SF,SO,P1304,DE634N1,DE634,2019-06-20,D35,09:08:00,23,132,27,09:24:00,salmoncoast_allstages,NA,SEMSP,N,yes,SF,1122,1,targeted,08:28:00,50.456533,-125.268783,1,1,0,yes,12,12,10,116,10,256,0,1,1,1,1,1,387,SEMSP,NA,JG,2019-06-20,D35,DI,E,Denham Bay,"Sam James, Vanessa Fladmark, Tyrel Froese, Brett Johnson",none,25,0,10-15,NW,ebb tide,NA,NA,1,standard,12,3,4,No visual survey conducted; set immediately upon fish sighting,JG
U21033,DE634N1,salmoncoast_allstages,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,lesion,BJ,SF,SO,P1304,DE634N1,DE634,2019-06-20,D35,09:11:00,18,133,25,09:30:00,salmoncoast_allstages,NA,SEMSP,N,yes,SF,1123,1,targeted,08:28:00,50.456533,-125.268783,1,1,0,yes,12,12,10,116,10,256,0,1,1,1,1,1,387,SEMSP,NA,JG,2019-06-20,D35,DI,E,Denham Bay,"Sam James, Vanessa Fladmark, Tyrel Froese, Brett Johnson",none,25,0,10-15,NW,ebb tide,NA,NA,1,standard,12,3,4,No visual survey conducted; set immediately upon fish sighting,JG
U21034,DE634N1,salmoncoast_allstages,1,0,10,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BJ,SF,SO,P1304,DE634N1,DE634,2019-06-20,D35,09:15:00,20,125,27,09:34:00,salmoncoast_allstages,NA,SEMSP,N,yes,SF,1124,1,targeted,08:28:00,50.456533,-125.268783,1,1,0,yes,12,12,10,116,10,256,0,1,1,1,1,1,387,SEMSP,NA,JG,2019-06-20,D35,DI,E,Denham Bay,"Sam James, Vanessa Fladmark, Tyrel Froese, Brett Johnson",none,25,0,10-15,NW,ebb tide,NA,NA,1,standard,12,3,4,No visual survey conducted; set immediately upon fish sighting,JG
U21035,DE634N1,salmoncoast_allstages,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,PB (pinched belly),BJ,SF,SO,P1304,DE634N1,DE634,2019-06-20,D35,09:17:00,20.5,124,29,09:34:00,salmoncoast_allstages,NA,SEMSP,N,yes,SF,1125,1,targeted,08:28:00,50.456533,-125.268783,1,1,0,yes,12,12,10,116,10,256,0,1,1,1,1,1,387,SEMSP,NA,JG,2019-06-20,D35,DI,E,Denham Bay,"Sam James, Vanessa Fladmark, Tyrel Froese, Brett Johnson",none,25,0,10-15,NW,ebb tide,NA,NA,1,standard,12,3,4,No visual survey conducted; set immediately upon fish sighting,JG
