"sampleID"	"barcode"	"name"	"description"	"note"	"quantity"	"expiration"	"created"	"Storage"	"storageLayerName"	"Storage Position"	"storageLayerID"	"fullName"	"clonedFrom"	"clonedFromSampleID"	"Dissection Status"	"Species"	"Column1"
"7038926"	"U20296"	"U20296"	""	""	""	""	"2019-05-23 21:47"	"Prep -20 Freezer #4 - Shelf 2 - BCA117"	"P1230"	"0"	"575234"	"elab JSP"	""	""	"Dissected"	"SO"	""
"7038927"	"U20298"	"U20298"	""	""	""	""	"2019-05-23 21:47"	"Prep -20 Freezer #4 - Shelf 2 - BCA117"	"P1230"	"0"	"575234"	"elab JSP"	""	""	"Dissected"	"SO"	""
"7038929"	"U20299"	"U20299"	""	""	""	""	"2019-05-23 21:47"	"Prep -20 Freezer #4 - Shelf 2 - BCA117"	"P1230"	"0"	"575234"	"elab JSP"	""	""	"Dissected"	"SO"	""
"7038930"	"U20301"	"U20301"	""	""	""	""	"2019-05-23 21:47"	"Prep -20 Freezer #4 - Shelf 2 - BCA118"	"P1231"	"0"	"575237"	"elab JSP"	""	""	"Dissected"	""	""
"7038932"	"U20300"	"U20300"	""	""	""	""	"2019-05-23 21:47"	"Prep -20 Freezer #4 - Shelf 2 - BCA117"	"P1230"	"0"	"575234"	"elab JSP"	""	""	"Dissected"	"SO"	""
"7038935"	"U20302"	"U20302"	""	""	""	""	"2019-05-23 21:47"	"Prep -20 Freezer #4 - Shelf 2 - BCA118"	"P1231"	"0"	"575237"	"elab JSP"	""	""	"Dissected"	""	""
"7038938"	"U20303"	"U20303"	""	""	""	""	"2019-05-23 21:47"	"Prep -20 Freezer #4 - Shelf 2 - BCA118"	"P1231"	"0"	"575237"	"elab JSP"	""	""	"Dissected"	""	""
"7038939"	"U20304"	"U20304"	""	""	""	""	"2019-05-23 21:47"	"Prep -20 Freezer #4 - Shelf 2 - BCA118"	"P1231"	"0"	"575237"	"elab JSP"	""	""	"Dissected"	""	""
"7038942"	"U20305"	"U20305"	""	""	""	""	"2019-05-23 21:47"	"Prep -20 Freezer #4 - Shelf 2 - BCA118"	"P1231"	"0"	"575237"	"elab JSP"	""	""	"Dissected"	""	""
"7038944"	"U20306"	"U20306"	""	""	""	""	"2019-05-23 21:47"	"Prep -20 Freezer #4 - Shelf 2 - BCA118"	"P1231"	"0"	"575237"	"elab JSP"	""	""	"Dissected"	""	""
"7038947"	"U20307"	"U20307"	""	""	""	""	"2019-05-23 21:47"	"Prep -20 Freezer #4 - Shelf 2 - BCA118"	"P1231"	"0"	"575237"	"elab JSP"	""	""	"Dissected"	""	""
"7038948"	"U20308"	"U20308"	""	""	""	""	"2019-05-23 21:47"	"Prep -20 Freezer #4 - Shelf 2 - BCA118"	"P1231"	"0"	"575237"	"elab JSP"	""	""	"Dissected"	""	""
"7038951"	"U20309"	"U20309"	""	""	""	""	"2019-05-23 21:47"	"Prep -20 Freezer #4 - Shelf 2 - BCA118"	"P1231"	"0"	"575237"	"elab JSP"	""	""	"Dissected"	""	""
"7038953"	"U20311"	"U20311"	""	""	""	""	"2019-05-23 21:47"	"Prep -20 Freezer #4 - Shelf 2 - BCA121"	"P1232"	"0"	"575240"	"elab JSP"	""	""	"Dissected"	""	""
"7038954"	"U20310"	"U20310"	""	""	""	""	"2019-05-23 21:47"	"Prep -20 Freezer #4 - Shelf 2 - BCA118"	"P1231"	"0"	"575237"	"elab JSP"	""	""	"Dissected"	""	""
"7045382"	"U20323"	"U20323"	""	""	""	""	"2019-05-25 20:21"	"Prep -20 Freezer #4 - Shelf 2 - BCA117"	"P1233"	"0"	"575328"	"elab JSP"	""	""	"Dissected"	"SO"	""
"7045383"	"U20322"	"U20322"	""	""	""	""	"2019-05-25 20:21"	"Prep -20 Freezer #4 - Shelf 2 - BCA117"	"P1233"	"0"	"575328"	"elab JSP"	""	""	"Dissected"	"SO"	""
"7045385"	"U20324"	"U20324"	""	""	""	""	"2019-05-25 20:21"	"Prep -20 Freezer #4 - Shelf 2 - BCA117"	"P1233"	"0"	"575328"	"elab JSP"	""	""	"Dissected"	"SO"	""
"7045386"	"U20325"	"U20325"	""	""	""	""	"2019-05-25 20:21"	"Prep -20 Freezer #4 - Shelf 2 - BCA117"	"P1233"	"0"	"575328"	"elab JSP"	""	""	"Dissected"	"SO"	""
"7045388"	"U20321"	"U20321"	""	""	""	""	"2019-05-25 20:21"	"Prep -20 Freezer #4 - Shelf 2 - BCA117"	"P1233"	"0"	"575328"	"elab JSP"	""	""	"Dissected"	"SO"	""
"7045389"	"U20326"	"U20326"	""	""	""	""	"2019-05-25 20:21"	"Prep -20 Freezer #4 - Shelf 2 - BCA117"	"P1233"	"0"	"575328"	"elab JSP"	""	""	"Dissected"	"SO"	""
"7045391"	"U20327"	"U20327"	""	""	""	""	"2019-05-25 20:21"	"Prep -20 Freezer #4 - Shelf 2 - BCA117"	"P1233"	"0"	"575328"	"elab JSP"	""	""	"Dissected"	"SO"	""
"7045392"	"U20328"	"U20328"	""	""	""	""	"2019-05-25 20:21"	"Prep -20 Freezer #4 - Shelf 2 - BCA117"	"P1233"	"0"	"575328"	"elab JSP"	""	""	"Dissected"	"SO"	""
"7045394"	"U20330"	"U20330"	""	""	""	""	"2019-05-25 20:21"	"Prep -20 Freezer #4 - Shelf 2 - BCA117"	"P1233"	"0"	"575328"	"elab JSP"	""	""	"Dissected"	"SO"	""
"7045395"	"U20329"	"U20329"	""	""	""	""	"2019-05-25 20:21"	"Prep -20 Freezer #4 - Shelf 2 - BCA117"	"P1233"	"0"	"575328"	"elab JSP"	""	""	"Dissected"	"SO"	""
"7045397"	"U20351"	"U20351"	""	""	""	""	"2019-05-25 20:21"	"Prep -20 Freezer #4 - Shelf 2 - BCA121"	"P1236"	"0"	"575337"	"elab JSP"	""	""	"Dissected"	""	""
"7045400"	"U20331"	"U20331"	""	""	""	""	"2019-05-25 20:21"	"Prep -20 Freezer #4 - Shelf 2 - BCA117"	"P1234"	"0"	"575331"	"elab JSP"	""	""	"Dissected"	"SO"	""
"7045403"	"U20332"	"U20332"	""	""	""	""	"2019-05-25 20:21"	"Prep -20 Freezer #4 - Shelf 2 - BCA117"	"P1234"	"0"	"575331"	"elab JSP"	""	""	"Dissected"	"SO"	""
"7045404"	"U20333"	"U20333"	""	""	""	""	"2019-05-25 20:21"	"Prep -20 Freezer #4 - Shelf 2 - BCA117"	"P1234"	"0"	"575331"	"elab JSP"	""	""	"Dissected"	"SO"	""
"7045407"	"U20334"	"U20334"	""	""	""	""	"2019-05-25 20:21"	"Prep -20 Freezer #4 - Shelf 2 - BCA117"	"P1234"	"0"	"575331"	"elab JSP"	""	""	"Dissected"	"SO"	""
"7045409"	"U20335"	"U20335"	""	""	""	""	"2019-05-25 20:21"	"Prep -20 Freezer #4 - Shelf 2 - BCA117"	"P1234"	"0"	"575331"	"elab JSP"	""	""	"Dissected"	"SO"	""
"7045412"	"U20336"	"U20336"	""	""	""	""	"2019-05-25 20:21"	"Prep -20 Freezer #4 - Shelf 2 - BCA117"	"P1234"	"0"	"575331"	"elab JSP"	""	""	"Dissected"	"SO"	""
"7045413"	"U20337"	"U20337"	""	""	""	""	"2019-05-25 20:21"	"Prep -20 Freezer #4 - Shelf 2 - BCA117"	"P1234"	"0"	"575331"	"elab JSP"	""	""	"Dissected"	"SO"	""
"7045416"	"U20338"	"U20338"	""	""	""	""	"2019-05-25 20:21"	"Prep -20 Freezer #4 - Shelf 2 - BCA117"	"P1234"	"0"	"575331"	"elab JSP"	""	""	"Dissected"	"SO"	""
"7045418"	"U20340"	"U20340"	""	""	""	""	"2019-05-25 20:21"	"Prep -20 Freezer #4 - Shelf 2 - BCA117"	"P1234"	"0"	"575331"	"elab JSP"	""	""	"Dissected"	"SO"	""
"7045419"	"U20339"	"U20339"	""	""	""	""	"2019-05-25 20:21"	"Prep -20 Freezer #4 - Shelf 2 - BCA117"	"P1234"	"0"	"575331"	"elab JSP"	""	""	"Dissected"	"SO"	""
"7045421"	"U20341"	"U20341"	""	""	""	""	"2019-05-25 20:21"	"Prep -20 Freezer #4 - Shelf 2 - BCA117"	"P1235"	"0"	"575334"	"elab JSP"	""	""	"Dissected"	"SO"	""
"7045422"	"U20342"	"U20342"	""	""	""	""	"2019-05-25 20:21"	"Prep -20 Freezer #4 - Shelf 2 - BCA117"	"P1235"	"0"	"575334"	"elab JSP"	""	""	"Dissected"	"SO"	""
"7045424"	"U20343"	"U20343"	""	""	""	""	"2019-05-25 20:21"	"Prep -20 Freezer #4 - Shelf 2 - BCA117"	"P1235"	"0"	"575334"	"elab JSP"	""	""	"Dissected"	"SO"	""
"7045427"	"U20344"	"U20344"	""	""	""	""	"2019-05-25 20:21"	"Prep -20 Freezer #4 - Shelf 2 - BCA117"	"P1235"	"0"	"575334"	"elab JSP"	""	""	"Dissected"	"SO"	""
"7045428"	"U20345"	"U20345"	""	""	""	""	"2019-05-25 20:21"	"Prep -20 Freezer #4 - Shelf 2 - BCA117"	"P1235"	"0"	"575334"	"elab JSP"	""	""	"Dissected"	"SO"	""
"7045431"	"U20346"	"U20346"	""	""	""	""	"2019-05-25 20:21"	"Prep -20 Freezer #4 - Shelf 2 - BCA117"	"P1235"	"0"	"575334"	"elab JSP"	""	""	"Dissected"	"SO"	""
"7045433"	"U20347"	"U20347"	""	""	""	""	"2019-05-25 20:21"	"Prep -20 Freezer #4 - Shelf 2 - BCA117"	"P1235"	"0"	"575334"	"elab JSP"	""	""	"Dissected"	"SO"	""
"7045434"	"U20348"	"U20348"	""	""	""	""	"2019-05-25 20:21"	"Prep -20 Freezer #4 - Shelf 2 - BCA117"	"P1235"	"0"	"575334"	"elab JSP"	""	""	"Dissected"	"SO"	""
"7045436"	"U20350"	"U20350"	""	""	""	""	"2019-05-25 20:21"	"Prep -20 Freezer #4 - Shelf 2 - BCA117"	"P1235"	"0"	"575334"	"elab JSP"	""	""	"Dissected"	"SO"	""
"7045437"	"U20349"	"U20349"	""	""	""	""	"2019-05-25 20:21"	"Prep -20 Freezer #4 - Shelf 2 - BCA117"	"P1235"	"0"	"575334"	"elab JSP"	""	""	"Dissected"	"SO"	""
"7046742"	"U20363"	"U20363"	""	"PI"	""	""	"2019-05-28 00:09"	"Prep -20 Freezer #4 - Shelf 2 - BCA121"	"P1237"	"3"	"575409"	"elab JSP"	""	""	""	""	""
"7046745"	"U20362"	"U20362"	""	"PI"	""	""	"2019-05-28 00:09"	"Prep -20 Freezer #4 - Shelf 2 - BCA121"	"P1237"	"2"	"575409"	"elab JSP"	""	""	""	""	""
"7046748"	"U20361"	"U20361"	""	"PI"	""	""	"2019-05-28 00:09"	"Prep -20 Freezer #4 - Shelf 2 - BCA121"	"P1237"	"1"	"575409"	"elab JSP"	""	""	""	""	""
"7046750"	"U20364"	"U20364"	""	"PI"	""	""	"2019-05-28 00:09"	"Prep -20 Freezer #4 - Shelf 2 - BCA121"	"P1237"	"4"	"575409"	"elab JSP"	""	""	""	""	""
"7046751"	"U20365"	"U20365"	""	"PI"	""	""	"2019-05-28 00:09"	"Prep -20 Freezer #4 - Shelf 2 - BCA121"	"P1237"	"5"	"575409"	"elab JSP"	""	""	""	""	""
"7046753"	"U20366"	"U20366"	""	"PI"	""	""	"2019-05-28 00:09"	"Prep -20 Freezer #4 - Shelf 2 - BCA121"	"P1237"	"6"	"575409"	"elab JSP"	""	""	""	""	""
"7046754"	"U20368"	"U20368"	""	"PI"	""	""	"2019-05-28 00:09"	"Prep -20 Freezer #4 - Shelf 2 - BCA121"	"P1237"	"8"	"575409"	"elab JSP"	""	""	""	""	""
"7046756"	"U20367"	"U20367"	""	"PI"	""	""	"2019-05-28 00:09"	"Prep -20 Freezer #4 - Shelf 2 - BCA121"	"P1237"	"7"	"575409"	"elab JSP"	""	""	""	""	""
"7046759"	"U20369"	"U20369"	""	"PI"	""	""	"2019-05-28 00:09"	"Prep -20 Freezer #4 - Shelf 2 - BCA121"	"P1237"	"9"	"575409"	"elab JSP"	""	""	""	""	""
"7046760"	"U20371"	"U20371"	""	"Originally identified as CU. Received motile licing in the field only"	""	""	"2019-05-28 00:09"	"Prep -20 Freezer #4 - Shelf 2 - BCA120"	"P1238B"	"0"	"651159"	"elab JSP"	""	""	""	"SO"	""
"7046762"	"U20370"	"U20370"	""	"PI"	""	""	"2019-05-28 00:09"	"Prep -20 Freezer #4 - Shelf 2 - BCA121"	"P1237"	"10"	"575409"	"elab JSP"	""	""	""	""	""
"7046763"	"U20372"	"U20372"	""	"CU"	""	""	"2019-05-28 00:09"	"Prep -20 Freezer #4 - Shelf 2 - BCA120"	"P1238"	"2"	"575412"	"elab JSP"	""	""	""	""	""
"7046765"	"U20373"	"U20373"	""	"CU"	""	""	"2019-05-28 00:09"	"Prep -20 Freezer #4 - Shelf 2 - BCA120"	"P1238"	"3"	"575412"	"elab JSP"	""	""	""	""	""
"7046768"	"U20374"	"U20374"	""	"CU"	""	""	"2019-05-28 00:09"	"Prep -20 Freezer #4 - Shelf 2 - BCA120"	"P1238"	"4"	"575412"	"elab JSP"	""	""	""	""	""
"7046769"	"U20381"	"U20381"	""	"SO"	""	""	"2019-05-28 00:09"	"Prep -20 Freezer #4 - Shelf 2 - BCA118"	"P1239"	"1"	"575415"	"elab JSP"	""	""	""	""	""
"7046775"	"U20401"	"U20401"	""	"SO"	""	""	"2019-05-28 00:09"	"Prep -20 Freezer #4 - Shelf 2 - BCA118"	"P1241"	"1"	"575421"	"elab JSP"	""	""	""	""	""
