ufn,cm_lab,cpaf_lab,caf_lab,cgf_lab,lgf_lab,laf_lab,lpaf_lab,lpam_lab,lam_lab,ucal_lab,ulep_lab,lab_count_no_id,lice_collection_protocol,lice_id_protocol_lab
U1197,0,0,0,0,0,0,0,0,0,0,0,13,labcount_2015,lportner
U1198,1,0,0,0,0,0,0,0,0,0,0,11,labcount_2015,lportner
U1199,0,0,0,0,0,0,0,0,0,0,0,4,labcount_2015,lportner
U1200,0,0,0,0,0,0,0,0,0,0,0,8,labcount_2015,lportner
U1205,0,0,0,0,0,0,0,0,0,0,0,12,labcount_2015,lportner
U1206,0,0,1,0,0,0,0,0,0,0,0,7,labcount_2015,lportner
U1207,0,0,0,0,0,0,0,0,0,0,0,9,labcount_2015,lportner
U1208,0,0,0,0,0,0,0,0,0,0,0,9,labcount_2015,lportner
U1212,0,0,0,0,0,0,0,0,0,0,0,10,labcount_2015,lportner
U1213,0,0,0,0,0,0,0,0,0,0,0,11,labcount_2015,lportner
U1214,1,0,0,0,0,0,0,0,0,0,0,11,labcount_2015,lportner
U1215,0,1,0,0,0,0,0,0,0,0,0,14,labcount_2015,lportner
U1216,0,0,0,0,0,0,0,0,0,0,0,3,labcount_2015,lportner
U1221,0,0,0,1,0,0,0,0,0,0,0,6,labcount_2015,lportner
U1222,0,0,0,0,0,0,0,0,0,0,0,2,labcount_2015,lportner
U1233,0,0,0,0,0,0,0,0,0,0,0,7,labcount_2015,lportner
U1239,0,0,0,0,0,0,0,0,0,0,0,10,labcount_2015,lportner
U1248,1,0,0,0,0,0,0,0,0,0,0,8,labcount_2015,lportner
U1254,0,1,0,0,0,0,0,0,0,0,0,1,labcount_2015,lportner
U1258,1,0,0,0,0,0,0,0,0,0,0,11,labcount_2015,lportner
U1264,0,0,0,0,0,0,0,0,0,0,0,7,labcount_2015,lportner
U1265,1,0,0,0,0,0,0,0,0,0,0,4,labcount_2015,lportner
U1268,0,0,0,0,0,0,0,0,0,0,0,5,labcount_2015,lportner
U1269,0,0,0,0,0,0,0,0,0,0,0,2,labcount_2015,lportner
U1270,1,0,0,0,0,0,0,0,0,0,0,3,labcount_2015,lportner
U1273,0,0,0,0,0,0,0,0,0,0,0,5,labcount_2015,lportner
U1274,0,0,0,0,0,0,0,0,0,0,0,4,labcount_2015,lportner
U1275,0,0,0,0,0,0,0,0,0,0,0,4,labcount_2015,lportner
U1278,0,0,0,0,0,0,0,0,0,0,0,10,labcount_2015,lportner
U1279,0,0,0,0,0,0,0,0,0,0,0,3,labcount_2015,lportner
U1280,0,1,0,0,0,0,0,0,0,0,0,10,labcount_2015,lportner
U1283,0,0,0,0,0,0,0,0,0,0,0,4,labcount_2015,lportner
U1284,0,0,0,0,0,0,0,0,0,0,0,6,labcount_2015,lportner
U1285,1,0,0,0,0,0,0,1,0,0,0,6,labcount_2015,lportner
U1286,0,0,0,0,0,0,0,0,0,0,0,6,labcount_2015,lportner
U1287,0,0,0,0,0,0,0,0,0,0,0,11,labcount_2015,lportner
U1288,0,0,0,0,0,0,0,0,0,0,0,2,labcount_2015,lportner
U1291,0,0,0,0,0,0,0,0,0,0,0,3,labcount_2015,lportner
U1292,0,1,0,0,0,0,0,0,0,0,0,10,labcount_2015,lportner
U1294,2,1,0,0,0,0,0,0,0,0,0,11,labcount_2015,lportner
U1295,1,0,0,0,0,0,0,0,0,0,0,9,labcount_2015,lportner
U1296,0,0,0,0,0,0,0,0,0,0,0,9,labcount_2015,lportner
U1301,0,0,0,0,0,0,0,0,0,0,0,8,labcount_2015,lportner
U1302,2,0,0,0,0,0,0,0,0,0,0,12,labcount_2015,lportner
U1303,1,0,0,0,0,0,0,0,0,0,0,4,labcount_2015,lportner
U1307,1,0,0,1,0,0,0,0,0,0,0,14,labcount_2015,lportner
U1308,0,0,0,0,0,0,0,0,0,0,0,5,labcount_2015,lportner
U1310,0,0,0,0,0,0,0,0,0,0,0,4,labcount_2015,lportner
U1311,0,0,0,0,0,0,0,0,0,0,0,3,labcount_2015,lportner
U1312,0,0,0,0,0,0,0,0,0,0,0,10,labcount_2015,lportner
U1313,0,0,0,0,0,0,0,0,0,0,0,7,labcount_2015,lportner
U1316,0,0,0,0,0,0,0,0,0,0,0,13,labcount_2015,lportner
U1326,0,0,0,0,0,0,0,0,0,1,0,9,labcount_2015,lportner
U1328,0,0,0,0,0,0,0,0,0,0,0,8,labcount_2015,lportner
U1330,1,0,0,0,0,0,0,0,0,0,0,14,labcount_2015,lportner
U1335,0,0,0,0,0,0,0,0,0,0,0,7,labcount_2015,lportner
U1336,0,1,0,0,0,0,0,0,0,0,0,6,labcount_2015,lportner
U1337,0,0,0,0,0,0,0,0,0,0,0,5,labcount_2015,lportner
U1338,0,1,0,0,0,0,0,0,0,0,0,15,labcount_2015,lportner
U1339,0,0,0,0,0,0,0,0,0,0,0,0,labcount_2015,lportner
U1340,0,0,0,0,0,0,0,0,0,0,0,0,labcount_2015,lportner
U1341,0,1,0,1,0,0,0,0,0,0,0,8,labcount_2015,lportner
U1342,0,0,0,0,0,0,0,0,0,0,0,4,labcount_2015,lportner
U1343,0,0,0,0,0,0,0,0,0,0,0,3,labcount_2015,lportner
U1349,2,1,0,0,0,0,0,0,0,0,0,22,labcount_2015,lportner
U1350,0,0,0,0,0,0,0,0,0,0,0,17,labcount_2015,lportner
U1353,2,1,0,0,0,0,0,0,0,0,0,11,labcount_2015,lportner
U1355,1,0,0,0,0,0,0,0,0,0,0,9,labcount_2015,lportner
U1356,0,0,0,0,0,0,0,0,0,0,0,8,labcount_2015,lportner
U1357,0,0,0,0,0,0,0,0,0,0,0,1,labcount_2015,lportner
U1362,0,0,1,0,0,0,0,0,0,0,0,12,labcount_2015,lportner
U1363,0,0,0,0,0,0,0,0,0,0,0,8,labcount_2015,lportner
U1364,0,1,0,0,0,0,0,0,0,0,0,3,labcount_2015,lportner
U1365,0,0,0,0,0,0,0,0,0,0,0,1,labcount_2015,lportner
U1366,0,0,0,0,0,0,0,0,0,0,0,2,labcount_2015,lportner
U1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,labcount_2015,NA
U2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,labcount_2015,NA
U11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,labcount_2015,NA
U12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,labcount_2015,NA
U3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,labcount_2015,NA
U13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,labcount_2015,NA
U4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,labcount_2015,NA
U14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,labcount_2015,NA
U15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,labcount_2015,NA
U5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,labcount_2015,NA
U32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,labcount_2015,NA
U8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,labcount_2015,NA
U21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,labcount_2015,NA
U31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,labcount_2015,NA
U16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,labcount_2015,NA
U7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,labcount_2015,NA
U22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,labcount_2015,NA
U9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,labcount_2015,NA
U33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,labcount_2015,NA
U34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,labcount_2015,NA
U23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,labcount_2015,NA
U24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,labcount_2015,NA
U36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,labcount_2015,NA
U41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,labcount_2015,NA
U25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,labcount_2015,NA
U35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,labcount_2015,NA
U10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,labcount_2015,NA
U17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,labcount_2015,NA
U42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,labcount_2015,NA
U43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,labcount_2015,NA
U18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,labcount_2015,NA
U26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,labcount_2015,NA
U27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,labcount_2015,NA
U45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,labcount_2015,NA
U46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,labcount_2015,NA
U37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,labcount_2015,NA
U38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,labcount_2015,NA
U62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,labcount_2015,NA
U28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,labcount_2015,NA
U29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,labcount_2015,NA
U30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,labcount_2015,NA
U40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,labcount_2015,NA
U51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,labcount_2015,NA
U49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,labcount_2015,NA
U50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,labcount_2015,NA
U19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,labcount_2015,NA
U47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,labcount_2015,NA
U48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,labcount_2015,NA
U52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,labcount_2015,NA
U61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,labcount_2015,NA
U53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,labcount_2015,NA
U54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,labcount_2015,NA
U63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,labcount_2015,NA
U71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,labcount_2015,NA
U72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,labcount_2015,NA
U73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,labcount_2015,NA
U64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,labcount_2015,NA
U55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,labcount_2015,NA
U56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,labcount_2015,NA
U58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,labcount_2015,NA
U65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,labcount_2015,NA
U66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,labcount_2015,NA
U57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,labcount_2015,NA
U74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,labcount_2015,NA
U75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,labcount_2015,NA
U20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,labcount_2015,NA
U103,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,labcount_2015,NA
U101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,labcount_2015,NA
U102,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,labcount_2015,NA
U60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,labcount_2015,NA
U77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,labcount_2015,NA
U76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,labcount_2015,NA
U81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,labcount_2015,NA
U59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,labcount_2015,NA
U68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,labcount_2015,NA
U70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,labcount_2015,NA
U91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,labcount_2015,NA
U92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,labcount_2015,NA
U69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,labcount_2015,NA
U79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,labcount_2015,NA
U80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,labcount_2015,NA
U78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,labcount_2015,NA
U95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,labcount_2015,NA
U93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,labcount_2015,NA
U94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,labcount_2015,NA
U96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,labcount_2015,NA
U97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,labcount_2015,NA
U98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,labcount_2015,NA
U83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,labcount_2015,NA
U85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,labcount_2015,NA
U82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,labcount_2015,NA
U84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,labcount_2015,NA
U111,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,labcount_2015,NA
U87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,labcount_2015,NA
U89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,labcount_2015,NA
U112,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,labcount_2015,NA
U86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,labcount_2015,NA
U88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,labcount_2015,NA
U90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,labcount_2015,NA
U106,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,labcount_2015,NA
U104,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,labcount_2015,NA
U107,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,labcount_2015,NA
U108,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,labcount_2015,NA
U115,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,labcount_2015,NA
U122,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,labcount_2015,NA
U113,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,labcount_2015,NA
U114,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,labcount_2015,NA
U116,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,labcount_2015,NA
U123,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,labcount_2015,NA
U105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,labcount_2015,NA
U121,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,labcount_2015,NA
U109,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,labcount_2015,NA
U117,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,labcount_2015,NA
U118,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,labcount_2015,NA
U124,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,labcount_2015,NA
U99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,labcount_2015,NA
U110,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,labcount_2015,NA
U119,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,labcount_2015,NA
U141,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,labcount_2015,NA
U142,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,labcount_2015,NA
U143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,labcount_2015,NA
U144,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,labcount_2015,NA
U120,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,labcount_2015,NA
U151,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,labcount_2015,NA
U152,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,labcount_2015,NA
U153,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,labcount_2015,NA
U132,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,labcount_2015,NA
U147,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,labcount_2015,NA
U149,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,labcount_2015,NA
U157,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,labcount_2015,NA
U131,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,labcount_2015,NA
U148,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,labcount_2015,NA
U150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,labcount_2015,NA
U145,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,labcount_2015,NA
U146,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,labcount_2015,NA
U156,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,labcount_2015,NA
U158,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,labcount_2015,NA
U125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,labcount_2015,NA
U154,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,labcount_2015,NA
U155,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,labcount_2015,NA
U133,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,labcount_2015,NA
U135,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,labcount_2015,NA
U136,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,labcount_2015,NA
U137,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,labcount_2015,NA
U138,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,labcount_2015,NA
U161,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,labcount_2015,NA
U162,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,labcount_2015,NA
U134,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,labcount_2015,NA
U159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,labcount_2015,NA
U160,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,labcount_2015,NA
U171,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,labcount_2015,NA
U163,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,labcount_2015,NA
U164,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,labcount_2015,NA
U165,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,labcount_2015,NA
U166,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,labcount_2015,NA
U183,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,labcount_2015,NA
U172,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,labcount_2015,NA
U174,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,labcount_2015,NA
U139,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,labcount_2015,NA
U140,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,labcount_2015,NA
U181,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,labcount_2015,NA
U182,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,labcount_2015,NA
U169,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,labcount_2015,NA
U187,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,labcount_2015,NA
U167,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,labcount_2015,NA
U168,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,labcount_2015,NA
U184,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,labcount_2015,NA
U185,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,labcount_2015,NA
U186,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,labcount_2015,NA
U126,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,labcount_2015,NA
U175,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,labcount_2015,NA
U176,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,labcount_2015,NA
U177,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,labcount_2015,NA
U170,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,labcount_2015,NA
U188,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,labcount_2015,NA
U191,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,labcount_2015,NA
U189,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,labcount_2015,NA
U178,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,labcount_2015,NA
U179,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,labcount_2015,NA
U195,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,labcount_2015,NA
U204,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,labcount_2015,NA
U192,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,labcount_2015,NA
U193,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,labcount_2015,NA
U194,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,labcount_2015,NA
U180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,labcount_2015,NA
U201,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,labcount_2015,NA
U202,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,labcount_2015,NA
U203,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,labcount_2015,NA
U198,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,labcount_2015,NA
U199,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,labcount_2015,NA
U205,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,labcount_2015,NA
U206,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,labcount_2015,NA
U211,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,labcount_2015,NA
U212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,labcount_2015,NA
U196,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,labcount_2015,NA
U190,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,labcount_2015,NA
U197,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,labcount_2015,NA
U210,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,labcount_2015,NA
U200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,labcount_2015,NA
U213,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,labcount_2015,NA
U214,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,labcount_2015,NA
U215,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,labcount_2015,NA
U231,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,labcount_2015,NA
U232,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,labcount_2015,NA
U216,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,labcount_2015,NA
U217,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,labcount_2015,NA
U233,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,labcount_2015,NA
U127,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,labcount_2015,NA
U207,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,labcount_2015,NA
U208,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,labcount_2015,NA
U209,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,labcount_2015,NA
U241,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,labcount_2015,NA
U234,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,labcount_2015,NA
U235,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,labcount_2015,NA
U219,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,labcount_2015,NA
U220,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,labcount_2015,NA
U218,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,labcount_2015,NA
U128,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,labcount_2015,NA
U242,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,labcount_2015,NA
U243,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,labcount_2015,NA
U244,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,labcount_2015,NA
U236,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,labcount_2015,NA
U237,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,labcount_2015,NA
U238,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,labcount_2015,NA
U239,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,labcount_2015,NA
U221,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,labcount_2015,NA
U222,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,labcount_2015,NA
U263,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,labcount_2015,NA
