ufn,cm_lab,cpaf_lab,caf_lab,cgf_lab,lgf_lab,laf_lab,lpaf_lab,lpam_lab,lam_lab,ucal_lab,ulep_lab,lab_count_no_id,lice_collection_protocol,lice_id_protocol_lab
U2095,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U2096,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U2097,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U2089,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U2090,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U2091,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U2093,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U2026,1,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U2027,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U2028,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U2113,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U2114,0,0,0,2,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U2115,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U2100,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U2104,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U2116,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U2117,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U2098,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U2099,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U2118,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U2119,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U2120,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U2131,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U2132,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U2133,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U2101,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U2102,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U2105,1,0,0,1,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U2106,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U2107,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U2103,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U2134,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U2135,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U2030,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U2041,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U2042,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U2043,2,1,0,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U2169,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U2110,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U2161,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U2162,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U2163,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U2164,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U2165,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U2166,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U2167,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U2168,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U2141,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U2142,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U2143,1,0,1,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U2144,0,1,0,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U2136,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U2137,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U2138,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U2139,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U2140,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U2152,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U2153,0,1,0,0,0,0,0,1,0,0,0,NA,lab_motiles,lab_motiles
U2154,1,0,0,1,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U2155,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U2151,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U2108,1,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U2109,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U2145,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U2146,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U2175,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U2176,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U2177,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U2178,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U2179,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U2180,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U2201,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U2202,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U2203,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U2204,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U2170,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U2171,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U2172,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U2173,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U2174,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U2221,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U2222,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U2223,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U2224,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U2225,2,0,0,1,0,0,0,0,0,1,0,NA,lab_motiles,lab_motiles
U2226,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U2227,1,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U2228,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U2229,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U2230,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U2147,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U2148,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U2205,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U2206,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U2149,1,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U2150,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U2181,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U2182,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U2207,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U2208,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U2209,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U2210,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U2211,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U2212,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U2213,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U2231,1,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U2232,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U2233,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U2234,0,1,0,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U2235,1,1,0,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U2236,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U2237,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U2238,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U2239,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U2240,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U2044,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U2045,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U2046,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U2047,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U2156,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U2157,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U2158,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U2048,0,2,0,1,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U2049,0,0,0,1,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U2214,0,1,0,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U2215,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U2216,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U2217,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U2218,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U2219,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U2220,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U2241,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U2242,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U2243,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U2244,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U2245,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U2188,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U2183,1,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U2184,0,0,0,1,0,0,0,1,0,0,0,NA,lab_motiles,lab_motiles
U2185,0,0,1,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U2186,1,0,2,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U2187,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U2189,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U2246,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U2247,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U2248,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U2249,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U2250,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U2251,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U2252,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U2253,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U2254,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U2255,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U2271,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U2190,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U2291,0,1,0,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U2292,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U2293,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U2294,1,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U2295,0,0,1,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U2296,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U2297,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U2298,1,0,1,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U2299,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U2272,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U2273,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U2274,0,0,0,1,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U2275,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U2276,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U2277,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U2278,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U2279,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U2280,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U2316,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U2317,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U2319,0,1,0,0,0,0,0,0,1,0,0,NA,lab_motiles,lab_motiles
U2320,1,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U2321,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U2322,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U2323,1,1,0,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U2324,1,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U2401,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U2402,0,1,0,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U2403,0,1,0,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U2404,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U2405,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U2406,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U2407,1,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U2408,0,1,0,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U2409,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U2410,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U2305,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U2306,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U2307,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U2308,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U2309,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U2310,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U2311,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U2312,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U2313,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U2314,0,0,0,0,0,0,0,0,1,0,0,NA,lab_motiles,lab_motiles
U2256,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U2257,1,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U2258,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U2259,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U2260,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U2300,0,1,0,0,0,0,0,0,0,1,0,NA,lab_motiles,lab_motiles
U2411,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U2412,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U2413,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U2414,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U2415,0,1,0,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U2416,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U2301,0,1,0,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U2302,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U2303,0,1,0,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U2304,1,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U2325,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U2326,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U2327,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U2328,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U2329,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U2330,1,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U2331,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U2332,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U2417,0,0,0,1,0,0,0,1,0,0,0,NA,lab_motiles,lab_motiles
U2334,0,1,0,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U2418,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U2333,0,0,0,0,0,0,1,0,0,0,0,NA,lab_motiles,lab_motiles
U2335,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U2336,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U2337,1,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U2420,0,1,0,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U2421,0,1,1,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U2422,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U2419,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U2338,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U2339,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U2340,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U2341,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U2342,1,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U2343,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U2344,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U2345,1,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U2346,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U2347,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U2348,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U2427,0,0,1,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U2423,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U2424,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U2430,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U2425,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U2426,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U2428,0,0,1,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U2429,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U2349,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U2350,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U2351,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U2352,0,0,0,0,0,0,0,0,0,1,0,NA,lab_motiles,lab_motiles
U2353,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U2354,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U2355,1,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U2159,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U2160,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U2261,1,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U2262,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U2431,0,0,0,0,0,0,0,0,0,1,0,NA,lab_motiles,lab_motiles
U2432,0,0,1,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U2433,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U2434,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U2359,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U2360,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U2356,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U2357,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U2358,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U2361,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U2362,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U2363,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U2435,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U2436,1,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U2437,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U2438,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U2439,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U2364,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U2365,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U2366,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U2367,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U2368,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U2369,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U2370,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U2371,1,0,1,1,0,0,0,1,0,0,0,NA,lab_motiles,lab_motiles
U2372,2,1,0,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U2373,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U2374,2,0,1,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U2375,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U2376,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U2377,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U2441,1,0,1,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U2442,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U2443,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U2444,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U2445,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U2446,1,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U2447,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U2448,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U2449,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U2450,1,0,1,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U2263,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U2264,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U2378,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U2379,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U2380,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U2451,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U2452,0,0,0,1,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U2453,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U2383,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U2384,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U2385,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U2386,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U2387,0,1,0,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U2388,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U2381,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
U2382,0,0,0,0,0,0,0,0,0,0,0,NA,lab_motiles,lab_motiles
