sample_id,stock_1,region_1,prob_1,stock_2,region_2,prob_2,stock_3,region_3,prob_3,stock_4,region_4,prob_4,stock_5,region_5,prob_5
SDN437,Chilko,3,0.55,Paula,1,0.39,Rossette,1,0.02,L_Adams,4,0.01,Sandpoint,1,0.01
DS00504,L_Adams,4,0.54,Wasko_Cr,3,0.24,Little,4,0.13,Chilko,3,0.06,Horsefly,3,0.01
SDN447,L_Adams,4,0.36,Chilko,3,0.23,Raft,2,0.18,Fennell,2,0.11,Thompson_N,2,0.09
DS00502,L_Shuswap,4,0.88,L_Adams,4,0.07,Little,4,0.04,MiddleShuswap,4,0.01,Scotch,2,0
DS00501,Horsefly,3,0.71,Wasko_Cr,3,0.15,L_Adams,4,0.13,McKinley,3,0.01,L_Horsefly,3,0
DS00508,L_Shuswap,4,0.49,Scotch,2,0.25,L_Adams,4,0.22,Little,4,0.04,MiddleShuswap,4,0
DS00506,L_Shuswap,4,0.98,Little,4,0.01,MiddleShuswap,4,0,L_Adams,4,0,NA,NA,NA
DS00507,Chilko,3,1,L_Adams,4,0,Stellako,3,0,NA,NA,NA,NA,NA,NA
DS00505,Horsefly,3,0.98,McKinley,3,0.01,L_Shuswap,4,0,Little,4,0,L_Adams,4,0
DS00509,L_Shuswap,4,0.67,L_Adams,4,0.27,Little,4,0.03,MiddleShuswap,4,0.01,Eagle_L,4,0.01
SDN438,Chilko,3,0.99,L_Adams,4,0.01,Chilko-North,3,0,Portage_Cr,4,0,Chilko_south,2,0
JS00863,MiddleShuswap,4,0.95,L_Shuswap,4,0.03,Chilko,3,0.01,L_Adams,4,0.01,Seymour,2,0
DS01051,Fennell,2,0.99,Chilko,3,0,Chilko_south,2,0,L_Adams,4,0,Tachie,3,0
SDN439,Chilko,3,0.97,Chilko-North,3,0.03,L_Adams,4,0,NA,NA,NA,NA,NA,NA
JS00337,Chilko,3,0.8,Little,4,0.12,Tachie,3,0.04,McKinley,3,0.02,Sandpoint,1,0.01
JS00331,Quesnel_Horsef,3,0.85,U_Horsefly,3,0.11,Little,4,0.01,Horsefly,3,0.01,McKinley,3,0.01
JS00332,Quesnel_Horsef,3,0.75,U_Horsefly,3,0.15,Horsefly,3,0.06,McKinley,3,0.02,Tachie,3,0.01
JS00334,Little,4,0.64,L_Adams,4,0.18,Scotch,2,0.1,Horsefly,3,0.02,Chilko,3,0.01
DS00349,L_Shuswap,4,0.96,MiddleShuswap,4,0.04,Little,4,0,L_Adams,4,0,NA,NA,NA
DS00353,Seymour,2,1,Scotch,2,0,Eagle,2,0,L_Shuswap,4,0,NA,NA,NA
DS00359,Horsefly,3,0.42,U_Horsefly,3,0.28,Quesnel_Horsef,3,0.21,Little,4,0.04,Chilko,3,0.02
DS00347,L_Shuswap,4,1,MiddleShuswap,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
SDN440,Mitchell,3,0.91,Quesnel_Mitche,3,0.08,Blue_Lead_Ck,3,0,Chilko,3,0,Roaring,3,0
DS00352,Roaring,3,1,U_Horsefly,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
DS00343,L_Adams,4,0.61,Little,4,0.25,L_Shuswap,4,0.13,Portage_Cr,4,0.01,MiddleShuswap,4,0.01
JS00821,Quesnel_Horsef,3,0.58,Horsefly,3,0.12,Seymour,2,0.09,M_Horsefly,3,0.08,Chilko,3,0.07
JS00823,Kynock,1,0.26,Porter_Cr,1,0.14,Rossette,1,0.13,Gluskie,1,0.08,Sandpoint,1,0.08
JS00824,L_Shuswap,4,0.62,L_Adams,4,0.36,MiddleShuswap,4,0.02,Quesnel_Horsef,3,0,Seymour,2,0
JS00822,Chilko,3,0.74,L_Adams,4,0.18,Chilko_south,2,0.06,Quesnel_Horsef,3,0.01,Seymour,2,0
JS00864,Chilko,3,0.53,Quesnel_Horsef,3,0.2,L_Adams,4,0.19,McKinley,3,0.03,M_Horsefly,3,0.02
JS00861,MiddleShuswap,4,0.92,L_Shuswap,4,0.07,L_Adams,4,0.01,NA,NA,NA,NA,NA,NA
JS00866,MiddleShuswap,4,0.83,L_Shuswap,4,0.17,L_Adams,4,0,NA,NA,NA,NA,NA,NA
SDN480,Chilko,3,1,Thompson_N,2,0,Quesnel_Horsef,3,0,Horsefly,3,0,NA,NA,NA
DS01056,MiddleShuswap,4,0.98,L_Adams,4,0.01,Little,4,0.01,Chilko,3,0,Seymour,2,0
DS01058,MiddleShuswap,4,0.77,L_Adams,4,0.21,Little,4,0.02,Eagle_L,4,0,Horsefly,3,0
DS01052,MiddleShuswap,4,0.98,L_Adams,4,0.02,Little,4,0,NA,NA,NA,NA,NA,NA
JS00336,L_Shuswap,4,0.99,MiddleShuswap,4,0.01,L_Adams,4,0,Little,4,0,NA,NA,NA
JS00335,Scotch,2,0.92,Seymour,2,0.06,Eagle,2,0.01,U_Horsefly,3,0,Quesnel_Horsef,3,0
JS00338,Little,4,0.73,L_Adams,4,0.15,Tachie,3,0.04,Pinchi_Cr,3,0.02,L_Shuswap,4,0.01
JS00339,Chilko,3,0.88,Quesnel_Horsef,3,0.06,U_Horsefly,3,0.02,L_Shuswap,4,0.02,Horsefly,3,0.01
JS00333,L_Shuswap,4,0.96,L_Adams,4,0.02,Little,4,0.01,MiddleShuswap,4,0.01,Tachie,3,0
SDN481,Chilko,3,0.87,Quesnel_Horsef,3,0.07,Chilko_south,2,0.02,Blackwater,1,0.02,Kynock,1,0
DS00575,L_Adams,4,0.93,L_Shuswap,4,0.04,Seymour,2,0.02,Portage_Cr,4,0.01,MiddleShuswap,4,0
DS00342,Little,4,0.63,Horsefly,3,0.15,L_Adams,4,0.08,Quesnel_Horsef,3,0.04,Roaring,3,0.03
DS00354,L_Shuswap,4,0.31,L_Adams,4,0.2,Seymour,2,0.19,Little,4,0.18,MiddleShuswap,4,0.04
DS00337,L_Adams,4,0.43,L_Shuswap,4,0.3,Little,4,0.2,MiddleShuswap,4,0.06,Portage_Cr,4,0
DS00351,Seymour,2,0.48,L_Adams,4,0.27,L_Shuswap,4,0.2,Little,4,0.04,MiddleShuswap,4,0
SDN482,Chilko,3,0.94,Mitchell,3,0.02,Thompson_N,2,0.01,Roaring,3,0.01,Chilko_south,2,0
JS00825,Quesnel_Horsef,3,0.84,M_Horsefly,3,0.11,Horsefly,3,0.04,Quesnel_Decept,3,0.01,Roaring,3,0
JS00830,L_Adams,4,0.88,L_Shuswap,4,0.1,Chilko,3,0.01,Eagle_L,4,0,Chilko_south,2,0
DS00487,L_Shuswap,4,0.97,L_Adams,4,0.02,Little,4,0,MiddleShuswap,4,0,Horsefly,3,0
DS00488,L_Shuswap,4,1,MiddleShuswap,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
DS00607,L_Adams,4,0.56,L_Shuswap,4,0.39,Little,4,0.02,Portage_Cr,4,0.02,Chilko,3,0
DS00606,L_Adams,4,0.75,L_Shuswap,4,0.21,Little,4,0.02,MiddleShuswap,4,0.01,Scotch,2,0.01
SDN483,Chilko,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DS00807,L_Shuswap,4,0.95,Scotch,2,0.04,Little,4,0.01,L_Adams,4,0,Seymour,2,0
DS00805,L_Shuswap,4,0.88,L_Adams,4,0.07,Chilko-North,3,0.03,Eagle_L,4,0.01,Chilko,3,0
DS00810,Scotch,2,0.59,L_Shuswap,4,0.3,L_Adams,4,0.09,Little,4,0.02,Seymour,2,0
DS00808,Quesnel_Horsef,3,0.53,L_Adams,4,0.2,L_Shuswap,4,0.13,McKinley,3,0.04,Little,4,0.03
SDN484,Birkenhead,3,1,Pitt,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
JS00135,Stellako,3,0.99,Nadina,2,0,Porter_Cr,1,0,Forfar,1,0,Pinchi_Cr,3,0
JS00132,Nadina,2,0.55,Chilko,3,0.37,Horsefly,3,0.03,Forfar,1,0.01,Little,4,0.01
JS00131,Nimpkish,7,0.65,Vernon,7,0.35,NA,NA,NA,NA,NA,NA,NA,NA,NA
DS00577,L_Shuswap,4,0.82,Little,4,0.1,L_Adams,4,0.08,MiddleShuswap,4,0.01,Portage_Cr,4,0
DS00586,Seymour,2,0.99,L_Adams,4,0,Little,4,0,Eagle,2,0,Scotch,2,0
SDN499,Chilko,3,0.9,Quesnel_Horsef,3,0.04,Thompson_N,2,0.03,Chilko_south,2,0,Raft,2,0
SDN500,Gates_Cr,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DS00585,L_Adams,4,0.44,Seymour,2,0.3,Little,4,0.15,L_Shuswap,4,0.1,MiddleShuswap,4,0
SDN448,Horsefly,3,0.97,L_Adams,4,0.02,McKinley,3,0,U_Horsefly,3,0,Middle,3,0
DS00594,L_Shuswap,4,0.25,Kuzkwa_Cr,3,0.24,L_Adams,4,0.17,Little,4,0.05,Quesnel_Mitche,3,0.04
DS00587,L_Adams,4,0.64,Little,4,0.2,L_Shuswap,4,0.13,Quesnel_Horsef,3,0.01,MiddleShuswap,4,0
DS00595,Chilko,3,0.96,Roaring,3,0.03,Horsefly,3,0,Quesnel_Horsef,3,0,Chilko-North,3,0
DS00340,Chilko,3,0.97,L_Adams,4,0.02,L_Shuswap,4,0,U_Horsefly,3,0,Middle,3,0
DS00355,Middle,3,0.34,L_Shuswap,4,0.28,Tachie,3,0.14,L_Adams,4,0.1,Kuzkwa_Cr,3,0.07
DS00360,Middle,3,0.37,Kuzkwa_Cr,3,0.26,Tachie,3,0.23,Pinchi_Cr,3,0.03,FiveMile,1,0.03
DS00341,Chilko,3,0.99,L_Adams,4,0,Chilko_south,2,0,L_Shuswap,4,0,Tachie,3,0
DS00348,L_Adams,4,0.72,Little,4,0.07,Roaring,3,0.06,L_Shuswap,4,0.04,Chilko,3,0.04
SDN449,Gates_Cr,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DS00350,Chilko,3,0.5,L_Adams,4,0.25,Little,4,0.18,Roaring,3,0.05,Middle,3,0.01
DS00346,Roaring,3,0.77,Quesnel_Mitche,3,0.2,Quesnel_Horsef,3,0.02,Horsefly,3,0.01,Wasko_Cr,3,0
JS00826,L_Adams,4,0.91,Seymour,2,0.07,L_Shuswap,4,0.01,Portage_Cr,4,0,Eagle_L,4,0
JS00827,L_Shuswap,4,0.99,L_Adams,4,0.01,MiddleShuswap,4,0,Seymour,2,0,NA,NA,NA
JS00819,Mitchell,3,0.92,Quesnel_Horsef,3,0.04,Quesnel_Decept,3,0.02,Roaring,3,0.01,Wasko_Cr,3,0.01
JS00828,Chilko,3,0.92,Pinchi_Cr,3,0.03,Chilko_south,2,0.01,L_Adams,4,0.01,Quesnel_Horsef,3,0.01
DS00489,Scotch,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DS00481,L_Shuswap,4,0.78,L_Adams,4,0.18,Little,4,0.03,MiddleShuswap,4,0.01,Horsefly,3,0
DS00485,L_Adams,4,0.94,L_Shuswap,4,0.06,Scotch,2,0,Little,4,0,Hugh_Smith,20,0
DS00608,L_Adams,4,0.83,L_Shuswap,4,0.11,Little,4,0.06,Eagle_L,4,0,MiddleShuswap,4,0
SDN450,L_Adams,4,0.7,Horsefly,3,0.29,Chilko,3,0.01,Eagle_L,4,0,Stellako,3,0
DS00604,L_Adams,4,0.93,Horsefly,3,0.04,Scotch,2,0.02,Wasko_Cr,3,0.01,Little,4,0.01
DS00602,Scotch,2,0.97,L_Adams,4,0.02,L_Shuswap,4,0,Little,4,0,Seymour,2,0
DS00356,Middle,3,0.3,FiveMile,1,0.28,Kynock,1,0.09,Sinta,1,0.08,Tachie,3,0.05
DS00357,Little,4,0.85,L_Adams,4,0.12,Fennell,2,0.02,L_Shuswap,4,0,Chilko,3,0
DS00490,L_Shuswap,4,0.82,L_Adams,4,0.09,Scotch,2,0.07,Little,4,0.01,MiddleShuswap,4,0
DS00482,L_Shuswap,4,1,L_Adams,4,0,MiddleShuswap,4,0,NA,NA,NA,NA,NA,NA
DS00603,Nahatlatch,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DS00605,Scotch,2,0.94,L_Adams,4,0.04,L_Shuswap,4,0.01,Little,4,0,Eagle_L,4,0
SDN451,Horsefly,3,0.76,L_Adams,4,0.24,Middle,3,0,Seymour,2,0,Porter_Cr,1,0
JS00123,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SDN452,Chilko,3,0.95,Horsefly,3,0.02,Middle,3,0.01,Blackwater,1,0.01,Gluskie,1,0
JS00124,L_Shuswap,4,0.73,Little,4,0.26,Chilko,3,0.01,L_Adams,4,0,MiddleShuswap,4,0
JS00122,Chilko,3,0.99,Horsefly,3,0.01,U_Horsefly,3,0.01,Stellako,3,0,NA,NA,NA
DS00483,L_Shuswap,4,0.83,L_Adams,4,0.11,Chilko,3,0.04,Little,4,0.01,MiddleShuswap,4,0
DS00486,Horsefly,3,0.78,L_Adams,4,0.15,Little,4,0.04,Portage_Cr,4,0.01,McKinley,3,0.01
DS00484,L_Shuswap,4,0.91,L_Adams,4,0.06,Little,4,0.02,MiddleShuswap,4,0.01,Scotch,2,0
SDN457,Quesnel_Horsef,3,0.4,Chilko,3,0.17,Little,4,0.16,Stellako,3,0.15,Thompson_N,2,0.04
DS00609,L_Adams,4,0.5,Little,4,0.28,L_Shuswap,4,0.15,Scotch,2,0.05,Portage_Cr,4,0.01
DS00610,Chilko,3,0.97,L_Adams,4,0.02,Little,4,0,Horsefly,3,0,NA,NA,NA
DS00601,L_Shuswap,4,0.99,MiddleShuswap,4,0,L_Adams,4,0,Little,4,0,NA,NA,NA
SDN458,Gates_Cr,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DS00803,Little,4,0.62,L_Adams,4,0.34,L_Shuswap,4,0.03,McKinley,3,0,Eagle_L,4,0
DS00804,L_Shuswap,4,0.97,Scotch,2,0.02,MiddleShuswap,4,0,Seymour,2,0,Little,4,0
SDN459,Blackwater,1,0.39,Hudson_Bay,1,0.2,Sandpoint,1,0.17,Kynock,1,0.16,Paula,1,0.03
DS00806,L_Shuswap,4,0.86,L_Adams,4,0.06,Little,4,0.06,MiddleShuswap,4,0.01,Scotch,2,0
DS00809,L_Shuswap,4,0.86,L_Adams,4,0.12,Little,4,0.02,Eagle_L,4,0,MiddleShuswap,4,0
DS00801,Scotch,2,0.99,Seymour,2,0.01,Little,4,0,L_Shuswap,4,0,L_Adams,4,0
DS00802,Scotch,2,1,Seymour,2,0,Eagle,2,0,NA,NA,NA,NA,NA,NA
SDN461,Stellako,3,0.99,Blackwater,1,0,Hudson_Bay,1,0,Tachie,3,0,Chilko,3,0
SDN1298,Chilko,3,0.79,L_Adams,4,0.13,Chilko_south,2,0.06,Quesnel_Horsef,3,0.01,Quesnel_Decept,3,0
SDN1299,Pitt,2,0.78,Portage_Cr,4,0.13,L_Adams,4,0.07,Seymour,2,0.01,Amback,18,0
SDN1300,Chilko,3,0.99,Chilko_south,2,0.01,L_Adams,4,0,Seymour,2,0,Scotch,2,0
SDN1301,Chilko,3,0.48,Middle,3,0.46,Porter_Cr,1,0.02,Kuzkwa_Cr,3,0.01,Hudson_Bay,1,0.01
SDN1305,Middle,3,1,Kuzkwa_Cr,3,0,Sandpoint,1,0,Bivouac,1,0,NA,NA,NA
SDN1306,U_Horsefly,3,0.89,L_Adams,4,0.07,Horsefly,3,0.01,Chilko,3,0.01,L_Horsefly,3,0.01
SDN1307,U_Horsefly,3,0.98,Horsefly,3,0.01,Chilko,3,0.01,L_Horsefly,3,0,McKinley,3,0
SDN1308,Chilko,3,0.97,Middle,3,0.01,L_Adams,4,0.01,Gluskie,1,0.01,Chilko-North,3,0.01
SDN1309,Middle,3,0.99,Chilko,3,0.01,Tachie,3,0,NA,NA,NA,NA,NA,NA
SDN1310,Chilko,3,1,U_Horsefly,3,0,Chilko_south,2,0,NA,NA,NA,NA,NA,NA
SDN462,Paula,1,0.38,Kuzkwa_Cr,3,0.12,Pinchi_Cr,3,0.1,Middle,3,0.08,Tachie,3,0.05
SDN465,Horsefly,3,1,Quesnel_Horsef,3,0,U_Horsefly,3,0,L_Horsefly,3,0,NA,NA,NA
SDN466,Middle,3,0.49,Stellako,3,0.26,Blackwater,1,0.08,Gluskie,1,0.06,Porter_Cr,1,0.06
SDN467,Chilko,3,0.97,L_Adams,4,0.03,Kynock,1,0,NA,NA,NA,NA,NA,NA
SDN468,Chilko,3,0.96,Stellako,3,0.03,Horsefly,3,0.01,L_Adams,4,0,Middle,3,0
SDN469,Middle,3,0.43,Blackwater,1,0.17,Porter_Cr,1,0.14,Stellako,3,0.12,Kynock,1,0.06
SDN470,Tachie,3,0.62,Paula,1,0.28,Rossette,1,0.02,Sandpoint,1,0.02,Gluskie,1,0.02
SDN471,L_Adams,4,0.67,Raft,2,0.14,Chilko,3,0.11,Thompson_N,2,0.04,Little,4,0.02
SDN472,Mitchell,3,0.98,Quesnel_Mitche,3,0.02,NA,NA,NA,NA,NA,NA,NA,NA,NA
SDN485,Chilko,3,0.8,L_Adams,4,0.17,Little,4,0.04,Portage_Cr,4,0,Chilko-North,3,0
SDN463,Chilko,3,0.9,Thompson_N,2,0.1,Chilko_south,2,0,Horsefly,3,0,NA,NA,NA
SDN464,Thompson_N,2,0.94,Raft,2,0.03,Chilko,3,0.02,Quesnel_Horsef,3,0.01,Stellako,3,0
SDN464,Chilko,3,0.61,Gluskie,1,0.21,L_Adams,4,0.1,Dust,1,0.07,Blackwater,1,0.01
SDN473,Middle,3,0.65,Blackwater,1,0.17,Porter_Cr,1,0.07,Stellako,3,0.04,Kynock,1,0.04
SDN474,Gluskie,1,0.99,Forfar,1,0,L_Adams,4,0,Porter_Cr,1,0,Middle,3,0
SDN475,Chilko,3,0.95,L_Adams,4,0.03,Middle,3,0.01,Stellako,3,0.01,Kynock,1,0
SDN476,Chilko,3,1,Horsefly,3,0,L_Adams,4,0,NA,NA,NA,NA,NA,NA
SDN477,Gluskie,1,0.52,Porter_Cr,1,0.18,Blackwater,1,0.13,Kynock,1,0.09,Chilko,3,0.03
SDN478,L_Adams,4,0.5,Tachie,3,0.41,Birkenhead,3,0.03,L_Shuswap,4,0.02,Little,4,0.01
SDN479,Chilko,3,0.78,L_Adams,4,0.09,Scotch,2,0.05,Tachie,3,0.03,Chilko-North,3,0.02
SDN486,Chilko,3,0.5,L_Adams,4,0.26,Scotch,2,0.07,Little,4,0.03,Raft,2,0.02
SDN488,Paula,1,0.77,Sandpoint,1,0.07,Rossette,1,0.05,Hudson_Bay,1,0.03,L_Adams,4,0.03
SDN489,Chilko,3,0.98,Chilko_south,2,0.01,Stellako,3,0.01,Kynock,1,0,NA,NA,NA
SDN490,Quesnel_Horsef,3,0.97,U_Horsefly,3,0.01,Horsefly,3,0.01,Thompson_N,2,0,L_Horsefly,3,0
SDN491,Chilko,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SDN492,Chilko,3,0.97,Quesnel_Horsef,3,0.01,Sandpoint,1,0,Raft,2,0,Stellako,3,0
SDN501,Chilko,3,1,Blackwater,1,0,Chilko_south,2,0,Sandpoint,1,0,Paula,1,0
SDN502,Chilko,3,1,Chilko_south,2,0,Blackwater,1,0,Forfar,1,0,Felix,1,0
SDN503,Chilko,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SDN504,Middle,3,0.65,Chilko,3,0.33,Stellako,3,0.01,Tachie,3,0,Rossette,1,0
SDN493,Scotch,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SDN494,Chilko,3,0.97,Chilko-North,3,0.03,Tachie,3,0.01,L_Adams,4,0,NA,NA,NA
SDN495,Chilko,3,1,Sandpoint,1,0,Weaver,4,0,NA,NA,NA,NA,NA,NA
SDN497,Chilko,3,0.79,Quesnel_Horsef,3,0.08,Stellako,3,0.06,Thompson_N,2,0.03,Weaver,4,0.02
SDN498,Chilko,3,1,Stellako,3,0,Horsefly,3,0,NA,NA,NA,NA,NA,NA
SDN505,Chilko,3,1,Chilko_south,2,0,Thompson_N,2,0,NA,NA,NA,NA,NA,NA
SDN506,Birkenhead,3,1,Blackwater,1,0,Hudson_Bay,1,0,NA,NA,NA,NA,NA,NA
SDN507,Chilko,3,0.97,Weaver,4,0.03,Chilko_south,2,0,Thompson_N,2,0,NA,NA,NA
SDN508,Middle,3,0.65,Stellako,3,0.32,Tachie,3,0.01,Kuzkwa_Cr,3,0.01,Pinchi_Cr,3,0
SDN509,Chilko,3,0.42,Eagle_L,4,0.1,Little,4,0.08,Thompson_N,2,0.07,U_Adams,2,0.06
SDN510,Quesnel_Horsef,3,0.67,U_Horsefly,3,0.2,McKinley,3,0.09,Little,4,0.02,Horsefly,3,0.01
SDN511,Mitchell,3,0.96,Quesnel_Mitche,3,0.04,Roaring,3,0,Blue_Lead_Ck,3,0,NA,NA,NA
SDN512,Tachie,3,0.98,Middle,3,0.01,Hudson_Bay,1,0,Forfar,1,0,Kuzkwa_Cr,3,0
SDN521,Chilko,3,0.97,Chilko-North,3,0.03,L_Adams,4,0,Fennell,2,0,Raft,2,0
SDN522,Middle,3,0.81,Dust,1,0.11,Stellako,3,0.06,Horsefly,3,0.01,Gluskie,1,0
SDN523,Woss_Lake,7,0.97,Nimpkish,7,0.03,NA,NA,NA,NA,NA,NA,NA,NA,NA
SDN524,Woss_Lake,7,0.98,Nimpkish,7,0.02,Vernon,7,0,NA,NA,NA,NA,NA,NA
SDN525,Woss_Lake,7,0.99,Nimpkish,7,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA
SDN526,Woss_Lake,7,0.94,Nimpkish,7,0.06,NA,NA,NA,NA,NA,NA,NA,NA,NA
SDN513,Pitt,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SDN514,Tachie,3,0.98,Chilko,3,0.01,Stellako,3,0,Middle,3,0,Pinchi_Cr,3,0
SDN515,L_Adams,4,0.9,Chilko,3,0.08,Portage_Cr,4,0.01,L_Shuswap,4,0.01,Little,4,0
SDN516,Mitchell,3,0.89,Quesnel_Mitche,3,0.1,Roaring,3,0,Blue_Lead_Ck,3,0,NA,NA,NA
SDN527,Chilko,3,0.87,Chilko-North,3,0.04,Paula,1,0.03,Tachie,3,0.03,Raft,2,0.02
SDN528,Woss_Lake,7,0.99,Nimpkish,7,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA
SDN529,Woss_Lake,7,1,Nimpkish,7,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
SDN530,Woss_Lake,7,1,Nimpkish,7,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
SDN531,Bowron,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SDN532,Chilko,3,0.7,Seymour,2,0.28,Scotch,2,0.01,Eagle,2,0,Eagle_L,4,0
SDN517,Middle,3,0.62,Thompson_N,2,0.32,Stellako,3,0.04,U_Horsefly,3,0.01,Tachie,3,0.01
SDN518,Chilko,3,1,U_Horsefly,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
SDN519,Chilko,3,0.99,L_Adams,4,0.01,Portage_Cr,4,0,NA,NA,NA,NA,NA,NA
SDN520,Quesnel_Mitche,3,0.61,Mitchell,3,0.37,Roaring,3,0.01,Quesnel_Decept,3,0.01,NA,NA,NA
SDN533,Pitt,2,0.99,Lake_Wenatchee,8,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA
SDN534,L_Adams,4,0.97,L_Shuswap,4,0.01,Horsefly,3,0.01,Dust,1,0,Blackwater,1,0
SDN535,L_Shuswap,4,0.85,MiddleShuswap,4,0.14,L_Adams,4,0,NA,NA,NA,NA,NA,NA
SDN536,Woss_Lake,7,0.99,Vernon,7,0.01,Nimpkish,7,0,NA,NA,NA,NA,NA,NA
SDN537,Woss_Lake,7,1,Nimpkish,7,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
SDN538,L_Adams,4,1,Eagle_L,4,0,Portage_Cr,4,0,NA,NA,NA,NA,NA,NA
SDN539,L_Adams,4,0.94,L_Shuswap,4,0.02,MiddleShuswap,4,0.01,Seymour,2,0.01,Eagle,2,0.01
SDN540,L_Adams,4,0.83,Chilko-North,3,0.07,Chilko,3,0.06,Bowron,2,0.04,Little,4,0
SDN542,L_Adams,4,0.99,Raft,2,0.01,Thompson_N,2,0,L_Shuswap,4,0,NA,NA,NA
SDN543,Kynock,1,0.68,Forfar,1,0.14,Bivouac,1,0.12,Sandpoint,1,0.02,Narrows,1,0.01
SDN544,Seymour,2,0.57,Chilko,3,0.19,Scotch,2,0.05,Wasko_Cr,3,0.04,Horsefly,3,0.03
SDN545,Chilko,3,0.9,Chilko_south,2,0.08,Kynock,1,0.02,Seymour,2,0,Bivouac,1,0
SDN546,Quesnel_Horsef,3,1,L_Adams,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
SDN547,Pinchi_Cr,3,0.36,Chilko,3,0.23,Chilko_south,2,0.21,L_Shuswap,4,0.07,Quesnel_Horsef,3,0.04
SDN559,Chilko_south,2,0.83,Chilko,3,0.16,L_Adams,4,0.01,Pinchi_Cr,3,0,Quesnel_Horsef,3,0
SDN560,Sakinaw,6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SDN541,Mitchell,3,0.88,Chilko,3,0.07,Wasko_Cr,3,0.03,Horsefly,3,0,Blue_Lead_Ck,3,0
SDN548,Mitchell,3,1,Wasko_Cr,3,0,Blue_Lead_Ck,3,0,Chilko,3,0,NA,NA,NA
SDN549,Chilko,3,0.95,Chilko_south,2,0.04,Horsefly,3,0.01,McKinley,3,0,Wasko_Cr,3,0
SDN550,Chilko,3,0.91,Chilko_south,2,0.05,Kynock,1,0.02,Bivouac,1,0.01,Thompson_N,2,0
SDN551,Chilko_south,2,0.54,Chilko,3,0.45,Pinchi_Cr,3,0.01,Middle,3,0,L_Adams,4,0
SDN552,Chilko,3,0.78,Chilko_south,2,0.12,Quesnel_Horsef,3,0.05,L_Adams,4,0.03,Pinchi_Cr,3,0.01
SDN553,Chilko,3,0.51,Chilko_south,2,0.48,L_Adams,4,0.01,NA,NA,NA,NA,NA,NA
SDN561,Chilko_south,2,0.76,Chilko,3,0.1,L_Adams,4,0.06,Seymour,2,0.05,Pinchi_Cr,3,0.02
SDN562,Chilko,3,0.79,Seymour,2,0.07,Chilko_south,2,0.04,L_Adams,4,0.04,Little,4,0.02
SDN573,Narrows,1,0.5,Blackwater,1,0.32,Quesnel_Horsef,3,0.06,Felix,1,0.04,Paula,1,0.02
SDN563,Quesnel_Horsef,3,0.9,U_Horsefly,3,0.09,McKinley,3,0,Horsefly,3,0,NA,NA,NA
SDN564,Quesnel_Horsef,3,0.89,U_Horsefly,3,0.1,Horsefly,3,0,Narrows,1,0,NA,NA,NA
SDN565,Quesnel_Horsef,3,0.9,U_Horsefly,3,0.1,Horsefly,3,0,Narrows,1,0,Chilko-North,3,0
SDN566,Seymour,2,0.7,Scotch,2,0.19,Blackwater,1,0.04,Felix,1,0.03,MiddleShuswap,4,0.02
SDN574,Seymour,2,0.5,Narrows,1,0.27,Blackwater,1,0.08,Scotch,2,0.07,Felix,1,0.03
SDN575,Chilko,3,0.97,Quesnel_Horsef,3,0.02,Chilko_south,2,0.01,Blue_Lead_Ck,3,0,NA,NA,NA
SDN576,Pinchi_Cr,3,0.9,Middle,3,0.07,Quesnel_Horsef,3,0.03,Chilko_south,2,0,NA,NA,NA
SDN577,L_Adams,4,0.72,L_Shuswap,4,0.13,Eagle_L,4,0.08,Seymour,2,0.03,Little,4,0.02
SDN578,Portage_Cr,4,0.67,Seymour,2,0.28,Scotch,2,0.05,NA,NA,NA,NA,NA,NA
