seine_id,survey_id,set_number,set_type,time_searching,set_time,lat,lon,so_taken,so_total,pi_taken,pi_total,cu_taken,cu_total,co_taken,co_total,he_taken,he_total,ck_taken,ck_total,preservation_status,seine_comments
JN253,JE153,1,targeted,10,08:25:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
JN254,JE154,1,targeted,5,05:05:00,50.47794,-126.02803,30,100,0,0,10,200,4,4,2,2,NA,NA,1,"CO-03 might be a chinook, make sure to check ID in lab"
JN255,JE155,1,targeted,10,07:45:00,50.49983,-126.20581,30,300,0,0,10,300,1,1,0,0,NA,NA,1,NA
JN256,JE156,NA,NA,30,09:40:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,net not set due to poor weather and lack of fish
JN257,JE157,2,targeted,1,11:00:00,50.47923,-126.41485,30,200,3,3,10,4000,0,0,0,1,NA,NA,1,"Too many fish to say that there wer no other herring, coho, or pink. Definitely missed one herring that could not be found again in net."
JN258,JE158,NA,NA,20,13:30:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,lack of fish
JN259,JE159,1,targeted,1,14:35:00,50.539,-126.7781,29,400,10,30,10,600,1,1,0,0,NA,NA,1,NA
JN260,JE160,1,targeted,20,06:05:00,50.52411,-126.39107,30,300,2,2,10,300,1,1,2,3,NA,NA,1,"3 herring in the net, but only took 2 because one jumped out of  milk jug"
JN261,JE161,1,targeted,45,10:20:00,50.54418,-126.63202,30,200,1,1,10,200,0,0,2,3,NA,NA,1,"3 herring in net, only took 2, one jumped out of net; all sockeye from this site were labeled 20150508 instead of 20150608, mistake caught after fish dewar- made note on group labels about this for both bundles of 15 sockeye for this site"
JN262,JE162,1,targeted,30,13:34:00,50.57687,-126.72184,30,200,10,30,10,300,3,3,0,0,NA,NA,1,NA
JN263,JE163,1,targeted,45,07:00:00,50.59537,-126.69062,30,200,0,0,10,200,7,7,2,2,NA,NA,1,NA
JN264,JE164,NA,NA,1,10:30:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,net not set due to unfavourable conditions
JN265,JE165,1,targeted,15,07:12:00,50.50008,-126.20937,30,500,10,20,10,500,0,0,3,5,NA,NA,1,"5 herring in net, only took 3, 2 escaped when releasing sockeye, pink & chum"
JN266,JE166,1,targeted,1,11:45:00,50.45951,-126.16958,30,2000,4,50,10,4000,0,0,10,60,NA,NA,1,"saw 1 coho in net, never saw it again with all the other fish; difficult to sort through school to find other pinks"
JN267,JE167,NA,NA,5,16:30:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"fish not at depth, poor weather"
JN268,JE168,1,targeted,10,05:37:00,50.47959,-126.02629,4,4,0,0,10,50,1,1,10,11,NA,NA,1,NA
JN269,JE169,NA,NA,40,08:35:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"fish not at depth, poor weather"
JN270,JE170,NA,NA,26,09:20:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"fish not at depth, poor weather"
JN271,JE171,2,targeted,0,11:50:00,50.53988,-126.78291,30,1000,0,0,10,900,6,6,0,0,NA,NA,1,approx 50/1000 sockeye had lesions ; total aprox 2000; saw 3 or 4 lesioned chum (photos on marks phone - no yellow around mouth)
JN272,JE172,4,targeted,5,08:50:00,50.47679,-126.02843,30,600,10,30,10,600,0,0,1,1,NA,NA,1,"one fish discarded because ID unsure.  Had both chum and sockeye characteristics.  Not pink, coho, or chinook."
JN273,JE173,1,targeted,3,11:20:00,50.45698,-126.16944,30,1000,7,7,10,3000,0,0,10,20,NA,NA,1,NA
JN274,JE174,1,targeted,10,14:05:00,50.49881,-126.21349,30,300,2,2,10,700,0,0,0,0,NA,NA,1,NA
JN275,JE175,1,targeted,5,05:20:00,50.52618,-126.38632,7,7,0,0,10,1000,0,0,0,0,NA,NA,1,NA
JN276,JE176,2,targeted,0,07:50:00,50.48035,-126.41265,30,100,10,60,10,1000,0,0,0,1,NA,NA,1,NA
JN277,JE177,2,targeted,4,11:30:00,50.54719,-126.67487,30,100,0,0,10,500,0,0,0,0,NA,NA,1,"Number taken and total in set not recorded for herring, coho, and pink. Sean's fault for not checking. Make sure to record in lab later (or from group labels in -80"
JN278,JE178,1,targeted,5,14:00:00,50.55792,-126.73617,30,300,10,40,10,500,1,1,6,6,NA,NA,1,NA
JN279,JE179,1,targeted,66,06:12:00,50.58185,-126.71983,30,100,10,200,10,200,0,0,0,0,NA,NA,1,NA
JN280,JE180,2,targeted,30,08:30:00,50.59549,-126.69036,6,6,10,200,10,400,2,3,1,1,NA,NA,1,NA
JN281,JE181,2,targeted,60,15:30:00,50.54327,-126.81252,30,700,9,200,10,1500,8,8,10,20,NA,NA,1,NA
JN282,JE182,1,targeted,3,06:02:00,50.52491,-126.38617,3,3,10,50,10,300,0,0,0,0,NA,NA,1,NA
JN283,JE183,1,targeted,0,07:51:00,50.47943,-126.41631,30,35,4,4,10,100,0,0,2,2,NA,NA,1,NA
JN284,JE184,1,targeted,2,11:50:00,50.5463,-126.66727,3,3,10,80,10,500,0,0,10,20,NA,NA,1,NA
JN285,JE185,1,targeted,3,05:35:00,50.47909,-126.02584,20,20,2,2,10,300,0,0,0,0,NA,NA,1,NA
JN286,JE186,1,targeted,0,08:47:00,50.45747,-126.16879,30,300,1,2,10,3000,0,1,0,0,NA,NA,1,"So many fish in net - unsure of true numbers for herring, coho, pink. Saw one pink & coho and never saw again."
JN287,JE187,1,targeted,10,11:15:00,50.49921,-126.20961,17,17,10,20,10,300,0,0,0,0,NA,NA,1,NA
JN288,JE188,1,targeted,10,13:23:00,50.58086,-126.72272,4,4,10,200,10,6000,0,0,4,10,NA,NA,1,Too many fish to sort through - lost herring in amongst other fish
