ufn,semsp_id,seine_id,species,package_id,fish_time_out,fish_time_dewar,fork_length_field,height_field,weight_field
U100,2015-05-23-J09-SO-13,JN208,SO,NA,NA,NA,NA,NA,NA
U110,2015-05-22-J08-CU-3,JN205,CU,NA,NA,NA,NA,NA,NA
U119,2015-05-23-J09-SO-14,JN208,SO,NA,NA,NA,NA,NA,NA
U120,2015-05-23-J09-SO-5,JN208,SO,NA,NA,NA,NA,NA,NA
U141,2015-05-23-J09-SO-15,JN208,SO,NA,NA,NA,NA,NA,NA
U142,2015-05-23-J09-SO-12,JN208,SO,NA,NA,NA,NA,NA,NA
U143,2015-05-23-J09-SO-8,JN208,SO,NA,NA,NA,NA,NA,NA
U144,2015-05-23-J09-SO-1,JN208,SO,NA,NA,NA,NA,NA,NA
U151,2015-05-23-J09-SO-6,JN208,SO,NA,NA,NA,NA,NA,NA
U152,2015-05-23-J09-SO-11,JN208,SO,NA,NA,NA,NA,NA,NA
U153,2015-05-23-J09-SO-2,JN208,SO,NA,NA,NA,NA,NA,NA
U125,2015-05-23-J09-SO-10,JN208,SO,NA,NA,NA,NA,NA,NA
U131,2015-05-22-J08-CU-1,JN205,CU,NA,NA,NA,NA,NA,NA
U132,2015-05-22-J08-CO-7,JN205,CO,NA,NA,NA,NA,NA,NA
U145,2015-05-23-J09-SO-3,JN208,SO,NA,NA,NA,NA,NA,NA
U146,2015-05-23-J09-SO-9,JN208,SO,NA,NA,NA,NA,NA,NA
U147,2015-05-22-J08-CO-9,JN205,CO,NA,NA,NA,NA,NA,NA
U148,2015-05-22-J08-CO-5,JN205,CO,NA,NA,NA,NA,NA,NA
U149,2015-05-22-J08-CO-10,JN205,CO,NA,NA,NA,NA,NA,NA
U150,2015-05-22-J08-CO-6,JN205,CO,NA,NA,NA,NA,NA,NA
U154,2015-05-23-J09-SO-7,JN208,SO,NA,NA,NA,NA,NA,NA
U155,2015-05-23-J09-SO-4,JN208,SO,NA,NA,NA,NA,NA,NA
U156,2015-05-22-J07-SO-16,JN204,SO,NA,NA,NA,NA,NA,NA
U157,2015-05-22-J08-CO-8,JN205,CO,NA,NA,NA,NA,NA,NA
U158,2015-05-22-J07-SO-23,JN204,SO,NA,NA,NA,NA,NA,NA
U133,2015-05-22-J07-SO-28,JN204,SO,NA,NA,NA,NA,NA,NA
U134,2015-05-22-J07-SO-17,JN204,SO,NA,NA,NA,NA,NA,NA
U135,2015-05-22-J07-SO-19,JN204,SO,NA,NA,NA,NA,NA,NA
U136,2015-05-22-J07-SO-26,JN204,SO,NA,NA,NA,NA,NA,NA
U137,2015-05-22-J07-SO-24,JN204,SO,NA,NA,NA,NA,NA,NA
U138,2015-05-22-J07-SO-18,JN204,SO,NA,NA,NA,NA,NA,NA
U159,2015-05-22-J07-SO-30,JN204,SO,NA,NA,NA,NA,NA,NA
U160,2015-05-22-J07-SO-20,JN204,SO,NA,NA,NA,NA,NA,NA
U161,2015-05-22-J07-SO-21,JN204,SO,NA,NA,NA,NA,NA,NA
U162,2015-05-22-J07-SO-22,JN204,SO,NA,NA,NA,NA,NA,NA
U171,2015-05-22-J07-SO-25,JN204,SO,NA,NA,NA,NA,NA,NA
U139,2015-05-22-J07-SO-27,JN204,SO,NA,NA,NA,NA,NA,NA
U140,2015-05-23-J09-SO-30,JN208,SO,NA,NA,NA,NA,NA,NA
U163,2015-05-23-J09-SO-21,JN208,SO,NA,NA,NA,NA,NA,NA
U164,2015-05-23-J09-SO-16,JN208,SO,NA,NA,NA,NA,NA,NA
U165,2015-05-23-J10-SO-14,JN209,SO,NA,NA,NA,NA,NA,NA
U166,2015-05-23-J10-SO-5,JN209,SO,NA,NA,NA,NA,NA,NA
U172,2015-05-22-J07-SO-29,JN204,SO,NA,NA,NA,NA,NA,NA
U174,2015-05-23-J10-SO-1,JN209,SO,NA,NA,NA,NA,NA,NA
U181,2015-05-23-J09-SO-25,JN208,SO,NA,NA,NA,NA,NA,NA
U182,2015-05-23-J10-SO-10,JN209,SO,NA,NA,NA,NA,NA,NA
U183,2015-05-23-J10-SO-4,JN209,SO,NA,NA,NA,NA,NA,NA
U126,2015-05-23-J10-SO-3,JN209,SO,NA,NA,NA,NA,NA,NA
U167,2015-05-23-J10-SO-8,JN209,SO,NA,NA,NA,NA,NA,NA
U168,2015-05-23-J10-SO-13,JN209,SO,NA,NA,NA,NA,NA,NA
U169,2015-05-22-J07-SO-11,JN204,SO,NA,NA,NA,NA,NA,NA
U170,2015-05-22-J07-SO-6,JN204,SO,NA,NA,NA,NA,NA,NA
U175,2015-05-23-J10-SO-11,JN209,SO,NA,NA,NA,NA,NA,NA
U176,2015-05-23-J10-SO-9,JN209,SO,NA,NA,NA,NA,NA,NA
U177,2015-05-23-J10-SO-7,JN209,SO,NA,NA,NA,NA,NA,NA
U178,2015-05-22-J07-SO-15,JN204,SO,NA,NA,NA,NA,NA,NA
U179,2015-05-22-J07-SO-7,JN204,SO,NA,NA,NA,NA,NA,NA
U184,2015-05-23-J10-SO-2,JN209,SO,NA,NA,NA,NA,NA,NA
U185,2015-05-23-J10-SO-12,JN209,SO,NA,NA,NA,NA,NA,NA
U186,2015-05-23-J10-SO-15,JN209,SO,NA,NA,NA,NA,NA,NA
U187,2015-05-22-J07-SO-14,JN204,SO,NA,NA,NA,NA,NA,NA
U188,2015-05-22-J07-SO-4,JN204,SO,NA,NA,NA,NA,NA,NA
U189,2015-05-22-J07-SO-2,JN204,SO,NA,NA,NA,NA,NA,NA
U191,2015-05-22-J07-SO-3,JN204,SO,NA,NA,NA,NA,NA,NA
U180,2015-05-22-J07-SO-9,JN204,SO,NA,NA,NA,NA,NA,NA
U192,2015-05-22-J07-SO-13,JN204,SO,NA,NA,NA,NA,NA,NA
U193,2015-05-22-J07-SO-10,JN204,SO,NA,NA,NA,NA,NA,NA
U194,2015-05-22-J07-SO-12,JN204,SO,NA,NA,NA,NA,NA,NA
U195,2015-05-22-J04-CO-7,JN206,CO,NA,NA,NA,NA,NA,NA
U201,2015-05-22-J07-SO-8,JN204,SO,NA,NA,NA,NA,NA,NA
U202,2015-05-22-J07-SO-5,JN204,SO,NA,NA,NA,NA,NA,NA
U203,2015-05-22-J07-SO-1,JN204,SO,NA,NA,NA,NA,NA,NA
U204,2015-05-22-J04-CO-6,JN206,CO,NA,NA,NA,NA,NA,NA
U190,2015-05-22-J04-CU-2,JN206,CU,NA,NA,NA,NA,NA,NA
U196,2015-05-22-J04-CU-1,JN206,CU,NA,NA,NA,NA,NA,NA
U197,2015-05-22-J04-SO-29,JN206,SO,NA,NA,NA,NA,NA,NA
U198,2015-05-22-J04-CO-3,JN206,CO,NA,NA,NA,NA,NA,NA
U199,2015-05-22-J04-CO-8,JN206,CO,NA,NA,NA,NA,NA,NA
U205,2015-05-22-J04-CO-10,JN206,CO,NA,NA,NA,NA,NA,NA
U206,2015-05-22-J04-CO-5,JN206,CO,NA,NA,NA,NA,NA,NA
U211,2015-05-22-J04-CO-4,JN206,CO,NA,NA,NA,NA,NA,NA
U212,2015-05-22-J04-CO-2,JN206,CO,NA,NA,NA,NA,NA,NA
U127,2015-05-15-D05-SO-29,DN203,SO,NA,NA,NA,NA,NA,NA
U200,2015-05-15-D05-SO-30,DN203,SO,NA,NA,NA,NA,NA,NA
U207,2015-05-15-D05-SO-27,DN203,SO,NA,NA,NA,NA,NA,NA
U208,2015-05-15-D05-SO-24,DN203,SO,NA,NA,NA,NA,NA,NA
U209,2015-05-15-D05-SO-26,DN203,SO,NA,NA,NA,NA,NA,NA
U210,2015-05-21-D07-SO-24,DN215,SO,NA,NA,NA,NA,NA,NA
U213,2015-05-15-D05-SO-25,DN203,SO,NA,NA,NA,NA,NA,NA
U214,2015-05-15-D05-SO-21,DN203,SO,NA,NA,NA,NA,NA,NA
U215,2015-05-15-D05-SO-28,DN203,SO,NA,NA,NA,NA,NA,NA
U216,2015-05-21-D07-SO-29,DN215,SO,NA,NA,NA,NA,NA,NA
U217,2015-05-21-D07-SO-26,DN215,SO,NA,NA,NA,NA,NA,NA
U231,2015-05-15-D05-SO-22,DN203,SO,NA,NA,NA,NA,NA,NA
U232,2015-05-15-D05-SO-23,DN203,SO,NA,NA,NA,NA,NA,NA
U233,2015-05-21-D07-SO-23,DN215,SO,NA,NA,NA,NA,NA,NA
U234,2015-05-21-D07-SO-28,DN215,SO,NA,NA,NA,NA,NA,NA
U235,2015-05-21-D07-SO-22,DN215,SO,NA,NA,NA,NA,NA,NA
U241,2015-05-21-D07-SO-27,DN215,SO,NA,NA,NA,NA,NA,NA
U128,2015-05-21-D07-SO-21,DN215,SO,NA,NA,NA,NA,NA,NA
U218,2015-05-21-D07-SO-25,DN215,SO,NA,NA,NA,NA,NA,NA
U219,2015-06-05-D07-SO-8,DN263,SO,NA,NA,NA,NA,NA,NA
U220,2015-06-05-D07-SO-4,DN263,SO,NA,NA,NA,NA,NA,NA
U221,2015-06-05-D07-SO-9,DN263,SO,NA,NA,NA,NA,NA,NA
U222,2015-06-05-D07-SO-7,DN263,SO,NA,NA,NA,NA,NA,NA
U223,2015-07-02-D09-SO-1,DN331,SO,NA,NA,NA,NA,NA,NA
U236,2015-05-21-D07-SO-30,DN215,SO,NA,NA,NA,NA,NA,NA
U237,2015-06-05-D07-SO-2,DN263,SO,NA,NA,NA,NA,NA,NA
U238,2015-06-05-D07-SO-6,DN263,SO,NA,NA,NA,NA,NA,NA
U239,2015-06-05-D07-SO-5,DN263,SO,NA,NA,NA,NA,NA,NA
U240,2015-07-02-D09-SO-6,DN331,SO,NA,NA,NA,NA,NA,NA
U242,2015-06-05-D07-SO-10,DN263,SO,NA,NA,NA,NA,NA,NA
U243,2015-06-05-D07-SO-1,DN263,SO,NA,NA,NA,NA,NA,NA
U244,2015-06-05-D07-SO-3,DN263,SO,NA,NA,NA,NA,NA,NA
U245,2015-07-02-D09-SO-8,DN331,SO,NA,NA,NA,NA,NA,NA
U246,2015-07-02-D09-SO-3,DN331,SO,NA,NA,NA,NA,NA,NA
U247,2015-07-02-D09-SO-2,DN331,SO,NA,NA,NA,NA,NA,NA
U248,2015-07-02-D09-SO-10,DN331,SO,NA,NA,NA,NA,NA,NA
U249,2015-07-14-D09-SO-21,DN340,SO,NA,NA,NA,NA,NA,NA
U250,2015-07-14-D09-SO-17,DN340,SO,NA,NA,NA,NA,NA,NA
U251,2015-07-02-D09-SO-4,DN331,SO,NA,NA,NA,NA,NA,NA
U252,2015-07-02-D09-SO-7,DN331,SO,NA,NA,NA,NA,NA,NA
U253,2015-07-02-D09-SO-9,DN331,SO,NA,NA,NA,NA,NA,NA
U254,2015-07-14-D09-SO-16,DN340,SO,NA,NA,NA,NA,NA,NA
U255,2015-07-14-D09-SO-19,DN340,SO,NA,NA,NA,NA,NA,NA
U129,2015-07-14-D09-SO-20,DN340,SO,NA,NA,NA,NA,NA,NA
U224,2015-07-14-D09-SO-25,DN340,SO,NA,NA,NA,NA,NA,NA
U225,2015-07-14-D09-SO-29,DN340,SO,NA,NA,NA,NA,NA,NA
U226,2015-06-03-D10-SO-18,DN252,SO,NA,NA,NA,NA,NA,NA
U227,2015-06-03-D10-SO-13,DN252,SO,NA,NA,NA,NA,NA,NA
U228,2015-06-03-D10-SO-16,DN252,SO,NA,NA,NA,NA,NA,NA
U229,2015-06-03-D10-SO-11,DN252,SO,NA,NA,NA,NA,NA,NA
U256,2015-07-14-D09-SO-30,DN340,SO,NA,NA,NA,NA,NA,NA
U257,2015-06-03-D10-SO-15,DN252,SO,NA,NA,NA,NA,NA,NA
U258,2015-06-03-D10-SO-20,DN252,SO,NA,NA,NA,NA,NA,NA
U259,2015-06-03-D10-SO-19,DN252,SO,NA,NA,NA,NA,NA,NA
U260,2015-07-14-D09-SO-27,DN340,SO,NA,NA,NA,NA,NA,NA
U261,2015-07-14-D09-SO-18,DN340,SO,NA,NA,NA,NA,NA,NA
U262,2015-07-14-D09-SO-26,DN340,SO,NA,NA,NA,NA,NA,NA
U263,2015-06-03-D10-SO-14,DN252,SO,NA,NA,NA,NA,NA,NA
U264,2015-06-03-D10-SO-12,DN252,SO,NA,NA,NA,NA,NA,NA
U265,2015-06-03-D10-SO-17,DN252,SO,NA,NA,NA,NA,NA,NA
U230,2015-05-19-D08-SO-12,DN211,SO,NA,NA,NA,NA,NA,NA
U271,2015-06-04-D06-SO-15,DN258,SO,NA,NA,NA,NA,NA,NA
U272,2015-05-19-D08-SO-16,DN211,SO,NA,NA,NA,NA,NA,NA
U273,2015-05-19-D08-SO-13,DN211,SO,NA,NA,NA,NA,NA,NA
U274,2015-05-19-D08-SO-17,DN211,SO,NA,NA,NA,NA,NA,NA
U281,2015-05-19-D08-SO-19,DN211,SO,NA,NA,NA,NA,NA,NA
U284,2015-05-19-D08-SO-20,DN211,SO,NA,NA,NA,NA,NA,NA
U285,2015-05-19-D08-SO-15,DN211,SO,NA,NA,NA,NA,NA,NA
U286,2015-05-19-D08-SO-14,DN211,SO,NA,NA,NA,NA,NA,NA
U130,2015-06-04-D06-SO-2,DN258,SO,NA,NA,NA,NA,NA,NA
U266,2015-06-04-D06-SO-6,DN258,SO,NA,NA,NA,NA,NA,NA
U267,2015-06-04-D06-SO-1,DN258,SO,NA,NA,NA,NA,NA,NA
U268,2015-05-15-D03-SO-11,DN205,SO,NA,NA,NA,NA,NA,NA
U269,2015-05-15-D03-SO-13,DN205,SO,NA,NA,NA,NA,NA,NA
U270,2015-05-15-D03-SO-17,DN205,SO,NA,NA,NA,NA,NA,NA
U275,2015-06-04-D06-SO-5,DN258,SO,NA,NA,NA,NA,NA,NA
U276,2015-06-04-D06-SO-4,DN258,SO,NA,NA,NA,NA,NA,NA
U277,2015-06-04-D06-SO-7,DN258,SO,NA,NA,NA,NA,NA,NA
U278,2015-05-15-D03-SO-16,DN205,SO,NA,NA,NA,NA,NA,NA
U279,2015-05-15-D03-SO-19,DN205,SO,NA,NA,NA,NA,NA,NA
U287,2015-06-04-D06-SO-11,DN258,SO,NA,NA,NA,NA,NA,NA
U288,2015-06-04-D06-SO-3,DN258,SO,NA,NA,NA,NA,NA,NA
U289,2015-06-04-D06-SO-14,DN258,SO,NA,NA,NA,NA,NA,NA
U290,2015-05-15-D03-SO-20,DN205,SO,NA,NA,NA,NA,NA,NA
U291,2015-05-15-D03-SO-15,DN205,SO,NA,NA,NA,NA,NA,NA
U280,2015-05-15-D03-SO-18,DN205,SO,NA,NA,NA,NA,NA,NA
U292,2015-05-16-D07-SO-22,DN207,SO,NA,NA,NA,NA,NA,NA
U293,2015-05-16-D07-SO-26,DN207,SO,NA,NA,NA,NA,NA,NA
U294,2015-05-16-D07-SO-25,DN207,SO,NA,NA,NA,NA,NA,NA
U295,2015-05-16-D07-SO-24,DN207,SO,NA,NA,NA,NA,NA,NA
U296,2015-05-16-D06-SO-17,DN206,SO,NA,NA,NA,NA,NA,NA
U297,2015-05-16-D06-SO-14,DN206,SO,NA,NA,NA,NA,NA,NA
U301,2015-05-16-D07-SO-27,DN207,SO,NA,NA,NA,NA,NA,NA
U302,2015-05-16-D07-SO-23,DN207,SO,NA,NA,NA,NA,NA,NA
U303,2015-05-16-D07-SO-28,DN207,SO,NA,NA,NA,NA,NA,NA
U304,2015-05-16-D06-SO-19,DN206,SO,NA,NA,NA,NA,NA,NA
U305,2015-05-16-D06-SO-18,DN206,SO,NA,NA,NA,NA,NA,NA
U311,2015-05-16-D07-SO-29,DN207,SO,NA,NA,NA,NA,NA,NA
U312,2015-05-16-D07-SO-21,DN207,SO,NA,NA,NA,NA,NA,NA
U313,2015-05-16-D07-SO-30,DN207,SO,NA,NA,NA,NA,NA,NA
U315,2015-05-16-D06-SO-16,DN206,SO,NA,NA,NA,NA,NA,NA
U298,2015-05-16-D06-SO-15,DN206,SO,NA,NA,NA,NA,NA,NA
U299,2015-05-24-D09-SO-26,DN221,SO,NA,NA,NA,NA,NA,NA
U300,2015-05-24-D09-SO-30,DN221,SO,NA,NA,NA,NA,NA,NA
U306,2015-05-16-D06-SO-11,DN206,SO,NA,NA,NA,NA,NA,NA
U307,2015-05-24-D09-SO-27,DN221,SO,NA,NA,NA,NA,NA,NA
U308,2015-05-24-D09-SO-23,DN221,SO,NA,NA,NA,NA,NA,NA
U309,2015-05-26-D09-SO-6,DN230,SO,NA,NA,NA,NA,NA,NA
U310,2015-05-26-D09-SO-10,DN230,SO,NA,NA,NA,NA,NA,NA
U316,2015-05-16-D06-SO-12,DN206,SO,NA,NA,NA,NA,NA,NA
U317,2015-05-24-D09-SO-28,DN221,SO,NA,NA,NA,NA,NA,NA
U318,2015-05-24-D09-SO-24,DN221,SO,NA,NA,NA,NA,NA,NA
U319,2015-05-24-D09-SO-21,DN221,SO,NA,NA,NA,NA,NA,NA
U320,2015-05-26-D09-SO-8,DN230,SO,NA,NA,NA,NA,NA,NA
U321,2015-05-16-D06-SO-13,DN206,SO,NA,NA,NA,NA,NA,NA
U331,2015-05-24-D09-SO-22,DN221,SO,NA,NA,NA,NA,NA,NA
U332,2015-05-24-D09-SO-25,DN221,SO,NA,NA,NA,NA,NA,NA
U333,2015-05-24-D09-SO-29,DN221,SO,NA,NA,NA,NA,NA,NA
U334,2015-05-26-D09-SO-9,DN230,SO,NA,NA,NA,NA,NA,NA
U341,2015-05-26-D09-SO-7,DN230,SO,NA,NA,NA,NA,NA,NA
U335,2015-05-26-D09-SO-1,DN230,SO,NA,NA,NA,NA,NA,NA
U336,2015-05-26-D09-SO-5,DN230,SO,NA,NA,NA,NA,NA,NA
U337,2015-05-12-D01-SO-4,DN200,SO,NA,NA,NA,NA,NA,NA
U338,2015-05-12-D01-SO-10,DN200,SO,NA,NA,NA,NA,NA,NA
U339,2015-05-12-D01-SO-5,DN200,SO,NA,NA,NA,NA,NA,NA
