ufn,sample_type,sample_id,storage_medium,container_id,container_cell,sample_location,qaqc,comments_sample,sample_status,quality_log
U2528,scale,U2528,Dry,BSC50,25,BSC50-25,TRUE,NA,NA,NA
U2528,carcass,U2528,Frozen -20,BCA30,NA,BCA30-NA,TRUE,NA,NA,NA
U2529,RNA,U2529,Frozen -80,BRNA20,H8,BRNA20-H8,TRUE,NA,NA,NA
U2529,fatty_acid,SFA2755,Frozen -80,BFAPI3,96,BFAPI3-96,TRUE,NA,NA,NA
U2529,isotope,SIS2755,Frozen -20,BISPI3,96,BISPI3-96,TRUE,NA,NA,NA
U2529,genetic_stock_id,SDN2755,95 % Non-Denatured Ethanol,BDNPI3,96,BDNPI3-96,TRUE,NA,NA,NA
U2529,stomach,SST2755,95 % Non-Denatured Ethanol,BST114,NA,BST114-NA,TRUE,NA,NA,NA
U2529,otolith,SOT2755,Dry,BOTPI4,96,BOTPI4-96,TRUE,NA,NA,NA
U2529,scale,U2529,Dry,BSC50,26,BSC50-26,TRUE,NA,NA,NA
U2529,carcass,U2529,Frozen -20,BCA30,NA,BCA30-NA,TRUE,NA,NA,NA
U2530,RNA,U2530,Frozen -80,BRNA20,G8,BRNA20-G8,TRUE,NA,NA,NA
U2530,fatty_acid,SFA2756,Frozen -80,BFAPI3,94,BFAPI3-94,TRUE,NA,NA,NA
U2530,isotope,SIS2756,Frozen -20,BISPI3,94,BISPI3-94,TRUE,NA,NA,NA
U2530,genetic_stock_id,SDN2756,95 % Non-Denatured Ethanol,BDNPI3,94,BDNPI3-94,TRUE,NA,NA,NA
U2530,stomach,SST2756,95 % Non-Denatured Ethanol,BST114,NA,BST114-NA,TRUE,NA,NA,NA
U2530,otolith,SOT2756,Dry,BOTPI4,94,BOTPI4-94,TRUE,NA,NA,NA
U2530,scale,U2530,Dry,BSC50,27,BSC50-27,TRUE,NA,NA,NA
U2530,carcass,U2530,Frozen -20,BCA30,NA,BCA30-NA,TRUE,NA,NA,NA
U2531,RNA,U2531,Frozen -80,BRNA20,F8,BRNA20-F8,TRUE,NA,NA,NA
U2531,fatty_acid,SFA2757,Frozen -80,BFAPI3,92,BFAPI3-92,TRUE,NA,NA,NA
U2531,isotope,SIS2757,Frozen -20,BISPI3,92,BISPI3-92,TRUE,NA,NA,NA
U2531,genetic_stock_id,SDN2757,95 % Non-Denatured Ethanol,BDNPI3,92,BDNPI3-92,TRUE,NA,NA,NA
U2531,stomach,SST2757,95 % Non-Denatured Ethanol,BST114,NA,BST114-NA,TRUE,NA,NA,NA
U2531,otolith,SOT2757,Dry,BOTPI4,92,BOTPI4-92,TRUE,NA,NA,NA
U2531,scale,U2531,Dry,BSC50,28,BSC50-28,TRUE,NA,NA,NA
U2531,carcass,U2531,Frozen -20,BCA30,NA,BCA30-NA,TRUE,NA,NA,NA
U2532,RNA,U2532,Frozen -80,BRNA20,E8,BRNA20-E8,TRUE,NA,NA,NA
U2532,fatty_acid,SFA2758,Frozen -80,BFAPI3,89,BFAPI3-89,TRUE,NA,NA,NA
U2532,isotope,SIS2758,Frozen -20,BISPI3,89,BISPI3-89,TRUE,NA,NA,NA
U2532,genetic_stock_id,SDN2758,95 % Non-Denatured Ethanol,BDNPI3,89,BDNPI3-89,TRUE,NA,NA,NA
U2532,stomach,SST2758,95 % Non-Denatured Ethanol,BST114,NA,BST114-NA,TRUE,NA,NA,NA
U2532,otolith,SOT2758,Dry,BOTPI4,89,BOTPI4-89,TRUE,NA,NA,NA
U2532,scale,U2532,Dry,BSC50,29,BSC50-29,TRUE,NA,NA,NA
U2532,carcass,U2532,Frozen -20,BCA30,NA,BCA30-NA,TRUE,NA,NA,NA
U2533,RNA,U2533,Frozen -80,BRNA20,D8,BRNA20-D8,TRUE,NA,NA,NA
U2533,fatty_acid,SFA2759,Frozen -80,BFAPI3,87,BFAPI3-87,TRUE,NA,NA,NA
U2533,isotope,SIS2759,Frozen -20,BISPI3,87,BISPI3-87,TRUE,NA,NA,NA
U2533,genetic_stock_id,SDN2759,95 % Non-Denatured Ethanol,BDNPI3,87,BDNPI3-87,TRUE,NA,NA,NA
U2533,stomach,SST2759,95 % Non-Denatured Ethanol,BST114,NA,BST114-NA,TRUE,NA,NA,NA
U2533,otolith,SOT2759,Dry,BOTPI4,87,BOTPI4-87,TRUE,NA,NA,NA
U2533,scale,U2533,Dry,BSC50,30,BSC50-30,TRUE,NA,NA,NA
U2533,carcass,U2533,Frozen -20,BCA30,NA,BCA30-NA,TRUE,NA,NA,NA
U2534,RNA,U2534,Frozen -80,BRNA21,B7,BRNA21-B7,TRUE,NA,NA,NA
U2534,fatty_acid,SFA2895,Frozen -80,BFA100,2,BFA100-2,TRUE,NA,NA,NA
U2534,isotope,SIS2895,Frozen -20,BISCO4,12,BISCO4-12,TRUE,NA,NA,NA
U2534,genetic_stock_id,SDN2895,95 % Non-Denatured Ethanol,BDNCO4,12,BDNCO4-12,TRUE,NA,NA,NA
U2534,stomach,SST2895,95 % Non-Denatured Ethanol,BST109,NA,BST109-NA,TRUE,NA,NA,NA
U2534,otolith,SOT2895,Dry,BOTCO4,12,BOTCO4-12,TRUE,NA,NA,NA
U2534,scale,U2534,Dry,BSC48,1,BSC48-1,TRUE,NA,NA,NA
U2534,carcass,U2534,Frozen -20,BCA34,NA,BCA34-NA,TRUE,NA,NA,NA
U2535,RNA,U2535,Frozen -80,BRNA21,A7,BRNA21-A7,TRUE,NA,NA,NA
U2535,fatty_acid,SFA2896,Frozen -80,BFA100,3,BFA100-3,TRUE,NA,NA,NA
U2535,isotope,SIS2896,Frozen -20,BISCO4,14,BISCO4-14,TRUE,NA,NA,NA
U2535,genetic_stock_id,SDN2896,95 % Non-Denatured Ethanol,BDNCO4,14,BDNCO4-14,TRUE,NA,NA,NA
U2535,stomach,SST2896,95 % Non-Denatured Ethanol,BST109,NA,BST109-NA,TRUE,NA,NA,NA
U2535,otolith,SOT2896,Dry,BOTCO4,14,BOTCO4-14,TRUE,NA,NA,NA
U2535,scale,U2535,Dry,BSC48,2,BSC48-2,TRUE,NA,NA,NA
U2535,carcass,U2535,Frozen -20,BCA34,NA,BCA34-NA,TRUE,NA,NA,NA
U2536,RNA,U2536,Frozen -80,BRNA30,H2,BRNA30-H2,TRUE,Dropped brain on coolbox,NA,NA
U2536,fatty_acid,SFA2897,Frozen -80,BFAPI4,100,BFAPI4-100,TRUE,NA,NA,NA
U2536,isotope,SIS2897,Frozen -20,BISPI4,100,BISPI4-100,TRUE,NA,NA,NA
U2536,genetic_stock_id,SDN2897,95 % Non-Denatured Ethanol,BDNPI3,81,BDNPI3-81,TRUE,NA,NA,NA
U2536,stomach,SST2897,95 % Non-Denatured Ethanol,BST84,NA,BST84-NA,TRUE,NA,NA,NA
U2536,otolith,SOT2897,Dry,BOTPI5,100,BOTPI5-100,TRUE,NA,NA,NA
U2536,scale,U2536,Dry,BSC50,31,BSC50-31,TRUE,NA,NA,NA
U2536,carcass,U2536,Frozen -20,BCA33,NA,BCA33-NA,TRUE,NA,NA,NA
U2537,RNA,U2537,Frozen -80,BRNA30,G2,BRNA30-G2,TRUE,NA,NA,NA
U2537,fatty_acid,SFA2898,Frozen -80,BFAPI4,98,BFAPI4-98,TRUE,NA,NA,NA
U2537,isotope,SIS2898,Frozen -20,BISPI4,98,BISPI4-98,TRUE,NA,NA,NA
U2537,genetic_stock_id,SDN2898,95 % Non-Denatured Ethanol,BDNPI3,80,BDNPI3-80,TRUE,NA,NA,NA
U2537,stomach,SST2898,95 % Non-Denatured Ethanol,BST84,NA,BST84-NA,TRUE,NA,NA,NA
U2537,otolith,SOT2898,Dry,BOTPI5,98,BOTPI5-98,TRUE,NA,NA,NA
U2537,scale,U2537,Dry,BSC50,32,BSC50-32,TRUE,NA,NA,NA
U2537,carcass,U2537,Frozen -20,BCA33,NA,BCA33-NA,TRUE,NA,NA,NA
U2538,RNA,U2538,Frozen -80,BRNA30,F2,BRNA30-F2,TRUE,NA,NA,NA
U2538,fatty_acid,SFA2949,Frozen -80,BFAPI4,96,BFAPI4-96,TRUE,NA,NA,NA
U2538,isotope,SIS2949,Frozen -20,BISPI4,96,BISPI4-96,TRUE,NA,NA,NA
U2538,genetic_stock_id,SDN2949,95 % Non-Denatured Ethanol,BDNPI3,78,BDNPI3-78,TRUE,NA,NA,NA
U2538,stomach,SST2949,95 % Non-Denatured Ethanol,BST108,NA,BST108-NA,TRUE,NA,NA,NA
U2538,otolith,SOT2949,Dry,BOTPI5,78,BOTPI5-78,TRUE,NA,NA,NA
U2538,scale,U2538,Dry,BSC50,33,BSC50-33,TRUE,NA,NA,NA
U2538,carcass,U2538,Frozen -20,BCA36,NA,BCA36-NA,TRUE,NA,NA,NA
U2539,RNA,U2539,Frozen -80,BRNA30,E2,BRNA30-E2,TRUE,NA,NA,NA
U2539,fatty_acid,SFA2950,Frozen -80,BFAPI4,94,BFAPI4-94,TRUE,NA,NA,NA
U2539,isotope,SIS2950,Frozen -20,BISPI4,94,BISPI4-94,TRUE,NA,NA,NA
U2539,genetic_stock_id,SDN2950,95 % Non-Denatured Ethanol,BDNPI3,76,BDNPI3-76,TRUE,NA,NA,NA
U2539,stomach,SST2950,95 % Non-Denatured Ethanol,BST108,NA,BST108-NA,TRUE,NA,NA,NA
U2539,otolith,SOT2950,Dry,BOTPI5,76,BOTPI5-76,TRUE,NA,NA,NA
U2539,scale,U2539,Dry,BSC50,34,BSC50-34,TRUE,NA,NA,NA
U2539,carcass,U2539,Frozen -20,BCA36,NA,BCA36-NA,TRUE,NA,NA,NA
U2540,RNA,U2540,Frozen -80,BRNA30,D2,BRNA30-D2,TRUE,NA,NA,NA
U2540,fatty_acid,SFA2951,Frozen -80,BFAPI4,92,BFAPI4-92,TRUE,NA,NA,NA
U2540,isotope,SIS2951,Frozen -20,BISPI4,92,BISPI4-92,TRUE,NA,NA,NA
U2540,genetic_stock_id,SDN2951,95 % Non-Denatured Ethanol,BDNPI3,74,BDNPI3-74,TRUE,NA,NA,NA
U2540,stomach,SST2951,95 % Non-Denatured Ethanol,BST108,NA,BST108-NA,TRUE,NA,NA,NA
U2540,otolith,SOT2951,Dry,BOTPI5,74,BOTPI5-74,TRUE,NA,NA,NA
U2540,scale,U2540,Dry,BSC50,35,BSC50-35,TRUE,NA,NA,NA
U2540,carcass,U2540,Frozen -20,BCA36,NA,BCA36-NA,TRUE,NA,NA,NA
U2541,RNA,U2541,Frozen -80,BRNA30,C2,BRNA30-C2,TRUE,NA,NA,NA
U2541,fatty_acid,SFA2952,Frozen -80,BFAPI4,88,BFAPI4-88,TRUE,NA,NA,NA
U2541,isotope,SIS2952,Frozen -20,BISPI4,88,BISPI4-88,TRUE,NA,NA,NA
U2541,genetic_stock_id,SDN2952,95 % Non-Denatured Ethanol,BDNPI3,72,BDNPI3-72,TRUE,NA,NA,NA
U2541,stomach,SST2952,95 % Non-Denatured Ethanol,BST108,NA,BST108-NA,TRUE,NA,NA,NA
U2541,otolith,SOT2952,Dry,BOTPI5,72,BOTPI5-72,TRUE,NA,NA,NA
U2541,scale,U2541,Dry,BSC50,36,BSC50-36,TRUE,NA,NA,NA
U2541,carcass,U2541,Frozen -20,BCA36,NA,BCA36-NA,TRUE,NA,NA,NA
U2542,RNA,U2542,Frozen -80,BRNA29,H12,BRNA29-H12,TRUE,NA,NA,NA
U2542,fatty_acid,SFA2986,Frozen -80,BFA100,18,BFA100-18,TRUE,NA,NA,NA
U2542,isotope,SIS2986,Frozen -20,BISCU2,80,BISCU2-80,TRUE,NA,NA,NA
U2542,genetic_stock_id,SDN2986,95 % Non-Denatured Ethanol,BDNCU2,90,BDNCU2-90,TRUE,NA,NA,NA
U2542,stomach,SST2986,95 % Non-Denatured Ethanol,BST120,NA,BST120-NA,TRUE,NA,NA,NA
U2542,otolith,SOT2986,Dry,BOTCU3,80,BOTCU3-80,TRUE,NA,NA,NA
U4311,carcass,U4311,Frozen -20,BCA57,NA,BCA57-NA,TRUE,NA,NA,NA
U2542,carcass,U2542,Frozen -20,BCA37,NA,BCA37-NA,TRUE,NA,NA,NA
U2543,RNA,U2543,Frozen -80,BRNA29,G12,BRNA29-G12,TRUE,NA,NA,NA
U2543,fatty_acid,SFA2987,Frozen -80,BFA100,17,BFA100-17,TRUE,NA,NA,NA
U2543,isotope,SIS2987,Frozen -20,BISCU2,78,BISCU2-78,TRUE,NA,NA,NA
U2543,genetic_stock_id,SDN2987,95 % Non-Denatured Ethanol,BDNCU2,89,BDNCU2-89,TRUE,NA,NA,NA
U2543,stomach,SST2987,95 % Non-Denatured Ethanol,BST120,NA,BST120-NA,TRUE,NA,NA,NA
U2543,otolith,SOT2987,Dry,BOTCU3,78,BOTCU3-78,TRUE,NA,NA,NA
U4312,carcass,U4312,Frozen -20,BCA57,NA,BCA57-NA,TRUE,NA,NA,NA
U2543,carcass,U2543,Frozen -20,BCA37,NA,BCA37-NA,TRUE,NA,NA,NA
U2544,RNA,U2544,Frozen -80,BRNA29,F12,BRNA29-F12,TRUE,NA,NA,NA
U2544,fatty_acid,SFA2988,Frozen -80,BFA100,16,BFA100-16,TRUE,NA,NA,NA
U2544,isotope,SIS2988,Frozen -20,BISCU2,76,BISCU2-76,TRUE,NA,NA,NA
U2544,genetic_stock_id,SDN2988,95 % Non-Denatured Ethanol,BDNCU2,88,BDNCU2-88,TRUE,NA,NA,NA
U2544,stomach,SST2988,95 % Non-Denatured Ethanol,BST120,NA,BST120-NA,TRUE,NA,NA,NA
U2544,otolith,SOT2988,Dry,BOTCU3,76,BOTCU3-76,TRUE,NA,NA,NA
U4313,carcass,U4313,Frozen -20,BCA57,NA,BCA57-NA,TRUE,NA,NA,NA
U2544,carcass,U2544,Frozen -20,BCA37,NA,BCA37-NA,TRUE,NA,NA,NA
U2545,RNA,U2545,Frozen -80,BRNA29,E12,BRNA29-E12,TRUE,NA,NA,NA
U2545,fatty_acid,SFA3027,Frozen -80,BFA100,15,BFA100-15,TRUE,NA,NA,NA
U2545,isotope,SIS3027,Frozen -20,BISCU2,74,BISCU2-74,TRUE,NA,NA,NA
U2545,genetic_stock_id,SDN3027,95 % Non-Denatured Ethanol,BDNCU2,87,BDNCU2-87,TRUE,NA,NA,NA
U2545,stomach,SST3027,95 % Non-Denatured Ethanol,BST120,NA,BST120-NA,TRUE,NA,NA,NA
U2545,otolith,SOT3027,Dry,BOTCU3,74,BOTCU3-74,TRUE,NA,NA,NA
U4314,carcass,U4314,Frozen -20,BCA57,NA,BCA57-NA,TRUE,NA,NA,NA
U2545,carcass,U2545,Frozen -20,BCA37,NA,BCA37-NA,TRUE,NA,NA,NA
U2546,RNA,U2546,Frozen -80,BRNA29,D12,BRNA29-D12,TRUE,NA,NA,NA
U2546,fatty_acid,SFA3028,Frozen -80,BFA100,14,BFA100-14,TRUE,NA,NA,NA
U2546,isotope,SIS3028,Frozen -20,BISCU2,72,BISCU2-72,TRUE,Slightly thawed,NA,NA
U2546,genetic_stock_id,SDN3028,95 % Non-Denatured Ethanol,BDNCU2,86,BDNCU2-86,TRUE,NA,NA,NA
U2546,stomach,SST3028,95 % Non-Denatured Ethanol,BST120,NA,BST120-NA,TRUE,NA,NA,NA
U2546,otolith,SOT3028,Dry,BOTCU3,72,BOTCU3-72,TRUE,NA,NA,NA
U4197,carcass,U4197,Frozen -20,BCA58,NA,BCA58-NA,TRUE,NA,NA,NA
U2546,carcass,U2546,Frozen -20,BCA37,NA,BCA37-NA,TRUE,NA,NA,NA
U2547,RNA,U2547,Frozen -80,BRNA29,C12,BRNA29-C12,TRUE,NA,NA,NA
U2547,fatty_acid,SFA3029,Frozen -80,BFA100,13,BFA100-13,TRUE,NA,NA,NA
U2547,isotope,SIS3029,Frozen -20,BISCU2,69,BISCU2-69,TRUE,NA,NA,NA
U2547,genetic_stock_id,SDN3029,95 % Non-Denatured Ethanol,BDNCU2,85,BDNCU2-85,TRUE,NA,NA,NA
U2547,stomach,SST3029,95 % Non-Denatured Ethanol,BST120,NA,BST120-NA,TRUE,NA,NA,NA
U2547,otolith,SOT3029,Dry,BOTCU3,69,BOTCU3-69,TRUE,NA,NA,NA
U4198,carcass,U4198,Frozen -20,BCA58,NA,BCA58-NA,TRUE,NA,NA,NA
U2547,carcass,U2547,Frozen -20,BCA37,NA,BCA37-NA,TRUE,NA,NA,NA
U2548,RNA,U2548,Frozen -80,BRNA29,B12,BRNA29-B12,TRUE,NA,NA,NA
U2548,fatty_acid,SFA3030,Frozen -80,BFACU2,67,BFACU2-67,TRUE,NA,NA,NA
U2548,isotope,SIS3030,Frozen -20,BISCU2,67,BISCU2-67,TRUE,NA,NA,NA
U2548,genetic_stock_id,SDN3030,95 % Non-Denatured Ethanol,BDNCU2,84,BDNCU2-84,TRUE,NA,NA,NA
U2548,stomach,SST3030,95 % Non-Denatured Ethanol,BST120,NA,BST120-NA,TRUE,NA,NA,NA
U2548,otolith,SOT3030,Dry,BOTCU3,67,BOTCU3-67,TRUE,NA,NA,NA
U4199,carcass,U4199,Frozen -20,BCA58,NA,BCA58-NA,TRUE,NA,NA,NA
U2548,carcass,U2548,Frozen -20,BCA37,NA,BCA37-NA,TRUE,NA,NA,NA
U2549,RNA,U2549,Frozen -80,BRNA22,H11,BRNA22-H11,TRUE,NA,NA,NA
U2549,fatty_acid,SFA3068,Frozen -80,BFAHE1,100,BFAHE1-100,TRUE,NA,NA,NA
U2549,isotope,SIS3068,Frozen -20,BISHE1,100,BISHE1-100,TRUE,NA,NA,NA
U2549,genetic_stock_id,SDN3068,95 % Non-Denatured Ethanol,BDNHE2,100,BDNHE2-100,TRUE,NA,NA,NA
U2549,stomach,SST3068,95 % Non-Denatured Ethanol,BST122,NA,BST122-NA,TRUE,NA,NA,NA
U2549,otolith,SOT3068,Dry,BOTHE1,100,BOTHE1-100,TRUE,1 broken otolith,NA,NA
U2549,scale,U2549,Dry,BSC49,2,BSC49-2,TRUE,NA,NA,NA
U2549,carcass,U2549,Frozen -20,BCA38,NA,BCA38-NA,TRUE,NA,NA,NA
U2550,RNA,U2550,Frozen -80,BRNA22,G11,BRNA22-G11,TRUE,NA,NA,NA
U2550,fatty_acid,SFA3069,Frozen -80,BFAHE1,98,BFAHE1-98,TRUE,NA,NA,NA
U2550,isotope,SIS3069,Frozen -20,BISHE1,98,BISHE1-98,TRUE,NA,NA,NA
U2550,genetic_stock_id,SDN3069,95 % Non-Denatured Ethanol,BDNHE2,98,BDNHE2-98,TRUE,NA,NA,NA
U2550,stomach,SST3069,95 % Non-Denatured Ethanol,BST122,NA,BST122-NA,TRUE,NA,NA,NA
U2550,otolith,SOT3069,Dry,BOTHE1,98,BOTHE1-98,TRUE,1 broken otolith,NA,NA
U2550,scale,U2550,Dry,BSC49,3,BSC49-3,TRUE,NA,NA,NA
U2550,carcass,U2550,Frozen -20,BCA38,NA,BCA38-NA,TRUE,NA,NA,NA
U2551,RNA,U2551,Frozen -80,BRNA34,H1,BRNA34-H1,TRUE,NA,NA,NA
U2551,fatty_acid,SFA3170,Frozen -80,BFAPI5,100,BFAPI5-100,TRUE,NA,NA,NA
U2551,isotope,SIS3170,Frozen -20,BISPI5,100,BISPI5-100,TRUE,NA,NA,NA
U2551,stomach,SST3170,95 % Non-Denatured Ethanol,BST123,NA,BST123-NA,TRUE,NA,NA,NA
U2551,otolith,SOT3170,Dry,BOTPI6,100,BOTPI6-100,TRUE,NA,NA,NA
U2551,scale,U2551,Dry,BSC82,1,BSC82-1,TRUE,NA,NA,NA
U2551,carcass,U2551,Frozen -20,BCA40,NA,BCA40-NA,TRUE,NA,NA,NA
U2552,RNA,U2552,Frozen -80,BRNA34,G1,BRNA34-G1,TRUE,NA,NA,NA
U2552,fatty_acid,SFA3171,Frozen -80,BFAPI5,98,BFAPI5-98,TRUE,NA,NA,NA
U2552,isotope,SIS3171,Frozen -20,BISPI5,98,BISPI5-98,TRUE,NA,NA,NA
U2552,stomach,SST3171,95 % Non-Denatured Ethanol,BST123,NA,BST123-NA,TRUE,NA,NA,NA
U2552,otolith,SOT3171,Dry,BOTPI6,98,BOTPI6-98,TRUE,NA,NA,NA
U2552,scale,U2552,Dry,BSC82,2,BSC82-2,TRUE,NA,NA,NA
U2552,carcass,U2552,Frozen -20,BCA40,NA,BCA40-NA,TRUE,NA,NA,NA
U2553,RNA,U2553,Frozen -80,BRNA34,H5,BRNA34-H5,TRUE,NA,NA,NA
U2553,fatty_acid,SFA3172,Frozen -80,BFAPI5,96,BFAPI5-96,TRUE,NA,NA,NA
U2553,isotope,SIS3172,Frozen -20,BISPI5,96,BISPI5-96,TRUE,NA,NA,NA
U2553,stomach,SST3172,95 % Non-Denatured Ethanol,BST127,NA,BST127-NA,TRUE,NA,NA,NA
U2553,otolith,SOT3172,Dry,BOTPI6,96,BOTPI6-96,TRUE,NA,NA,NA
U2553,scale,U2553,Dry,BSC82,3,BSC82-3,TRUE,NA,NA,NA
U2553,carcass,U2553,Frozen -20,BCA40,NA,BCA40-NA,TRUE,NA,NA,NA
U2554,RNA,U2554,Frozen -80,BRNA34,G5,BRNA34-G5,TRUE,NA,NA,NA
U2554,fatty_acid,SFA3173,Frozen -80,BFAPI5,94,BFAPI5-94,TRUE,NA,NA,NA
U2554,isotope,SIS3173,Frozen -20,BISPI5,94,BISPI5-94,TRUE,NA,NA,NA
U2554,stomach,SST3173,95 % Non-Denatured Ethanol,BST127,NA,BST127-NA,TRUE,NA,NA,NA
U2554,otolith,SOT3173,Dry,BOTPI6,94,BOTPI6-94,TRUE,NA,NA,NA
U2554,scale,U2554,Dry,BSC82,4,BSC82-4,TRUE,NA,NA,NA
U2554,carcass,U2554,Frozen -20,BCA40,NA,BCA40-NA,TRUE,NA,NA,NA
U2555,RNA,U2555,Frozen -80,BRNA34,F5,BRNA34-F5,TRUE,NA,NA,NA
U2555,fatty_acid,SFA3174,Frozen -80,BFAPI5,92,BFAPI5-92,TRUE,NA,NA,NA
U2555,isotope,SIS3174,Frozen -20,BISPI5,92,BISPI5-92,TRUE,NA,NA,NA
U2555,stomach,SST3174,95 % Non-Denatured Ethanol,BST127,NA,BST127-NA,TRUE,NA,NA,NA
U2555,otolith,SOT3174,Dry,BOTPI6,92,BOTPI6-92,TRUE,NA,NA,NA
U2555,scale,U2555,Dry,BSC82,5,BSC82-5,TRUE,NA,NA,NA
U2555,carcass,U2555,Frozen -20,BCA40,NA,BCA40-NA,TRUE,NA,NA,NA
U2601,RNA,U2601,Frozen -80,BRNA26,H9,BRNA26-H9,TRUE,NA,NA,NA
U2601,fatty_acid,SFA2390,Frozen -80,BFASO38,1,BFASO38-1,TRUE,NA,NA,NA
U2601,isotope,SIS2390,Frozen -20,BISSO43,1,BISSO43-1,TRUE,NA,NA,NA
U2601,stomach,SST2390,95 % Non-Denatured Ethanol,BST100,NA,BST100-NA,TRUE,NA,NA,NA
U2601,otolith,SOT2390,Dry,BOTSO32,1,BOTSO32-1,TRUE,NA,NA,NA
U2601,scale,U2601,Dry,BSC66,1,BSC66-1,TRUE,NA,NA,NA
U2601,carcass,U2601,Frozen -20,BCA20,NA,BCA20-NA,TRUE,NA,NA,NA
U2601,genetic_stock_id,DS01148,Whatman Sheet,DW42,NA,DW42-NA,TRUE,NA,NA,NA
U2602,RNA,U2602,Frozen -80,BRNA26,G9,BRNA26-G9,TRUE,NA,NA,NA
U2602,fatty_acid,SFA2391,Frozen -80,BFASO38,3,BFASO38-3,TRUE,NA,NA,NA
U2602,isotope,SIS2391,Frozen -20,BISSO43,3,BISSO43-3,TRUE,NA,NA,NA
U2602,stomach,SST2391,95 % Non-Denatured Ethanol,BST100,NA,BST100-NA,TRUE,NA,NA,NA
U2602,otolith,SOT2391,Dry,BOTSO32,3,BOTSO32-3,TRUE,NA,NA,NA
U2602,scale,U2602,Dry,BSC66,2,BSC66-2,TRUE,NA,NA,NA
U2602,carcass,U2602,Frozen -20,BCA20,NA,BCA20-NA,TRUE,NA,NA,NA
U2602,genetic_stock_id,DS01146,Whatman Sheet,DW42,NA,DW42-NA,TRUE,NA,NA,NA
U2603,RNA,U2603,Frozen -80,BRNA26,F9,BRNA26-F9,TRUE,NA,NA,NA
U2603,fatty_acid,SFA2400,Frozen -80,BFASO38,5,BFASO38-5,TRUE,NA,NA,NA
U2603,isotope,SIS2400,Frozen -20,BISSO43,5,BISSO43-5,TRUE,NA,NA,NA
U2603,stomach,SST2400,95 % Non-Denatured Ethanol,BST100,NA,BST100-NA,TRUE,NA,NA,NA
U2603,otolith,SOT2400,Dry,BOTSO32,5,BOTSO32-5,TRUE,NA,NA,NA
U2603,scale,U2603,Dry,BSC66,3,BSC66-3,TRUE,NA,NA,NA
U2603,carcass,U2603,Frozen -20,BCA20,NA,BCA20-NA,TRUE,NA,NA,NA
U2603,genetic_stock_id,DS01145,Whatman Sheet,DW42,NA,DW42-NA,TRUE,NA,NA,NA
U2604,RNA,U2604,Frozen -80,BRNA26,E9,BRNA26-E9,TRUE,NA,NA,NA
U2604,fatty_acid,SFA2401,Frozen -80,BFASO38,7,BFASO38-7,TRUE,NA,NA,NA
U2604,isotope,SIS2401,Frozen -20,BISSO43,7,BISSO43-7,TRUE,NA,NA,NA
U2604,stomach,SST2401,95 % Non-Denatured Ethanol,BST100,NA,BST100-NA,TRUE,NA,NA,NA
U2604,otolith,SOT2401,Dry,BOTSO32,7,BOTSO32-7,TRUE,NA,NA,NA
U2604,scale,U2604,Dry,BSC66,4,BSC66-4,TRUE,NA,NA,NA
U2604,carcass,U2604,Frozen -20,BCA20,NA,BCA20-NA,TRUE,NA,NA,NA
U2604,genetic_stock_id,DS01143,Whatman Sheet,DW42,NA,DW42-NA,TRUE,NA,NA,NA
U2605,RNA,U2605,Frozen -80,BRNA26,D9,BRNA26-D9,TRUE,NA,NA,NA
U2605,fatty_acid,SFA2402,Frozen -80,BFASO38,9,BFASO38-9,TRUE,NA,NA,NA
U2605,isotope,SIS2402,Frozen -20,BISSO43,9,BISSO43-9,TRUE,NA,NA,NA
U2605,stomach,SST2402,95 % Non-Denatured Ethanol,BST100,NA,BST100-NA,TRUE,NA,NA,NA
U2605,otolith,SOT2402,Dry,BOTSO32,9,BOTSO32-9,TRUE,NA,NA,NA
U2605,scale,U2605,Dry,BSC66,5,BSC66-5,TRUE,NA,NA,NA
U2605,carcass,U2605,Frozen -20,BCA20,NA,BCA20-NA,TRUE,NA,NA,NA
U2605,genetic_stock_id,DS01149,Whatman Sheet,DW42,NA,DW42-NA,TRUE,NA,NA,NA
U2606,RNA,U2606,Frozen -80,BRNA26,C9,BRNA26-C9,TRUE,NA,NA,NA
U2606,fatty_acid,SFA2403,Frozen -80,BFASO38,12,BFASO38-12,TRUE,NA,NA,NA
U2606,isotope,SIS2403,Frozen -20,BISSO43,12,BISSO43-12,TRUE,NA,NA,NA
U2606,stomach,SST2403,95 % Non-Denatured Ethanol,BST100,NA,BST100-NA,TRUE,NA,NA,NA
U2606,otolith,SOT2403,Dry,BOTSO32,12,BOTSO32-12,TRUE,NA,NA,NA
U2606,scale,U2606,Dry,BSC66,6,BSC66-6,TRUE,NA,NA,NA
U2606,carcass,U2606,Frozen -20,BCA20,NA,BCA20-NA,TRUE,NA,NA,NA
U2606,genetic_stock_id,DS01142,Whatman Sheet,DW42,NA,DW42-NA,TRUE,NA,NA,NA
U2607,RNA,U2607,Frozen -80,BRNA26,B9,BRNA26-B9,TRUE,NA,NA,NA
U2607,fatty_acid,SFA2418,Frozen -80,BFASO38,14,BFASO38-14,TRUE,NA,NA,NA
U2607,isotope,SIS2418,Frozen -20,BISSO43,14,BISSO43-14,TRUE,NA,NA,NA
U2607,stomach,SST2418,95 % Non-Denatured Ethanol,BST100,NA,BST100-NA,TRUE,NA,NA,NA
