"Cast PK","Filename","CTD model","CTD serial number","CTD firmware version","Cruise","Station","Drop number","Start time","Bottom time","Drop time (s)","Drop depth (m)","Target depth (m)","Latitude","Longitude","Operators","Comments","Cast Direction","Measurement time","Depth (m)","Depth flag","Drop speed (m/s)","Conductivity (mS/cm)","Conductivity flag","Temperature (deg C)","Temperature flag","Pressure (dbar)","Pressure flag","Uncorrected Pressure (dbar)","PAR","PAR flag","Fluorometry Chlorophyll (ug/L)","Fluorometry Chlorophyll flag","CDOM (ppb)","CDOM flag","Turbidity (FTU)","Turbidity flag","Backscatter (Beta)","Backscatter flag","Dissolved O2 (mL/L)","Dissolved O2 (mL/L) flag","Dissolved O2 (%)","Dissolved O2 (%) flag","Salinity (PSU)","Salinity flag","Specific conductivity","Specific conductivity flag","Speed of sound (m/s)","Speed of sound flag","Tr (volts)","Tr flag","RINKO DO (volts)","RINKO temp (volts)","Backscatter (counts)","Fluorometry Chlorophyll (counts)","CDOM (counts)"
"8905","080217_20170508_1254","RBRconcerto","080217","12.040","DISOCKEYE","QU46","1","2017-05-08 09:36:31.833","2017-05-08 09:37:24.667","53","45.82268515","45","50.09723548","-125.17578078","julian.gan,justin.francis,rachel.walker,rebecca.piercey","1: SEMS CTD tethered 0.5m below2: Tethered by 0.5m to bottom of QOM's RBR_80217","d","2017-05-08 09:36:46.750","10.889","null","0.927","31.0627","null","10.4843","null","11","null","undefined","25.799","null","0.6333","null","null","null","2.325","null","null","null","7.0201","null","undefined","null","27.538","null","null","null","null","null","null","null","null","null","undefined","undefined","undefined"
"8905","080217_20170508_1254","RBRconcerto","080217","12.040","DISOCKEYE","QU46","1","2017-05-08 09:36:31.833","2017-05-08 09:37:24.667","53","45.82268515","45","50.09723548","-125.17578078","julian.gan,justin.francis,rachel.walker,rebecca.piercey","1: SEMS CTD tethered 0.5m below2: Tethered by 0.5m to bottom of QOM's RBR_80217","d","2017-05-08 09:36:47.778","11.826","null","0.921","31.09113","null","10.4643","null","12","null","undefined","22.741","null","0.5916","null","null","null","2.326","null","null","null","6.8929","null","undefined","null","27.5806","null","null","null","null","null","null","null","null","null","undefined","undefined","undefined"
"8905","080217_20170508_1254","RBRconcerto","080217","12.040","DISOCKEYE","QU46","1","2017-05-08 09:36:31.833","2017-05-08 09:37:24.667","53","45.82268515","45","50.09723548","-125.17578078","julian.gan,justin.francis,rachel.walker,rebecca.piercey","1: SEMS CTD tethered 0.5m below2: Tethered by 0.5m to bottom of QOM's RBR_80217","d","2017-05-08 09:36:48.900","12.859","null","0.915","31.10869","null","10.3513","null","13","null","undefined","19.667","null","0.5525","null","null","null","2.328","null","null","null","6.7008","null","undefined","null","27.6833","null","null","null","null","null","null","null","null","null","undefined","undefined","undefined"
"8905","080217_20170508_1254","RBRconcerto","080217","12.040","DISOCKEYE","QU46","1","2017-05-08 09:36:31.833","2017-05-08 09:37:24.667","53","45.82268515","45","50.09723548","-125.17578078","julian.gan,justin.francis,rachel.walker,rebecca.piercey","1: SEMS CTD tethered 0.5m below2: Tethered by 0.5m to bottom of QOM's RBR_80217","d","2017-05-08 09:36:50.000","13.891","null","0.95","31.17507","null","10.2142","null","14","null","undefined","15.261","null","0.494","null","null","null","2.331","null","null","null","6.4809","null","undefined","null","27.8529","null","null","null","null","null","null","null","null","null","undefined","undefined","undefined"
"8905","080217_20170508_1254","RBRconcerto","080217","12.040","DISOCKEYE","QU46","1","2017-05-08 09:36:31.833","2017-05-08 09:37:24.667","53","45.82268515","45","50.09723548","-125.17578078","julian.gan,justin.francis,rachel.walker,rebecca.piercey","1: SEMS CTD tethered 0.5m below2: Tethered by 0.5m to bottom of QOM's RBR_80217","d","2017-05-08 09:36:50.917","14.744","null","0.921","31.27401","null","10.1095","null","15","null","undefined","12.73","null","0.4992","null","null","null","2.316","null","null","null","6.335","null","undefined","null","28.0311","null","null","null","null","null","null","null","null","null","undefined","undefined","undefined"
"8905","080217_20170508_1254","RBRconcerto","080217","12.040","DISOCKEYE","QU46","1","2017-05-08 09:36:31.833","2017-05-08 09:37:24.667","53","45.82268515","45","50.09723548","-125.17578078","julian.gan,justin.francis,rachel.walker,rebecca.piercey","1: SEMS CTD tethered 0.5m below2: Tethered by 0.5m to bottom of QOM's RBR_80217","d","2017-05-08 09:36:52.000","15.717","null","0.914","31.36877","null","10.0129","null","16","null","undefined","10.957","null","0.3999","null","null","null","2.331","null","null","null","6.2116","null","undefined","null","28.1996","null","null","null","null","null","null","null","null","null","undefined","undefined","undefined"
"8905","080217_20170508_1254","RBRconcerto","080217","12.040","DISOCKEYE","QU46","1","2017-05-08 09:36:31.833","2017-05-08 09:37:24.667","53","45.82268515","45","50.09723548","-125.17578078","julian.gan,justin.francis,rachel.walker,rebecca.piercey","1: SEMS CTD tethered 0.5m below2: Tethered by 0.5m to bottom of QOM's RBR_80217","d","2017-05-08 09:36:53.139","16.783","null","0.923","31.38617","null","9.9941","null","17","null","undefined","8.795","null","0.3194","null","null","null","2.364","null","null","null","6.1067","null","undefined","null","28.2312","null","null","null","null","null","null","null","null","null","undefined","undefined","undefined"
"8905","080217_20170508_1254","RBRconcerto","080217","12.040","DISOCKEYE","QU46","1","2017-05-08 09:36:31.833","2017-05-08 09:37:24.667","53","45.82268515","45","50.09723548","-125.17578078","julian.gan,justin.francis,rachel.walker,rebecca.piercey","1: SEMS CTD tethered 0.5m below2: Tethered by 0.5m to bottom of QOM's RBR_80217","d","2017-05-08 09:36:54.233","17.807","null","0.943","31.40277","null","9.9657","null","18","null","undefined","6.89","null","0.294","null","null","null","2.419","null","null","null","6.0219","null","undefined","null","28.2695","null","null","null","null","null","null","null","null","null","undefined","undefined","undefined"
"8905","080217_20170508_1254","RBRconcerto","080217","12.040","DISOCKEYE","QU46","1","2017-05-08 09:36:31.833","2017-05-08 09:37:24.667","53","45.82268515","45","50.09723548","-125.17578078","julian.gan,justin.francis,rachel.walker,rebecca.piercey","1: SEMS CTD tethered 0.5m below2: Tethered by 0.5m to bottom of QOM's RBR_80217","d","2017-05-08 09:36:55.300","18.821","null","0.935","31.4123","null","9.907","null","19","null","undefined","5.724","null","0.2715","null","null","null","2.362","null","null","null","5.9296","null","undefined","null","28.3246","null","null","null","null","null","null","null","null","null","undefined","undefined","undefined"
"8905","080217_20170508_1254","RBRconcerto","080217","12.040","DISOCKEYE","QU46","1","2017-05-08 09:36:31.833","2017-05-08 09:37:24.667","53","45.82268515","45","50.09723548","-125.17578078","julian.gan,justin.francis,rachel.walker,rebecca.piercey","1: SEMS CTD tethered 0.5m below2: Tethered by 0.5m to bottom of QOM's RBR_80217","d","2017-05-08 09:36:56.417","19.837","null","0.915","31.43234","null","9.8404","null","20","null","undefined","4.908","null","0.2893","null","null","null","2.346","null","null","null","5.8322","null","undefined","null","28.3964","null","null","null","null","null","null","null","null","null","undefined","undefined","undefined"
"8905","080217_20170508_1254","RBRconcerto","080217","12.040","DISOCKEYE","QU46","1","2017-05-08 09:36:31.833","2017-05-08 09:37:24.667","53","45.82268515","45","50.09723548","-125.17578078","julian.gan,justin.francis,rachel.walker,rebecca.piercey","1: SEMS CTD tethered 0.5m below2: Tethered by 0.5m to bottom of QOM's RBR_80217","d","2017-05-08 09:36:57.417","20.786","null","0.971","31.45294","null","9.7731","null","21","null","undefined","4.258","null","0.2459","null","null","null","2.348","null","null","null","5.7506","null","undefined","null","28.4697","null","null","null","null","null","null","null","null","null","undefined","undefined","undefined"
"8905","080217_20170508_1254","RBRconcerto","080217","12.040","DISOCKEYE","QU46","1","2017-05-08 09:36:31.833","2017-05-08 09:37:24.667","53","45.82268515","45","50.09723548","-125.17578078","julian.gan,justin.francis,rachel.walker,rebecca.piercey","1: SEMS CTD tethered 0.5m below2: Tethered by 0.5m to bottom of QOM's RBR_80217","d","2017-05-08 09:36:58.583","21.878","null","0.905","31.46623","null","9.701","null","22","null","undefined","3.618","null","0.2398","null","null","null","2.357","null","null","null","5.619","null","undefined","null","28.5396","null","null","null","null","null","null","null","null","null","undefined","undefined","undefined"
"8905","080217_20170508_1254","RBRconcerto","080217","12.040","DISOCKEYE","QU46","1","2017-05-08 09:36:31.833","2017-05-08 09:37:24.667","53","45.82268515","45","50.09723548","-125.17578078","julian.gan,justin.francis,rachel.walker,rebecca.piercey","1: SEMS CTD tethered 0.5m below2: Tethered by 0.5m to bottom of QOM's RBR_80217","d","2017-05-08 09:36:59.583","22.814","null","0.939","31.45372","null","9.6082","null","23","null","undefined","3.172","null","0.2081","null","null","null","2.36","null","null","null","5.5073","null","undefined","null","28.6004","null","null","null","null","null","null","null","null","null","undefined","undefined","undefined"
"8905","080217_20170508_1254","RBRconcerto","080217","12.040","DISOCKEYE","QU46","1","2017-05-08 09:36:31.833","2017-05-08 09:37:24.667","53","45.82268515","45","50.09723548","-125.17578078","julian.gan,justin.francis,rachel.walker,rebecca.piercey","1: SEMS CTD tethered 0.5m below2: Tethered by 0.5m to bottom of QOM's RBR_80217","d","2017-05-08 09:37:00.583","23.757","null","0.967","31.44743","null","9.4493","null","24","null","undefined","3.011","null","0.2208","null","null","null","2.36","null","null","null","5.4311","null","undefined","null","28.7205","null","null","null","null","null","null","null","null","null","undefined","undefined","undefined"
"8905","080217_20170508_1254","RBRconcerto","080217","12.040","DISOCKEYE","QU46","1","2017-05-08 09:36:31.833","2017-05-08 09:37:24.667","53","45.82268515","45","50.09723548","-125.17578078","julian.gan,justin.francis,rachel.walker,rebecca.piercey","1: SEMS CTD tethered 0.5m below2: Tethered by 0.5m to bottom of QOM's RBR_80217","d","2017-05-08 09:37:01.667","24.796","null","0.932","31.478","null","9.4252","null","25","null","undefined","2.951","null","0.2471","null","null","null","2.343","null","null","null","5.3337","null","undefined","null","28.7702","null","null","null","null","null","null","null","null","null","undefined","undefined","undefined"
"8905","080217_20170508_1254","RBRconcerto","080217","12.040","DISOCKEYE","QU46","1","2017-05-08 09:36:31.833","2017-05-08 09:37:24.667","53","45.82268515","45","50.09723548","-125.17578078","julian.gan,justin.francis,rachel.walker,rebecca.piercey","1: SEMS CTD tethered 0.5m below2: Tethered by 0.5m to bottom of QOM's RBR_80217","d","2017-05-08 09:37:02.750","25.782","null","0.92","31.46086","null","9.3422","null","26","null","undefined","2.903","null","0.2507","null","null","null","2.325","null","null","null","5.2485","null","undefined","null","28.8192","null","null","null","null","null","null","null","null","null","undefined","undefined","undefined"
"8905","080217_20170508_1254","RBRconcerto","080217","12.040","DISOCKEYE","QU46","1","2017-05-08 09:36:31.833","2017-05-08 09:37:24.667","53","45.82268515","45","50.09723548","-125.17578078","julian.gan,justin.francis,rachel.walker,rebecca.piercey","1: SEMS CTD tethered 0.5m below2: Tethered by 0.5m to bottom of QOM's RBR_80217","d","2017-05-08 09:37:03.833","26.8","null","0.953","31.41356","null","9.2236","null","27","null","undefined","2.859","null","0.2703","null","null","null","2.337","null","null","null","5.1609","null","undefined","null","28.8664","null","null","null","null","null","null","null","null","null","undefined","undefined","undefined"
"8905","080217_20170508_1254","RBRconcerto","080217","12.040","DISOCKEYE","QU46","1","2017-05-08 09:36:31.833","2017-05-08 09:37:24.667","53","45.82268515","45","50.09723548","-125.17578078","julian.gan,justin.francis,rachel.walker,rebecca.piercey","1: SEMS CTD tethered 0.5m below2: Tethered by 0.5m to bottom of QOM's RBR_80217","d","2017-05-08 09:37:05.000","27.879","null","0.88","31.44178","null","9.1675","null","28","null","undefined","2.822","null","0.2093","null","null","null","2.359","null","null","null","5.0555","null","undefined","null","28.9401","null","null","null","null","null","null","null","null","null","undefined","undefined","undefined"
"8905","080217_20170508_1254","RBRconcerto","080217","12.040","DISOCKEYE","QU46","1","2017-05-08 09:36:31.833","2017-05-08 09:37:24.667","53","45.82268515","45","50.09723548","-125.17578078","julian.gan,justin.francis,rachel.walker,rebecca.piercey","1: SEMS CTD tethered 0.5m below2: Tethered by 0.5m to bottom of QOM's RBR_80217","d","2017-05-08 09:37:05.917","28.701","null","0.936","31.50247","null","9.1768","null","29","null","undefined","2.797","null","0.2148","null","null","null","2.353","null","null","null","4.9801","null","undefined","null","28.994","null","null","null","null","null","null","null","null","null","undefined","undefined","undefined"
"8905","080217_20170508_1254","RBRconcerto","080217","12.040","DISOCKEYE","QU46","1","2017-05-08 09:36:31.833","2017-05-08 09:37:24.667","53","45.82268515","45","50.09723548","-125.17578078","julian.gan,justin.francis,rachel.walker,rebecca.piercey","1: SEMS CTD tethered 0.5m below2: Tethered by 0.5m to bottom of QOM's RBR_80217","d","2017-05-08 09:37:07.000","29.738","null","0.97","31.58995","null","9.2219","null","30","null","undefined","2.771","null","0.2342","null","null","null","2.335","null","null","null","4.9118","null","undefined","null","29.0459","null","null","null","null","null","null","null","null","null","undefined","undefined","undefined"
"8905","080217_20170508_1254","RBRconcerto","080217","12.040","DISOCKEYE","QU46","1","2017-05-08 09:36:31.833","2017-05-08 09:37:24.667","53","45.82268515","45","50.09723548","-125.17578078","julian.gan,justin.francis,rachel.walker,rebecca.piercey","1: SEMS CTD tethered 0.5m below2: Tethered by 0.5m to bottom of QOM's RBR_80217","d","2017-05-08 09:37:08.033","30.735","null","0.918","31.61921","null","9.2205","null","31","null","undefined","2.751","null","0.2469","null","null","null","2.34","null","null","null","4.8704","null","undefined","null","29.0764","null","null","null","null","null","null","null","null","null","undefined","undefined","undefined"
"8905","080217_20170508_1254","RBRconcerto","080217","12.040","DISOCKEYE","QU46","1","2017-05-08 09:36:31.833","2017-05-08 09:37:24.667","53","45.82268515","45","50.09723548","-125.17578078","julian.gan,justin.francis,rachel.walker,rebecca.piercey","1: SEMS CTD tethered 0.5m below2: Tethered by 0.5m to bottom of QOM's RBR_80217","d","2017-05-08 09:37:09.083","31.681","null","0.942","31.64218","null","9.2193","null","32","null","undefined","2.732","null","0.2771","null","null","null","2.335","null","null","null","4.844","null","undefined","null","29.1004","null","null","null","null","null","null","null","null","null","undefined","undefined","undefined"
"8905","080217_20170508_1254","RBRconcerto","080217","12.040","DISOCKEYE","QU46","1","2017-05-08 09:36:31.833","2017-05-08 09:37:24.667","53","45.82268515","45","50.09723548","-125.17578078","julian.gan,justin.francis,rachel.walker,rebecca.piercey","1: SEMS CTD tethered 0.5m below2: Tethered by 0.5m to bottom of QOM's RBR_80217","d","2017-05-08 09:37:10.133","32.685","null","0.957","31.6543","null","9.2158","null","33","null","undefined","2.717","null","0.2541","null","null","null","2.327","null","null","null","4.8243","null","undefined","null","29.1151","null","null","null","null","null","null","null","null","null","undefined","undefined","undefined"
"8905","080217_20170508_1254","RBRconcerto","080217","12.040","DISOCKEYE","QU46","1","2017-05-08 09:36:31.833","2017-05-08 09:37:24.667","53","45.82268515","45","50.09723548","-125.17578078","julian.gan,justin.francis,rachel.walker,rebecca.piercey","1: SEMS CTD tethered 0.5m below2: Tethered by 0.5m to bottom of QOM's RBR_80217","d","2017-05-08 09:37:11.083","33.583","null","0.956","31.65358","null","9.2103","null","34","null","undefined","2.705","null","0.2396","null","null","null","2.331","null","null","null","4.8133","null","undefined","null","29.1185","null","null","null","null","null","null","null","null","null","undefined","undefined","undefined"
"8905","080217_20170508_1254","RBRconcerto","080217","12.040","DISOCKEYE","QU46","1","2017-05-08 09:36:31.833","2017-05-08 09:37:24.667","53","45.82268515","45","50.09723548","-125.17578078","julian.gan,justin.francis,rachel.walker,rebecca.piercey","1: SEMS CTD tethered 0.5m below2: Tethered by 0.5m to bottom of QOM's RBR_80217","d","2017-05-08 09:37:12.250","34.667","null","0.926","31.66331","null","9.2122","null","35","null","undefined","2.688","null","0.2595","null","null","null","2.319","null","null","null","4.8016","null","undefined","null","29.1264","null","null","null","null","null","null","null","null","null","undefined","undefined","undefined"
"8905","080217_20170508_1254","RBRconcerto","080217","12.040","DISOCKEYE","QU46","1","2017-05-08 09:36:31.833","2017-05-08 09:37:24.667","53","45.82268515","45","50.09723548","-125.17578078","julian.gan,justin.francis,rachel.walker,rebecca.piercey","1: SEMS CTD tethered 0.5m below2: Tethered by 0.5m to bottom of QOM's RBR_80217","d","2017-05-08 09:37:13.333","35.697","null","0.942","31.6666","null","9.2086","null","36","null","undefined","2.679","null","0.2559","null","null","null","2.332","null","null","null","4.7948","null","undefined","null","29.1323","null","null","null","null","null","null","null","null","null","undefined","undefined","undefined"
"8905","080217_20170508_1254","RBRconcerto","080217","12.040","DISOCKEYE","QU46","1","2017-05-08 09:36:31.833","2017-05-08 09:37:24.667","53","45.82268515","45","50.09723548","-125.17578078","julian.gan,justin.francis,rachel.walker,rebecca.piercey","1: SEMS CTD tethered 0.5m below2: Tethered by 0.5m to bottom of QOM's RBR_80217","d","2017-05-08 09:37:14.333","36.649","null","0.966","31.66905","null","9.2057","null","37","null","undefined","2.674","null","0.2476","null","null","null","2.329","null","null","null","4.7883","null","undefined","null","29.1367","null","null","null","null","null","null","null","null","null","undefined","undefined","undefined"
"8905","080217_20170508_1254","RBRconcerto","080217","12.040","DISOCKEYE","QU46","1","2017-05-08 09:36:31.833","2017-05-08 09:37:24.667","53","45.82268515","45","50.09723548","-125.17578078","julian.gan,justin.francis,rachel.walker,rebecca.piercey","1: SEMS CTD tethered 0.5m below2: Tethered by 0.5m to bottom of QOM's RBR_80217","d","2017-05-08 09:37:15.500","37.76","null","0.955","31.67074","null","9.2032","null","38","null","undefined","2.664","null","0.2519","null","null","null","2.32","null","null","null","4.7843","null","undefined","null","29.14","null","null","null","null","null","null","null","null","null","undefined","undefined","undefined"
"8905","080217_20170508_1254","RBRconcerto","080217","12.040","DISOCKEYE","QU46","1","2017-05-08 09:36:31.833","2017-05-08 09:37:24.667","53","45.82268515","45","50.09723548","-125.17578078","julian.gan,justin.francis,rachel.walker,rebecca.piercey","1: SEMS CTD tethered 0.5m below2: Tethered by 0.5m to bottom of QOM's RBR_80217","d","2017-05-08 09:37:16.417","38.653","null","0.965","31.67318","null","9.2032","null","39","null","undefined","2.657","null","0.2231","null","null","null","2.327","null","null","null","4.7805","null","undefined","null","29.1422","null","null","null","null","null","null","null","null","null","undefined","undefined","undefined"
"8905","080217_20170508_1254","RBRconcerto","080217","12.040","DISOCKEYE","QU46","1","2017-05-08 09:36:31.833","2017-05-08 09:37:24.667","53","45.82268515","45","50.09723548","-125.17578078","julian.gan,justin.francis,rachel.walker,rebecca.piercey","1: SEMS CTD tethered 0.5m below2: Tethered by 0.5m to bottom of QOM's RBR_80217","d","2017-05-08 09:37:17.467","39.635","null","0.927","31.67657","null","9.203","null","40","null","undefined","2.651","null","0.2411","null","null","null","2.326","null","null","null","4.775","null","undefined","null","29.1454","null","null","null","null","null","null","null","null","null","undefined","undefined","undefined"
"8905","080217_20170508_1254","RBRconcerto","080217","12.040","DISOCKEYE","QU46","1","2017-05-08 09:36:31.833","2017-05-08 09:37:24.667","53","45.82268515","45","50.09723548","-125.17578078","julian.gan,justin.francis,rachel.walker,rebecca.piercey","1: SEMS CTD tethered 0.5m below2: Tethered by 0.5m to bottom of QOM's RBR_80217","d","2017-05-08 09:37:18.556","40.669","null","0.934","31.6785","null","9.2015","null","41","null","undefined","2.649","null","0.2675","null","null","null","2.317","null","null","null","4.7697","null","undefined","null","29.1481","null","null","null","null","null","null","null","null","null","undefined","undefined","undefined"
"8905","080217_20170508_1254","RBRconcerto","080217","12.040","DISOCKEYE","QU46","1","2017-05-08 09:36:31.833","2017-05-08 09:37:24.667","53","45.82268515","45","50.09723548","-125.17578078","julian.gan,justin.francis,rachel.walker,rebecca.piercey","1: SEMS CTD tethered 0.5m below2: Tethered by 0.5m to bottom of QOM's RBR_80217","d","2017-05-08 09:37:19.583","41.618","null","0.915","31.68181","null","9.2007","null","42","null","undefined","2.642","null","0.2331","null","null","null","2.338","null","null","null","4.7641","null","undefined","null","29.1518","null","null","null","null","null","null","null","null","null","undefined","undefined","undefined"
"8905","080217_20170508_1254","RBRconcerto","080217","12.040","DISOCKEYE","QU46","1","2017-05-08 09:36:31.833","2017-05-08 09:37:24.667","53","45.82268515","45","50.09723548","-125.17578078","julian.gan,justin.francis,rachel.walker,rebecca.piercey","1: SEMS CTD tethered 0.5m below2: Tethered by 0.5m to bottom of QOM's RBR_80217","d","2017-05-08 09:37:20.667","42.618","null","0.965","31.68503","null","9.1993","null","43","null","undefined","2.638","null","0.2384","null","null","null","2.324","null","null","null","4.7554","null","undefined","null","29.1558","null","null","null","null","null","null","null","null","null","undefined","undefined","undefined"
"8905","080217_20170508_1254","RBRconcerto","080217","12.040","DISOCKEYE","QU46","1","2017-05-08 09:36:31.833","2017-05-08 09:37:24.667","53","45.82268515","45","50.09723548","-125.17578078","julian.gan,justin.francis,rachel.walker,rebecca.piercey","1: SEMS CTD tethered 0.5m below2: Tethered by 0.5m to bottom of QOM's RBR_80217","d","2017-05-08 09:37:21.750","43.671","null","0.96","31.68909","null","9.1973","null","44","null","undefined","2.634","null","0.2495","null","null","null","2.322","null","null","null","4.7478","null","undefined","null","29.1611","null","null","null","null","null","null","null","null","null","undefined","undefined","undefined"
